obs_id,class,src_n,src_id,significance,photflux_aper_hilim_s,photflux_aper_hilim_m,photflux_aper_hilim_b,photflux_aper_b,photflux_aper_lolim_h,photflux_aper_s,photflux_aper_lolim_m,photflux_aper_lolim_b,photflux_aper_m,photflux_aper_h,photflux_aper_hilim_h,photflux_aper_lolim_s,flux_aper,photflux_aper_hilim,flux_aper_hilim_s,photflux_aper_lolim,flux_aper_hilim_b,flux_aper_hilim_h,flux_aper_b,flux_aper_lolim_b,flux_aper_lolim_s,flux_aper_lolim_m,flux_aper_hilim_m,flux_aper_lolim,flux_aper_h,flux_aper_lolim_h,flux_aper_m,flux_aper_hilim,flux_aper_s,photflux_aper,var_sigma,kp_prob,var_inter_sigma,ks_prob,var_index,var_prob,var_inter_index,var_mean,var_inter_prob,var_max,var_min,hard_hs,hard_hm_lolim,hard_hm,hard_hm_hilim,hard_ms,hard_ms_hilim,hard_hs_lolim,hard_hs_hilim,hard_ms_lolim
NS_OBS_82,NS,EXO 1745-248        ,NS0020,23.47,3.0351267552260612,3.256971250826995,0.6124243007561353,-0.6121827402104978,3.2205403013450966,2.9743026972428472,3.272394524506904,-0.2390637918967722,3.28701181284421,3.338782458296922,3.356314000651299,2.4846301414603644,2.792183353420153,3.465968556949278,2.787212267000131,3.4431843457656393,1.221790956393569,3.3326264436017223,0.9363398977558398,-0.9761282125710672,2.442740525192667,3.2609625332821066,3.0939741664272464,2.321510741081893,3.3297561450626803,3.2311052652240586,3.2813260469593155,3.4905139503818408,2.8439290536949295,3.4499909725143314,0.4509506061343252,0.2174225921364947,0.9660917830792959,-0.301837903436805,0.19166539360376908,0.2698862457856932,,0.6646400290151289,0.9660917830792959,0.2728066648472928,0.6864377703004344,2.175206907189232,3.0872489548341835,3.0005252871227204,2.8619872643529294,-0.5489112232306855,-0.6845098813390955,2.488962481935465,1.5876195210177315,-0.3989361994557645
NS_OBS_81,NS,EXO 1745-248        ,NS0020,23.47,-0.25899838576231377,-0.40612968242178715,0.3476105091573366,0.6036732568337961,0.08626593875511132,-0.11435484005480984,-0.3288815100347496,0.6257546966961315,-0.38413683792663644,-0.04346579993829687,-0.09170043091970802,0.2605962383553604,-0.06845849786726299,-0.25709297241156015,-0.11812042921568855,-0.05699645582104265,-0.605867578121012,-0.3653458933614579,-0.35666937362766926,0.24526221000429804,0.45602209081806716,-0.3235281286793115,-0.29333019482595424,0.06141730676425173,-0.3317627600918138,-0.20640607324169508,-0.39477979484215425,-0.3542715314896284,0.0351331928689575,-0.06876480905483512,0.41402598527036955,0.07723554805179618,0.9660917830792959,0.8491309081787847,0.07570649761261528,-0.14154677355399342,,0.6199617366563496,0.9660917830792959,0.11456781669698857,0.34395179695302536,0.15541777021881165,0.1627318220258498,0.14991551218827992,0.10156401357412682,-0.12380857385056304,-0.19856591947289046,0.30171347732452175,-0.025100699075116112,0.03298016210913392
NS_OBS_91,NS,EXO 1745-248        ,NS0020,23.47,-1.2763037457354165,-0.2152938127606916,-1.0811780716482773,-0.3586752655555925,-0.9383246675631824,-1.4264272154645332,-0.25563192951904873,-0.5903516512469901,-0.22596573461989175,-0.8028943966593584,-0.7360942465428436,-1.8283073860685894,-0.2570533405111837,-0.5746954160448828,-1.2754498383742572,-0.49726243062143577,-1.5041792093953383,-0.6397299960385372,-1.7215929021046885,-0.4957187762955098,-1.8908653322126112,-0.23568088580062688,-0.13705845038106326,-0.15231345030627522,-0.7387229730867375,-0.9429244463193278,-0.257093625048416,-0.5495847010557977,-1.4807813270613097,-0.4205927793223896,-1.2606034134627961,1.1285870431648324,0.9660917830792959,0.06615436723873942,-1.5237265505412338,-1.1840601466938139,,-0.43227420872551975,0.9660917830792959,-0.9378961396295662,-0.19937612113660375,0.15541777021881165,-1.0625227341865504,-1.1285036502663433,-1.1475093943898247,1.5576030225803137,1.4248346073067149,-0.32598816009341175,0.6972128133984933,1.567865222116593
NS_OBS_90,NS,EXO 1745-248        ,NS0020,23.47,-0.10442320123929649,-0.7306192309495875,-1.9794212454798306,-0.888677550772376,-1.041569163476827,-0.10994031552788962,-0.900476860106578,-1.1633634481768615,-0.7925415223124557,-0.8880899174681383,-0.7988033485269496,0.04832452196690413,-0.07890182423694926,-0.7159935377421265,-0.10836594214976494,-0.677270345703358,-0.42514647060401867,-0.2172128842385374,-0.2870051119197259,0.17190549004817987,0.2502364706538525,-0.7708248539104763,-0.4886593588964113,-0.016449324953118745,-0.3011530465602863,-0.40949148137590974,-0.686217447921815,-0.29617301992627987,-0.05658899591978627,-0.5751849181234853,-0.27685084057171977,-0.2608944249858602,0.9660917830792959,0.8290202093532703,0.87542302168954,1.572524293939699,,-1.864259408754819,0.9660917830792959,-0.8909908127049291,-1.6712990361996727,-1.9136705890354848,-0.9374161970962136,-0.9132258120291656,-0.8261845356705598,-0.7563169851256429,-0.5404651635116346,-1.8429020625254706,-1.6914158509535266,-0.9507884501775259
NS_OBS_92,NS,EXO 1745-248        ,NS0020,23.47,0.056403222151689414,0.03598226047010773,1.149621076715254,1.0067176885630686,-0.10733529980425417,-0.015609970437763136,0.060182644994016245,1.0191720814559688,0.05274239225596145,-0.16752239795893836,-0.1856252782637647,-0.012331027543689786,0.013925848775089452,-0.10520145104109464,-0.07784077291835999,0.017718107821411123,-0.003826169203300513,-0.3227741944129028,0.4057508338657106,0.5195133623409768,0.04232727877173605,0.061663621312809995,0.11946574217577026,0.10077580378125874,-0.3217141194276743,-0.27639202680086294,0.03092886904039437,-0.22375582988584336,-0.105557448057868,0.04618312448272821,0.33909345344780095,2.01018907812941,0.9660917830792959,1.4061972656455461,0.27563562863184654,0.9585286876733012,,-0.4035232105384026,0.9660917830792959,0.11832493925415594,-0.4028933272446939,-0.4110302938229293,-0.3419455193434215,-0.3796679698751766,-0.41429460966852594,0.05430706136457277,0.09035135938793633,-0.37357015201411625,-0.3296173569476322,-0.01263962395053157
NS_OBS_438,NS,GRO J1744-28        ,NS0084,5.5,0.6401843996644799,-0.6246950475544243,0.6,0.5547001962252291,0.7071067811865475,0.7071067811865475,0.7071067811865475,-0.8320502943378437,-1.0,0.7071067811865475,0.7071067811865476,-0.7071067811865476,0.7071067811865475,0.7071067811865397,0.7432941462471664,-0.7071067811865439,0.7071067811865476,0.7071067811865475,0.7071067811865475,,-0.7071067811865476,0.7071067811865475,0.7071067811865475,0.7071067811865569,0.7071067811865415,0.7071067811865476,-0.7071067811865476,0.7071067811865475,0.7071067811865476,0.7071067811863888,-0.7071067811865474,-0.7071067811865474,,-0.707106781186547,-0.7071067811865475,-0.7071067811865467,,-0.7071067811865475,,-0.7071067811865472,-0.7071067811865526,0.8,-0.7071067811865475,1.0,0.8,0.7071067811865476,0.0,-0.4472135954999579,-0.7071067811865476,-0.7525766947068778
NS_OBS_439,NS,GRO J1744-28        ,NS0084,5.5,-0.7682212795973759,0.7808688094430304,-0.8,-0.8320502943378437,-0.7071067811865475,-0.7071067811865475,-0.7071067811865475,0.5547001962252291,0.0,-0.7071067811865475,-0.7071067811865476,0.7071067811865476,-0.7071067811865475,-0.7071067811865553,-0.6689647316224497,0.7071067811865512,-0.7071067811865476,-0.7071067811865475,-0.7071067811865475,,0.7071067811865476,-0.7071067811865475,-0.7071067811865475,-0.7071067811865381,-0.7071067811865536,-0.7071067811865476,0.7071067811865476,-0.7071067811865475,-0.7071067811865476,-0.7071067811867062,0.7071067811865478,0.7071067811865477,,0.707106781186548,0.7071067811865475,0.7071067811865483,,0.7071067811865475,,0.7071067811865478,0.7071067811865424,-0.6,0.7071067811865475,0.0,-0.6,-0.7071067811865476,-1.0,0.8944271909999159,0.7071067811865476,0.658504607868518
NS_OBS_108,NS,GRS 1741.9-2853     ,NS0021,376.06,1.0132319250314352,0.08316118472166624,0.8957098626003973,0.7088709619542745,0.25331101162947894,1.0616669080958336,0.06704203032821072,1.00216108023934,-0.05747700559375008,0.7597574702506319,0.8946640942366905,-0.37188421899890495,0.6583897081794958,0.5943518101195985,1.6757255695523896,0.489692420138414,0.7450000241356336,0.6963117352430612,0.7535412288537134,0.9343703639362051,-1.8054151349550458,0.1432025275730509,-0.228430417024901,0.7051320668282197,0.6966792824973045,0.7738075950873005,0.1590213446184685,0.44662415174379794,1.9572107580195874,0.044981461251929006,-0.05903905853378193,-0.2532044763605951,-0.9636241116594315,0.04334419120381723,-0.1841322831730431,-0.11443034569036763,,-0.15308186763741352,,-0.17060395354625724,-0.14526755754667486,0.28872529706657896,1.0536084344293088,0.27507298782894246,0.2714949999848085,-0.3962328988587384,-0.923630006024701,1.0555067625778298,0.33443301358706745,-0.38436446612226294
NS_OBS_105,NS,GRS 1741.9-2853     ,NS0021,376.06,-0.08807258132789836,-1.0362625022797283,-0.5337828993382876,-0.31447773226588865,-0.35456715784528464,-0.9512480967181763,0.06704203032821072,-0.41221730473306245,0.04310775419534356,-0.7955358931326324,-0.30468433110218374,-0.37188421899890495,-0.049185274707895105,-1.1643062846139673,-0.8600774858599538,-0.4363482553293601,-0.1323551649156628,-0.0798071581930317,-0.4744602179670209,-0.974090179409884,-0.19518001458978002,0.0943041035237279,-0.7562885711333313,-0.7332567454242142,-0.44320736526000026,-0.9050146120013299,-0.4898058164445259,-0.26479433758646204,-0.6778004211973068,-1.2248921937107873,-0.3260170756867767,-0.42092628446226144,-0.9636241116594315,-0.5235034690410221,-0.4220878491197449,-0.42315711781661913,,-0.5138838277877186,,-0.30363473757580633,-0.43003044851892736,-0.25886925332099453,0.6683616997552079,0.27507298782894246,0.2714949999848085,-0.3962328988587384,-1.0209521735322409,-0.048737370965329145,-0.14391953871477528,-0.38436446612226294
NS_OBS_123,NS,GRS 1741.9-2853     ,NS0021,376.06,-0.43331709988297895,-0.37394967209604524,-0.8017354208512065,-0.5116904641616592,-0.31399580604871724,-1.4474946089285086,0.06704203032821072,-0.5876098836458442,0.04310775419534356,-0.6263388749578371,-0.7847784788884091,-3.346957970990145,-1.5905135303099385,-0.6944698889655155,-0.866684799389614,-1.714956514573323,-0.8550829930066416,-0.8054701052189189,-0.7645892653863308,-0.7962405920313099,-0.19518001458978002,0.0943041035237279,-0.032269092004160865,-0.7887566146475706,-0.6620224217000377,-0.7041970243724491,-0.6551212133885379,-1.3752868188234653,-0.7925254990113996,-1.799391036575618,-0.32180634857060514,-0.3573897479870666,-0.9636241116594315,-0.44741964206016016,-0.3824285881286279,-0.3046245597970454,,-0.4722452008198431,,-0.3002816328824585,-0.38840199716306756,-0.6973812239500871,-0.574987676797591,0.27507298782894246,0.2714949999848085,-0.3962328988587384,-0.21356747188968891,-0.9839668056331762,-0.9795863661394174,-0.38436446612226294
NS_OBS_114,NS,GRS 1741.9-2853     ,NS0021,376.06,-1.0194271147852723,-1.0619510122644849,-0.7388255632943931,-0.5453389280369372,-0.29509015769655167,-0.787795577056147,0.06704203032821072,-0.8998840024670877,0.04310775419534356,-0.7338177184973947,-0.8623283380422017,-0.37188421899890495,-0.6305667656983754,0.021302875024850496,-1.5943855229384147,0.18676158176069893,-0.8604454469899014,-0.5934013502062178,-0.6249415575808828,-0.7421726282336251,-0.09759000729491048,0.0943041035237279,-1.257135486179198,-0.8860556590599267,-1.2017469910814855,-0.4709623894477456,-0.8871020897488584,-1.2977563084415416,-0.7086129788464105,0.5862579498273401,-0.27684215380997595,-0.2510072474334985,-0.9636241116594315,-0.37133581507929825,-0.1841322831730431,-0.2798338056424043,,-0.19496952465101378,,-0.13743737451423294,-0.18708561657449946,0.9874488034104475,-0.11381299259706024,0.27507298782894246,0.2714949999848085,-0.3962328988587384,-0.08406410765965565,-0.09569820472884964,0.7451124077217132,-0.38436446612226294
NS_OBS_97,NS,GRS 1741.9-2853     ,NS0021,376.06,0.3418566928944416,0.2751315308414671,0.09580626254015469,0.03352014631975833,0.1036139189763817,0.3622397576238303,0.11644142109632466,0.2562549035411293,0.1939848938789486,0.42227608552949436,0.47614061933341967,-0.37188421899890495,0.6974866494710013,-1.0600770854384747,0.4754459255805717,0.7681924180374405,0.285630780192622,0.16259445931167832,0.2111137980415667,0.3551427909144274,-0.19518001458978002,0.1432025275730509,0.3990118615606216,0.8570173249189079,0.13423555320645852,0.5158693629841323,0.40342256888864536,0.3841582542582768,0.7081546348484143,0.18499834220280728,-0.5228660797583825,0.09276752845174013,-0.9636241116594315,1.3642396782812989,-0.5410656320930958,-0.08111247564199389,,-0.5769896480197799,,-0.6334295926686039,-0.620728799477468,-0.21522432149980955,0.2725107508380164,0.23509654765144472,0.2693647323654794,-0.28327287130215967,-0.4552197114398115,-0.28608229810023195,0.16332433343951852,-0.24340159577223397
NS_OBS_121,NS,GRS 1741.9-2853     ,NS0021,376.06,1.217086730276704,0.8158338342927238,0.29188217799704747,-0.261619915511492,-0.1753891509450784,0.5426697187440416,0.06704203032821072,0.2268823128339106,-0.007184625699220974,-0.109463778697977,0.30691672953918353,-0.37188421899890495,0.09507358695377119,1.787054127308063,0.8427487990294709,1.0815870472903255,0.10733230695246489,0.19415887475201246,-0.23570438227767662,0.3470030098979587,0.04879500364739385,-0.05239116862430817,-0.037510386019318116,0.4691740572925113,-0.17706583537268816,0.2731253025458428,0.07981535111043375,0.5643997303807251,0.6261938512675284,1.665432784511881,-0.1742815829402028,-0.1998301236732197,-0.9636241116594315,-0.03351127702431502,-0.1444730221819261,-0.15796946061799527,,0.005752708816627412,,-0.20991789118275195,-0.06409633922656766,-0.4149565083572206,0.1838245695465448,0.27507298782894246,0.2714949999848085,-0.3962328988587384,-0.20059118288868358,0.10078415163078569,0.5567876761364284,-0.38436446612226294
NS_OBS_106,NS,GRS 1741.9-2853     ,NS0021,376.06,-2.203243571973547,-1.239638642278397,-1.2742958845192272,-0.5932272136549125,-0.2751134579399571,-0.7156273796221877,0.11644142109635738,-0.8873617564862528,0.04310775419534356,-0.7840169146186386,-1.359932494409918,-0.37188421899890495,-1.9330947533105873,-0.691289039825005,-1.1129310688498475,-0.7815084820920762,-1.8576794120229358,-1.8604372694960902,-0.598663682013697,-0.9400891082949087,-4.092240282182606e-14,0.1432025275730509,-0.7562885711333313,-0.9472852816349535,-0.7609884703683292,-0.6356347753175499,-1.4591838888640487,-0.13795943473979683,-0.7649983040803401,0.1255605890817923,-0.27684215380997595,-0.3359667659478798,-0.9636241116594315,-0.37133581507929825,-0.22379154416416003,-0.2798338056424043,,-0.23486494129881752,,-0.13743737451423294,-0.22738681422660592,0.9874488034104475,-0.7296470693714266,0.27507298782894246,0.2714949999848085,-0.3962328988587384,0.8497096488526886,0.1477449853943062,0.7451124077217132,-0.38436446612226294
NS_OBS_122,NS,GRS 1741.9-2853     ,NS0021,376.06,-0.26569705975864255,-1.3130539739534557,-0.7883967395707707,-0.285955059169213,-0.2509623062001867,-1.4000588549863116,0.06704203032821072,-0.19372050866050675,0.04310775419534356,-0.5216820630325413,-0.6805594542994895,-0.37188421899890495,-0.0205139928888705,0.20567761702285928,0.041548269848967416,-0.2225634822680831,-0.2610072180689501,-0.2889361164576147,-0.572803762723766,-0.4161366518590506,-0.19518001458978002,-0.05239116862430817,-1.27667107326468,-0.4957535049865052,-0.6909036643442191,-1.0178323262950013,-0.4986312912597578,-0.6975426356685046,-1.976560285122271,0.6791794422859794,-0.2417029889870799,-0.2934870066906894,-0.9636241116594315,-0.4367709928478283,-0.303110066146394,-0.2985821664153908,,-0.3131615943200779,,-0.30084048366468324,-0.30817881720278406,-0.7195944038281779,0.3209621276142812,0.27507298782894246,0.2714949999848085,-0.3962328988587384,-1.1247624855402838,-0.9259303035292028,-0.9215808019961058,-0.38436446612226294
NS_OBS_113,NS,GRS 1741.9-2853     ,NS0021,376.06,-0.4460806427310145,1.2923632919869952,2.682378563444788,3.0525867958264765,3.296398678109538,0.879620938411993,-3.045119588063851,2.728451510222875,-2.873850279688283,2.850031453880604,2.6792057027359144,-0.37188421899890495,1.7816581881434823,1.3650509205074826,0.8587571166381028,1.9142004228385099,2.2353305515286195,2.2756349206050133,2.65209676272951,2.2750531996757926,3.0740852297876953,-3.0840934596834075,1.3919395616138548,1.9940488049498097,2.835627566542586,2.5816772525796456,1.3932764869714014,2.5053346510260224,0.25244927776784654,1.627765342979287,3.4121231141483523,3.2879045932706115,-0.9636241116594315,2.4291045995144604,3.4248604670186014,3.3353809784714117,,3.387649012188129,,3.4097343274258134,3.3904301985367065,0.9874488034104475,1.3659643375580373,0.21287344505505565,0.2182383095015899,2.7788671064754955,2.4611052169975314,2.499995427539704,0.7451124077217132,3.04777132709959
NS_OBS_118,NS,GRS 1741.9-2853     ,NS0021,376.06,0.4975140821859157,0.0199819075050891,-0.12153559550010548,-0.13729192219662462,-0.3796047133836756,0.5077628808995904,0.1658408118644386,-0.22887884837138717,0.14369251398441948,0.08696035765516152,-0.04040181386558216,-0.37188421899890495,0.4978101063312037,0.9905170812952084,-0.176202025843872,0.30049916510337055,0.5821713526648926,0.6514078905518584,0.4532583359252011,0.48335337189877114,0.04879500364739385,0.24099937567173044,-0.12938529060439613,0.38702220323775083,0.5452618061292893,0.4747448410612318,0.038970537797049495,0.30405620047682386,0.5901415035541652,0.13751472780627053,-0.26280639675607126,-0.3479599738416131,-0.9636241116594315,-0.15296134210177348,-0.1444730221819261,-0.23567351008675697,,-0.07403812447897984,,-0.16948625198180778,-0.18462071683895764,0.9874488034104475,0.08757129199303985,0.27507298782894246,0.2714949999848085,-0.3962328988587384,-0.301287185536485,-0.070888707646235,0.7451124077217132,-0.38436446612226294
NS_OBS_116,NS,GRS 1741.9-2853     ,NS0021,376.06,1.219740578110076,2.1173487383759193,0.46381633070717776,0.023794125255972635,0.22066554381692194,1.4673099329055699,1.8948194887488845,-0.14457513319931511,2.1553877097662038,0.4012906662406318,-0.22835548272280703,-0.37188421899890495,0.40797883590494055,0.13650785120722023,0.5013952732414749,-0.35621461677518934,0.3856855159926435,0.2894930809182752,0.22316775454396517,0.31751192770616965,-8.184480564365212e-14,1.8057489452504356,2.4380826166930247,0.08172012029027183,-0.045190686432916065,-1.1663830134686604,2.494958751847198,0.13232473739804404,0.29117264410618277,-0.4114677243959464,0.1391139768669444,0.5644393381350288,-0.9636241116594315,0.6702255404862949,0.09348254376477574,0.32429259059074206,,0.16981691623088327,,0.03490734715181017,0.2180120443381777,-2.58768316518296,-2.8191842403387763,-3.473772858824855,-3.4740480416999557,1.8629676522727783,1.2387387931028284,-1.8888489090481821,-2.81526911939475,1.4236393960175313
NS_OBS_99,NS,GRS 1741.9-2853     ,NS0021,376.06,0.07380478398421055,0.008859076315456084,-0.08548155967437972,-0.13072923881309956,-0.5051552973996629,0.012554028052299953,0.06704203032821072,0.028373910241793768,0.04310775419534356,0.028510417482839022,0.15978252356039296,-0.37188421899890495,0.5200034510190857,-1.4376950787841756,0.04039227825200819,0.49778628637532896,0.039217334921003884,-0.04631872300561219,-0.13288980220622534,-0.17788752930452736,-0.19518001458978002,0.0943041035237279,-0.06109111079119905,0.595888319169952,-0.19013455652453606,0.1583371405554311,0.10835998269584302,0.11616626768988315,0.07680222212375201,-0.08441475635410342,-0.6632236502974288,-0.9600713324484608,-0.9636241116594315,-1.907519210145225,-0.5410656320930958,-1.0185305142912922,,-0.6018926525922365,,-0.6893146708910628,-0.6396895666739442,-0.1798954488954862,0.2963521269893149,0.2750729878289377,0.2714949999848085,-0.39623289885873453,-0.5081473990171118,0.026078768674430836,0.13213280808085417,-0.38436446612226294
NS_OBS_103,NS,GRS 1741.9-2853     ,NS0021,376.06,-1.0194271147852723,-0.2471105585727144,-0.7313721358714735,-1.368383509526986,-0.3060898570279876,-0.7806202227517571,0.06704203032821072,-1.3967997312828484,0.04310775419534356,-1.200204984323217,-0.7695648344920737,-0.37188421899890495,-1.0689014281150635,-0.7472183184413966,-1.1264687151943213,-1.7447498610860734,-1.1482248311618055,-1.305851270738861,-1.6157779465927722,-1.542494493077809,-4.092240282182606e-14,0.0943041035237279,-0.3383540895817767,-1.8853384055508893,-0.7104907240894442,-0.5713348233808359,-0.8711239491061122,-1.2207519517480632,-0.6863228832174981,-1.3195775137140362,-0.28245645663153784,-0.3359667659478798,-0.9636241116594315,-0.4040534039635634,-0.22379154416416003,-0.2892079860288972,,-0.23511397134454215,,-0.13855507607868214,-0.22795563724250015,0.9874488034104475,-0.4785007747840048,0.27507298782894246,0.2714949999848085,-0.3962328988587384,0.7882020389879232,0.2585016687988357,0.7451124077217132,-0.38436446612226294
NS_OBS_115,NS,GRS 1741.9-2853     ,NS0021,376.06,1.1120303927618689,0.6592867974055214,0.6458326013302913,0.32994195398032805,-1.0180212480452193,1.249020575329891,0.21524020263255253,0.5089234517672807,0.14369251398441948,0.22223377622087617,0.5138955584170812,-0.37188421899890495,0.6343752190277427,0.6945934135832543,1.3007363859330376,0.017621870580029474,0.7344271997780042,0.7106210319344499,0.726652736654427,0.8766765181818006,-0.29277002188464957,0.24099937567173044,0.644390047868838,0.6464433146166461,0.6699465067980183,0.6937974694699401,0.18314322488273843,0.5410274940342291,1.1046954797878588,-0.21194741519681595,-0.1433531452334788,-0.18930173506421785,-0.9636241116594315,0.1414969578566127,-0.22379154416416003,-0.17671782139098116,,-0.1929772842852173,,-0.2537026350770437,-0.1849999321828871,-0.15236498908407778,0.4669774151651079,0.27507298782894246,0.2714949999848085,-0.3962328988587384,-0.505533974412309,0.21154083503531518,-0.05188404360738746,-0.38436446612226294
NS_OBS_131,NS,H 1658-298          ,NS0024,31.12,-0.9347294159525961,-1.6057274755728097,-1.1286317611107395,-1.1608349326498417,-0.45816194382200426,-0.963272209311259,-0.4828558206753838,-1.2191804036018268,-0.5911969636060687,-0.5356729598435528,-0.5366975123281233,-1.0133826479925154,-0.9951466784842483,-1.0192112400646216,-0.8689982964983299,-1.1995073582472515,-1.050447715558681,-0.7488534854746346,-1.112591186315321,-1.2530108935775914,-0.9595069578107394,-0.600516629663489,-0.6112831769175551,-1.0469786737690434,-0.7767582002814809,-0.5421498893782581,-0.5595891307818451,-0.879449830966835,-0.9029271229187359,-1.1748760428915652,-0.45065394813399356,-1.4404378587492424,-0.9354143466934853,-0.5554356500327938,-0.5972493865351899,-0.2347595126990542,0.9354143466934853,-0.5012896782473393,,-0.5328446928444324,-0.6413318840987844,-0.8265108329707569,2.4162882645320805,2.4045205009415933,2.3250526139609806,-1.844435299020249,-1.7265411284973755,-0.7787755256384524,0.9980883273545668,-1.6253105412700326
NS_OBS_129,NS,H 1658-298          ,NS0024,31.12,-0.3613726785700526,-0.4104578141058364,-0.43663836943991213,-0.4368666847808369,-0.40326634789949334,-0.36017744351479536,-0.8017043829087388,-0.42662989126263023,-0.744386205800348,-0.33579816582882815,-1.0602025740475516,-0.34341263358154545,-0.2672365897438955,-0.558866439028451,-0.33067889184737786,-0.43486719161685894,-0.4815062509882376,-0.3094526172355282,-0.46894812722483054,-0.42912306172661363,-0.31663644816929054,-0.7057203914771607,-0.6781352532759156,-0.22544519828232606,-0.2822144839901207,-0.3742082114283449,-0.7029434503097157,-0.3115327033193486,-0.331370352253247,-0.46182017167188866,-0.4059324113986006,-0.022966727161682316,-0.9354143466934853,1.4994190794345654,-0.5972493865351899,-0.5084771293604218,0.9354143466934853,-0.44468832832391547,,-0.4799832173352802,-0.5401954348913276,-0.8265108329707569,-0.6111502197847729,-0.6659168447953622,-0.5237180569268645,-0.48034173839284516,-0.371303469177894,-0.7787755256384524,-0.9057948228435772,-0.6653226831222346
NS_OBS_128,NS,H 1658-298          ,NS0024,31.12,0.32476916986640575,0.4109949408525435,0.36284455425788575,0.3836569785576176,-0.023547174780034173,0.34833011997669877,0.39404732441802265,0.4164258303926157,0.34372776560257995,-0.17490892632049015,-0.00047310715749023435,0.3892469200198311,0.26002333269470934,0.2906662889788992,0.3144707087384251,0.40538923220407264,0.3143826610965502,-0.871958615026714,0.34137786935925296,0.3854072167727373,0.3767392607646958,0.42494393437366706,0.3497586093558179,0.3327372832606505,0.48089530864826974,0.48107847712906265,0.3671010563970681,0.20928974782974405,0.33912846092658805,0.37879591389386663,-0.1921291415328747,0.3146063740813264,-0.9354143466934853,-0.5086764402186832,-0.12418056551721772,-0.9843725310557556,0.9354143466934853,-0.15532924338496917,,-0.13287723009270982,0.0303775320804665,-0.16829050262201886,-0.43168228019935023,-0.38572484366347287,-0.6502551543815763,0.338114397983597,0.17491669474620045,-0.3213449672605072,-0.7148791163694143,0.4354848524571343
NS_OBS_127,NS,H 1658-298          ,NS0024,31.12,-0.3812109341001825,-0.3071521561842642,-0.3971282251841318,-0.418511172454487,-0.5722782377948326,-0.40250549801988245,-0.8352537345296616,-0.45234066966844605,-0.6701704114077748,-0.4139861334293784,-0.20638013477153347,-0.4217352099086038,-0.521833435674474,-0.48569116277053165,-0.3889842573340482,-0.47727258307263914,-0.41302130101084644,-0.057693088141699767,-0.43035356646707557,-0.4476378846558488,-0.42873621787794536,-0.8309207500360236,-0.6161992947835713,-0.5802149636857838,-0.44192742418055997,-0.3277503633080856,-0.6952731509713274,-0.48042108153810037,-0.4101829040173818,-0.4581928861124058,-0.39460469634134404,0.8738692731555652,-0.9354143466934853,0.8056824392834001,0.11235384499176838,0.8849943736429067,0.9354143466934853,-0.44647257140923424,,-0.4413391546020149,-0.5331380655768069,-0.8265108329707569,-0.6111502197847729,-0.6659168447953622,0.1835054120170716,-0.2433260068612598,0.06396572394911877,-0.7787755256384524,0.2534115938144617,-0.5900847411802239
NS_OBS_126,NS,H 1658-298          ,NS0024,31.12,-0.2030827499192146,-0.20660678137117366,-0.24426025480471217,-0.23261335850599738,-0.9372982392018794,-0.185621149490599,-0.4736918401030906,-0.21365573080410624,-0.47489521539177837,-0.532438169678007,-0.2945542882623468,-0.15558672043228175,-0.3744778494062339,-0.20326905138748932,-0.2787217013329203,-0.15783359948232845,-0.3258224869863473,-0.14286359467603085,-0.3060959248343412,-0.2579859190915495,-0.21881555100933836,-0.5448282471188314,-0.5732696354608708,-0.36076356495809575,-0.5243482366880668,-0.3605019985645969,-0.5795707803419841,-0.4060657638812532,-0.25627245508859015,-0.10718532243719735,-0.3764709418945459,-0.886213364171168,-0.9354143466934853,-1.1241976748626088,-0.12418056551721772,0.10738750812765671,0.9354143466934853,-0.40675166585625044,,-0.40224682235642933,-0.44740125647685053,0.0975141230146276,-0.30494078355419657,-0.08448771963954992,0.008341155091685135,-0.30132683542336985,-0.2781331026752164,-0.4174053845198752,-0.2797811665318881,-0.44403461858690846
NS_OBS_124,NS,H 1658-298          ,NS0024,31.12,1.866256190585472,1.749201833134686,1.8868739811560944,1.8672153323934306,2.1311185891077677,1.8449826792953532,1.9485482614421468,1.8331251849708787,2.00148246427803,2.2834509639437073,2.178630292908453,1.8021535788025858,1.9360877221086896,1.9476207512068258,1.8711410142442273,1.8200093362560834,1.9270258213300733,1.9696213623492869,1.898821218289673,1.8384274346893978,1.8087485725971346,1.9507426715476086,2.0257102650281853,1.884879753094001,1.9085796663254446,1.78365554361295,2.0057751686679506,1.9770110123720654,1.850174877185311,1.8377726493234388,2.4613839935990645,1.7115879940511516,-0.9354143466934853,1.0182243020748112,2.383084185878035,2.019678311802761,0.9354143466934853,2.431880197124468,,2.4123162915801593,2.2739638205060864,0.5882303549592066,0.03196385889512784,-0.19570428149233943,-0.5902698262754157,0.6871934587740742,0.2769773633960801,1.5266744885863894,-0.40530033266683524,1.078829607351656
