obs_id,class,src_n,src_id,significance,photflux_aper_lolim_b,photflux_aper_b,photflux_aper_lolim_h,photflux_aper_s,photflux_aper_m,photflux_aper_lolim_m,photflux_aper_hilim_b,photflux_aper_hilim_s,photflux_aper_lolim_s,photflux_aper_h,photflux_aper_hilim_h,photflux_aper_hilim_m,flux_aper_lolim_h,flux_aper_lolim,flux_aper_h,photflux_aper_hilim,flux_aper_m,flux_aper_hilim_h,flux_aper_hilim_b,flux_aper_lolim_m,flux_aper_hilim_s,flux_aper_lolim_s,flux_aper_hilim_m,flux_aper,flux_aper_hilim,flux_aper_s,photflux_aper,flux_aper_b,flux_aper_lolim_b,photflux_aper_lolim,var_max,var_mean,var_min,kp_prob,var_inter_index,var_prob,var_inter_sigma,var_inter_prob,var_sigma,var_index,ks_prob,hard_hm_hilim,hard_hm,hard_hs_hilim,hard_hm_lolim,hard_hs_lolim,hard_ms,hard_ms_lolim,hard_ms_hilim,hard_hs
TUC_OBS_40,TUC,CXOGLB J002350.3-720431,TC0006,5.09,1.2272914867319265,0.247644416482902,-2.0952908873087344,0.03300347867209788,-1.7448777943625733,0.0,0.010638692967412138,-0.1335354593930568,0.9054383115169603,2.191252450446388,0.07606463334209984,-0.366643984371062,-2.182178902359924,0.7650428789356708,-2.1700926997668546,-0.2052539813049714,-1.2780924507896183,1.591418402204074,0.4622286503813519,0.0,-0.1732731236990185,0.7836242178170805,-1.6645274655307976,0.2575301305408129,-0.1427121420776874,-0.02058380496840287,0.43811631927788786,0.5346257754734155,1.0108079552921916,1.0634589696952215,1.2979990057717328,1.359307159760177,-0.05595569226928556,1.6929774167898626,,1.967573864865455,,,1.8767780103966913,1.7674031895066746,1.7634105392212265,0.20928899673174017,-0.020886439045265597,0.3410918170545927,0.7422099697004492,2.0412414523193148,0.5698244617866124,0.14204425427175946,-0.88002890480883,2.0412414523193148
TUC_OBS_42,TUC,CXOGLB J002350.3-720431,TC0006,5.09,-1.1705655320327117,-1.210861150931306,0.3492151478847891,-1.2604211976691835,0.3972488350277655,0.0,-1.1068631543929721,-1.1412127750845138,-1.6030355093918507,-0.19920476822239894,-0.40441866381989755,-1.0813350147267289,0.2182178902359924,-1.3243173393680006,0.24112141108520607,-1.028652852934379,-0.16491515494066333,-1.420729993134703,-0.7846584660140777,0.0,-1.0193073542475988,-1.4625182531731766,0.2714460174557523,-1.1835714821423482,-0.9622669496691718,-1.1246242760836573,-1.372736100632336,-0.8584259593952921,-1.646396719518356,-1.3295010942624315,-1.3503251241373613,-1.3923234282731431,-1.2704904308261156,-0.7076785046221957,,-0.600495984709832,,,-0.7952685195656919,-0.8590783305032444,-0.8196000447831986,0.45550714408133375,0.5041511125237481,0.8880069522867876,0.9285021866209573,-0.4082482904638627,-0.5940877984605161,-0.5271967875465918,-0.6668373480719965,-0.40824829046386346
TUC_OBS_41,TUC,CXOGLB J002350.3-720431,TC0006,5.09,-1.1347877151660557,-1.092865661263929,0.3492151478847891,-0.8552859313772994,0.36707803743071454,0.0,-0.9995132221763461,-0.8066177608718869,-0.8791107699515258,-0.19920476822239894,-0.9788047996152962,-1.0023216395678511,0.2182178902359924,-0.9822951605585749,0.24112141108520607,-0.944608184468769,-0.16491515494066333,-0.6074499263933879,-1.2994690332856051,0.0,-0.8454438353644409,-0.9822342557210741,0.3329054931061129,-0.9704624096190037,-0.9432673940010764,-0.8984674177502728,-1.1445267866219297,-1.3983314115212928,-0.6426218251108964,-1.0511670134859645,-0.9276571683465932,-0.9106643799886773,-0.4658252760257571,0.3381517977751366,,-0.615404953357584,,,-0.7721485369517845,-0.8590783305032444,-0.05369623929634166,0.45550714408133375,0.5041511125237481,-0.8804749563265915,0.056219061650089754,-0.4082482904638627,-0.5940877984605161,-0.5271967875465918,-1.1505883713584828,-0.40824829046386346
TUC_OBS_43,TUC,CXOGLB J002350.3-720431,TC0006,5.09,0.7227509603963138,-0.07067796638389336,0.3492151478847891,-0.21232869168129762,1.2722019653423386,2.23606797749979,-0.2349613751582676,-0.3339472162725176,0.44831151211877923,-0.19920476822239894,-1.0482040515048727,0.13848661574161106,0.2182178902359924,0.3845940347550476,0.24112141108520607,-0.24609452108086943,1.8140667043466916,0.23595162430150798,-0.2649320045406577,2.23606797749979,-0.38898402208634514,0.3037820528649116,1.4084463169879742,0.00420105373037937,-0.3456576682452695,-0.28165812419329733,0.35745354272882446,-0.20365003948158167,-0.007909698479989171,0.9256686555274417,0.781205776487292,0.5536737806510559,1.7787669978910319,-1.230593655820862,,-0.615404953357584,,,-0.48327864182071617,-0.5307681405020045,-1.091495895731033,-2.0313175730570765,-1.9957180110497266,-1.5947848589190616,-1.8895522510393352,-0.4082482904638627,1.806526732055451,1.966742895914612,1.0278417174797005,-0.40824829046386346
TUC_OBS_47,TUC,CXOGLB J002350.3-720431,TC0006,5.09,-0.17610790377346427,0.9872816634662547,0.3492151478847891,1.141817416867352,-0.11565472412207177,0.0,1.1182953303921763,1.18791106782633,0.5637615950857028,-0.19920476822239894,1.1786800805629638,1.1663359248954188,0.2182178902359924,-0.08437734038970245,0.24112141108520607,1.2736695220701468,-0.10307197183791916,0.055222720581156244,0.38137374847128924,0.0,0.9688407622392472,0.3121275077311246,-0.15877031209689904,0.31345194928834785,0.89774110408392,0.893749244373297,0.8171335185282323,0.7117348652126188,0.5256568886916116,0.01826624787883381,0.07454822722485943,0.16498202772460785,-0.021766395816890247,-0.046428527060971975,,-0.09388923005921777,,,0.07359861132093866,0.20464668510077294,0.05533016741471412,0.45550714408133375,0.5041511125237481,0.6288448055747358,0.09172583742909389,-0.4082482904638627,-0.5940877984605161,-0.5271967875465918,0.8929496052171224,-0.40824829046386346
TUC_OBS_46,TUC,CXOGLB J002350.3-720431,TC0006,5.09,0.5314187038440015,1.1394786986299716,0.3492151478847891,1.1532149251883035,-0.17599631931616408,0.0,1.2124037283680023,1.22740214379565,0.5646348606219415,-0.19920476822239894,1.176682801035001,1.1454780980286159,0.2182178902359924,1.2413529266255736,0.24112141108520607,1.1509400177188294,-0.10307197183791916,0.14558717244133212,1.5054571049876746,0.0,1.458167573158111,1.0452187304811618,-0.18950004992207936,1.578850758201789,1.496163049909277,1.431584378622358,0.9045595067193132,1.2140467697121544,0.7604633991254045,0.3732742346468893,0.12422928300007041,0.225024840125982,0.035270797047013906,-0.046428527060971975,,-0.04237874338123388,,,0.10031907662056248,0.27687492690104565,0.1460514731746323,0.45550714408133375,0.5041511125237481,0.6173162403295377,0.07089519563874482,-0.4082482904638627,-0.5940877984605161,-0.5271967875465918,0.7766633015424865,-0.40824829046386346
TUC_OBS_2,TUC,CXOGLB J002353.9-720350,TC0001,29.48,0.9216760954041427,0.930049121064671,1.3935367378083379,0.9468736709631315,0.5726887423427534,0.7555476397503987,0.8862856807862215,0.8968011851558773,0.9196882488245506,1.4582590629217662,1.0545532012298529,0.11242572740736236,0.9175071891638795,0.6758207393933119,0.9875240058447063,0.23840490274338427,0.6293182791303473,0.47749793626153425,0.6572207367858971,0.7140837300582251,0.6991811416686887,0.7512391312132676,0.5492114145198382,0.6202127641873806,0.516930817407696,0.7299939995568364,0.5746954228907696,0.6938655640653638,0.7287966444600574,0.6906370952106615,-0.3995102807353348,-0.3721327168382919,0.12062466362293191,1.3024070520419124,0.9258200997725514,1.363942280038504,-0.9258200997725514,,-0.38439512416615607,1.2374059717462678,0.921325512414718,0.320840732810701,0.6854216139214518,-0.3180180903773722,1.0201663494699589,0.8437038191397846,-1.0701882655097248,0.025834265147045198,-1.03467274452612,0.5742706719579898
TUC_OBS_0,TUC,CXOGLB J002353.9-720350,TC0001,29.48,-2.0461000608252213,-2.091735447225091,-0.6541852037400978,-2.0189039955093304,-2.2136865505472594,-1.959728226082702,-2.09062076524251,-1.9782323983401489,-2.00088548581773,-0.4536944337744492,-1.1186402878385573,-1.7438672780355542,-0.8300419836512112,-2.1553704134234244,-0.699627909871091,-0.904603158311826,-1.96771460287908,-1.7600995068783571,-1.916653878361568,-1.927039468186731,-1.9637730644498819,-1.9701647361391612,-1.9573801069465038,-2.2168993768530405,-2.2284663724192564,-1.963080375796554,-1.4790102395962241,-1.9292353879188684,-1.946042741646526,-2.0279566323779856,2.2638199914797483,2.248770071119615,-1.7165990479987852,1.1629819980425233,0.9258200997725514,1.1930766734860878,-0.9258200997725514,,2.2569912220851327,1.3321572038581062,-1.7608989664347472,1.1706698015988057,0.3030159072086778,1.1942556444227346,-1.1237556269127864,-1.4158802059652562,0.8789416588028915,-1.1129680714699894,1.5020335928660178,-1.4019218388714922
TUC_OBS_1,TUC,CXOGLB J002353.9-720350,TC0001,29.48,-0.42656275471147975,-0.35592232256115075,-1.409196615992771,-0.5350546722659374,0.42980761123884204,-0.050293779239391455,-0.20743015805775322,-0.350184820011425,-0.5931180014193312,0.22408894501308835,1.1875283964439687,0.9835978395395044,-1.8288427990583762,-0.19174465931705212,-1.818580574571016,2.1014649752327963,-0.7703366492792507,-0.7448387744535859,-0.8080963635704295,-0.6902533417320326,-0.7401408027634575,-0.7524679677149454,-0.7740343753013251,0.0133660606919752,0.06092326898954364,-0.7677773792991772,1.474220948019408,-0.8204078458144121,-0.8005648150772978,0.6339447771934849,-0.24526250281048617,-0.138918739509035,-1.0405659178727367,-0.4404061229504499,0.9258200997725514,0.3187057543249002,-0.9258200997725514,,-0.16313794395452255,0.503083922879522,0.8089921284723851,1.0743900732617846,0.4276924097342411,1.5872478320846044,0.08888848889483564,0.3536966099683397,1.5933914175366966,0.45268149289191395,1.188443587366622,1.0597948499119554
TUC_OBS_6,TUC,CXOGLB J002353.9-720350,TC0001,29.48,0.05233070339396318,0.3940513544452233,0.05483777765221959,0.57255672332867,0.2694907136701354,-0.6113082010836188,0.7528086724529953,1.0042416839107418,0.1857995558445519,-0.4373624520729471,-0.655867818639677,1.2339017468853055,0.23534757940659431,0.0810013412373054,0.16439670014996555,-0.7043038224903488,0.4330647224484467,1.3434375105004517,0.8387070265472251,-0.06164910997090512,0.7623978005500139,0.40530719359051987,0.7560158133617141,0.18813909163027423,0.6185559741219008,0.6031640994751044,-1.094667071196823,0.6823903783846573,0.4794231849381653,-0.6362303271278114,-0.40058182406400894,-0.2869290564165468,0.9266799631024204,-1.2289322616803269,0.9258200997725514,-0.3042939645807792,-0.9258200997725514,,-0.3993522770629416,-0.7207861585650548,0.25085770511111144,-1.1227133273890324,-2.172150937504248,-0.9705177774868491,-1.5723006170282643,-1.4158802059652562,-0.8118071634433723,-1.5414444871070139,0.1486451480791519,-1.4019218388714922
