index,exp_time,date,hardness,var_mean,var_sigma,cnts_aper,flux_aper,flux_aper_hilim,flux_aper_lolim,flux_significance
1,39617.4,2003-02-09T13:01:32,1.5588581518540316,0.001145975,0.000252665,36.8,1.5932425e-14,1.8193774999999998e-14,1.3661224999999999e-14,4.398000000000001
2,93868.3,2013-06-14T11:01:00,1.157871396895787,0.0009522075,1.5163999999999999e-05,90.5,1.5894575e-14,1.749705e-14,1.4291874999999998e-14,7.507499999999999
0,93870.5,2013-09-15T00:57:39,1.474590163934426,0.0007780275000000001,2.487525e-05,74.0,1.313985e-14,1.4594525e-14,1.1646975e-14,6.7825
