index_compiled,class,B_B_FLUX_AP,B_M_FLUX_AP,B_B_FLUX_AP90,B_B_FLUX_AP90_AVG,B_B_FLUX_AP_AVG,B_B_FLUX_BB_AP,B_B_FLUX_BB_AP90,B_B_FLUX_BREMS_AP,B_B_FLUX_BREMS_AP90,B_B_FLUX_PLAW_AP,B_B_FLUX_PLAW_AP90,B_B_KP_INTRA_PROB,B_B_KS_INTRA_PROB,B_B_PHOTFLUX_AP,B_B_PHOTFLUX_AP90,B_B_PHOTFLUX_AP90_AVG,B_B_PHOTFLUX_AP_AVG,B_B_VAR_INTER_INDEX,B_B_VAR_INTER_PROB,B_B_VAR_INTER_SIGMA,B_B_VAR_INTRA_INDEX,B_B_VAR_INTRA_PROB,B_BB_AMPL,B_BB_AMPL_RHAT,B_BB_KT,B_BB_KT_RHAT,B_BB_NH,B_BB_NH_RHAT,B_BB_STAT,B_BREMS_KT,B_BREMS_KT_RHAT,B_BREMS_NH,B_BREMS_NH_RHAT,B_BREMS_NORM,B_BREMS_NORM_RHAT,B_BREMS_STAT,B_FLUX_BB,B_FLUX_BREMS,B_FLUX_PLAW,B_H_FLUX_AP,B_H_FLUX_AP90,B_H_FLUX_AP90_AVG,B_H_FLUX_AP_AVG,B_H_FLUX_APEC_AP,B_H_FLUX_BB_AP,B_H_FLUX_BB_AP90,B_H_FLUX_BREMS_AP,B_H_FLUX_BREMS_AP90,B_H_FLUX_PLAW_AP,B_H_FLUX_PLAW_AP90,B_H_KP_INTRA_PROB,B_H_KS_INTRA_PROB,B_H_PHOTFLUX_AP,B_H_PHOTFLUX_AP90,B_H_PHOTFLUX_AP90_AVG,B_H_PHOTFLUX_AP_AVG,B_H_POSITION_ANGLE,B_H_VAR_INTER_INDEX,B_H_VAR_INTER_PROB,B_H_VAR_INTER_SIGMA,B_H_VAR_INTRA_INDEX,B_H_VAR_INTRA_PROB,B_HARDNESS_RATIO_HM,B_HARDNESS_RATIO_HS,B_HARDNESS_RATIO_MS,B_M_FLUX_AP90,B_M_FLUX_AP90_AVG,B_M_FLUX_AP_AVG,B_M_FLUX_BB_AP,B_M_FLUX_BB_AP90,B_M_FLUX_BREMS_AP,B_M_FLUX_BREMS_AP90,B_M_FLUX_PLAW_AP,B_M_FLUX_PLAW_AP90,B_M_KP_INTRA_PROB,B_M_KS_INTRA_PROB,B_M_PHOTFLUX_AP,B_M_PHOTFLUX_AP90,B_M_PHOTFLUX_AP90_AVG,B_M_PHOTFLUX_AP_AVG,B_M_POSITION_ANGLE,B_M_VAR_INTER_INDEX,B_M_VAR_INTER_PROB,B_M_VAR_INTER_SIGMA,B_M_VAR_INTRA_INDEX,B_M_VAR_INTRA_PROB,B_PHOT_NSRCS,B_POWLAW_AMPL,B_POWLAW_AMPL_RHAT,B_POWLAW_GAMMA,B_POWLAW_GAMMA_RHAT,B_POWLAW_NH,B_POWLAW_NH_RHAT,B_POWLAW_STAT,B_S_FLUX_AP,B_S_FLUX_AP90,B_S_FLUX_AP90_AVG,B_S_FLUX_AP_AVG,B_S_FLUX_BB_AP,B_S_FLUX_BB_AP90,B_S_FLUX_BREMS_AP,B_S_FLUX_BREMS_AP90,B_S_FLUX_PLAW_AP,B_S_FLUX_PLAW_AP90,B_S_KP_INTRA_PROB,B_S_KS_INTRA_PROB,B_S_PHOTFLUX_AP,B_S_PHOTFLUX_AP90,B_S_PHOTFLUX_AP90_AVG,B_S_PHOTFLUX_AP_AVG,B_S_VAR_INTER_INDEX,B_S_VAR_INTER_PROB,B_S_VAR_INTER_SIGMA,B_S_VAR_INTRA_INDEX,B_S_VAR_INTRA_PROB,B_U_FLUX_AP,B_U_FLUX_AP90,B_U_FLUX_AP90_AVG,B_U_FLUX_AP_AVG,B_U_FLUX_BB_AP,B_U_FLUX_BB_AP90,B_U_FLUX_BREMS_AP,B_U_FLUX_BREMS_AP90,B_U_FLUX_PLAW_AP,B_U_FLUX_PLAW_AP90,B_U_KP_INTRA_PROB,B_U_KS_INTRA_PROB,B_U_PHOTFLUX_AP,B_U_PHOTFLUX_AP90,B_U_PHOTFLUX_AP90_AVG,B_U_PHOTFLUX_AP_AVG,B_U_VAR_INTER_INDEX,B_U_VAR_INTER_PROB,B_U_VAR_INTER_SIGMA,B_U_VAR_INTRA_INDEX,B_U_VAR_INTRA_PROB,B_VAR_INTER_HARD_PROB_HM,B_VAR_INTER_HARD_PROB_HS,B_VAR_INTER_HARD_PROB_MS,B_VAR_INTER_HARD_SIGMA_HM,B_VAR_INTER_HARD_SIGMA_HS,B_VAR_INTER_HARD_SIGMA_MS
60,0.0,1.68e-14,0.0009102564102564102,0.011098265895953757,0.0002909090909090909,0.0,0.0013175230566534915,0.006046511627906977,0.0012257142857142857,0.005050847457627118,0.0011908602150537634,0.004837696335078534,0.0662,0.275,0.0014882629107981222,0.006285714285714287,0.0032641509433962265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006689895470383275,0.015512820512820514,0.006036363636363636,0.0013172338090010976,0.004471744471744471,0.004527687296416938,0.011386861313868613,0.004491017964071856,0.011342281879194631,0.004487534626038781,0.011375,0.0611,0.201,0.004523809523809524,0.010736434108527133,0.006651376146788991,0.0018130081300813006,0.0,0.0,0.0,0.0,0.0,0.0,0.6316316316316316,0.8008008008008008,0.41866330390920553,0.006255924170616114,0.003359013867488444,0.0013974358974358973,0.0008606060606060606,0.005892857142857142,0.0008625,0.005844748858447489,0.0008616352201257861,0.005825688073394495,0.665,0.75,0.000869362363919129,0.005711135611907387,0.003383064516129032,0.0013110419906687402,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009951338199513382,0.010826446280991735,0.0121301775147929,0.0010121654501216546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010074349442379183,0.012626728110599079,0.009033333333333332,0.0010371747211895912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,1.0,6.35e-16,2.5384615384615383e-05,0.00030404624277456644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7934272300469485e-05,0.00017314285714285714,9.433962264150943e-05,4.286384976525822e-05,0.0,0.385,0.00016707021791767553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022439024390243903,0.00022307692307692306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010073260073260073,0.00015813953488372096,0.00011009174311926605,4.764227642276423e-05,0,0.0,0.208,9.684466019417476e-05,0.0,0.0,0.5725725725725725,1.0,0.7604035308953341,0.00024218009478672986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.519440124416796e-05,0.00022491730981256893,0.0,0.0,0,0.0,0.000932,0.00026294117647058824,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002774193548387097,0.00031933333333333336,1.996282527881041e-05,0.0,0.00152,0.0018140243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0159,0.01604081632653061,0.0,0.0,0.0,1.0,0.0,0.0,0.79,0.53
62,0.0,3.33e-14,0.01044871794871795,0.012774566473988438,0.000761038961038961,0.0,0.0067193675889328066,0.02883720930232558,0.006242857142857143,0.02401129943502825,0.006075268817204301,0.022984293193717278,0.91,0.949,0.007511737089201878,0.029904761904761903,0.017924528301886795,0.0,0.0,0.0,0.0,0.0,0.0831,0.22649572649572647,0.0,0.09845559845559847,0.0,0.08875912408759123,0.0,0.027419354838709675,0.03294117647058824,0.0,0.09561883899233296,0.0,0.07492113564668769,0.0,0.026881720430107524,0.00441527446300716,0.004751131221719457,0.004789356984478936,0.011742160278745643,0.004455128205128205,0.006145454545454545,0.010318331503841932,0.006977886977886978,0.007068403908794789,0.005029197080291971,0.007005988023952096,0.004986577181208054,0.006980609418282548,0.00500625,0.977,0.988,0.006978021978021978,0.004651162790697674,0.008050458715596329,0.013008130081300813,0.0,0.0,0.0,0.0,0.0,0.128,-0.2792792792792793,-0.11911911911911911,0.2080706179066835,0.06777251184834122,0.022958397534668724,0.017628205128205128,0.010545454545454545,0.06830357142857142,0.010562499999999999,0.0680365296803653,0.010566037735849056,0.06788990825688074,0.658,0.366,0.010606531881804044,0.06637265711135612,0.02564516129032258,0.018040435458786936,0.0,0.0,0.0,0.0,0.0,0.09038854805725972,1.0,0.033102652825836215,0.0,1.0,0.0,0.11092436974789917,0.0,0.028225806451612902,0.018126520681265208,0.16721763085399446,0.18461538461538463,0.022335766423357665,0.019316939890710382,0.16676470588235295,0.019387755102040816,0.1654891304347826,0.019594936708860762,0.16515957446808513,0.6833667334669339,0.4338677354709419,0.01817843866171004,0.18110599078341014,0.13666666666666666,0.02237918215613383,0.0,0.0,0.0,0.0,0.09441860465116278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,1.0,4.96e-16,0.0,0.00025838150289017337,0.0,0.0,0.000113965744400527,0.0005023255813953488,0.00010471428571428571,0.0004135593220338983,0.00010094086021505375,0.0003926701570680628,0.715,0.709,0.00013896713615023474,0.0005676190476190476,0.0002518867924528302,0.00012769953051643192,0.0,0.349,0.00018401937046004844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.390243902439024e-05,0.00011794871794871795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.260073260073259e-05,0.00014457364341085273,0.0001091743119266055,4.528455284552846e-05,0,0.625,0.73,0.0001650485436893204,0.0,0.0,0.0,-0.48148148148148145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.336,0.418,0.0,0.0,0.0,0.0,0,0.625,0.733,0.0002664705882352941,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005601092896174864,0.006352941176470588,0.0006020408163265305,0.006739130434782609,0.000620253164556962,0.006861702127659575,0.778557114228457,0.7695390781563126,0.0005092936802973978,0.0064055299539170505,0.003466666666666667,0.0,0.625,0.806,0.0015091463414634147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3713450292397661,1.0,0.2855
64,1.0,1.14e-15,0.00026474358974358975,0.0007341040462427744,3.298701298701298e-05,0.00012311015118790495,0.00028458498023715414,0.0013488372093023256,0.00025285714285714283,0.0010677966101694915,0.00024193548387096774,0.0010104712041884814,0.824,0.447,0.0003380281690140845,0.0014685714285714287,0.0007273584905660378,0.0003380281690140845,0.0,0.0,0.0,0.0,0.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.12612612612612611,-0.46046046046046046,-0.3720050441361916,0.002023696682464455,0.0006579352850539291,0.00026474358974358975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002472783825816485,0.0018191841234840133,0.0006653225806451613,0.0002472783825816485,0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010389294403892943,0.014269972451790635,0.01532544378698225,0.0010389294403892943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010111524163568773,0.015207373271889403,0.011000000000000001,0.0010111524163568773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,1.0,1.48e-14,0.001705128205128205,0.008612716763005781,0.00034025974025974026,0.0013930885529157668,0.0020685111989459815,0.009069767441860466,0.0017857142857142857,0.007005649717514125,0.0016801075268817202,0.006544502617801047,0.754,0.906,0.002624413145539906,0.01060952380952381,0.004801886792452831,0.0023896713615023475,0.0,0.0846,5.060532687651331e-05,0.0,0.236,0.0007382478632478632,0.0,0.23397683397683397,0.0,1.1036496350364964e-09,0.0,0.0836021505376344,0.6683823529411764,0.0,0.0012595837897042717,0.0,0.0004873817034700315,0.0,0.03172043010752688,0.0021312649164677805,0.002828054298642534,0.0028824833702882483,0.003386759581881533,0.006384615384615384,0.0030909090909090908,0.000915477497255763,0.0027764127764127763,0.0028436482084690552,0.006518248175182481,0.002811377245508982,0.006442953020134228,0.0027977839335180054,0.0064375,0.389,0.691,0.0028388278388278387,0.006162790697674419,0.003119266055045871,0.0010731707317073172,0.0,0.5,0.661,0.000529126213592233,0.0,0.416,0.17517517517517517,-0.01871871871871872,-0.2421185372005044,0.012559241706161137,0.0038828967642526965,0.0016153846153846153,0.0016666666666666668,0.012276785714285714,0.0016625,0.012146118721461187,0.0016666666666666666,0.012110091743119266,0.806,0.965,0.0016951788491446345,0.012017640573318633,0.004153225806451613,0.0015863141524105754,0.0,0.5,0.608,0.0006470588235294117,0.0,0.48568507157464214,0.5,0.0002941176470588235,0.0,0.26973684210526316,0.0,0.004672268907563026,0.0,0.03198924731182795,0.006472019464720194,0.07327823691460054,0.07071005917159764,0.005766423357664233,0.006830601092896175,0.0738235294117647,0.0069387755102040816,0.07418478260869565,0.007037974683544303,0.07420212765957447,0.4028056112224449,0.686372745490982,0.005947955390334572,0.07419354838709678,0.048666666666666664,0.005390334572490707,0.0,0.179,0.000701219512195122,0.5,0.6069767441860465,0.010555555555555554,0.0028515625,0.03152173913043478,0.03321243523316062,0.05925925925925926,0.06694490818030051,0.05991820040899795,0.06769067796610169,0.059811320754716985,0.06774509803921569,0.0,0.0,0.012407211028632025,0.016120906801007556,0.058620689655172406,0.05776699029126214,0.0,0.167,0.003383673469387755,0.0,0.0,0.798,0.615,0.357,0.0672514619883041,0.0384,0.0181
66,1.0,7.03e-15,0.0004628205128205128,0.004364161849710982,0.0024233766233766234,0.010226781857451404,0.0006943346508563901,0.0031453488372093024,0.0006185714285714285,0.0025141242937853107,0.000592741935483871,0.0023717277486910993,0.529,0.439,0.000892018779342723,0.003752380952380953,0.024150943396226414,0.01215962441314554,0.625,0.854,0.001095641646489104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021393728222996516,0.004121794871794871,0.030290909090909087,0.009165751920965972,0.0014373464373464372,0.00145928338762215,0.0033649635036496353,0.0014461077844311377,0.003335570469798658,0.0014404432132963988,0.00334375,0.9,0.859,0.0015805860805860805,0.0034418604651162794,0.028440366972477062,0.010325203252032521,0.0,0.625,0.793,0.0012135922330097086,0.0,0.0,0.4684684684684685,0.43043043043043044,-0.0725094577553594,0.0032701421800947865,0.011602465331278893,0.004955128205128206,0.00046121212121212125,0.003200892857142857,0.000460625,0.003168949771689498,0.00046100628930817607,0.003165137614678899,0.0246,0.283,0.000505443234836703,0.003417861080485116,0.012903225806451611,0.00510108864696734,0.0,0.375,0.476,0.000688235294117647,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001321167883211679,0.011349862258953168,0.20857988165680474,0.017615571776155716,0.0012923497267759562,0.010382352941176471,0.0012755102040816328,0.01016304347826087,0.0012860759493670887,0.010106382978723405,0.3837675350701403,0.7014028056112224,0.001267657992565056,0.012027649769585255,0.15266666666666667,0.017360594795539034,0.0,0.462,0.002103658536585366,0.0,0.0,0.0,0.0,0.026793478260869568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054310344827586204,0.05728155339805825,0.625,0.75,0.038734693877551025,0.0,0.0,0.218,0.219,0.00246,0.026432748538011693,0.02545,0.0004365
67,1.0,4.37e-15,0.00038269230769230774,0.0024104046242774567,0.0,0.0,0.0005388669301712779,0.0023430232558139534,0.0004914285714285714,0.0019209039548022599,0.00047311827956989243,0.0018219895287958114,0.993,0.995,0.0006572769953051643,0.0026285714285714285,0.0012452830188679246,0.0006291079812206573,0.0,0.178,0.00024455205811138017,0.0,0.0,0.00018162393162393162,0.0,0.24131274131274133,0.0,8.554744525547444e-10,0.0,0.07177419354838709,0.8455882352941176,0.0,3.1434830230010954e-09,0.0,0.00013138801261829654,0.0,0.028225806451612902,0.0006014319809069213,0.0007918552036199095,0.0008203991130820399,0.001034843205574913,0.0018461538461538461,0.0,0.0,0.0007936117936117935,0.0008078175895765473,0.0017883211678832117,0.0007994011976047904,0.0017718120805369129,0.0007950138504155124,0.0017749999999999999,1.0,0.965,0.0008168498168498168,0.0017093023255813954,0.0009747706422018348,0.0003414634146341464,0,0.0,0.285,0.0005194174757281554,0.0,0.0,0.2902902902902903,-0.01,-0.3770491803278688,0.002786729857819905,0.0,0.0,0.00037272727272727273,0.0026428571428571425,0.00037312500000000003,0.0026255707762557075,0.0003735849056603773,0.0026238532110091743,0.997,0.991,0.0003841368584758942,0.0026019845644983464,0.0009677419354838709,0.00038880248833592535,0,0.0,0.07,0.0009,0.0,0.0,0.25,6.770472895040367e-05,0.0,0.24342105263157895,0.0,2.8067226890756304e-09,0.0,0.0271505376344086,0.0020316301703163014,0.023140495867768597,0.0,0.0,0.0019180327868852458,0.020588235294117647,0.0020357142857142857,0.021630434782608697,0.0020962025316455697,0.02196808510638298,0.7545090180360722,0.8637274549098196,0.0016914498141263942,0.020967741935483872,0.013433333333333334,0.0014609665427509294,0.625,0.759,0.0029420731707317073,0.0,0.0,0.025252525252525252,0.006640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009819724284199364,0.009987405541561712,0.030991379310344826,0.03810679611650485,0.625,0.785,0.043265306122448985,0.0,0.0,1.0,1.0,1.0,0.25263157894736843,0.177,0.2715
68,1.0,2.71e-14,0.0033333333333333335,0.01583815028901734,0.003038961038961039,0.01241900647948164,0.004281949934123847,0.019476744186046512,0.004371428571428571,0.017796610169491526,0.004381720430107526,0.017591623036649212,0.969,0.993,0.004089201877934272,0.017104761904761907,0.03518867924528302,0.017230046948356805,0.0,0.0,0.0,0.0,0.104,0.0005811965811965812,0.0,0.31891891891891894,0.0,0.014890510948905108,0.0,0.034408602150537634,0.36764705882352944,0.0,0.05947426067907996,0.0,0.0015678233438485803,0.0,0.02956989247311828,0.005465393794749403,0.005294117647058823,0.005476718403547672,0.007386759581881533,0.013974358974358973,0.03210909090909091,0.009527991218441275,0.0068058968058968055,0.006807817589576547,0.015693430656934307,0.006796407185628743,0.01563758389261745,0.006786703601108033,0.01575,0.91,0.722,0.006611721611721612,0.01437984496124031,0.03325688073394495,0.011544715447154472,0.0,0.0,0.0,0.0,0.0,0.227,0.25925925925925924,0.6116116116116116,0.5258511979823455,0.026208530805687205,0.037442218798151,0.015128205128205128,0.0033636363636363634,0.026294642857142857,0.0033875,0.026255707762557076,0.0033899371069182386,0.026192660550458716,0.96,0.989,0.0032970451010886468,0.024807056229327454,0.03903225806451613,0.014634525660964228,0.0,0.0,0.0,0.0,0.16666666666666666,0.6400817995910021,0.25,0.0011880046136101498,0.0,0.3256578947368421,0.0,0.055462184873949584,0.0,0.0303763440860215,0.003211678832116788,0.03663911845730027,0.17573964497041422,0.01437956204379562,0.0030601092896174863,0.03323529411764706,0.0031377551020408167,0.03369565217391304,0.0031645569620253164,0.03324468085106383,0.42084168336673344,0.2545090180360721,0.003226765799256506,0.04027649769585254,0.12833333333333335,0.014275092936802973,0.0,0.0,0.0,0.0,0.5534883720930233,0.0,0.0,0.003021739130434783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005732758620689655,0.006553398058252427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0133,0.0,0.0,0.0,0.0,0.07812018489984593,0.03403846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1314516129032258,0.050233281493001554,0.0,0.0,0.0,0.0,0.0,0.23619631901840493,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16775147928994083,0.01581508515815085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18466666666666667,0.023197026022304838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4698275862068966,0.48543689320388356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0133,0.0,0.0,0.0,0.0,0.07812018489984593,0.03403846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1314516129032258,0.050233281493001554,0.0,0.0,0.0,0.0,0.0,0.23619631901840493,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16775147928994083,0.01581508515815085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18466666666666667,0.023197026022304838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4698275862068966,0.48543689320388356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,1.0,1.7e-14,0.002467948717948718,0.010231213872832368,0.0011792207792207792,0.0049244060475161985,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.722,0.00419718309859155,0.01748571428571429,0.020188679245283017,0.01004694835680751,0.0,0.0,0.0,0.0,0.0724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032543554006968637,0.0059102564102564105,0.0096,0.002941822173435785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0818,0.306,0.003388278388278388,0.007054263565891473,0.010573394495412843,0.003804878048780488,0,0.0,0.0,0.0,0.0,0.104,0.0974974974974975,-0.17617617617617617,-0.33669609079445145,0.01862559241706161,0.017565485362095533,0.007371794871794872,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.504,0.002379471228615863,0.01730981256890849,0.018870967741935484,0.007387247278382582,0.0,0.0,0.0,0.0,0.0,0.19938650306748468,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00951338199513382,0.10275482093663912,0.26656804733727807,0.023065693430656932,0.0,0.0,0.0,0.0,0.0,0.0,0.9869739478957916,0.9899799599198397,0.009814126394052046,0.11612903225806452,0.19266666666666665,0.022453531598513012,0.0,0.0,0.0,0.0,0.07837209302325582,0.008813131313131313,0.0029999999999999996,0.028858695652173912,0.025336787564766837,0.0,0.0,0.0,0.0,0.0,0.0,0.74090407938258,0.48416751787538304,0.006076352067868504,0.007732997481108311,0.05258620689655172,0.055825242718446605,0.0,0.0,0.0,0.0,0.5712589073634204,0.0,0.0,0.0,0.0,0.0,0.0
73,1.0,2.03e-15,0.0,0.0013352601156069364,1.6623376623376623e-05,5.1943844492440604e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016056338028169016,0.0007257142857142857,0.00023773584905660377,9.859154929577466e-05,0.625,0.72,0.0002142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007282229965156795,0.0014166666666666668,0.0003636363636363636,9.495060373216245e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035347985347985344,0.000810077519379845,0.0002614678899082569,8.292682926829269e-05,0,0.5,0.61,0.00042475728155339805,0.0,0.0,1.0,0.25425425425425424,-1.2597730138713745,0.0,9.337442218798152e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001032258064516129,3.639191290824262e-05,0,0.0,0.134,0.0008176470588235293,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004720194647201946,0.006170798898071625,0.003195266272189349,0.00021849148418491484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004460966542750929,0.0064055299539170505,0.0023933333333333333,0.00023345724907063202,0.375,0.526,0.0015015243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008689320388349514,0.0,0.0,0.0,0.0,0.0,2e-14,0.0,3.9e-13,4.7134502923976605e-08,0.0535,1.455e-07
