index,class,c0,c1,c2
157,NS,0.23694911258819956,0.14036842001527286,-0.1625186795393158
158,NS,0.2369491213416636,0.1403683523775431,-0.16251872419580582
159,NS,0.12393730652706808,0.04093236450975226,-0.15360595642798586
160,NS,0.2380212231052616,0.13953614334616127,-0.15410690088599802
161,NS,0.22053591050537896,0.14504388077781458,-0.16651039634375595
162,NS,0.19867159511518134,0.1438993015450231,-0.16860457475500432
163,BH,-0.4543258730949274,-0.2707892002731618,0.3522835430319485
164,NS,0.236949087552494,0.14036840808737358,-0.16251872549316607
165,BH,-0.43788736910709397,-0.2658845734324761,0.30085267500637963
166,NS,0.2366360518113158,0.14148398452827274,-0.1632566139738578
167,NS,0.21385291831435316,0.08758940458809837,-0.15514357679864502
168,NS,0.0620633503713316,0.07475583602288358,0.0542869798808908
169,NS,0.2369490764996109,0.14036840682408724,-0.16251874239617234
170,NS,-0.13522554090297498,0.11845019455748942,0.15680036565749175
171,BH,-0.4987211111361578,-0.2909399049292448,0.3422340439177025
172,NS,0.2300188588574341,0.14318909606344826,-0.16510832802845216
173,BH,-0.17818462256910958,-0.1063013257842848,-0.0167447946990793
174,NS,0.23026231150282606,0.14849627764246784,-0.15188230812338332
175,NS,0.2355045334138283,0.11321097178387025,-0.14605946117884064
176,BH,-0.4993256540218473,-0.2940580100248717,0.33554043015027324
177,NS,0.2369491046024993,0.1403683660708685,-0.16251873659737834
178,BH,-0.4977362301860255,-0.29423768139170003,0.3309321153488541
179,BH,-0.4459186714116195,-0.30872525156006825,0.29161208600390026
180,BH,-0.5003183750001826,-0.2936032073429253,0.3403741067066334
181,NS,0.14237108756251424,0.15182753366268406,-0.1234168135133521
182,NS,0.2369491376371521,0.14036839331348205,-0.1625186662329624
183,NS,0.18890354648958785,0.1613336643892557,-0.14225667390598842
184,NS,0.2369490803365057,0.14036839823424296,-0.16251874416317955
185,NS,0.2334890707358985,0.13930099188793665,-0.16476168743012107
186,NS,0.23694914677450815,0.14036839081655253,-0.16251865525375964
187,NS,0.24034282772226526,0.14075417705530816,-0.15065666650437834
188,BH,-0.4416107097930913,-0.32000415274738264,0.30775673334141523
189,NS,0.23694907468005694,0.14036839456089345,-0.16251875537308075
190,BH,0.2217688153437113,0.14155051677255862,-0.17166454620402413
191,NS,0.2157759369603033,0.14221244151390935,-0.17260043648438575
192,BH,-0.14480948112231964,-0.10950199362308816,-0.009814473430016995
193,BH,-0.5012203099111544,-0.2956199437767175,0.3346521510305881
194,NS,0.2346483433523064,0.1325755229412453,-0.16294373129092807
195,BH,-0.4327700659336941,-0.2735842244385836,0.2099281245200316
196,BH,-0.4526014758441174,-0.2222137185088884,0.1995075485015045
197,NS,0.2369491657861158,0.14036834131613254,-0.1625186698763726
198,NS,0.2369491568998503,0.1403683341357765,-0.16251868867940536
199,BH,-0.4603502598740852,-0.3042197376654748,0.3149454803670399
200,NS,0.23694914680392315,0.14036838883413313,-0.1625186568880318
201,NS,0.16354405266723795,0.020245827957278747,-0.1121754012309802
202,NS,0.2396262168711101,0.1309904864433304,-0.16211616582382785
203,NS,0.23642249389443126,0.1416535565713535,-0.16121141466191566
204,NS,0.007502699267850292,-0.1455780518985922,0.04920111001791788
205,BH,-0.4933389878387283,-0.29051292015559643,0.3452543601433138
206,NS,0.2351846538127561,0.1410237705360791,-0.16243402745356386
207,NS,0.2369490948979357,0.14036839192571898,-0.16251872863666647
208,NS,0.17744481012051014,0.006205896028314275,-0.08078356592335734
209,NS,0.15022794834871905,0.1326608223559391,-0.15426890139600344
210,NS,0.23670910563170186,0.13901627206459904,-0.1613369011822665
211,BH,-0.4830123501833197,-0.29272012783984497,0.3445702578173134
212,NS,0.21947807679313716,0.1492161282455219,-0.16169573929984302
213,BH,-0.4982793067364848,-0.2887868333508646,0.3385283573260081
214,NS,0.23712417883497575,0.13892524138271786,-0.16182867091459124
215,NS,0.23694909237761455,0.1403684057374952,-0.16251872056766115
216,NS,0.2369490972359143,0.14036833377367866,-0.16251877446279078
217,BH,-0.4322174692011044,-0.18916423518281608,0.3117977969182474
218,NS,-0.015773860450140734,0.013793550309298177,0.12982431522388005
219,NS,0.2401275542795239,0.11244142934369583,-0.143375294983801
220,NS,0.2369491465363986,0.1403683265884994,-0.1625187099089772
221,NS,0.2397248658169409,0.13676366077477553,-0.16003124706549018
222,BH,-0.5004154786147108,-0.2962935254995777,0.3379129632415997
223,NS,0.19986420731998486,0.03015191201446915,-0.1062597811373573
224,NS,0.22911498330329286,0.1465107760760701,-0.1593419502017443
225,NS,0.2369490916546664,0.14036834571888904,-0.16251877235731535
226,NS,0.23591817967133225,0.14183236865002247,-0.16183926448641475
227,NS,-0.3535341758399435,-0.2615041422761039,0.32887812993584586
228,BH,-0.4672217156366159,-0.2845490423819144,0.2552699237467297
229,NS,0.2368452139787713,0.13838603092966886,-0.15037872461439813
230,NS,0.233720515577962,0.14043852594760445,-0.164983904179072
231,NS,0.2369490966791392,0.14036840677735182,-0.16251871352579494
232,BH,-0.4869609139866979,-0.2612874823431747,0.3359076834931445
233,BH,-0.4659691632368716,-0.2863714615842538,0.33410749532888845
234,NS,0.23744385622637965,0.13478435995300553,-0.16004715509683307
235,NS,0.2369491523007657,0.1403683520290352,-0.16251868013695928
236,NS,0.2390189969930315,0.13981148215105568,-0.16026058594152495
237,NS,0.2216780117644692,0.1508271060415472,-0.1041078641069941
238,BH,-0.4964923557661795,-0.29079235547240023,0.3365235323922044
239,NS,0.2369490986041558,0.14036837236041236,-0.1625187398721646
240,NS,0.2369491935103211,0.14036834477278776,-0.1625186272336892
241,NS,0.2381526410600347,0.13601463149602908,-0.13931825034557985
242,BH,-0.4899288686540188,-0.28527610455226426,0.34353241881391466
243,NS,0.23694909211043996,0.1403683925864593,-0.16251873207140033
244,NS,0.23694912219956846,0.1403683568675647,-0.16251871916978974
245,NS,0.2369491545669068,0.1403683460093702,-0.16251868198085648
246,BH,-0.4961074523078234,-0.2945680153080931,0.33683512750651784
247,NS,0.2404282031420371,0.13559632981324626,-0.15135648668856355
248,BH,0.22800770770567225,0.14842954142394796,-0.14199216637229614
249,BH,-0.06842605832254399,0.06687680761008431,-0.059845271054028384
250,NS,0.2356135776801394,0.141010785176715,-0.16161793345791636
251,NS,0.2369490899993289,0.14036837819860715,-0.16251874726274906
252,NS,0.15311259974843372,0.13013835038431085,-0.16558405070524904
253,NS,0.23694911364715196,0.14036839402361542,-0.16251870000173402
254,BH,-0.5007796088223314,-0.2950111971677828,0.33605201059500506
255,NS,0.2173003546054024,0.1554360998318012,-0.1389635375379135
256,BH,-0.4937622786851154,-0.2977172724493571,0.3383020562775346
257,NS,0.2374867491973981,0.13859210789700965,-0.15669228657689274
258,NS,0.23761140738462064,0.13715996238680192,-0.16067632792912626
259,BH,-0.5017529205804924,-0.29543121919710064,0.3340246644862163
260,NS,0.2369491770710923,0.14036833291701178,-0.16251866081148586
261,NS,0.23461275619338035,0.13799499768102494,-0.1631909929790972
262,NS,0.2369490843355929,0.14036840037549486,-0.1625187366232314
263,NS,0.2369490994557151,0.14036837927658116,-0.1625187328035974
264,NS,-0.1931604593630674,-0.2518919361278715,0.2403444555839505
265,BH,-0.4993665262725952,-0.29081630457546337,0.3417478663896453
266,NS,0.23726333965834395,0.14001718410631972,-0.16077487897766002
267,NS,0.23877467154583104,0.1316507605742958,-0.15608420725246333
268,BH,-0.4788891999190344,-0.2262064905235711,0.2968267717121799
269,NS,0.23587306403720276,0.14323774520197186,-0.15688431210311307
270,NS,0.236171871024275,0.13674282258971301,-0.16415117705822546
271,BH,-0.044574265296033935,-0.1081524438327086,-0.05610921935541919
272,NS,0.18915519366853392,0.16124346894926894,-0.1564256946144648
273,NS,0.2314980663538368,0.12037111441761045,-0.16588827306777262
274,BH,-0.5029629037998442,-0.2939825714328115,0.33603858357229643
275,NS,0.15726423758027935,0.000677150617459591,-0.03087217391056522
276,BH,-0.5013450249135067,-0.29258248850949936,0.3373424745205095
277,BH,-0.5015136164088121,-0.29403408493362004,0.3382689118573067
278,NS,0.2334964934403521,0.13975032747550198,-0.16318839093647775
279,BH,-0.4365961713498443,-0.2750281364576689,0.31780145619766514
280,NS,0.2369491831343592,0.14036838248936628,-0.16251861020408678
281,NS,0.23694907226503176,0.14036839769080262,-0.16251875618616088
282,BH,-0.4821968844532617,-0.30057155436211297,0.2968741763087392
283,NS,0.23619345821532395,0.14077835758600546,-0.161354932189446
284,BH,-0.4980983971423398,-0.29043249984465264,0.34111471278899497
285,NS,0.23191039823312984,0.14329557447820335,-0.16336026931184852
286,BH,-0.4981390408858142,-0.2925625416845741,0.3293642748534652
287,NS,0.2369491196966286,0.1403683270758334,-0.16251874794874427
288,NS,0.23649673591776654,0.1366351159436865,-0.1633143899326424
289,BH,-0.4999868411315092,-0.29563432897933706,0.33669878919633595
290,BH,-0.4934073323588417,-0.29602714443001943,0.3402945671028047
291,NS,0.22593403582416854,0.13646071113663913,-0.17268899084356767
292,BH,-0.5012343000793368,-0.2897408945469492,0.3368901197194036
293,BH,0.2358354086031757,0.14126984488030084,-0.14947887685048553
294,BH,-0.34274847889355936,-0.036662192356971664,0.1998408861840428
295,NS,0.2375204809393795,0.1386248402691962,-0.15666834851904626
296,NS,0.23455489607172295,0.14498264382533768,-0.15326959901110426
297,NS,0.2355557725907487,0.14119382490845314,-0.16226867339045614
298,NS,0.2265066433768703,0.14231711176079131,-0.16973556722154004
299,NS,0.2369491765305049,0.1403683372846668,-0.16251865789247866
300,NS,0.2369491598164276,0.14036835783274035,-0.16251866446168106
301,NS,0.2369491044272244,0.14036836650226134,-0.16251873648369966
302,NS,0.23694912848210364,0.14036833375521424,-0.16251872971392836
303,NS,0.2343191715670387,0.14231358651067427,-0.16449637404025946
304,NS,0.2267058880781487,0.12935093991779734,-0.1693864307660674
305,NS,0.23551742391607094,0.1310403356964977,-0.1659347173281235
306,NS,0.24167743323902244,0.1240324246723539,-0.15559334761352206
307,BH,-0.5002678845207938,-0.2868539765134166,0.33178597440816937
308,NS,0.23260725193045456,0.13839198152813068,-0.16574194694317085
309,NS,0.2345223513177193,0.13225548327839198,-0.16173399048649184
310,NS,0.2369491272073269,0.14036842019599294,-0.1625186584423885
311,NS,0.2369491158533773,0.14036835408732384,-0.16251873061267286
312,NS,0.2329680592677515,0.1356485373936732,-0.1182230105970686
313,NS,0.18681119342962516,0.08540462713476737,-0.1861883379017173
314,BH,-0.4973615373111827,-0.2931136804324164,0.3402948796328866
315,NS,0.2269920263715813,0.15033691410979513,-0.1572742263997276
316,BH,-0.1886203429970696,-0.23885084835797066,-0.008519305878155987
317,BH,-0.4969976690696277,-0.2922761479718882,0.341018104569094
318,BH,-0.4828051728914906,-0.2990727756040445,0.32233046255856185
319,BH,-0.4895769884423443,-0.2836953452254258,0.3459554047117199
320,NS,0.043107285547986325,0.1252473637732756,-0.012011546314351435
321,BH,-0.4945999940495204,-0.30219515614722714,0.32956323527756604
322,NS,0.17566583942125552,0.1343848468898199,-0.056267092861693166
323,BH,-0.4980387492653108,-0.2671994120481378,0.3064991095754803
324,BH,-0.44093746327036404,-0.2875266173035379,0.3438161932849027
325,NS,0.2340275677989049,0.13579691475669772,-0.16399489411209828
326,NS,0.2380031120024297,0.13483650579794804,-0.1633272144276486
327,NS,0.23694914659407795,0.14036833841438456,-0.1625186998258113
328,BH,-0.5018469115422101,-0.2935164925247774,0.3322135884802409
329,BH,-0.5017185854478268,-0.2937647810941818,0.33818962064436303
330,NS,0.2369491004107433,0.14036834349423366,-0.16251876169433335
331,BH,-0.5015812613264014,-0.2935706185779961,0.3361804568940389
332,BH,-0.4996351478844823,-0.2888341301323521,0.3228113183328216
333,BH,-0.4998799562105821,-0.29622602678998416,0.3363230817266337
334,NS,0.2369491232845388,0.14036835118569865,-0.16251872242022306
335,BH,-0.4691702893548643,-0.2560566130244726,0.3498784912843897
336,NS,0.2369490871853085,0.14036837996744578,-0.1625187497984105
337,BH,-0.4995580044636271,-0.2924699957921351,0.3375762105139207
338,NS,0.23694915424110505,0.14036833907285468,-0.16251868831342858
339,NS,0.11730692314404133,-0.02794562748681666,0.029014944990464926
340,NS,0.2377117394038348,0.13928129868326766,-0.16338396003819247
341,NS,0.2354738939917107,0.14110673890710998,-0.1618076178505787
342,NS,0.2369490935894881,0.1403683741514695,-0.16251874554177387
343,BH,-0.4984075693652079,-0.2999572873063547,0.3374364294661233
344,NS,0.23860540566733945,0.13426161770013526,-0.15727843290944218
345,NS,0.2376131158632867,0.1370868051997391,-0.16384999274131234
346,BH,-0.4771086984755541,-0.2894788945666504,0.33838081168324724
347,NS,0.23680461266375175,0.13864805313361445,-0.16256101116564256
348,NS,0.23753213436443846,0.13710240362541645,-0.16395082290450733
349,BH,0.2056376458628239,0.13515848754236884,-0.17490993146257544
350,NS,0.23769452874659494,0.13640339785400038,-0.14133295097307838
351,NS,0.1201784711826572,0.07108537131342603,-0.20069027584538027
352,BH,-0.5001123937894065,-0.2952526520067756,0.3392861224317107
353,NS,0.23694914799578426,0.14036837200294278,-0.16251866941370452
354,NS,0.23519765856428798,0.1410520947566382,-0.16238452867919442
355,NS,0.22915664948774397,0.14579354755061355,-0.16382279602477404
356,NS,0.23689207966110276,0.1353471807854646,-0.1595284847501899
357,NS,0.2369491151242679,0.1403683631662654,-0.1625187239797073
358,BH,-0.4955431935119157,-0.2982570830353172,0.3315052860756477
359,NS,0.1449084706278657,0.03339725920904403,-0.10723199825660963
360,NS,0.2369491025538065,0.14036841410626144,-0.1625186989119058
361,BH,-0.495931877130229,-0.2958740070294821,0.33999988352244426
362,NS,0.2369491059703637,0.1403684199107997,-0.16251868910868195
363,NS,0.2288852498060069,0.14253436631384758,-0.16727062744162333
364,NS,0.2369491178161397,0.14036838428556553,-0.1625187022639255
365,NS,0.2369838061632985,0.14008502002189074,-0.16102797677934996
366,BH,-0.5015746424209238,-0.287578065607039,0.33871741408596234
367,NS,0.2369491165080381,0.14036841075896092,-0.16251868175103626
368,NS,0.23577733798670703,0.14298984271560175,-0.15690169881156862
369,NS,0.1857180935871315,0.12884782823162585,-0.18433905205454146
370,BH,-0.4729954742185252,-0.25046280322577635,0.25318048205537746
371,BH,-0.15401853874726446,0.14806208084335776,0.04364600721512709
372,BH,0.047013540616455685,-0.07585035419915998,0.10374555782065532
373,BH,-0.5021711300317406,-0.2911353757507376,0.33398637393420816
374,BH,-0.4938794686307487,-0.2930902529355777,0.34227871141862165
375,NS,0.23694913513645155,0.14036841801238753,-0.16251864892923
376,NS,0.2364569905477759,0.13789279359030682,-0.1652726721193043
377,NS,0.23694908409637924,0.1403683679527321,-0.16251876438377955
378,NS,0.22341060694385226,0.15134186713933787,-0.16107067906356118
379,BH,-0.4963459820509424,-0.2946296385702084,0.33763798522469024
380,BH,-0.4962326493466767,-0.29551167113352106,0.3397395373090741
381,NS,0.2379498910765186,0.13697014918954326,-0.1574866199390457
382,BH,-0.0515309947835736,-0.09939917382911999,0.19231526262726525
383,NS,0.2352680541351513,0.14036430175870052,-0.1630481737273883
384,BH,-0.5002329219251345,-0.2935685676718212,0.3381583873179368
385,NS,0.23570551510968954,0.13954281603297464,-0.1636161932189613
386,NS,0.2028676772123408,0.046779435828504086,-0.08425512842307968
387,NS,0.2364447919876831,0.14062779208876733,-0.16401847508565914
388,BH,0.061034900715766276,-0.0070663387840311795,0.1224943366668952
389,NS,0.23694911101608385,0.14036835927063165,-0.16251873315956333
390,BH,-0.17456471448024574,0.048177074996723364,-0.017039734748861356
391,NS,0.2368765185980499,0.143225020368289,-0.15954348836494514
392,NS,0.2143836203451809,0.15474777176410873,-0.15475028127304286
393,NS,0.235140661513438,0.1468899851850221,-0.1514745142058833
394,BH,-0.057451137031724976,-0.1593713804770894,-0.05288818694815923
395,BH,-0.014716949634267998,-0.1469503070590764,0.1049534938522262
396,NS,0.1658947029006119,-0.004767544038178371,-0.062441422710136835
397,NS,0.236116569769864,0.14205384767242693,-0.15894456382922553
398,NS,0.2349773805377207,0.14069505754867204,-0.15710733019242396
399,NS,0.2372560262157168,0.1394444740659229,-0.16384727678229452
400,NS,-0.4926234415349843,-0.3000281249333241,0.3320191458011565
401,BH,-0.4915063928570132,-0.2935612651625444,0.33980610133777445
402,NS,0.23694914430436834,0.14036833780588198,-0.16251870362077026
403,BH,-0.4896922057411033,-0.2893685441650387,0.3442134339903858
404,NS,0.24059398986060015,0.12678079635622228,-0.13265567620991467
405,NS,0.21769176573592655,0.13409898884921634,-0.06347056854680695
406,NS,-0.2576106154917361,0.02854618027538363,0.15040680988714233
407,BH,-0.4990060993656441,-0.2955061171556285,0.3351016777437285
408,NS,0.23694914058095484,0.14036841300174946,-0.16251864536630733
409,NS,0.2356159622125003,0.14102428638507886,-0.16161271652888448
410,NS,0.2369491143547422,0.14036834780304774,-0.16251873807393338
411,BH,0.23081622564799364,0.14495007977905042,-0.15875832685672742
412,NS,0.22804141701673736,0.14939200454309465,-0.15467087369224955
413,BH,-0.5014991538677143,-0.293411780434825,0.3363714569370361
414,NS,0.22932701940803746,0.14722717082872314,-0.1582543617063544
415,NS,0.23694911494932894,0.14036838520825487,-0.16251870559078724
416,NS,0.2369490982852341,0.1403683346717789,-0.1625187722000341
417,NS,0.2369490952228843,0.14036833693507267,-0.16251877467332346
418,NS,0.2369490995197724,0.14036839768061427,-0.1625187171487134
