index,class,src_id,src_name,livetime,significance,likelihood,gti_obs,var_inter_sigma,var_inter_prob,var_inter_index,var_max,var_min,var_mean,var_sigma,kp_prob,ks_prob,var_prob,var_index,flux_aper_hilim,flux_aper_lolim,flux_aper,photflux_aper_hilim,photflux_aper_lolim,photflux_aper,photflux_aper_b,photflux_aper_h,photflux_aper_m,photflux_aper_u,photflux_aper_s,photflux_aper_lolim_b,photflux_aper_lolim_h,photflux_aper_lolim_m,photflux_aper_lolim_u,photflux_aper_lolim_s,photflux_aper_hilim_b,photflux_aper_hilim_h,photflux_aper_hilim_m,photflux_aper_hilim_u,photflux_aper_hilim_s,flux_aper_b,flux_aper_h,flux_aper_m,flux_aper_u,flux_aper_s,flux_aper_lolim_b,flux_aper_lolim_h,flux_aper_lolim_m,flux_aper_lolim_u,flux_aper_lolim_s,flux_aper_hilim_b,flux_aper_hilim_h,flux_aper_hilim_m,flux_aper_hilim_u,flux_aper_hilim_s,hard_hm,hard_hs,hard_ms,flux_powlaw,powlaw_gamma,powlaw_nh,powlaw_ampl,powlaw_stat,flux_bb,flux_bb_hilim,flux_bb_lolim,bb_kt,bb_nh,bb_ampl,bb_stat,flux_brems,brems_kt,brems_nh,brems_stat,hard_hm_hilim,hard_hm_lolim,hard_hs_hilim,hard_hs_lolim,hard_ms_hilim,hard_ms_lolim,flux_powlaw_hilim,flux_powlaw_lolim,powlaw_gamma_hilim,powlaw_gamma_lolim,powlaw_nh_hilim,powlaw_nh_lolim,powlaw_ampl_hilim,powlaw_ampl_lolim,bb_ampl_lolim,bb_ampl_hilim,flux_brems_lolim,flux_brems_hilim,brems_kt_hilim,brems_kt_lolim,brems_nh_hilim,brems_nh_lolim,bb_kt_hilim,bb_kt_lolim,bb_nh_hilim,bb_nh_lolim
2,BH,BH0017,CXOU J100510.9-07453,171955.9,4.58,82.89468,2012-01-18T14:26:38,1.426325e-06,0.761,5.5,,,,,,,,,15.357337668557964,16.90767711447914,15.881724248549535,5.7426666666666666e-08,3.813333333333333e-10,1.9896666666666667e-08,7.462055040708513,inf,,,7.598944274228156,inf,inf,,,8.941573975542994,7.138704606473304,7.297483302561849,,,7.307946634965919,15.490259984429617,inf,,,16.151749285322957,16.46801044858745,inf,,,17.513427849481644,15.212752119668046,15.244125144327509,,,15.869988050328097,,0.1537,,,,,,,,,,,,,,,,,,,,0.5628,-0.5965,,,,,,,,,,,,,,,,,,,,,,
3,BH,BH0017,CXOU J100510.9-07453,75554.3,4.58,82.89468,2012-01-26T22:21:59,1.426325e-06,0.761,5.5,,,,,,,,,15.624934142614803,inf,inf,8.886e-08,0.0,1.4333333333333334e-08,inf,inf,,,7.366531544420414,inf,inf,,,inf,6.995248844408999,7.112945621949043,,,7.053646002773726,inf,inf,,,inf,inf,inf,,,inf,15.573488738635424,15.452717692036696,,,16.03658998431977,,-0.07,,,,,,,,,,,,,,,,,,,,0.3629,-0.8039,,,,,,,,,,,,,,,,,,,,,,
4,BH,BH0017,CXOU J100510.9-07453,184208.0,4.58,82.89468,2012-01-31T15:24:33,1.426325e-06,0.761,5.5,,,,,,,,,16.03194922597255,17.980053318321158,16.724746248015723,3.84975e-08,2.715e-10,5.9725e-09,inf,inf,inf,,7.6217838502501225,inf,inf,inf,,8.964170174747172,7.2076783636484265,7.593119329950875,7.680269505669775,,7.341035157335565,inf,inf,inf,,16.12268625668776,inf,inf,inf,,17.377993326993195,16.001522696963494,16.05080522576202,16.4386600585411,,15.83386602969489,0.6858,-0.9994,-0.9994,,,,,,,,,,,,,,,,,1.0,-0.248,-0.0581,-1.0,-0.1543,-1.0,,,,,,,,,,,,,,,,,,,,
5,BH,BH0017,CXOU J100510.9-07453,158013.8,4.58,82.89468,2012-02-03T10:00:00,1.426325e-06,0.761,5.5,,,,,,,,,15.945961789315131,inf,inf,1.417e-07,0.0,0.0,inf,inf,,inf,inf,inf,inf,,inf,inf,7.422968014373969,7.509900994936695,,6.336110701377339,7.432620692349022,inf,inf,,inf,inf,inf,inf,,inf,inf,15.774174008538107,16.058339521611607,,16.12511248915389,15.912218582190457,,-0.5459,,,,,,,,,,,,,,,,,,,,0.2567,-1.0,,,,,,,,,,,,,,,,,,,,,,
6,BH,BH0017,CXOU J100510.9-07453,160215.7,4.58,82.89468,2012-01-21T08:54:47,1.426325e-06,0.761,5.5,,,,,,,,,14.510413078555558,inf,inf,1.8627749999999998e-07,0.0,0.0,inf,inf,inf,inf,,inf,inf,inf,inf,,7.4467239538629,7.540758335121918,7.638839004804974,6.182038195468006,,inf,inf,inf,inf,,inf,inf,inf,inf,,15.497026940934369,15.156331277020856,16.273028416317125,13.947690900352676,,0.6084,,,,,,,,,,,,,,,,,,,1.0,-0.2217,,,,,,,,,,,,,,,,,,,,,,,,
7,BH,BH0017,CXOU J100510.9-07453,119470.1,4.58,82.89468,2012-04-04T03:00:56,1.426325e-06,0.761,5.5,,,,,,,,,15.26187772194514,inf,inf,6.692460000000001e-07,0.0,9.066e-09,inf,inf,inf,inf,7.3436142809413125,inf,inf,inf,inf,inf,7.038863782612775,7.317674381332193,7.677367288307776,5.509339346643864,7.042632191568472,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,15.423773862550394,15.282163132513075,16.185486047631763,14.772627557710363,16.0782615163154,0.9994,-0.9994,-0.9994,,,,,,,,,,,,,,,,,1.0,0.0568,-0.0568,-1.0,-0.4379,-1.0,,,,,,,,,,,,,,,,,,,,
8,BH,BH0017,CXOU J100510.9-07453,69686.1,4.58,82.89468,2012-04-06T18:15:48,1.426325e-06,0.761,5.5,,,,,,,,,15.126691026037234,17.20648899420714,16.525201181199368,1.0041880000000002e-06,3.5712000000000002e-09,3.0784e-08,7.059184791349199,inf,7.176134690675489,inf,inf,8.401647290130716,inf,7.857297754262384,inf,inf,6.768020973168496,7.341988603342887,6.92299567320665,5.335922409814925,7.14605855411951,inf,inf,15.82623117686335,inf,inf,inf,inf,16.507518989871123,inf,inf,15.869023308394382,15.408267761048165,15.573001041243463,14.54882784248746,15.936291440608583,-0.9994,-0.9994,0.9994,,,,,,,,,,,,,,,,,-0.2105,-1.0,0.1855,-1.0,1.0,-0.0006,,,,,,,,,,,,,,,,,,,,
9,BH,BH0017,CXOU J100510.9-07453,46277.9,4.58,82.89468,2012-04-05T19:03:53,1.426325e-06,0.761,5.5,,,,,,,,,14.89592279384489,inf,inf,1.4168259999999998e-06,0.0,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,6.721932669111338,6.82915179635669,7.267365032460805,5.181444220702198,6.969805214643249,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,15.10435649517592,15.124822940185297,15.805208242278075,14.348043930466925,15.759950227887352,0.9994,0.9994,-0.9994,,,,,,,,,,,,,,,,,1.0,0.1355,1.0,-0.213,0.0518,-1.0,,,,,,,,,,,,,,,,,,,,
0,BH,BH0018,CXOU J100514.2-07423,40580.4,16.29,1238.383,2010-01-27T01:02:52,4.1391200000000003e-07,0.8074,4.8,0.0004721666666666667,0.00032342333333333336,0.0003325066666666667,2.068733333333333e-05,0.6543333333333333,0.5103333333333334,0.435,0.0,14.90622821850127,15.239803770544865,15.07852161962431,8.8406e-07,3.8804600000000003e-07,5.58294e-07,5.814457845145625,7.090069740247169,6.720105019988362,inf,6.005814871797683,5.937042165915489,inf,7.075565636456769,inf,6.154777893570986,5.718966632752273,6.800519085137644,6.527389802403955,6.097942689191534,5.900664722314042,14.686765708305275,inf,15.362510270487489,inf,14.774174008538107,14.825940192274974,inf,15.71783122169536,inf,14.92299567320665,14.587035728003338,15.535361440904968,15.169668006548038,15.295935320591433,14.668977828958171,-0.3835,-0.8532,-0.6833,,,,,,,,,,,,,,,,,0.0518,-0.7539,-0.7002,-0.9725,-0.5053,-0.8251,,,,,,,,,,,,,,,,,,,,
1,BH,BH0018,CXOU J100514.2-07423,75682.2,16.29,1238.383,2010-01-29T14:46:35,4.1391200000000003e-07,0.8074,4.8,0.0004736666666666667,0.0002424,0.0002479,1.8271e-05,0.309,0.4056666666666667,0.5453333333333333,1.0,15.015472686656208,15.319555699923848,15.15747812726207,7.868799999999998e-07,3.26726e-07,5.57846e-07,5.938924676370208,7.013541787262693,6.601539150391777,6.136023216095613,6.251889532505016,6.0411018052892285,7.599807511407424,6.781727146428553,6.8958544494459915,6.391046300724137,5.856672870007953,6.772884917410875,6.47456644657118,5.874518734299406,6.152180652704761,14.76904044425143,15.642827742276966,15.245804611810161,inf,15.007932739972333,14.883392256011751,inf,15.425968732272281,inf,15.147154181985004,14.68277265082358,15.341893164493607,15.118843678924437,15.525346746637938,14.908333042404315,-0.386,-0.6896,-0.391,,,,,,,,,,,,,,,,,-0.0806,-0.6752,-0.4853,-0.8576,-0.2017,-0.5628,,,,,,,,,,,,,,,,,,,,
2,BH,BH0018,CXOU J100514.2-07423,171955.9,16.29,1238.383,2012-01-18T14:26:38,4.1391200000000003e-07,0.8074,4.8,0.00039916666666666665,0.00018731333333333333,0.0001970666666666667,2.1621e-05,0.428,0.425,0.6206666666666667,1.0,15.071440293947001,15.348838330463481,15.205484070160063,7.1601e-07,3.53429e-07,5.379800000000001e-07,6.043255454717309,7.4179366370882915,6.642446280256919,5.971022294791222,6.347077112432058,6.118387127521651,8.158327749926366,6.765229704839084,6.326518302926653,6.449038247701824,5.979224511806442,7.158327749926365,6.546987608878545,5.786747947803604,6.264560796748519,14.841034739616589,inf,15.25422278211024,15.493089274448481,15.09963287134353,14.923359556329657,inf,15.376957565753619,inf,15.203009609454314,14.771856392402258,15.698970004336019,15.158640529545146,15.159078799801229,15.016238439713835,-0.6983,-0.842,-0.3335,,,,,,,,,,,,,,,,,-0.4853,-0.8751,-0.7127,-0.9438,-0.188,-0.4678,,,,,,,,,,,,,,,,,,,,
3,BH,BH0018,CXOU J100514.2-07423,75554.3,16.29,1238.383,2012-01-26T22:21:59,4.1391200000000003e-07,0.8074,4.8,0.0003104333333333333,0.00019207,0.00019592666666666666,1.2158333333333335e-05,0.30233333333333334,0.48,0.48466666666666663,0.6666666666666666,13.87993765303951,14.500754032687505,14.081301950719862,9.665e-07,3.41622e-07,6.5526e-07,6.021226215669878,6.9657727392294495,6.804100347590766,5.8198741248359465,6.263762901095271,6.136855653747332,7.474048658751988,7.072937756507,6.328086987558413,6.40837896178668,5.9344202852715515,6.738023808602187,6.63921731012672,5.592099459857365,6.155398580373653,14.755970410969978,15.43842163169904,15.41307529185518,13.421246215573566,14.979224511806443,14.878768544850379,16.283495836226784,15.681936665037238,13.871277715661574,15.123839915174372,14.66054855869356,15.169603823516532,15.2482591261891,13.213603538627696,14.870954940112043,-0.1287,-0.6633,-0.5646,,,,,,,,,,,,,,,,,0.2217,-0.4866,-0.4528,-0.8389,-0.3704,-0.7289,,,,,,,,,,,,,,,,,,,,
4,BH,BH0018,CXOU J100514.2-07423,184208.0,16.29,1238.383,2012-01-31T15:24:33,4.1391200000000003e-07,0.8074,4.8,0.00018961000000000002,0.000129998,0.000137164,1.0597799999999999e-05,0.5176000000000001,0.6642,0.47840000000000005,0.4,14.871859316870008,15.16076084885962,14.990472620714582,8.863600000000001e-07,4.857e-07,6.87e-07,6.0151127989356725,6.941953769604718,6.714217726220605,5.773657912836369,6.320753854586141,6.085022527555669,7.1732774798310075,6.85078088734462,5.992679047077256,6.418847108033711,5.95506845385084,6.791827473332878,6.615825861192967,5.628932137728263,6.244811414391675,14.757210190521324,15.336204877780592,15.343231220733983,14.80271944187438,15.05943371350991,14.831502516476966,15.626720106722503,15.47977856411804,15.145147637582166,15.15757799664235,14.693789491832238,15.163675884293248,15.244887733604928,14.62015082123717,14.983384452442822,-0.2374,-0.6134,-0.4322,,,,,,,,,,,,,,,,,-0.0181,-0.4591,-0.4691,-0.7477,-0.2967,-0.5565,,,,,,,,,,,,,,,,,,,,
5,BH,BH0018,CXOU J100514.2-07423,158013.8,16.29,1238.383,2012-02-03T10:00:00,4.1391200000000003e-07,0.8074,4.8,0.0002577666666666667,0.00011553000000000001,0.00015402666666666667,4.393666666666667e-05,0.647,0.8166666666666668,0.731,1.3333333333333333,15.14807298579214,15.404534642838394,15.260538418721525,4.938999999999999e-07,2.09264e-07,3.53646e-07,6.138824164486971,7.201832940284061,6.806597096937582,6.348140730753051,6.426780172885578,6.2275315969467195,7.637517525248826,6.9714287473074625,7.389552778557879,6.547446936771075,6.065198658253463,6.988852639224202,6.687399560738741,6.077845674768941,6.3325470471100465,14.863279432843592,15.653842697767992,15.442733471130095,inf,15.10149421446564,14.961379838050297,16.51913107631283,15.607478910068068,inf,15.22206595116222,14.787279845582157,15.383524486111435,15.32358076828164,16.28676153845434,15.00718147993332,-0.391,-0.7083,-0.4222,,,,,,,,,,,,,,,,,-0.1193,-0.6565,-0.5403,-0.8551,-0.258,-0.5753,,,,,,,,,,,,,,,,,,,,
6,BH,BH0018,CXOU J100514.2-07423,160215.7,16.29,1238.383,2012-01-21T08:54:47,4.1391200000000003e-07,0.8074,4.8,0.00056408,0.0002301025,0.00025561999999999997,4.5515e-05,0.32025,0.375,0.618,1.0,14.892857894166928,15.073307788749126,14.981507546598527,9.902999999999999e-07,5.69614e-07,7.8024e-07,5.810790510417694,6.880084589742009,6.402743717074858,5.942333896090171,6.163802519221075,5.869023308394383,7.1114274031424,6.499763525174361,6.269621531412357,6.248105311956253,5.759201228882668,6.729787145103757,6.327625021253921,5.757707095017069,6.093180284533455,14.587539452570038,15.272702797196413,15.009306039320249,inf,14.950781977329818,14.648783654660658,15.563201489768197,15.106238237942057,inf,15.03526907894637,14.536704390037997,15.100179497572904,14.93404701968613,15.66354026615147,14.880084589742008,-0.4884,-0.6746,-0.2723,,,,,,,,,,,,,,,,,-0.3204,-0.654,-0.5515,-0.7901,-0.1505,-0.3879,,,,,,,,,,,,,,,,,,,,
7,BH,BH0018,CXOU J100514.2-07423,119479.4,16.29,1238.383,2012-04-04T03:00:56,4.1391200000000003e-07,0.8074,4.8,0.00025936666666666666,6.475333333333333e-05,0.00015735999999999997,9.338e-05,0.9933333333333333,0.993,0.9119999999999999,5.0,15.16037113847384,15.45717457304082,15.299988937677888,7.252839999999999e-07,2.790722e-07,5.023620000000001e-07,6.107071017644794,7.336204877780593,6.906578314837765,5.97183558057553,6.306976932076306,6.209363038068297,8.377682339166155,7.139242876918458,6.479909671887158,6.4319156686846055,6.02429253646282,7.06590573164452,6.7559704109699785,5.744004273277598,6.210066919068249,14.911155437272996,15.84043280676638,15.528855034839367,inf,15.07639335698254,15.025580426147714,inf,15.761452112318672,inf,15.201349354554731,14.825068406471557,15.526075306583843,15.37830453767072,15.707965564005264,14.979638717352293,-0.3948,-0.827,-0.6109,,,,,,,,,,,,,,,,,-0.0394,-0.7239,-0.674,-0.9438,-0.4491,-0.7502,,,,,,,,,,,,,,,,,,,,
8,BH,BH0018,CXOU J100514.2-07423,69689.2,16.29,1238.383,2012-04-06T18:15:48,4.1391200000000003e-07,0.8074,4.8,0.00041180000000000003,0.0001425,0.00020459999999999999,6.66e-05,0.96,0.9339999999999999,0.724,1.5,15.172333543735858,15.61672694327277,15.426849795534922,4.8931e-07,1.7630600000000002e-07,2.5972e-07,6.155460697870992,inf,7.039053804266168,inf,6.294050805089705,6.300162274132754,inf,7.489053051327027,inf,6.4582959767157115,6.04711073508907,7.334888262924949,6.831502516476967,6.162600975657978,6.175223537524454,15.051684859310653,inf,15.688034339631633,inf,15.10885296955123,15.220115036807355,inf,16.137928280620006,inf,15.273028416317123,14.93666664104825,15.38795825535473,15.480303232840146,15.354479485094126,14.990124366287839,-0.9994,-0.9994,-0.7083,,,,,,,,,,,,,,,,,-0.3442,-1.0,-0.8339,-1.0,-0.5128,-0.8626,,,,,,,,,,,,,,,,,,,,
9,BH,BH0018,CXOU J100514.2-07423,46281.0,16.29,1238.383,2012-04-05T19:03:53,4.1391200000000003e-07,0.8074,4.8,0.00028295,0.0001088,0.0001631,4.98335e-05,0.8140000000000001,0.7270000000000001,0.6265000000000001,1.0,14.817670959383294,15.758254347429355,15.465136589451586,7.863199999999999e-07,1.35524e-07,4.6905000000000003e-07,6.1928033392890525,7.1143561281642365,6.855114581712858,5.936666641048251,6.481091426308586,6.396963943749478,inf,7.319030281534103,7.167171870460646,6.793984123236656,6.054482177922161,6.813326132500255,6.644356949779131,5.661942124580244,6.308918507877031,15.034563100223739,inf,15.49689056332863,inf,15.326702560240363,15.272784179091508,inf,15.960585880823864,inf,15.639595945270061,14.888401475119606,15.310424784240062,15.286005732339357,14.336487529584844,15.154529867018326,-0.2374,-0.6458,-0.4472,,,,,,,,,,,,,,,,,0.2305,-0.6565,-0.2917,-0.8951,-0.1106,-0.7164,,,,,,,,,,,,,,,,,,,,
0,BH,BH0019,CXOU J100515.4-07425,36978.6,17.39,1313.561,2001-06-14T10:51:54,6.238000000000001e-07,0.9510000000000002,7.0,0.00034,0.0002357,0.0002403,1.312e-05,0.269,0.585,0.461,0.0,15.0527820084026,15.676055231853809,15.257196341530834,5.623199999999999e-07,1.5002e-07,3.5725999999999996e-07,6.174184555014796,6.648783654660658,7.011887159731648,6.222645686915791,6.707743928643524,6.412401270278755,7.125982296137813,7.771599641296995,6.699839463048647,7.143512787131369,6.021226215669878,6.427012291801795,6.760700520873107,6.000825944411515,6.5036239459875995,14.905878404159438,15.119072134732916,15.629116983222394,15.661543506395395,15.508078287413849,15.161339774011058,15.721246399047171,16.388701637703573,16.702896349850743,15.943857737940947,14.75300930075845,14.876148359032914,15.367542707815275,15.391260080931213,15.303993284781454,0.4647,0.1174,-0.3635,,,,,,,,,,,,,,,,,0.7876,0.0406,0.4966,-0.3054,0.0581,-0.7189,,,,,,,,,,,,,,,,,,,,
