obs_id,src_id,num_obs,src_n,name,ra,dec,livetime,significance,likelihood,class,photflux_aper_hilim_b,photflux_aper_hilim_h,flux_aper_hilim_b,photflux_aper_hilim_s,photflux_aper_hilim_m,hard_hs,hard_hm,flux_aper_hilim_s,hard_ms,flux_aper_hilim_h,flux_aper_hilim_m,photflux_aper_hilim_u,flux_aper_hilim_u,photflux_aper_b,flux_aper_b,var_inter_prob_b,var_inter_sigma_b,flux_aper_lolim_b,photflux_aper_lolim_b,var_inter_sigma_s,var_inter_prob_m,var_inter_sigma_m,var_inter_prob_s,var_inter_index_b,var_inter_prob_h,var_inter_sigma_h,photflux_aper_h,photflux_aper_lolim_h,flux_aper_h,photflux_aper_m,flux_aper_m,flux_aper_lolim_h,var_max_b,var_mean_b,var_min_b,var_sigma_b,kp_prob_b,ks_prob_b,var_prob_b,photflux_aper_s,var_inter_index_h,var_inter_index_m,flux_aper_lolim_m,photflux_aper_lolim_m,flux_aper_s,photflux_aper_lolim_s,flux_aper_lolim_s,var_inter_index_s
CV_0_obs_0,CV_0,33,[HPH2013]_176__________, 2CXO J004245.0+411520,10.68773,41.25582,4903.5,11.31,304.4646,CV,5.156789160458512,6.21645371772965,14.167171870460647,6.109802613789971,6.322119418488409,-0.9994,0.9994,14.861697301833718,-0.9994,14.231287919622336,14.89859664944467,4.583359492661719,13.834458923277626,5.346433964206716,14.293960701414472,0.9043799999999987,0.0004987980000000001,14.471525559894552,5.786386612062288,2.0784868999999976e-05,0.8753599999999996,9.198440000000003e-05,0.6503400000000005,5.11,0.8944399999999996,0.00010891199999999987,6.357598505352198,6.579415364957101,14.367428950531334,6.435323144447133,15.02844282312602,14.534929501594144,0.01657200000000001,0.013593849999999996,0.011844819999999999,0.0017239770000000005,0.4556999999999999,0.55966,0.35273000000000015,6.244433000064854,5.06,5.44,14.823629762041527,6.128597056143851,15.055575049275127,6.457675668212219,15.267089084253417,4.19
CV_0_obs_1,CV_0,33,[HPH2013]_176__________, 2CXO J004245.0+411520,10.68773,41.25582,3974.2,11.31,304.4646,CV,5.909741947068683,6.069866354158882,14.11565785235294,5.768785352037399,5.711107458471921,-0.9994,-0.9634089999999987,14.634699251362013,-0.05497399999999998,14.212256228353533,14.30310909793926,3.6836102489268048,12.923359556329657,6.084826079927598,14.360055411396898,1.0,0.0004380000000000006,15.495679081964854,6.557816051024174,1.7832939000000014e-05,1.0,8.742210000000007e-05,0.6480300000000004,6.0,0.9992300000000001,8.226849999999985e-05,6.2756532877335225,6.532800677762664,14.360867338761594,5.823842351406416,14.453101595393306,14.581773553120676,0.02803890000000002,0.008470196,0.005157357000000001,0.005084966,0.55581,0.5504300000000001,0.5986400000000001,5.987768778482587,5.51,5.08,14.77609573294688,6.074036798333592,14.856721995977002,6.547746646286079,15.374300666371639,4.24
CV_0_obs_2,CV_0,33,[HPH2013]_176__________, 2CXO J004245.0+411520,10.68773,41.25582,3907.5,11.31,304.4646,CV,5.705754283861882,6.072219150652625,14.388701637703571,5.507379277956808,6.132414673452963,-0.9994,0.9994,14.24420134302617,-0.9994,14.144662595530459,14.723538195826755,3.7162466166674735,12.95233580539844,5.961713603929148,14.588033466097757,0.9997099999999999,0.0004380000000000006,15.108984033962429,6.788572430499768,1.8843700000000007e-05,0.98709,8.742210000000007e-05,0.6521500000000005,6.0,0.8966199999999995,8.226849999999985e-05,6.316981844026591,6.702364919187016,14.3154208592618,6.1847076602167474,14.82798283099119,14.558586992208788,0.026457399999999985,0.010929221999999999,0.005249232,0.005712622000000001,0.5045500000000003,0.4929300000000001,0.52492,5.808269606637143,5.48,5.21,14.882016054239875,6.192554137343384,14.532243948755967,7.043556840903135,15.762707662432542,4.24
CV_0_obs_3,CV_0,33,[HPH2013]_176__________, 2CXO J004245.0+411520,10.68773,41.25582,3907.5,11.31,304.4646,CV,5.847100403606253,5.934047019686131,14.06833876031552,5.82623117686335,6.1024828705994745,-0.9994,0.9994,14.692290076595194,-0.9994,14.076082776886894,14.693574972449312,3.7269987279362624,12.978397283971757,5.981368228103162,14.325872530181307,0.99984,0.0004380000000000006,15.115362134862028,6.7017405903469855,1.8638210000000005e-05,0.98709,8.742210000000007e-05,0.6503600000000005,6.0,0.8977799999999994,8.226849999999985e-05,6.145744046609825,6.511205092380581,14.259952090663587,6.166177180343856,14.797016892427541,14.42431495787829,0.028299100000000008,0.008498801999999998,0.005158824000000002,0.0052065426,0.56191,0.5610500000000002,0.5645800000000001,6.095946332226606,5.49,5.22,14.885748216172617,6.1920885354566675,14.904504273627685,6.670861760770073,15.456706238382163,4.23
CV_0_obs_4,CV_0,33,[HPH2013]_176__________, 2CXO J004245.0+411520,10.68773,41.25582,3907.5,11.31,304.4646,CV,5.394264106123253,5.727694155597914,13.890759031411797,5.830913642512977,5.903089986991944,0.4247,0.9994,14.696587929403258,-0.9994,13.904133546521457,14.47573373123302,3.771599641296995,13.000434511774017,5.647817481888637,14.159517512786557,1.0,0.0004708880000000004,15.004628093971837,6.411280220399943,2.5369100000000014e-05,1.0,8.510680000000008e-05,0.6490500000000005,6.0,0.9992300000000001,0.00011349559999999992,6.007534852191957,7.329754146925876,14.19422736806433,6.0539067698360745,14.680608764267367,15.495257363728312,0.02745220000000001,0.008741913999999998,0.005111084000000001,0.005132206600000002,0.5724999999999999,0.53409,0.5907799999999999,6.107393008088503,5.51,5.2,14.806884610016882,6.097165367823705,14.903076678786917,6.63027436404393,15.505244530390396,4.24
CV_0_obs_5,CV_0,33,[HPH2013]_176__________, 2CXO J004245.0+411520,10.68773,41.25582,39875.5,11.31,304.4646,CV,6.35144484433733,6.841637507904751,15.040195683491662,6.746661994673894,6.685922008220787,-0.9994,-0.3073,15.382370702242158,0.0837,15.122455892284057,15.311936303053656,4.95506845385084,14.620694482249418,6.631341287607773,15.331241458249043,0.902039999999999,0.00039424952000000025,16.67366413907125,7.953504835665291,3.0362813999999958e-05,0.8694399999999993,6.606830000000004e-05,0.6530800000000007,5.12,0.8973099999999994,0.00017126012999999984,7.096490658499096,7.8335936937713875,15.328973061107915,6.943095148663527,15.569119053547109,15.496126819753709,0.016234599999999988,0.013116898999999998,0.01136212,0.0016675940000000003,0.6052400000000003,0.6303699999999999,0.3761400000000002,7.029158397489145,5.02,5.33,16.382056565171027,7.7559704109699785,15.654405362291811,6.793600223670013,15.538565089516597,4.22
CV_0_obs_6,CV_0,33,[HPH2013]_176__________, 2CXO J004245.0+411520,10.68773,41.25582,36675.6,11.31,304.4646,CV,6.560667306169737,5.600528510646797,15.534319788401723,6.531209737900389,5.705344027562862,0.20228700000000008,-0.20248400000000008,15.442011851775087,0.35669499999999993,13.70275778330618,14.282406616232938,4.6522797829659615,12.84496777120903,6.839540908305705,15.59291032841094,0.8998499999999988,0.000514816,16.142779439642656,7.617102207853053,3.953348899999998e-05,0.8741399999999995,0.0001694391999999998,0.6330600000000001,5.13,0.8944999999999993,0.00015840049999999987,5.747316045761993,5.9558451718007355,13.84500493372489,5.817835610837353,14.438893144103627,14.07390177651289,0.01692910000000001,0.013634099,0.01203549,0.0016066363400000002,0.44689,0.4541999999999999,0.3273700000000002,6.8201610719768135,5.19,5.46,14.685896983461802,6.069760690783421,15.664306253028506,6.742045503624903,15.614337888437475,4.5
CV_0_obs_7,CV_0,33,[HPH2013]_176__________, 2CXO J004245.0+411520,10.68773,41.25582,39784.9,11.31,304.4646,CV,6.324130044681043,6.901702463505302,15.144420277498282,6.462432742847325,7.008818242332127,-0.9994,0.9994,15.081497860363827,-0.9994,15.566710314804974,15.667965722972482,4.434506370131138,12.374996398985136,6.585695311871668,15.425274416405927,0.9009999999999988,0.00046947400000000043,16.767766478885267,7.3453422453504755,4.1293900000000055e-05,0.8797099999999997,8.195040000000011e-05,0.6318000000000001,5.11,0.8935099999999996,0.00016340519999999986,7.1351557277391136,7.978487245273401,15.627253255427481,7.216770336537667,15.980415334952532,15.970140971331041,0.021926500000000005,0.014154918999999997,0.010279599999999998,0.0029447719999999996,0.49184000000000005,0.52847,0.48658000000000007,6.732828271596986,5.46,5.56,14.892238577994226,6.206051653413099,15.333294863880102,7.774174008538107,16.081497860363825,4.25
CV_0_obs_8,CV_0,33,[HPH2013]_176__________, 2CXO J004245.0+411520,10.68773,41.25582,3906.9,11.31,304.4646,CV,5.917573699139228,6.06013145554049,14.002395212539545,5.788345599446817,6.1385850813640035,-0.9994,0.9994,14.630413109263655,-0.9994,14.135133085671473,14.729787145103757,3.8486301497525397,13.07355465218161,6.084369512179197,14.252855909380111,0.99984,0.0004380000000000006,15.181702166395855,6.783001726449944,1.8638210000000005e-05,0.98709,8.742210000000007e-05,0.6503400000000005,6.0,0.8978699999999995,9.170509999999986e-05,6.299822164776582,6.7256300253895915,14.27793185764865,6.2832133518177695,14.880543734888402,14.545187958205975,0.02482200000000001,0.008568852,0.0060423600000000036,0.004110356600000001,0.5570400000000001,0.5103,0.5746800000000001,6.006829851663283,5.49,5.22,14.887444591131498,6.218805270629723,14.832312234922652,6.606557166976204,15.332161379186722,4.23
CV_0_obs_9,CV_0,33,[HPH2013]_176__________, 2CXO J004245.0+411520,10.68773,41.25582,3763.1,11.31,304.4646,CV,5.608888386297197,6.005155150446602,14.590404980603184,5.838332587562264,5.917573699139228,-0.9994,-0.5721,14.695940533782402,-0.9994,14.201902067937514,14.59260909552927,3.8548035938858183,13.106071873457394,5.909741947068683,14.856615690238764,0.99979,0.0004380000000000006,15.499347600476137,6.9037089616834555,1.8574810000000005e-05,0.98709,8.742210000000007e-05,0.6503400000000005,6.0,0.8978599999999994,8.226849999999985e-05,6.218622623754255,6.68941715176788,14.337327935069748,6.085247598421657,14.721561422869053,14.471397686391851,0.02811830000000001,0.008588726,0.005082785000000002,0.005118471000000001,0.5474100000000002,0.53232,0.6142100000000001,6.115411851375706,5.48,5.13,14.883925891369854,6.1990023679479,14.882579504719777,6.617404341763727,15.329907162036596,4.23
