obs_id,src_id,num_obs,src_n,name,ra,dec,livetime,significance,likelihood,class,photflux_aper_hilim_b,photflux_aper_hilim_h,flux_aper_hilim_b,photflux_aper_hilim_s,photflux_aper_hilim_m,hard_hs,hard_hm,flux_aper_hilim_s,hard_ms,flux_aper_hilim_h,flux_aper_hilim_m,photflux_aper_hilim_u,flux_aper_hilim_u,flux_aper_b,photflux_aper_b,var_inter_prob_b,var_inter_sigma_b,flux_aper_lolim_b,photflux_aper_lolim_b,var_inter_sigma_s,var_inter_prob_m,var_inter_sigma_m,var_inter_prob_s,var_inter_index_b,var_inter_sigma_h,var_inter_prob_h,photflux_aper_h,photflux_aper_lolim_h,flux_aper_h,photflux_aper_m,flux_aper_lolim_h,flux_aper_m,var_max_b,var_mean_b,var_min_b,var_sigma_b,ks_prob_b,kp_prob_b,var_prob_b,photflux_aper_s,var_inter_index_h,var_inter_index_m,flux_aper_lolim_m,photflux_aper_lolim_m,flux_aper_s,photflux_aper_lolim_s,flux_aper_lolim_s,var_inter_index_s
CV_15_obs_4,CV_15,12,CXOGLB_J002405.6-720449, 2CXO J002405.6-720449,6.023632,-72.08036,68771.4,20.78,1834.511,CV,5.295677859177765,6.132709330145116,14.046820398934367,5.666149854897455,6.007358130121602,-0.5347,-0.1711,14.444784594873926,-0.3935,14.356349961782671,14.625801742070918,5.478731124401615,14.391367010509963,14.09151498112135,5.339513984215032,0.992,1.968e-06,14.144844422823006,5.391687957302673,9.067e-07,0.036000000000000004,1.141e-06,0.922,6.0,5.397e-07,0.7040000000000001,6.247260306064672,6.415216621003492,14.475603877896159,6.082284483440507,14.640354207325457,14.70071066591232,0.002746,0.001636,0.00157,0.0001519,0.908,0.861,0.363,5.721475035262983,5.0,,14.797511682939907,6.179207618911796,14.50017550416042,5.789681480173768,14.568314655313989,5.0
CV_15_obs_5,CV_15,12,CXOGLB_J002405.6-720449, 2CXO J002405.6-720449,6.023632,-72.08036,65240.7,20.78,1834.511,CV,5.253833035622715,6.002613615602686,13.953504835665292,5.640543979879014,5.986741334716483,-0.4372,-0.0375,14.418619311290014,-0.4035,14.191856574238509,14.597566653780689,5.350665141287858,14.49390104007156,13.997402019280091,5.296708621881338,0.992,1.968e-06,14.0498299401918,5.34756025241058,9.067e-07,0.036000000000000004,1.141e-06,0.922,6.0,5.397e-07,0.7040000000000001,6.103088159173975,6.234033575214286,14.29413628771608,6.0625322603566225,14.437588167050272,14.674279141980588,0.004068,0.001803,0.0003007,0.001069,0.429,0.81,0.996,5.696156225111346,5.0,,14.77365791283637,6.160710543993853,14.474307475494989,5.764724123312948,14.542723813938675,5.0
CV_15_obs_6,CV_15,12,CXOGLB_J002405.6-720449, 2CXO J002405.6-720449,6.023632,-72.08036,5307.0,20.78,1834.511,CV,5.233959139618611,5.891773343625071,14.007579043947976,5.60624935965192,5.761452112318672,-0.42100000000000004,-0.1749,14.361510743045363,-0.2399,14.293879890297296,14.408601448718752,5.143512787131369,14.530325227448202,14.1651979459513,5.3879582553547305,0.992,1.968e-06,14.414990720097538,5.6451235774837665,9.067e-07,0.036000000000000004,1.141e-06,0.922,6.0,5.397e-07,0.7040000000000001,6.167874457465991,7.423083044034793,14.59482445378201,5.9657727392294495,,14.624885315307775,0.001878,0.001434,0.001357,0.000119,0.315,0.335,0.378,5.810509686300632,5.0,,15.074791078587996,6.401318901092837,14.568636235841012,6.240558802866302,14.978810700930062,5.0
CV_15_obs_7,CV_15,12,CXOGLB_J002405.6-720449, 2CXO J002405.6-720449,6.023632,-72.08036,65237.5,20.78,1834.511,CV,5.21367456560993,5.919373513078194,13.911155437272996,5.590235895733654,6.000043431619807,-0.3923,0.0899,14.356547323513812,-0.4622,14.139482322538253,14.63264407897398,5.2891213823148275,14.332920794535783,13.95233580539844,5.254534831329273,0.992,1.968e-06,13.997833938243492,5.29964247217734,9.067e-07,0.036000000000000004,1.141e-06,0.922,6.0,5.397e-07,0.7040000000000001,6.009927665307847,6.124360062995832,14.229958445680332,6.076600533841283,14.344477403746582,14.709965388637482,0.004151,0.001967,0.0003666,0.00102,0.999,1.0,1.0,5.642446280256919,5.0,,14.810790510417695,6.176134690675489,14.408712734941501,5.701802132890185,14.46813805090419,5.0
CV_15_obs_8,CV_15,12,CXOGLB_J002405.6-720449, 2CXO J002405.6-720449,6.023632,-72.08036,4691.1,20.78,1834.511,CV,4.849857838151442,5.578396073130169,13.50210325708678,5.196884445109973,5.516698047641833,-0.5072,-0.0687,,-0.426,13.802995271976954,,4.324404943613254,,13.61726273423867,4.968591535748375,0.992,1.968e-06,13.7856861025756,5.133004186889352,9.067e-07,0.036000000000000004,1.141e-06,0.922,6.0,5.397e-07,0.7040000000000001,5.829444941478791,6.492144128304169,14.043207479629505,5.705093089394808,14.705974905904677,,0.004145,0.002447,0.002229,0.0003567,0.557,0.516,0.505,5.3535962737769305,5.0,,,6.04498609696195,,5.61852390972497,,5.0
CV_15_obs_9,CV_15,12,CXOGLB_J002405.6-720449, 2CXO J002405.6-720449,6.023632,-72.08036,31673.8,20.78,1834.511,CV,5.366935727308501,6.157453163504985,13.978397283971757,5.733298033115912,6.011173592954724,-0.5122,-0.1974,14.322484295201242,-0.336,14.266241164412797,14.625618301949117,4.984640244590786,14.392759496168257,14.059284343093337,5.449160394934215,0.992,1.968e-06,14.158765704493959,5.550675906901273,9.067e-07,0.036000000000000004,1.141e-06,0.922,6.0,5.397e-07,0.7040000000000001,6.3439976793170425,6.701583619938705,14.452840878672582,6.136142038116027,14.810229043653127,14.752517739322945,0.001406,0.000904,0.0008767999999999997,6.305e-05,0.056,0.213,0.348,5.844056982028164,5.0,,14.945386945443111,6.324404943613254,14.435807539373801,6.002919564528269,14.60067246784132,5.0
CV_15_obs_10,CV_15,12,CXOGLB_J002405.6-720449, 2CXO J002405.6-720449,6.023632,-72.08036,845.1,20.78,1834.511,CV,4.910801633194851,5.31596296251348,13.75770709501707,5.327625021253921,5.170310359101029,0.5234,-0.6496,,0.7021,,,4.1054070520770445,,14.058687374639337,5.201211286048751,0.992,1.968e-06,,,9.067e-07,0.036000000000000004,1.141e-06,0.922,6.0,5.397e-07,0.7040000000000001,,,,5.43356250780493,,,,,,,,,,,5.0,,,6.387852161673513,,,,5.0
CV_15_obs_11,CV_15,12,CXOGLB_J002405.6-720449, 2CXO J002405.6-720449,6.023632,-72.08036,59044.6,20.78,1834.511,CV,5.097072903982737,5.7942544590573375,13.771856392402258,5.458171233218688,5.968995718636463,-0.3973,0.2024,14.241542311389534,-0.5522,13.982549270489464,14.582030357785262,5.372634143407267,14.676747899828312,13.809668301829708,5.134363112300371,0.992,1.968e-06,13.85078088734462,5.1779627519274145,9.067e-07,0.036000000000000004,1.141e-06,0.922,6.0,5.397e-07,0.7040000000000001,5.874193541860473,5.972650392225243,14.065097741677686,6.0455162828444475,14.167363372403297,14.65856547542186,0.005429,0.002572,0.0008451000000000001,0.0015140000000000002,1.0,1.0,1.0,5.505428015769802,5.0,,14.758204568704802,6.145026326273583,14.288699040083834,5.5583048643592825,14.341606973720875,5.0
CV_16_obs_0,CV_16,25,[HPH2013]_192__________, 2CXO J004247.1+411619,10.696539999999999,41.27215,4035.0,52.93,16618.73,CV,4.1434523551432525,5.387322081683498,13.184887341810187,4.154467882506425,5.604498875694374,-0.9994,0.9994,13.19037295810595,-0.9994,13.546834607474143,14.079250738724292,3.097398869333469,13.013900374944871,13.301812430133877,4.2604276555499085,1.0,0.0004766,13.462432742847325,4.42101715729721,2.546e-05,,,0.9890000000000001,6.0,,,,,,,,,0.0202,0.01484,0.01198,0.002399,0.585,0.388,0.289,4.271402756616569,,,,,13.30732930084363,4.4320330931768455,13.467882883751196,5.0
CV_16_obs_1,CV_16,25,[HPH2013]_192__________, 2CXO J004247.1+411619,10.696539999999999,41.27215,3904.6,52.93,16618.73,CV,5.306536872780469,5.522589312092748,13.797511682939906,5.508918586576812,6.114695332411032,-0.0837,0.9994,14.219826756357406,-0.9994,13.817015032996418,14.705974905904677,3.876475019057268,13.06414020196212,14.03819936080832,5.547293773488971,1.0,0.0004766,14.624519285381428,6.13353543402826,2.546e-05,,,0.9890000000000001,6.0,,,5.768020973168496,6.387852161673513,14.062482107982653,,14.68235445677884,,,,,,,,,5.809948582240794,,,,,14.509199047989146,,,5.0
CV_16_obs_2,CV_16,25,[HPH2013]_192__________, 2CXO J004247.1+411619,10.696539999999999,41.27215,3907.5,52.93,16618.73,CV,5.708409174341999,6.059533322336471,14.543785844642011,5.757458571701616,5.815308569182402,-0.9994,-0.9994,14.623423042943488,-0.2823,14.146119349875457,14.404283380056576,3.8218867476853684,13.072989131024348,,,1.0,0.0004766,,,2.546e-05,,,0.9890000000000001,6.0,,,,,,6.104190849830869,,14.680477550934546,,,,,,,,,,,15.935542010773082,7.359518563029578,,,,5.0
CV_16_obs_3,CV_16,25,[HPH2013]_192__________, 2CXO J004247.1+411619,10.696539999999999,41.27215,3907.5,52.93,16618.73,CV,5.677160727313679,6.0602811176458955,14.603277721496227,5.784626847216578,5.830619504688051,-0.9994,-0.9994,14.650528200785613,-0.2798,14.149108815864077,14.414764936634224,3.8904214530956134,13.077949597832827,,,1.0,0.0004766,,,2.546e-05,,,0.9890000000000001,6.0,,,,,,6.1094113322945125,,14.693574972449312,,,,,,,,,,,15.693574972449312,7.1094113322945125,,,,5.0
CV_16_obs_5,CV_16,25,[HPH2013]_192__________, 2CXO J004247.1+411619,10.696539999999999,41.27215,3906.9,52.93,16618.73,CV,5.868702203402377,6.004145520125434,14.089962876446949,5.788612447063142,6.127902025725773,-0.9994,0.9994,14.654430243943608,-0.9994,14.146180154143236,14.702020755840637,3.9333014495770047,13.12372441132212,,,1.0,0.0004766,,,2.546e-05,,,0.9890000000000001,6.0,,,,,,,,,,,,,,,,,,,,,,,,5.0
CV_16_obs_6,CV_16,25,[HPH2013]_192__________, 2CXO J004247.1+411619,10.696539999999999,41.27215,3904.0,52.93,16618.73,CV,5.828273546346769,6.097453220686009,14.049489107014002,5.760450279159527,6.128602218512516,-0.9994,0.9994,14.626352527790782,-0.9994,14.146788665496683,14.719649306953995,3.915066425063284,13.083388154890654,,,1.0,0.0004766,,,2.546e-05,,,0.9890000000000001,6.0,,,,,,,,,,,,,,,,,,,,,,,,5.0
CV_16_obs_7,CV_16,25,[HPH2013]_192__________, 2CXO J004247.1+411619,10.696539999999999,41.27215,3904.0,52.93,16618.73,CV,5.321481620959886,5.535063570878267,13.393941250589686,5.763462738511306,5.848017604542526,0.9944,0.4884,14.629301907424423,-0.3548,13.337147766735203,14.411392195257314,3.9427143555817854,13.118102026426989,13.60712725459792,5.569280112136718,1.0,0.0004766,14.084178212379602,6.285335007137463,2.546e-05,,,0.9890000000000001,6.0,,,5.788345599446817,6.469544156415324,13.582694416755475,6.137391636035058,14.202455485638273,14.700928739972591,,,,,,,,,,,,,,,,5.0
CV_16_obs_8,CV_16,25,[HPH2013]_192__________, 2CXO J004247.1+411619,10.696539999999999,41.27215,3971.3,52.93,16618.73,CV,5.878768544850379,6.061930813776614,14.082967377837607,5.800793520838343,6.17134010346468,-0.9994,0.9994,14.666754301038036,-0.9994,14.150764908685277,14.709297756712145,3.9083330424043154,13.159454812363162,,,1.0,0.0004766,,,2.546e-05,,,0.9890000000000001,6.0,,,,,,,,,,,,,,,,,,,,,,,,5.0
CV_16_obs_9,CV_16,25,[HPH2013]_192__________, 2CXO J004247.1+411619,10.696539999999999,41.27215,3971.9,52.93,16618.73,CV,5.882728704344236,6.067374055978218,14.08692825969075,5.824198367151721,6.203217588298692,-0.9994,0.9994,14.689944262249108,-0.9994,14.156206801674088,14.721932669111338,3.9637704559137052,13.214812579970639,,,1.0,0.0004766,,,2.546e-05,,,0.9890000000000001,6.0,,,,,,,,,,,,,,,,,,,,,,,,5.0
CV_16_obs_10,CV_16,25,[HPH2013]_192__________, 2CXO J004247.1+411619,10.696539999999999,41.27215,3971.3,52.93,16618.73,CV,5.8843894883257,6.091568601033994,14.105683937315561,5.801617869991706,6.198664904325454,-0.9994,0.9994,14.667561540084394,-0.9994,14.161087972594002,14.700928739972591,3.9273825234547632,13.17855198098247,,,1.0,0.0004766,,,2.546e-05,,,0.9890000000000001,6.0,,,,,,,,,,,,,,,,,,,,,,,,5.0
CV_16_obs_11,CV_16,25,[HPH2013]_192__________, 2CXO J004247.1+411619,10.696539999999999,41.27215,3907.5,52.93,16618.73,CV,5.575281662668433,5.6010189333418685,14.039148846280314,5.643209539648284,6.002176919254275,0.06,0.9994,14.526221165353276,-0.9994,13.876475019057269,14.59328954139021,3.6765416331505323,12.947306058075032,,,1.0,0.0004766,,,2.546e-05,,,0.9890000000000001,6.0,,,5.879755204453635,6.879755204453635,14.15508812608786,,15.456056057517094,,,,,,,,,,,,,,,,,5.0
CV_16_obs_12,CV_16,25,[HPH2013]_192__________, 2CXO J004247.1+411619,10.696539999999999,41.27215,4138.6,52.93,16618.73,CV,5.551757587365561,5.876148359032914,14.596536298654682,5.4576726172260255,6.00665196007674,-0.9994,0.9994,14.645123577483766,-0.9994,14.018271974638385,14.59773861754532,3.8982529260536336,13.149476291121006,,,1.0,0.0004766,,,2.546e-05,,,0.9890000000000001,6.0,,,,,,,,,,,,,,,,5.747146969020107,,,,,,,,5.0
CV_16_obs_13,CV_16,25,[HPH2013]_192__________, 2CXO J004247.1+411619,10.696539999999999,41.27215,4136.0,52.93,16618.73,CV,5.872247484167027,6.03343591590269,14.110530216030492,5.837734385701978,6.131767131577535,-0.9994,0.9994,14.703554205793603,-0.9994,14.17548367199279,14.722849386036204,4.1273193928480705,13.320572103387882,,,1.0,0.0004766,,,2.546e-05,,,0.9890000000000001,6.0,,,,,,,,,,,,,,,,,,,,,,,,5.0
CV_16_obs_14,CV_16,25,[HPH2013]_192__________, 2CXO J004247.1+411619,10.696539999999999,41.27215,3961.8,52.93,16618.73,CV,5.70421305974839,6.087777943467584,14.511308301683059,5.587707490676953,6.110698297493689,-0.9994,0.9994,14.401100112936117,-0.9994,14.157265981051731,14.701802132890185,4.037962313434988,13.289205900069673,,,1.0,0.0004766,,,2.546e-05,,,0.9890000000000001,6.0,,,,,,,,,,,,,,,,5.8887374863409345,,,,,14.702020755840637,,,5.0
CV_16_obs_15,CV_16,25,[HPH2013]_192__________, 2CXO J004247.1+411619,10.696539999999999,41.27215,4102.3,52.93,16618.73,CV,5.46432619657425,6.029467170231675,14.52230007166787,5.596022036330646,5.878768544850379,-0.9994,-0.9994,14.649558143464938,-0.5209,14.171533452647322,14.466482137983032,4.084072788302884,13.335264031481294,,5.74521031260279,1.0,0.0004766,,6.786482243003695,2.546e-05,,,0.9890000000000001,6.0,,,,,,6.166980452923468,,14.75448733218585,,,,,,,,5.896880746454286,,,,,,,,5.0
CV_16_obs_16,CV_16,25,[HPH2013]_192__________, 2CXO J004247.1+411619,10.696539999999999,41.27215,4103.7,52.93,16618.73,CV,5.458920232223371,5.686132779630847,14.027797161620935,5.698752911363789,5.973466735476704,0.9994,0.9994,14.564474148501345,-0.9994,13.93292914395463,14.564633493387339,3.9262816496538773,13.17750501472125,,,1.0,0.0004766,,,2.546e-05,,,0.9890000000000001,6.0,,,,,14.2209087961545,,15.451364940185249,,,,,,,,,,,,,,,,,5.0
CV_16_obs_17,CV_16,25,[HPH2013]_192__________, 2CXO J004247.1+411619,10.696539999999999,41.27215,3962.4,52.93,16618.73,CV,5.891096872332687,6.08767164203959,14.112382699664265,5.856048883576037,6.146545158631933,-0.9994,0.9994,14.721703791908727,-0.9994,14.15720360482442,14.737786294523584,4.122110574628516,13.37335173152599,,,1.0,0.0004766,,,2.546e-05,,,0.9890000000000001,6.0,,,,,,,,,,,,,,,,,,,,,,,,5.0
CV_16_obs_18,CV_16,25,[HPH2013]_192__________, 2CXO J004247.1+411619,10.696539999999999,41.27215,3964.7,52.93,16618.73,CV,5.724228099835068,6.086928259690749,14.406049704736013,5.820448208834812,5.8407336689065055,-0.9994,-0.9994,14.686132779630846,-0.1811,14.156455788054364,14.231731983548451,4.09366495819491,13.344861565188618,,,1.0,0.0004766,,,2.546e-05,,,0.9890000000000001,6.0,,,,,,6.119472221801195,,14.500587874327724,,,,,,,,,,,15.521866571899482,7.420559402860203,,,,5.0
CV_16_obs_19,CV_16,25,[HPH2013]_192__________, 2CXO J004247.1+411619,10.696539999999999,41.27215,3961.8,52.93,16618.73,CV,5.876475019057268,6.090604454032895,14.097833870728948,5.82739706879014,6.129947418306455,-0.9994,0.9994,14.693146251306992,-0.9994,14.160145015398115,14.721017883134557,4.1423660148499915,13.393618634889394,,,1.0,0.0004766,,,2.546e-05,,,0.9890000000000001,6.0,,,,,,,,,,,,,,,,,,,,,,,,5.0
CV_16_obs_20,CV_16,25,[HPH2013]_192__________, 2CXO J004247.1+411619,10.696539999999999,41.27215,3964.8,52.93,16618.73,CV,5.669586226650809,5.817585347565446,13.890759031411797,5.654822383457296,5.95506845385084,-0.9994,0.9994,14.504316932383086,-0.9994,13.959397659885926,14.546223140309557,4.067475502949458,13.257982252859861,,,1.0,0.0004766,,,2.546e-05,,,0.9890000000000001,6.0,,,,,,,,,,,,,,,,,,,,,,,,5.0
CV_16_obs_21,CV_16,25,[HPH2013]_192__________, 2CXO J004247.1+411619,10.696539999999999,41.27215,4139.6,52.93,16618.73,CV,5.537751784645002,5.541060138109674,13.330683119433887,5.683819901106547,6.013138729709955,0.6596,0.9994,14.549750891680638,-0.9994,13.279840696594043,14.54882784248746,4.070223567195098,13.260744196731489,13.617802789622546,,1.0,0.0004766,,,2.546e-05,,,0.9890000000000001,6.0,,,5.808269606637143,6.808269606637143,13.54867419151048,,14.569924944448061,,,,,,,,,,,,,,,,,5.0
CV_16_obs_22,CV_16,25,[HPH2013]_192__________, 2CXO J004247.1+411619,10.696539999999999,41.27215,3965.1,52.93,16618.73,CV,5.674689628288939,6.066310291042106,14.452225294612177,5.611543547299734,6.142426295852505,-0.9994,0.9994,14.317043073698791,-0.9994,14.152859382586593,14.733533104559758,4.1926679607088095,13.443938840990468,,,1.0,0.0004766,,,2.546e-05,,,0.9890000000000001,6.0,,,,,,,,,,,,,,,,5.912573542963715,,,,,14.606424796730412,,15.885389015767826,5.0
CV_16_obs_23,CV_16,25,[HPH2013]_192__________, 2CXO J004247.1+411619,10.696539999999999,41.27215,3968.3,52.93,16618.73,CV,5.673869043289206,6.085022527555669,14.672436739812722,5.586030028251939,6.220547816595938,-0.9994,0.9981,14.613144470815275,-0.9994,14.171533452647322,14.735890843694191,4.039481657219292,13.290730039024169,,,1.0,0.0004766,,,2.546e-05,,,0.9890000000000001,6.0,,,,,,,,,,,,,,,,5.88706002391592,,,,,,,,5.0
CV_16_obs_24,CV_16,25,[HPH2013]_192__________, 2CXO J004247.1+411619,10.696539999999999,41.27215,3907.5,52.93,16618.73,CV,5.461551948289783,5.5968794788241825,13.717604495257474,5.4362816600343224,5.698319050706424,-0.9994,0.9994,14.264321274094096,-0.9994,13.738975166007602,14.288192770958808,3.4377071355435254,12.64839692758087,,,1.0,0.0004766,,,2.546e-05,,,0.9890000000000001,6.0,,,,,,,,,,,,,,,,,,,,,,,,5.0
CV_17_obs_0,CV_17,6,2XMM_J004414.4+412204__, 2CXO J063354.2+174613,98.4759,17.77052,18796.2,29.9,5200.666,CV,,,,,,,,,,,,,,,,0.221,5.216e-07,,,7.406000000000002e-07,0.12300000000000001,3.849e-07,0.026000000000000002,,9.472000000000003e-08,0.026000000000000002,,,,,,,0.05712,0.0571,0.05707,2.292e-05,0.219,0.187,0.038,,,,,,,,,
CV_17_obs_1,CV_17,6,2XMM_J004414.4+412204__, 2CXO J063354.2+174613,98.4759,17.77052,103680.0,29.9,5200.666,CV,6.2901366825596,6.626536278367631,15.049683836075399,6.597394758080085,6.928486194904911,-0.0962,0.4622,15.760950906859808,-0.5609,14.866141874796666,15.518700726667145,,,,6.535361440904967,0.221,5.216e-07,,7.152612448972604,7.406000000000002e-07,0.12300000000000001,3.849e-07,0.026000000000000002,,9.472000000000003e-08,0.026000000000000002,6.883724412419456,7.6965879294032575,15.167299529039433,7.264241462556261,,15.831502516476966,0.0005951000000000001,0.0004569,0.0003187,0.0001382,0.949,0.975,0.84,6.898596649444669,,,,,,,,
CV_17_obs_2,CV_17,6,2XMM_J004414.4+412204__, 2CXO J063354.2+174613,98.4759,17.77052,22762.4,29.9,5200.666,CV,6.33856594960608,,14.21616785661556,5.912218582190458,,,,14.100617294466735,,,,4.217384067968396,12.393081474051709,14.494985759915894,,0.221,5.216e-07,15.494985759915894,,7.406000000000002e-07,0.12300000000000001,3.849e-07,0.026000000000000002,,9.472000000000003e-08,0.026000000000000002,,,,,,,0.0006693,0.000477,0.0004622,3.224e-05,0.209,0.382,0.429,6.125228362815702,,,,,14.318125877871353,6.602407565961883,14.773915884024177,
CV_17_obs_3,CV_17,6,2XMM_J004414.4+412204__, 2CXO J063354.2+174613,98.4759,17.77052,96253.7,29.9,5200.666,CV,6.710188160882378,6.774174008538107,15.13757044389399,6.8843894883257,7.025902996205869,0.2399,0.9994,15.460923901207224,-0.6908,15.044264157722335,15.582528306796707,,,,,0.221,5.216e-07,,,7.406000000000002e-07,0.12300000000000001,3.849e-07,0.026000000000000002,,9.472000000000003e-08,0.026000000000000002,7.098596173174748,,,,,,0.0004705,0.0003384,0.0003315,1.809e-05,0.5429999999999999,0.485,0.377,,,,,,,,,
CV_17_obs_4,CV_17,6,2XMM_J004414.4+412204__, 2CXO J063354.2+174613,98.4759,17.77052,47036.7,29.9,5200.666,CV,5.787279845582158,6.4071573168689,14.316502682320188,6.24184537803261,6.303731003254467,-0.2923,-0.1012,15.518844129171965,-0.1686,14.339798798619318,14.876475019057269,,,14.488651484509788,5.940815382368629,0.221,5.216e-07,14.801617869991706,6.181312336558486,7.406000000000002e-07,0.12300000000000001,3.849e-07,0.026000000000000002,,9.472000000000003e-08,0.026000000000000002,6.691862621361961,7.822175028135319,14.570247719997592,6.503762454833264,15.09312646527793,15.065501548756432,0.001125,0.0006923999999999999,0.0006678999999999999,5.467e-05,0.4,0.233,0.403,6.531948208545762,,,15.437945170343621,6.886056647693163,,7.832978204209743,,
CV_17_obs_5,CV_17,6,2XMM_J004414.4+412204__, 2CXO J063354.2+174613,98.4759,17.77052,23753.9,29.9,5200.666,CV,6.127435856909348,6.402195157595707,14.264321274094096,,6.490394295388444,,0.2661,,,14.173730780606274,15.177766519761155,,,14.512154879888564,6.440332721611942,0.221,5.216e-07,15.14898639317633,,7.406000000000002e-07,0.12300000000000001,3.849e-07,0.026000000000000002,,9.472000000000003e-08,0.026000000000000002,,,14.448428026325747,6.82131076022441,15.377785977033705,,,,,,,,,,,,,,,,,
CV_18_obs_0,CV_18,13,CXOGLB_J002408.4-720500, 2CXO J002408.4-720500,6.035411,-72.08343,845.1,18.4,1983.433,CV,4.888401475119606,4.995678626217358,13.22592119924748,5.404503778174426,5.602929450040591,0.9994,0.9994,14.761241447829127,-0.9994,13.193209728415933,14.338338460301253,4.121420761937781,15.46587911784126,13.503485481302254,5.440247351096467,0.996,3.535e-06,14.782252926737206,5.76526891881534,1.7760000000000006e-07,0.9179999999999999,2.195e-07,0.358,6.0,1.464e-06,0.967,5.268653024454045,6.347850394598347,13.463567824177986,5.938701612851518,14.328919767261151,14.500910359624388,0.0025681699999999972,0.00157649,0.0013496959999999988,0.00023531760000000012,0.6661100000000001,0.7125699999999999,0.47014000000000017,6.167271288526019,5.0,5.0,14.886963940108986,6.289420203426219,15.01142648646188,6.714290536277423,15.572404547512187,3.0
CV_18_obs_1,CV_18,13,CXOGLB_J002408.4-720500, 2CXO J002408.4-720500,6.035411,-72.08343,1928.3,18.4,1983.433,CV,5.222863287495827,5.80771138743188,14.09555495892309,5.938170692705301,5.438540828758084,0.9994,-0.9994,14.83267301632583,0.9994,13.60886869049985,14.02659502558994,5.253677234910047,15.4372887612676,14.386158178123932,5.476123524361869,0.996,3.535e-06,15.708409174341998,6.157390760389438,1.7760000000000006e-07,0.9179999999999999,2.195e-07,0.358,6.0,1.464e-06,0.967,5.692025510523519,6.460327147618629,13.918273740611264,5.684449465578095,14.562944305306344,14.272540079142091,0.002633209999999997,0.00145346,0.001218158999999999,0.0002189902000000001,0.6306100000000004,0.6648099999999998,0.47700999999999977,6.214639392864942,5.0,5.0,14.895854449445991,6.307770164227245,15.074078055971004,6.809176494512224,15.657220610540929,3.0
CV_18_obs_2,CV_18,13,CXOGLB_J002408.4-720500, 2CXO J002408.4-720500,6.035411,-72.08343,5307.0,18.4,1983.433,CV,5.103804589545789,5.575445023393287,13.341797746612984,5.802443786846464,5.584692707774432,0.3523,0.0212,14.622147580993245,0.3186,13.300248968310486,14.20551195334083,5.678608721688311,15.485892367442823,13.466736483221284,5.235077015350112,0.996,3.535e-06,13.655804284128566,5.424119684319354,1.7760000000000006e-07,0.9179999999999999,2.195e-07,0.358,6.0,1.464e-06,0.967,5.783042792638903,6.232992636050196,13.516412703031106,5.756713853916554,13.96657624451305,14.377682339166157,0.003326,0.001793,0.0015630000000000002,0.0003503,0.48,0.693,0.623,6.0478859150930075,5.0,5.0,14.690582774221859,6.069764347233715,14.867740310468955,6.667763584508557,15.48758245139916,3.0
CV_18_obs_3,CV_18,13,CXOGLB_J002408.4-720500, 2CXO J002408.4-720500,6.035411,-72.08343,68771.4,18.4,1983.433,CV,5.356349961782671,5.62397081827182,13.738975166007602,6.5347659050119855,5.991399828238082,0.8257,0.4147,15.355659901173677,0.6234,13.781727146428553,14.576262750017671,6.5101820916985496,15.311491192343478,13.786482243003695,5.4040630937308265,0.996,3.535e-06,13.840132152907433,5.4576726172260255,1.7760000000000006e-07,0.9179999999999999,2.195e-07,0.358,6.0,1.464e-06,0.967,5.686554629573586,5.759700417997288,13.844663962534938,6.066411489803347,13.918292729902651,14.65130580973446,0.00232,0.001393,0.0006873,0.0005931,0.981,0.996,0.98,6.703115524461453,5.0,5.0,14.748361779551788,6.163296200910269,15.524183586968682,6.9821322810364945,15.802995271976954,3.0
CV_18_obs_4,CV_18,13,CXOGLB_J002408.4-720500, 2CXO J002408.4-720500,6.035411,-72.08343,65240.7,18.4,1983.433,CV,5.275478372881437,5.497026940934369,13.655804284128566,6.223589411192657,6.088363066870558,0.7171,0.6171,15.029978734171634,0.1786,13.686554629573585,14.659754238432068,6.782779344355482,15.471597189155991,13.699404516110036,5.319120825573189,0.996,3.535e-06,13.751046384504292,5.370998380713008,1.7760000000000006e-07,0.9179999999999999,2.195e-07,0.358,6.0,1.464e-06,0.967,5.552686891176432,5.616543703475247,13.742321425130816,6.173601217812382,13.806597096937583,14.744968836654449,0.002277,0.001634,0.001583,0.0001058,0.728,0.838,0.255,6.335170058856909,5.0,5.0,14.857923538926714,6.286509456906058,15.141643294702227,6.496617936526267,15.302945107727426,3.0
CV_18_obs_5,CV_18,13,CXOGLB_J002408.4-720500, 2CXO J002408.4-720500,6.035411,-72.08343,59044.6,18.4,1983.433,CV,5.299036821840451,5.540155357611792,13.616903070050906,6.299209778625653,6.028445846553939,0.7458,0.5334,15.106349183014036,0.3498,13.645891560852599,14.60519822283729,6.753501419204199,15.471597189155991,13.664542099310616,5.347173697438995,0.996,3.535e-06,13.718058066559175,5.401428336517859,1.7760000000000006e-07,0.9179999999999999,2.195e-07,0.358,6.0,1.464e-06,0.967,5.601712694642599,5.673254620434678,13.707522406332217,6.112776668637477,13.779368980551908,14.689519108537326,0.00335,0.001538,0.001374,0.000259,0.987,0.963,0.526,6.428291168191312,5.0,5.0,14.800793520838342,6.224098421108326,15.235450280935533,6.612788199686269,15.419987887470576,3.0
