obs_id,class,src_n,src_id,significance,photflux_aper_lolim_h,photflux_aper_h,flux_aper_lolim_b,photflux_aper_lolim_b,flux_aper_b,flux_aper_hilim_u,photflux_aper_b,flux_aper_lolim,photflux_aper_lolim,flux_aper,photflux_aper,var_inter_prob,var_inter_index,var_inter_sigma,photflux_aper_hilim_u,flux_aper_hilim_m,flux_aper_hilim_h,flux_aper_hilim_s,hard_ms_lolim,hard_ms_hilim,hard_ms,hard_hm_lolim,hard_hm,hard_hm_hilim,hard_hs,hard_hs_hilim,hard_hs_lolim,photflux_aper_hilim_m,photflux_aper_hilim_s,flux_aper_hilim_b,photflux_aper_hilim_h,flux_aper_hilim,photflux_aper_hilim_b,photflux_aper_hilim
CV_OBS_672,CV,CXOGLB J002416.9-72042,CV0094,38.28,-5.3801764995427215,-5.330125497510197,-13.382685066701706,-4.7361273231347765,-13.356942316248547,-14.47794719913118,-4.710411047457404,-13.778841458191064,-5.1884652084432386,-13.739275275732439,-5.1479960392038855,0.7998000000000001,4.2,1.98642e-06,-5.5710557099644245,-13.951558196449596,-13.536704390037995,-14.044408449594275,-0.1718,-0.0443,-0.1087,-0.0131,0.0575,0.128,-0.0512,0.0181,-0.1218,-5.3391345219961295,-5.246110668540166,-13.332733880617724,-5.285251239274941,-13.703005923329792,-4.686343653381969,-5.111101958613026
NS_OBS_331,NS,J1748-2021#2        ,NS0056,6.25,0.0,0.0,-15.152921137934284,-6.114695332411031,-14.9072793553159,-15.42864060724616,-5.912218582190458,-15.513682891760814,-6.620295730975553,-15.242786230906887,-6.3804892791615035,0.88775,6.0,1.26665e-06,-6.1773743212258605,-14.826813731587727,-14.942714355581785,-15.055221318876493,-0.2292,0.4104,0.0924,-1.0,-0.9994,-0.5828,-0.9994,-0.5128,-1.0,-6.1652614810961595,-6.237546517636452,-14.751536282448967,-6.90204892900585,-14.946437568736465,-5.780939667551138,-6.129806854765935
CV_OBS_649,CV,CXOGLB J002411.8-72044,CV0092,5.0,0.0,0.0,-16.04081545726881,-6.507938395487401,-15.538201442474891,0.0,-6.311580177997289,-16.04081545726881,-6.507938395487401,-15.538201442474891,-6.311580177997289,0.42700000000000005,1.6666666666666667,4.32e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.31140222491883,0.0,-15.31140222491883,-6.176917203467196,-6.176917203467196
PULSAR_OBS_162,PULSAR,PSR J1413-6205,PL0051,3.0,-5.966174306046691,-5.676541633150532,-14.091354161092887,-5.358724242768087,-13.915423722065668,0.0,-5.182699121606679,-14.456046748646829,-5.789139953282933,-14.201004265556119,-5.533725678210708,0.0,0.0,0.0,0.0,-14.516412703031106,-13.862645888629267,-14.500863005462618,-0.6452,0.0993,-0.3073,-0.0593,0.2848,0.594,-0.0037,0.3829,-0.3729,-5.71556926615548,-5.509058794643212,-13.790216985151485,-5.504316932383086,-14.04418000959742,-5.057743849580535,-5.373967752170981
PULSAR_OBS_437,PULSAR,PSR J2214+3000,PL0131,7.83,-6.189162848859513,-5.938170692705301,-13.409827168403686,-4.836838625022981,-13.349886835556429,-14.520856752021386,-4.7775436633207535,-13.834441124688173,-5.278273449919548,-13.744023543565655,-5.202358586618849,0.0,0.0,0.0,-4.598771832501886,-14.147093241203045,-13.766749990458901,-13.493494967595126,-0.7139,-0.5428,-0.6334,-0.5589999999999999,-0.3623,-0.1568,-0.8132,-0.7314,-0.8826,-5.500175504160421,-4.8938091027365855,-13.297224922098955,-5.787546038959723,-13.658403263589307,-4.725380380908762,-4.9095867436330085
PULSAR_OBS_55,PULSAR,PSR J0437-4715,PL0012,113.03,-4.600153287287077,-4.567832730557412,-12.174963558778643,-3.3730440485645525,-12.167108055240211,-12.224316750973955,-3.365321247821317,-12.425528870023205,-3.594008569332675,-12.412446172520516,-3.581311000460205,1.0,8.0,0.000258422,-3.2307704182634063,-12.767003889607846,-12.838931614528825,-12.413300198375952,-0.5278,-0.4991,-0.5134,-0.4691,-0.4385,-0.4079,-0.777,-0.7639,-0.7914,-4.143512787131368,-3.6548223834572964,-12.15939212099071,-4.539402811102399,-12.399811501543775,-3.3576344191550267,-3.5690095678132896
NS_OBS_281,NS,XMMU J004245.2+41172,NS0046,4.71,-6.808828544271441,-6.417595701980972,-14.957818405484236,-6.574465779501737,-14.630413109263653,0.0,-6.230032198670558,-15.293644992231288,-6.958903525708256,-14.904159667664757,-6.559445106739438,0.0,0.0,0.0,0.0,-15.104301273040695,-14.455807889234967,-15.621965677542667,-0.1643,0.9313,0.2561,0.1455,0.5222,0.8176,0.9994,1.0,0.3691,-6.609064892896622,-6.740406121114051,-14.445753191833887,-6.223734781731889,-14.693076624078332,-6.0471107350890705,-6.318216233532119
NS_OBS_151,NS,XMMU J004245.2+41172,NS0044,49.26,0.0,-5.964970717797632,-14.322119418488407,-5.4889191544608815,-13.984221243610962,-13.761953896871205,-5.164436248330903,-14.868253054899121,-6.0292812962798115,-14.435097327470796,-5.621202513953962,1.0,8.0,7.3510000000000004e-06,-4.5728385970740355,-14.376543951930067,-14.208379517307186,-14.024982002367118,-1.0,-0.5415,-0.9994,0.0294,0.9994,1.0,-0.6346,-0.243,-0.9001,-5.921180816901151,-5.187153463032929,-13.796695083861515,-5.663940722133651,-13.97385912595499,-4.980883709552927,-5.0263549971730255
NS_OBS_86,NS,EXO 1745-248        ,NS0020,23.47,-6.4486720119961545,-6.04503426894158,-14.165515714665196,-5.506541949004811,-14.024200690320592,-14.744968836654445,-5.377682339166156,-14.632353403999483,-6.019278703518872,-14.41613951635182,-5.836898284956025,0.77225,4.5,1.7364000000000002e-05,-5.472112434047295,-14.264960294966281,-14.09653017149283,-14.964570261815453,0.3267,0.8039,0.5934,-0.5528,-0.2761,0.0094,0.4022,0.7214,-0.0006,-5.640354207325458,-6.112382699664264,-13.922632094715846,-5.8395314688809625,-14.247582750673521,-5.27843668164252,-5.580143341402729
NS_OBS_127,NS,H 1658-298          ,NS0024,31.12,0.0,0.0,-14.596707854841744,-5.726998727936263,-14.435333935747911,-15.205651396103914,-5.575118363368933,-15.046269294405267,-6.21648231419255,-14.808280778343066,-6.043966106351032,1.0,7.8,4.57944e-05,-6.007711646202908,-14.856672870007953,-14.744004273277598,-14.515415470717153,-0.7427,-0.3179,-0.5522,-1.0,-0.9994,-0.2067,-0.9994,-0.664,-1.0,-6.182236367719632,-5.721703791908727,-14.32376378323669,-6.543330370576242,-14.633995661512856,-5.468393368067279,-5.840138163945322
NS_OBS_255,NS,XMMU J004245.2+41172,NS0046,4.71,0.0,0.0,-16.088043810927314,-8.04958646063062,-15.222718208328983,-15.96018944585165,-6.7070797003999925,-16.787013815263332,-8.748556464966638,-15.738213913434244,-7.406049704736012,0.0,0.0,0.0,-6.3260580013659125,-15.665948559653108,-14.923723744595785,-15.37345434097287,-1.0,0.12300000000000001,-0.9994,-0.0968,0.7883,1.0,-0.0112,0.6752,-0.6402,-7.005023326350309,-6.801893001126598,-14.962972120244224,-6.807711387431881,-15.217584712223251,-6.416121401501374,-6.595867876304688
NS_OBS_195,NS,XMMU J004245.2+41172,NS0044,49.26,-4.670805584911549,-4.573976984310124,-12.636388020107855,-4.091246980815466,-12.581864501574767,-13.630784142589855,-4.036684488613888,-13.05363617499441,-4.574889847456318,-12.976599370371591,-4.499928269874537,1.0,8.0,7.3510000000000004e-06,-4.379551615288291,-13.25476901547186,-12.666955970176511,-13.326518302926653,-0.2742,0.0231,-0.1299,0.0868,0.2186,0.3454,0.0924,0.2392,-0.0531,-4.6759234202605136,-4.567993312730402,-12.533428927613645,-4.4988037579729125,-12.896695833916915,-3.9884295564027217,-4.348198821282852
CV_OBS_770,CV,XMMSL2 J004231.9+41162,CV0110,174.76,-4.047304400413084,-4.000304112589161,-12.014349026309052,-3.5616158929652864,-11.984221243610962,-13.185086818724926,-3.5313573316084885,-12.419965042491114,-4.024329280359106,-12.380072289708533,-3.9835600448964312,0.9572,5.8,2.16814e-05,-3.9340470196861297,-12.823041019413091,-12.109132061188559,-12.634137784597444,-0.253,-0.0768,-0.1661,0.2467,0.3148,0.3816,0.1574,0.2405,0.0756,-4.232918378636678,-4.080137746444462,-11.955852379121275,-3.9601894458516496,-12.331129733046206,-3.503208684299957,-3.865478654408194
CV_OBS_395,CV,CXOGLB J002402.5-72051,CV0070,22.52,-6.05700040663396,-5.8955128886876045,-13.919734372660155,-5.51427857351842,-13.820448208834813,0.0,-5.414990720097539,-14.244399522234016,-6.009430293357157,-14.11037619848069,-5.876298592128612,0.9994,7.6,3.1642e-06,-5.743041847439067,-14.660548558693561,-13.786482243003695,-14.643400564275028,-0.5028,-0.0356,-0.2823,0.1818,0.3948,0.5828,0.1324,0.3529,-0.0956,-6.1056285461437625,-5.8857227034384145,-13.73945162736302,-5.784098186795968,-14.010683695010046,-5.334137699796845,-5.691687486253947
NS_OBS_63,NS,2E 1613.5-5053      ,NS0009,107.71,-3.7934439559009694,-3.7639668528823638,-11.867740310468955,-3.284916329305073,-11.84740592207253,0.0,-3.2634441528373634,-12.172955599880188,-3.6748436607366974,-12.14570155082616,-3.6458147013741393,1.0,8.0,0.001277774,0.0,-12.35803040229794,-11.98171569157347,-13.186085579951394,0.5016,0.6827,0.5884,0.0269,0.0725,0.1193,0.6346,0.7214,0.5553,-3.79805693659835,-4.3198458582656265,-11.827981190575445,-3.7363639314118924,-12.120237700318224,-3.2429837652687,-3.6188488048265386
NS_OBS_85,NS,EXO 1745-248        ,NS0020,23.47,-6.21838821750685,-6.0343280287798935,-14.093557206182966,-5.400553624274725,-14.022367834754,0.0,-5.330497165895657,-14.427351989270887,-5.798616532953466,-14.323887361944836,-5.7051756836735255,0.77225,4.5,1.7364000000000002e-05,0.0,-14.245193144645574,-14.250418265134439,-15.212256228353533,0.624,0.8588,0.7508,-0.5116,-0.3548,-0.1955,0.5497,0.7439,0.3167,-5.631341287607772,-6.362410214161299,-13.961379838050293,-5.9055288713583565,-14.243223206173699,-5.2701874928390655,-5.629759933723352
CV_OBS_771,CV,XMMSL2 J004231.9+41162,CV0110,174.76,-4.044023777751675,-3.998266287191,-11.997402019280093,-3.517841304588724,-11.968591535748374,-12.83505262737816,-3.4890530513270277,-12.39237986903787,-3.8608138195838713,-12.344310399521527,-3.718848411603328,0.9572,5.8,2.16814e-05,-3.2159535841918867,-12.699187205881882,-12.06706985716921,-12.828566099056992,-0.0843,0.0893,0.0012,0.1068,0.1736,0.2392,0.1749,0.258,0.0918,-4.108964584684689,-4.097127214553921,-11.941573975542994,-3.959397659885927,-12.301829833587444,-3.462180904926726,-3.6123361562305756
PULSAR_OBS_236,PULSAR,PSR J1745-2900,PL0081,107.91,-4.78807891569149,-4.754734160542538,-12.817015032996418,-4.640354207325457,-12.784891418946907,-14.631341287607773,-4.607478910068068,-13.211605910980706,-5.104055067776431,-13.178272979582026,-5.069581814643913,0.75,5.5,8.803350000000001e-05,-5.427476902150363,-14.812761380168519,-12.749579997691104,-15.794254459057338,0.5378,1.0,0.9994,0.9488,0.9656,0.98,0.9994,1.0,0.99,-6.337147766735204,-7.025488307262672,-12.756713853916551,-4.72584215073632,-13.146135644584215,-4.5787252087896535,-5.004615803620687
CV_OBS_782,CV,XMMSL2 J004231.9+41162,CV0110,174.76,-4.163486001109328,-4.112607781028153,-12.126970187938955,-3.631341287607773,-12.09339562827502,-13.505984625242856,-3.59773861754532,-12.533098171038793,-4.089031070579352,-12.48379261912632,-3.8820860264426473,0.9572,5.8,2.16814e-05,-3.387110230712515,-12.793443955900972,-12.19579239491796,-12.929223537156565,-0.0793,0.1268,0.0225,0.0668,0.1449,0.2205,0.1674,0.268,0.0681,-4.1889614913957836,-4.1904402853647325,-12.062181315301645,-4.067069857169209,-12.440454839212395,-3.566550206238404,-3.7465117625257363
CV_OBS_1,CV,[DSH2013] 24          ,CV0001,9.81,-5.874193541860473,-5.768020973168496,-13.890759031411795,-5.302073555193495,-13.808548985535106,-13.027797161620937,-5.238222462491822,-14.314473223198151,-5.765077968571807,-14.197855945009884,-5.6736641390712474,0.5155000000000001,3.0,5.494375000000001e-07,-3.75300930075845,-14.378512135419369,-13.949620243738543,-14.278189384787453,-0.2492,0.1305,-0.0725,-0.0731,0.0737,0.213,0.0025,0.2067,-0.1843,-5.747875447494357,-5.664542099310617,-13.743282254022512,-5.682981898951888,-13.576613208077164,-5.185619205530061,-4.422165954745479
NS_OBS_413,NS,1WGA J0748.5-6745   ,NS0076,6.77,0.0,0.0,-15.414652088905411,-6.753501419204199,-14.870632404277014,0.0,-6.209433374853924,-15.872344580224793,-7.4237277737801195,-15.23797198986137,-6.747098447207653,0.7164999999999999,3.75,7.310000000000002e-07,-5.744004273277597,0.0,-14.780415473785744,-15.120846753815751,-1.0,-0.3666,-0.9994,0.0394,0.9994,1.0,-0.9994,0.0356,-1.0,-6.838332587562264,-6.264960294966278,-14.64569943765464,-6.447575154295914,-14.807237464594314,-5.9846402445907865,-6.1096684204172185
CV_OBS_603,CV,CXOGLB J002409.2-72054,CV0088,6.1,-6.699621935129298,-6.4718549217468935,-14.525346746637938,-5.9097419470686825,-14.427128397799521,-15.46864883541694,-5.8127613801685225,-14.95295422007142,-6.366976166293763,-14.800146130669768,-6.20103186258745,0.703,4.2,3.4305999999999995e-07,-6.115487840809607,-14.912928794093466,-14.480040819247932,-15.06273292778859,-0.2567,0.1593,-0.0512,-0.2742,-0.0337,0.1968,-0.0862,0.1505,-0.3267,-6.3088300658683965,-6.269137007953505,-14.351249787301981,-6.3295685906393935,-14.690693545154796,-5.73754891026957,-6.086832774211437
NS_OBS_433,NS,1WGA J1911.2+0035   ,NS0078,44.36,-4.532687937019448,-4.477686204843333,-12.274496731140685,-3.5285615926107012,-12.25562877266814,-14.724919101543144,-3.5103227083363016,-12.683526416384915,-4.0066252364416,-12.654900853867106,-3.9799429958188512,1.0,8.0,0.000294904,-5.172307711325554,-12.666955970176511,-12.638649975647732,-12.817300096663956,-0.0768,0.0094,-0.0337,-0.4953,-0.4435,-0.3916,-0.4697,-0.4191,-0.5215,-4.040910885632608,-4.011173592954724,-12.238673677578545,-4.431680914904888,-12.628383979121438,-3.4928190227397597,-3.9556915590928137
CV_OBS_687,CV,XMMSL2 J004231.9+41162,CV0110,174.76,-4.4917396944876655,-4.376027487983004,-12.718285029972705,-3.735182176990464,-12.662540738709344,-13.183294816333484,-3.6759234202605136,-13.137558521079429,-4.223502212219992,-13.055616042359155,-4.145050585824584,0.9572,5.8,2.16814e-05,-3.995678626217357,-13.159329438666589,-12.809948582240796,-13.342752870116286,-0.0556,0.2405,0.0899,-0.2879,-0.1524,-0.0156,-0.065,0.1056,-0.2267,-4.169668006548038,-4.228412519118745,-12.612966298717634,-4.2848326421515415,-12.93630644240419,-3.6265362783676314,-3.986353970252675
CV_OBS_438,CV,CXOGLB J002403.7-72042,CV0074,16.15,-5.857610533881164,-5.775466937393914,-13.735182176990463,-5.077378328476801,-13.699839463048649,-14.847711655616946,-5.042057664554595,-14.138095372046347,-5.521982129535208,-14.082557512357047,-5.465111241771192,0.9840000000000001,6.2,4.1072e-06,-5.672232510097271,-14.29972906264356,-13.889410289700749,-14.262966468666122,-0.3279,-0.168,-0.2498,-0.1393,-0.0312,0.0731,-0.2798,-0.1868,-0.3729,-5.689731633367553,-5.4795164672592085,-13.666955970176511,-5.7064164865038824,-14.033173326646526,-5.00943917000598,-5.414855235934249
BH_OBS_185,BH,KV UMA              ,BH0028,12.97,0.0,0.0,-14.645891560852599,-5.6893066876566385,-14.441771578196676,-14.479123618311654,-5.4972998246894385,-14.978862405731823,-6.19873352951038,-14.64642033830471,-5.976467706134749,0.975,6.6,1.6633599999999998e-06,-5.818728228440539,-14.686765708305275,0.0,-14.459670525209127,-0.7539,-0.2442,-0.5259,-1.0,-0.9994,-0.3666,-0.9994,-0.7314,-1.0,-6.074533199308464,-5.660548558693559,-14.303468880030394,-6.598944274228157,-14.461646233736888,-5.370488465799546,-5.741932893419808
CV_OBS_755,CV,XMMSL2 J004231.9+41162,CV0110,174.76,-4.259637310505756,-4.2020403562628035,-12.177570376220643,-3.6358243672293806,-12.145511774955569,-13.615825861192969,-3.603800652904264,-12.58489304351193,-4.107749524701734,-12.540426593895347,-4.065279408401404,0.9572,5.8,2.16814e-05,-4.364516253185088,-12.830325565941193,-12.288867927693158,-12.826231176863349,-0.228,-0.0618,-0.1462,0.0269,0.1062,0.1855,-0.04,0.0456,-0.1268,-4.247413821259592,-4.116679321617025,-12.11747546204512,-4.154096161101219,-12.49527909937297,-3.5756084455897224,-3.989666115429082
NS_OBS_217,NS,XMMU J004245.2+41172,NS0044,49.26,-6.6256183019491175,-5.7804154737857445,0.0,-6.966978555317088,-13.596022036330645,-13.232992636050195,-5.688246138944246,-15.630413109263653,-7.161528720928072,-13.98063442542751,-6.129830278863559,1.0,8.0,7.3510000000000004e-06,-4.0647447182159535,-14.538501473216982,-13.278271801427211,-14.521866571899483,-1.0,0.0331,-0.9994,0.2367,0.9994,1.0,0.4859,1.0,-0.1018,-5.947306058075032,-5.656000930942839,-13.307858390633216,-5.5230235342404725,-13.478101259362486,-5.410832609453952,-4.715032651907441
CV_OBS_124,CV,[HPH2013] 143         ,CV0011,10.38,0.0,0.0,-15.170824926082911,0.0,-13.869666231504992,-13.083862016892825,-5.891096872332687,-15.391516756164393,-7.7802059733080196,-14.26680273489343,-6.2424521465307565,0.0,0.0,0.0,-3.888065723667318,-14.699621935129294,-14.119243555489788,-13.600845666041785,-1.0,-0.4029,-0.9994,-0.203,0.9994,1.0,-0.9994,-0.2517,-1.0,-6.108574057152006,-5.513003111568176,-13.59108197915322,-5.968995718636463,-13.544406056961158,-5.590066876668706,-4.5625925702371655
BH_OBS_0,BH,1A 0620-00          ,BH0001,23.63,-5.8338660296948905,-5.732359017654084,-13.81559251458768,-5.092427421201449,-13.769551078621724,-15.27351730321517,-5.048711062722329,-14.232231357465015,-5.573147292964632,-14.161932082639913,-5.507566502162335,0.9964,7.8,1.18358e-05,-6.057942316158606,-14.347947151751894,-13.944621668625,-14.354675998437704,-0.3679,-0.1655,-0.2673,-0.0381,0.0974,0.2255,-0.1761,-0.0606,-0.2954,-5.745210312602791,-5.523748203992967,-13.727926212499991,-5.6552148773673405,-14.102266272271356,-5.0090399003178,-5.451657269497613
CV_OBS_667,CV,CXOGLB J002415.8-72043,CV0093,21.99,-6.0353632962114965,-5.680061560019691,-14.07883394936226,-5.441531437476205,-13.876475019057267,0.0,-5.248797905411647,-14.450301074763074,-5.964810491091553,-14.16217491051066,-5.6954663895934825,0.9986,7.6,4.977e-06,-5.685711339052503,-14.44405956218149,-13.802995271976956,-14.534319788401726,-0.4853,0.2842,-0.1137,0.0144,0.3748,0.6702,0.2786,0.6002,-0.0931,-5.765229704839085,-5.683610248926804,-13.74521031260279,-5.495393229358046,-13.997412812020604,-5.1218230195084935,-5.478835754765767
PULSAR_OBS_398,PULSAR,PSR J1930+1852,PL0112,133.82,-3.8972233851165594,-3.8850555842874153,-11.954285941059132,-3.730954290342377,-11.943857737940949,-13.910448117113544,-3.720333055951544,-12.34884996662406,-4.166416899331832,-12.33633468633375,-4.1516371999501365,0.2974,1.6,1.9201400000000003e-06,-5.271078353627142,-13.149108815864075,-11.951946826884393,-14.315423912611545,0.7751,0.8389,0.807,0.6565,0.6721,0.6877,0.9594,0.9663,0.9525,-4.570732333566832,-5.491335636947056,-11.933674074637961,-3.873219422987991,-12.324209380976127,-3.7099653886374817,-4.13744765457818
NS_OBS_114,NS,GRS 1741.9-2853     ,NS0021,376.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.96980521464325,-14.668016272292435,-4.890691494753251,1.0,8.0,0.008676739999999999,-3.909036923404269,-15.1307095957906,-13.721475035262984,-15.017502630802287,-1.0,-0.1693,-0.9994,0.3379,0.9994,1.0,0.9994,1.0,-0.1905,-6.503485481302255,-6.050463626623857,-13.925549281045411,-5.895171596346343,-14.089367592214966,-5.705313375720558,-4.592615894713323
CV_OBS_72,CV,[HPH2013] 123         ,CV0006,23.44,0.0,0.0,0.0,0.0,0.0,-13.480040819247932,-5.920456992597094,-16.491066473949967,0.0,-15.235973392307965,-6.619426996933112,0.0,0.0,2.393e-05,-4.282079974163007,-14.260744196731489,-14.136677139879543,-14.722620025332745,-1.0,0.2167,-0.9994,-1.0,-0.9994,0.3404,-0.9994,0.1955,-1.0,-5.979224511806443,-5.8566728700079524,-14.370488465799545,-5.994390554639718,-13.982540926775535,-5.619607839942971,-4.934913487585612
CV_OBS_369,CV,CXOGLB J002401.4-72044,CV0067,5.63,0.0,0.0,-15.503762454833266,-6.715343717211485,-14.822463500070135,0.0,-5.955852379121278,-15.462558716592053,-7.138943755423126,-14.813750179220913,-6.414494151330698,0.29500000000000004,1.75,2.4049500000000004e-07,-5.712870379280889,0.0,0.0,-14.559563233894224,-1.0,-0.4428,-0.9994,-0.1443,0.9994,1.0,-0.9994,-0.2342,-1.0,-6.468521082957745,-5.8338660296948905,-14.569280112136722,-6.256255121407539,-14.564394497977158,-5.694218848745017,-5.89830103095464
CV_OBS_493,CV,CXOGLB J002405.3-72042,CV0079,10.2,0.0,0.0,-14.996539467890491,-6.531652669587842,-14.3767507096021,0.0,-5.9118639112994495,-15.473660722610154,-7.230622673923861,-14.853871964321762,-6.610833915635467,0.35775,2.0,2.7705e-07,-5.708409174341999,0.0,-14.215311400498578,-14.971835580575528,-1.0,-0.1305,-0.9994,0.0906,0.9994,1.0,-0.2423,0.3954,-0.925,-6.468521082957745,-6.020178569969776,-14.131296797721465,-6.048371106163362,-14.314288110841506,-5.666351243485299,-5.899477822965804
CV_OBS_203,CV,[HPH2013] 176         ,CV0018,11.31,0.0,0.0,0.0,0.0,0.0,-12.84496777120903,0.0,-13.566496849830461,-5.3858060950224385,-13.424042811236243,-5.231329839582126,0.0,0.0,0.0,-4.6522797829659615,0.0,0.0,-15.442011851775089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.531209737900388,-15.534319788401726,0.0,-13.32010716662604,-6.560667306169737,-5.1184384656010185
NS_OBS_420,NS,1WGA J0748.5-6745   ,NS0076,6.77,-6.916139199133427,-6.525055664534613,-14.461175011062096,-6.25845448322379,-14.276626432981017,0.0,-6.073914913074857,-14.85021451791194,-6.802943954314194,-14.573981055331096,-6.520228963139153,0.7164999999999999,3.75,7.310000000000002e-07,-5.991399828238082,-15.368251925603433,-14.138585081364006,-15.152550737500825,-0.8201,-0.1118,-0.5109,0.183,0.5522,0.8376,0.0612,0.4304,-0.3104,-6.7512912643990814,-6.36713795989977,-14.147520006363145,-6.3312414582490435,-14.41116547612562,-5.944621668625,-6.189888509713494
BH_OBS_159,BH,J1745-2900          ,BH0027,337.0,-5.705093089394808,-5.3327338806177265,-13.775208043507318,-5.496481687275924,-13.447696890661645,-13.53461714855158,-5.185219854254195,-14.163675884293248,-5.986320302708808,-13.844360366240226,-5.650683611229893,0.8301999999999999,7.0,0.000481169,-4.269863996003322,-14.852323675758901,-13.265680319140992,-14.81901441921327,-1.0,-0.0456,-0.9994,0.8151,0.9994,1.0,0.9994,1.0,0.609,-6.331893762067269,-5.95311480916229,-13.26320524507564,-5.143694133566702,-13.550022025336876,-5.0057708591823005,-4.83952726701964
NS_OBS_210,NS,XMMU J004245.2+41172,NS0044,49.26,-5.758951849328357,-5.658367664221946,-13.705533773838408,-5.1430899396992125,-13.65403845818686,-14.303731003254466,-5.091729500504276,-14.116588426999302,-5.5513555057739925,-14.02088887122451,-5.431235232014164,1.0,8.0,7.3510000000000004e-06,-5.209714835966757,-14.272296116314644,-13.773142429711275,-14.294307303462295,-0.2692,-0.0119,-0.1424,-0.0381,0.0987,0.2305,-0.045,0.0918,-0.183,-5.6649434805609085,-5.542118103266008,-13.608183076386752,-5.576590272266906,-13.943865370599966,-5.045757490560675,-5.340007781291429
BH_OBS_166,BH,J1745-2900          ,BH0027,337.0,-5.560036064079095,-5.433209087618408,-13.541815564429733,-5.413637776692134,-13.429573821641029,-14.229589868486096,-5.286761538454337,-13.939031772783387,-5.878637159436608,-13.822787393848007,-5.7517814388099255,0.8301999999999999,7.0,0.000481169,-5.057545473657523,-14.941573975542994,-13.337053385667375,-15.607654844638796,-0.1655,1.0,0.9394,0.8801,0.9994,1.0,0.9994,1.0,0.9138,-6.623423042943487,-6.771599641296994,-13.340368988393,-5.339798798619318,-13.703445371496866,-5.193413065672197,-5.3947984209479225
CV_OBS_356,CV,CXOGLB J002359.3-72043,CV0066,3.43,0.0,0.0,-16.014079779876432,-6.809668301829707,-15.482540173459768,-14.73423908328239,-6.508638306165728,-15.871108228586824,-7.19334527600814,-15.356646038023136,-6.765634594258366,0.141,0.0,3.5055e-07,-6.205372555335492,0.0,-15.482012796974926,-15.273435783837755,-1.0,-0.7277,-0.9994,0.183,0.9994,1.0,-0.9994,-0.3479,-1.0,-7.496481687275924,-6.513286224017516,-15.258218303856836,-6.997833938243492,-15.089082251984546,-6.332547047110047,-6.515051339704344
CV_OBS_570,CV,CXOGLB J002407.9-72045,CV0085,16.47,-6.233438447362468,-5.8074325466634535,-14.227825039175384,-5.536107011014093,-14.008995559669245,0.0,-5.328456914737426,-14.618754018645545,-6.069866354158883,-14.287539712266275,-5.7745976651404956,0.4202,1.6,5.879600000000001e-07,-5.7115271994002175,-14.384681343388523,-13.964570261815453,-14.544089759617258,-0.4791,0.3017,-0.1024,-0.1318,0.2748,0.6127,0.1799,0.5428,-0.228,-5.79805693659835,-5.726767165956955,-13.870632404277014,-5.605023280445436,-14.106501778780096,-5.1949071216573275,-5.544302626713443
BH_OBS_45,BH,CXOU J100506.7-07443,BH0014,11.41,-6.2833290244398645,-6.1876214888458065,-14.241088107602026,-5.513144644723057,-14.2003149090909,0.0,-5.4719836588107995,-14.558540531082206,-5.935085492806917,-14.498701051461401,-5.8457160462741875,0.9936,7.6,1.7710400000000001e-06,-5.779630367548607,-14.755475488429914,-14.469672210221916,-14.643974142806876,-0.3729,-0.198,-0.2873,-0.1668,-0.05,0.0656,-0.3335,-0.2317,-0.4316,-6.080555789534763,-5.830031826003107,-14.16304326294045,-6.113283725883522,-14.447118946597636,-5.436637590513391,-5.774685548132508
BH_OBS_93,BH,CXOU J100516.5-07420,BH0021,16.75,-7.403512866263457,-6.722390785695909,-15.097779471720687,-6.111820506081675,-14.882066164960358,-15.775466937393913,-5.9396799713117145,-15.597910649427906,-6.631419344978307,-15.386411854814494,-6.403715268915168,0.8400000000000001,5.2,3.87222e-07,-6.579714115058082,-15.752517739322945,-15.111539681964615,-14.991399828238082,-0.955,-0.599,-0.807,0.1318,0.5909,0.8888,-0.4822,-0.1743,-0.7577,-6.8938091027365855,-6.106404666180117,-14.745693667668714,-6.479254528480518,-15.104135648752699,-5.816730156317196,-6.217484378508606
PULSAR_OBS_43,PULSAR,PSR J0359+5414,PL0010,9.65,-6.39577394691553,-6.196952789508871,-13.679023322657175,-5.6281935414925846,-13.591420874591332,-13.385841290490825,-5.532539890492736,-14.112923091042864,-6.072814482455107,-13.983852856844507,-5.943964607376156,0.5355,2.75,5.819749999999999e-07,-4.269217724333611,-14.661742769753745,-14.279179418229655,-13.560667306169734,-0.5528,-0.193,-0.3885,-0.2505,-0.02,0.2005,-0.41100000000000003,-0.198,-0.5978,-6.056456022846546,-5.72399801003795,-13.518557371497696,-6.0610302027771095,-13.67216309386624,-5.4580465255417625,-4.914224367768238
