obs_id,class,src_n,src_id,significance,photflux_aper_hilim_b,photflux_aper_lolim_h,photflux_aper_lolim_s,photflux_aper_lolim_m,photflux_aper_s,photflux_aper_lolim_u,photflux_aper_h,photflux_aper_hilim_u,photflux_aper_hilim_s,photflux_aper_m,photflux_aper_hilim_m,photflux_aper_b,photflux_aper_u,photflux_aper_lolim_b,photflux_aper_hilim_h,flux_aper_hilim_b,flux_aper_hilim_h,flux_aper_lolim_m,flux_aper_u,photflux_aper_hilim,flux_aper_hilim_m,flux_aper_b,flux_aper_lolim_h,flux_aper_m,flux_aper_hilim_s,flux_aper_h,flux_aper_hilim,flux_aper_lolim_u,flux_aper_lolim,flux_aper_s,photflux_aper_lolim,flux_aper,photflux_aper,flux_aper_hilim_u,flux_aper_lolim_b,flux_aper_lolim_s,var_inter_index,var_max,var_inter_sigma,var_index,var_min,var_prob,ks_prob,var_mean,var_inter_prob,var_sigma,kp_prob,hard_hs_lolim,hard_ms_lolim,hard_ms,hard_hs,hard_hs_hilim,hard_hm,hard_hm_hilim,hard_hm_lolim,hard_ms_hilim
BH_OBS_15,BH,GX 339-4            ,BH0006,39.86,2.2986272143021123,1.9275893821687735,1.919832120076756,2.2970543177367757,2.3619685625439324,0.6442562738489697,1.9784980257059683,0.25348606940176593,2.3621913061473507,2.65484936911942,2.610782869622164,2.3158471464898334,0.342430571954594,2.2286914342262176,1.8994403752988442,1.9684154927612212,1.8030863830720503,2.320157966020627,0.03789327119551904,2.1937580898765936,2.6047842929374414,2.0792125674066315,1.839274470883319,2.642693683260463,2.351749667501111,1.8760666830943706,1.9807331769077294,0.278330764305589,1.9555867577039192,2.3123591386703377,2.061006670963282,1.9891448666873979,2.2928561562634417,0.1520172833174298,2.1090799598144545,1.9359387074773104,0.7854154215161182,0.4749648611470568,-0.49793905260058624,-0.5648158843836942,2.4176695722819215,-1.518539883615166,0.9797555695115241,2.081040712495572,0.8326058154071752,-0.09421636573540354,1.024394722778725,0.6796011921722747,1.425267865543451,0.7000953322767439,0.4598307489508762,0.3339323472017181,-0.10248868213029008,-0.4493910268559695,0.2119192275802255,0.37498813320061103
BH_OBS_164,BH,J1745-2900          ,BH0027,337.0,0.37323547249723465,0.8065534976338194,-1.479177414530541,-0.4520668710401562,-1.1662068690986809,0.6102703267653072,0.7662529688534657,1.152671857294599,-0.9329049270024368,-0.7003568379870884,-0.6721296051798611,0.3531422800892032,1.2893255049822236,0.34477177298117023,0.7575005157314889,0.7158374914560398,0.8616075984302781,-0.3968514507611472,0.7654443789429213,0.50541624999216,-0.3569006420818182,0.6974516834995176,0.9203107827970503,-0.5674697025982453,-1.1196024049160644,0.8826341616908613,0.6510910568306294,0.40217930912371935,0.6566646459589781,-1.2716755466112353,0.2956400340883002,0.6337898857038331,0.21446846252891585,0.9349634651405491,0.6854004161729577,-1.4640938218901691,0.6810926091570478,-0.07052474366628102,1.5919013390391423,-0.5240498017824323,0.04161644721582986,-1.560526885439788,-0.41108074444434345,0.008066239242616968,0.2210801309918753,-0.10457174985855947,-0.36623069771666905,1.4131218391576332,-0.8292407860848876,0.017789021132646094,1.2535951795663949,1.1987317312540269,1.2958532171980515,1.192784538529148,1.5444561326841437,0.797675224865343
BH_OBS_107,BH,CXOU J100517.1-07421,BH0022,11.12,-0.9817159969175758,-0.8120198248008345,0.06382039933101039,-0.42563364938662807,-0.26478848203390004,0.5611367534125751,-0.9906737206495316,-0.010069971590016238,-0.33131916121227134,-0.8147708430277623,-0.8578680719865441,-0.8960972414656552,0.10419537584898056,-0.6877350444261952,-0.9730485172615645,-0.7275527243294755,-0.6201454010009665,-0.49922076414450595,-0.7953407288443247,-0.7034682722355579,-0.9212507924336482,-0.7186516316698722,-0.4707088779320437,-0.874590493400882,-0.0159843773123681,-0.6312698213670558,-0.9331693416909841,-0.5530672202948734,-0.556170485078352,0.026854721994519486,-0.29255503468632016,-0.7652560125708661,-0.46184509119763956,-1.1693864059144299,-0.559933954387809,0.23370216478700784,-1.4053636380243577,-0.1955597675251335,-0.664955656520668,0.9563066007380197,-0.37003843622952526,1.418285663506576,1.5945073243122705,-0.38868219708317003,-0.9488999752859172,-0.11915230737465038,0.7985543723794886,-0.8306453957118712,-0.6447990168137587,-0.664517290011452,-0.8168271084462438,-0.8981617563590454,-0.2668641258035405,-0.149585616699104,-0.4186517511997921,-1.078737529694535
BH_OBS_147,BH,J1745-2900          ,BH0027,337.0,0.44844464275104634,0.27239049384220265,0.5754298529802114,0.15518147011121686,0.4727076166853636,1.7769879696033195,0.6716594671780445,2.5893588985271463,0.39373924096807084,0.12961231430148826,0.19726797870484886,0.23622173939889662,1.653845661301904,-0.2820207941947361,0.8197340052651126,0.7470441239071632,0.881362928487594,0.17918343049499302,2.1064879969160146,1.37315156835515,0.21217662556442754,0.560928829449403,0.3383870986161953,0.10119683713716866,0.29851309984630964,0.7520678168099666,0.8402621553236436,2.0298473503804355,-0.05036526861729462,0.46373343561439906,-0.3177912492528324,0.48882419483659123,0.09141310720918513,1.8568819349961287,-0.06434094345917142,0.5860541860126056,0.6810926091570478,-0.0568356860757267,1.5919013390391423,-0.221042202746187,0.0790441217828983,-0.3563759902726089,-0.40398286263497785,0.06337528525798415,0.2210801309918753,-0.0713306280627791,-0.17851394864339662,0.7678120005788582,-1.2862685393325832,-1.3796959809589926,1.2535951795663949,1.1987317312540269,1.2958532171980515,1.192784538529148,1.057350178519494,-0.017128532355292655
BH_OBS_173,BH,J1745-2900          ,BH0027,337.0,0.18649841333520542,0.4273411092823645,-0.4325529807244036,-0.14228041441822564,-0.6332027817554348,1.7413950509054226,0.49121858586213707,2.2167923149477136,-0.5406136799875113,-0.029499134368210805,0.08958929536808985,0.08908650836216464,1.611099661503342,-0.04137776884986753,0.546489450544964,0.3933645338939715,0.5507159840736486,-0.037965866043031316,1.9144992904976295,1.0436465664184016,0.20949949982078525,0.2605532864594154,0.3355438323777975,0.09201153697283544,-0.6659923115028831,0.46921130972072045,0.48097982904228537,1.8806712324663373,0.0015789035674782222,-0.6608148348660187,-0.08423330737766699,0.19677013435285495,-0.051224944576874716,1.5894007974006663,0.009921093931346025,-0.4048110576449614,0.6810926091570478,-0.08143900191471083,1.5919013390391423,-0.1916845387833379,-0.06514276267006346,0.018461374922948387,-0.4344477652134362,-0.09909591924740706,0.2210801309918753,-0.08367710619672353,-0.5545600092902808,1.1432272307048368,1.061893340420283,1.889225051435118,1.2535951795663949,1.1987317312540269,0.8625595476753632,1.0038688227813448,0.8527859316561694,1.7702223808075321
BH_OBS_74,BH,CXOU J100515.4-07425,BH0019,17.39,-1.3390534627845956,-0.9558015866778666,-0.2722331333002628,-1.3151716774478572,-0.679059656664084,-1.4562658285634724,-1.111076200268291,-0.9044637135165532,-0.7229426717502524,-1.487568218002954,-1.4343445090784792,-1.2814363201544914,-1.1701094114615391,-1.0815148713452691,-1.0814993005475435,-1.3081331177672468,-1.2317923541936329,-1.3543927764398858,-1.4214113111943574,-1.3087554122270773,-1.4227602642940187,-1.3418464387827866,-1.1945529837538003,-1.4750387605783595,-0.7655963178755746,-1.2778911892276605,-1.5289902840204546,-1.4148050382911534,-1.165292191708816,-0.714954897568671,-0.9989401370236215,-1.339895218938592,-1.1027936646252545,-0.9853969137523801,-1.1931242266342887,-0.35220922928662596,0.6810926091570478,-0.19932343435192496,-0.6644549756553747,-0.5648158843836942,-0.3729577941657065,0.19373467141811604,0.21010573476098324,-0.3942481431209235,0.9496038260349542,-0.1241138653805553,0.7901400523199037,-0.7182008487320505,-1.027565269172123,-0.9077074828856785,-0.6113633124527426,-0.5444014038972808,0.41282833378535005,0.714144293934394,0.17596858023543324,-1.2772414965611931
BH_OBS_18,BH,IGR J17464-3213     ,BH0008,6.9,-0.2955888815504778,0.32191327998082486,-1.5268045855565988,-0.10628670928425045,-1.1704176257003394,-1.426150716842526,0.21846777467406062,-1.1167862884992914,-1.44125045221047,-0.17635284478726534,-0.12503613381462927,-0.28771141255803434,-1.2044081676236056,-0.22416865029038266,0.2073443492560013,0.15239099338752093,0.3450688355756246,-0.0793151432208878,-0.8927740894173785,-0.5472168561524491,-0.055129831034883725,0.13532421411774942,0.4580586801290988,-0.1113290013481799,-1.4891431467612115,0.362401113505641,-0.009249634183134927,-0.7732936798291249,0.14292465796034204,-1.329616000084964,-0.22955993165021987,0.06946328778624695,-0.4139018137840281,-0.8037516058013012,0.16528848524074505,-1.5586177944584025,0.6810926091570478,-0.1724550821863985,-0.6600513079552816,-0.5648158843836942,-0.30380544233365375,0.042762631297620826,-1.004876079845216,-0.3316006860820944,1.1265080345443104,-0.11661776135777542,-1.708913005376566,1.3508065113978804,2.058363687665259,1.889225051435118,1.2535951795663949,1.1987317312540269,0.667445896035215,0.767169729624546,0.7072955184579962,1.7702223808075321
BH_OBS_167,BH,J1745-2900          ,BH0027,337.0,0.29727767641457464,0.8755302424510667,-1.6309617064946154,-0.44101026455045655,-1.299347285690184,0.29940151167600404,0.7556696740913738,0.09585604582719585,-1.1406995825399442,-0.682517082085411,-0.6586422226603393,0.34709393989733806,0.16135292685780467,0.43966582380570324,0.6850472667203762,0.5994434657628682,0.7344315562768272,-0.2834518716108853,-0.010884474766896746,0.1310519612109036,-0.4362646188944263,0.6426466826351219,0.9119995253656048,-0.46171982837661346,-0.7173361836609731,0.8002397260039175,0.47833634296489363,-0.37280415686874213,0.67240864587494,-0.884130761737863,0.3873832035011584,0.5650445919922777,0.22075782157510648,0.2242064329389528,0.7250320471795549,-1.2844391963862083,0.6810926091570478,-0.09842715029861805,1.5919013390391423,-0.5648158843836942,0.055008421276724624,-2.3853710139736752,-0.05612534015272552,-0.016213226147544054,0.2210801309918753,-0.12312615499498884,-1.342890082784659,1.4390173198044638,0.3377886166151105,0.5080944671561374,1.1967448453885055,1.1813081782743797,1.1788179013026971,1.117177928704787,1.5253837235293948,0.8816419952442577
BH_OBS_129,BH,J1745-2900          ,BH0027,337.0,0.14443375435692296,0.37026424189640694,-0.2786454980487293,-0.3587025097963096,-0.39296801894699246,0.6386794975232355,0.5149006819922328,1.1962972354125674,-0.329857989508164,-0.6062190430887259,-0.5640158501292454,-0.015700987306399,1.2995259330781015,-0.32870144578865307,0.6060743430794707,0.4834477873828078,0.6771736333774956,-0.33345143055293736,0.7255204890040396,0.4260861790866042,-0.5201144738253892,0.3271219729674187,0.43256625330099724,-0.6031488185446693,-0.5009272509467166,0.5904690318619646,0.426188188822965,0.46353756367287285,0.008593607891235422,-0.47814269219433636,-0.29260344688023104,0.27812797855769067,-0.14755389681355954,0.8567397721963768,-0.07298700483654166,-0.21105561653183447,0.6810926091570478,-0.07936600929834282,1.5919013390391423,-0.48602173965438944,-0.02159161582308701,-0.451089977109314,-0.3962436059633191,-0.07918974684058111,0.2210801309918753,-0.09008735452623781,-0.29728544201244966,1.0670640523318053,-1.2862685393325832,-1.3796959809589926,1.2535951795663949,1.1987317312540269,1.2958532171980515,1.192784538529148,1.382087481295927,-0.19525221514939864
