source_id,ra,dec,parallax,parallax_error,phot_g_mean_mag,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error
4689639266848574080,6.023128743364097,-72.08127489997942,,,13.137397,1.0431089,,
