,Seq Num,Obs ID,Instrument,Grating,Appr Exp ,Exposure ,Target Name,PI Name,RA,Dec,Status,Data Mode,Exp Mode ,Avg Cnt Rate,Evt Cnt,Start Date,Public Release Date,Proposal,Science Category,Type,Obs Cycle,Prop Cycle,Joint,Grid Name
300003,78,ACIS-I,NONE,4.00,3.87,47 TUC,Murray,6.024,-72.081,archived,FAINT,TE,0.7165285691517881,2776.0,2000-03-16 07:17:27,2001-04-18 17:40:00,01300075,WD BINARIES AND CV,GTO,01,01,None,
300006,81,ACIS-S,NONE,5.70,6.00,1E 0035.4-7230,Murray,9.332,-72.237,archived,CC33_FAINT,CC,7.945560165975103,47685.0,2000-05-15 15:16:40,2001-06-20 12:00:00,01300130,WD BINARIES AND CV,GTO,01,01,None,
300028,953,ACIS-I,NONE,32.50,31.67,47 TUC,Murray,6.024,-72.081,archived,FAINT,TE,4.672760322957026,148004.0,2000-03-16 08:38:40,2001-04-18 17:40:00,01300075,WD BINARIES AND CV,GTO,01,01,None,
300029,954,ACIS-I,NONE,1.00,0.85,47 TUC,Murray,6.024,-72.081,archived,FAINT,TE,0.405853952979773,343.0,2000-03-16 18:01:59,2001-04-18 17:40:00,01300075,WD BINARIES AND CV,GTO,01,01,None,
300030,955,ACIS-I,NONE,32.50,31.67,47 TUC,Murray,6.024,-72.081,archived,FAINT,TE,4.651102032765217,147318.0,2000-03-16 18:32:00,2001-04-19 16:50:00,01300075,WD BINARIES AND CV,GTO,01,01,None,
300031,956,ACIS-I,NONE,4.00,4.69,47 TUC,Murray,6.024,-72.081,archived,FAINT,TE,0.7128412592953458,3344.0,2000-03-17 03:55:20,2001-04-19 16:50:00,01300075,WD BINARIES AND CV,GTO,01,01,None,
300129,4535,ACIS-S,NONE,40.00,36.40,1E 0035.4-7230,Greiner,9.332,-72.237,archived,VFAINT,TE,0.84080405169396,30606.0,2005-01-30 16:56:17,2006-02-01 11:05:22,05300731,WD BINARIES AND CV,GO,05,05,None,
300190,7456,HRC-S,LETG,44.00,39.83,SMC 13,Lanz,9.329,-72.237,archived,,,73.35040125504507,2921453.0,2007-02-12 18:25:16,2008-02-20 09:09:22,08300667,WD BINARIES AND CV,GO,08,08,None,
300190,8519,HRC-S,LETG,46.00,42.29,SMC 13,Lanz,9.329,-72.237,archived,,,73.50254721720351,3108084.0,2007-02-18 00:42:08,2008-02-20 09:09:22,08300667,WD BINARIES AND CV,GO,08,08,None,
400215,2735,ACIS-S,NONE,69.00,65.24,47 TUCANAE,Grindlay,6.024,-72.081,archived,FAINT,TE,6.683944151878141,436044.0,2002-09-29 16:57:56,2003-10-04 06:19:20,03400837,BH AND NS BINARIES,GO,03,03,HST,
400215,3384,ACIS-S,NONE,5.00,5.31,47 TUCANAE,Grindlay,6.024,-72.081,archived,FAINT,TE,1.4916279531099788,7916.0,2002-09-30 11:37:18,2003-10-04 06:19:20,03400837,BH AND NS BINARIES,GO,03,03,HST,
400216,2736,ACIS-S,NONE,69.00,65.24,47 TUCANAE,Grindlay,6.024,-72.081,archived,FAINT,TE,8.066091096229266,526257.0,2002-09-30 13:24:28,2003-10-04 06:19:38,03400837,BH AND NS BINARIES,GO,03,03,HST,
400216,3385,ACIS-S,NONE,5.00,5.31,47 TUCANAE,Grindlay,6.024,-72.081,archived,FAINT,TE,6.274221318178747,33297.0,2002-10-01 08:12:28,2003-10-04 06:19:38,03400837,BH AND NS BINARIES,GO,03,03,HST,
400217,2737,ACIS-S,NONE,69.00,65.24,47 TUCANAE,Grindlay,6.024,-72.081,archived,FAINT,TE,6.555662618639923,427696.0,2002-10-02 18:50:07,2003-10-09 20:19:03,03400837,BH AND NS BINARIES,GO,03,03,HST,
400217,3386,ACIS-S,NONE,5.00,5.54,47 TUCANAE,Grindlay,6.024,-72.081,archived,FAINT,TE,1.3762423399920094,7631.0,2002-10-03 13:37:18,2003-10-09 20:19:03,03400837,BH AND NS BINARIES,GO,03,03,HST,
400218,2738,ACIS-S,NONE,69.00,68.77,47 TUCANAE,Grindlay,6.024,-72.081,archived,FAINT,TE,7.036359746100709,483900.0,2002-10-11 01:41:55,2003-10-29 16:45:00,03400837,BH AND NS BINARIES,GO,03,03,HST,
400218,3387,ACIS-S,NONE,5.00,5.73,47 TUCANAE,Grindlay,6.024,-72.081,archived,FAINT,TE,2.0248964002937693,11612.0,2002-10-11 21:22:09,2003-10-29 16:45:00,03400837,BH AND NS BINARIES,GO,03,03,HST,
401506,14673,ACIS-I,NONE,50.00,44.77,SMC Deep Fields,Zezas,10.250,-73.333,archived,VFAINT,TE,4.689730072274469,209957.0,2013-01-18 08:02:10,2013-01-22 06:10:19,14400870,BH AND NS BINARIES,GO,14,14,None,
401506,15506,ACIS-I,NONE,50.00,49.40,SMC Deep Fields,Zezas,10.250,-73.333,archived,VFAINT,TE,5.21832891578544,257810.0,2014-02-28 16:49:43,2014-03-03 06:05:49,14400870,BH AND NS BINARIES,GO,14,14,None,
401545,15747,ACIS-S,NONE,55.00,50.04,47 Tuc,Bogdanov,6.015,-72.081,archived,VFAINT,TE,0.7677608351535647,38415.0,2014-09-09 19:32:57,2016-02-03 12:22:11,15400135,BH AND NS BINARIES,GO,15,15,None,
401545,15748,ACIS-S,NONE,18.00,16.24,47 Tuc,Bogdanov,6.015,-72.081,archived,VFAINT,TE,0.7347446272949851,11931.0,2014-10-02 06:17:00,2016-02-03 12:22:11,15400135,BH AND NS BINARIES,GO,15,15,None,
401545,16527,ACIS-S,NONE,45.00,40.88,47 Tuc,Bogdanov,6.015,-72.081,archived,VFAINT,TE,0.9278613191849112,37927.0,2014-09-05 04:38:37,2016-02-03 12:22:11,15400135,BH AND NS BINARIES,GO,15,15,None,
401545,16528,ACIS-S,NONE,45.00,40.28,47 Tuc,Bogdanov,6.015,-72.081,archived,VFAINT,TE,0.8084413181589463,32567.0,2015-02-02 14:23:34,2016-02-03 12:22:11,15400135,BH AND NS BINARIES,GO,15,15,None,
401545,16529,ACIS-S,NONE,27.00,24.70,47 Tuc,Bogdanov,6.015,-72.081,archived,VFAINT,TE,0.8062210105546008,19914.0,2014-09-21 07:55:51,2016-02-03 12:22:11,15400135,BH AND NS BINARIES,GO,15,15,None,
401545,17420,ACIS-S,NONE,10.00,9.13,47 Tuc,Bogdanov,6.015,-72.081,archived,VFAINT,TE,0.7434146921194872,6789.0,2014-09-30 22:56:03,2016-02-03 12:22:11,15400135,BH AND NS BINARIES,GO,15,15,None,
401881,19691,ACIS-I,NONE,1.00,1.07,PMN J0032-7306,Kennea,8.148,-73.114,archived,FAINT,TE,2.377865850634868,2539.0,2016-08-11 22:44:00,2016-11-16 10:41:10,17408556,BH AND NS BINARIES,DDT,17,17,None,
500535,5542,HRC-S,NONE,50.00,49.76,47 Tuc,Rutledge,6.022,-72.081,archived,,HRC Timing,50.08049920261693,2491918.0,2005-12-19 07:03:06,2006-01-03 08:29:32,06500496,SN, SNR AND ISOLATED NS,GO,06,06,None,
500535,5543,HRC-S,NONE,50.00,50.65,47 Tuc,Rutledge,6.022,-72.081,archived,,HRC Timing,69.06642950643031,3498275.0,2005-12-20 14:57:42,2005-12-22 12:39:37,06500496,SN, SNR AND ISOLATED NS,GO,06,06,None,
500535,5544,HRC-S,NONE,50.00,49.83,47 Tuc,Rutledge,6.022,-72.081,archived,,HRC Timing,58.583611155315765,2919163.0,2005-12-21 23:25:20,2006-01-04 10:59:34,06500496,SN, SNR AND ISOLATED NS,GO,06,06,None,
500535,5545,HRC-S,NONE,50.00,51.64,47 Tuc,Rutledge,6.022,-72.081,archived,,HRC Timing,43.36074916140395,2239312.0,2005-12-23 05:01:54,2005-12-27 12:09:47,06500496,SN, SNR AND ISOLATED NS,GO,06,06,None,
500535,5546,HRC-S,NONE,50.00,48.27,47 Tuc,Rutledge,6.022,-72.081,archived,,HRC Timing,63.64650349717973,3072488.0,2005-12-27 05:33:43,2005-12-30 13:49:25,06500496,SN, SNR AND ISOLATED NS,GO,06,06,None,
500535,6230,HRC-S,NONE,50.00,44.77,47 Tuc,Rutledge,6.022,-72.081,archived,,HRC Timing,88.6736381333894,3969698.0,2005-12-28 13:44:36,2005-12-30 13:39:26,06500496,SN, SNR AND ISOLATED NS,GO,06,06,None,
500535,6231,HRC-S,NONE,50.00,46.89,47 Tuc,Rutledge,6.022,-72.081,archived,,HRC Timing,54.02988097973565,2533688.0,2005-12-29 21:50:23,2006-01-03 06:49:33,06500496,SN, SNR AND ISOLATED NS,GO,06,06,None,
500535,6232,HRC-S,NONE,50.00,44.15,47 Tuc,Rutledge,6.022,-72.081,archived,,HRC Timing,48.452452331841336,2138997.0,2005-12-31 05:17:20,2006-01-03 11:49:32,06500496,SN, SNR AND ISOLATED NS,GO,06,06,None,
500535,6233,HRC-S,NONE,100.00,97.18,47 Tuc,Rutledge,6.022,-72.081,archived,,HRC Timing,47.89925725752271,4654915.0,2006-01-02 05:37:31,2006-01-05 15:29:38,06500496,SN, SNR AND ISOLATED NS,GO,06,06,None,
500535,6235,HRC-S,NONE,50.00,49.93,47 Tuc,Rutledge,6.022,-72.081,archived,,HRC Timing,40.423432646481984,2018346.0,2006-01-04 04:04:57,2006-01-06 10:09:38,06500496,SN, SNR AND ISOLATED NS,GO,06,06,None,
500535,6236,HRC-S,NONE,50.00,51.70,47 Tuc,Rutledge,6.022,-72.081,archived,,HRC Timing,42.49694400873561,2197061.0,2006-01-05 11:29:07,2006-01-08 10:49:43,06500496,SN, SNR AND ISOLATED NS,GO,06,06,None,
500535,6237,HRC-S,NONE,50.00,49.96,47 Tuc,Rutledge,6.022,-72.081,archived,,HRC Timing,42.766846526692724,2136484.0,2005-12-24 14:07:36,2005-12-27 12:19:48,06500496,SN, SNR AND ISOLATED NS,GO,06,06,None,
500535,6238,HRC-S,NONE,50.00,48.20,47 Tuc,Rutledge,6.022,-72.081,archived,,HRC Timing,41.094406600575994,1980602.0,2005-12-25 21:12:00,2005-12-27 12:19:49,06500496,SN, SNR AND ISOLATED NS,GO,06,06,None,
500535,6239,HRC-S,NONE,50.00,49.88,47 Tuc,Rutledge,6.022,-72.081,archived,,HRC Timing,51.5143324161859,2569361.0,2006-01-06 22:08:49,2006-01-08 16:39:43,06500496,SN, SNR AND ISOLATED NS,GO,06,06,None,
500535,6240,HRC-S,NONE,50.00,49.07,47 Tuc,Rutledge,6.022,-72.081,archived,,HRC Timing,42.14192324580543,2067963.0,2006-01-08 02:19:31,2006-01-10 13:19:24,06500496,SN, SNR AND ISOLATED NS,GO,06,06,None,
702644,13919,ACIS-S,NONE,25.00,22.77,IRAS F00183-7111,Iwasawa,5.145,-70.924,archived,VFAINT,TE,8.69309106564894,197931.0,2013-02-13 02:34:54,2014-02-13 13:21:51,13700465,ACTIVE GALAXIES AND QUASARS,GO,13,13,None,
503195,22704,ACIS-S,NONE,37.00,34.11,DEM S5,Predehl,10.194,-73.618,observed,VFAINT,TE,11.586199084302672,395209.0,2021-01-04 10:53:41,,21500627,SN, SNR AND ISOLATED NS,GTO,21,21,None,
