angDist,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,name,ra,dec
0.185372,5.8780493427424,-72.3454628522136,0.005,0.004,90,4.68957302126477E+018,5.87804425944,0.1583,-72.34546325272,0.1264,-0.013,0.1569,-0.358,0.339,-0.093,0.261,0,1515.94,10.0116,17.736664,1321.89,23.2359,17.548399,2106.88,23.5678,16.452822,1.095577,,,0,,,,,,0.00717,0.019085,0.012145,2CXO J002330.7-722043,5.87816973463322,-72.3454265436232
0.941376,5.8930351937761,-72.1420401099557,0.003,0.002,90,4.68962582791247E+018,5.8931183479,0.0941,-72.14205507466,0.0702,0.3033,0.0896,5.923,0.225,-3.476,0.153,0,2521.66,3.02803,17.184149,1909.74,39.6036,17.14895,2204.58,34.3377,16.403605,0.745346,,,0,,,,,,0.001304,0.022516,0.016911,2CXO J002334.2-720832,5.89276171515212,-72.1422877905115
0.473167,5.9007265182346,-72.0677422682456,0.018,0.014,90,4.68963885024766E+018,5.90091581059,0.4715,-72.06777885069,0.4732,-3.2226,0.5086,13.536,1.149,-8.497,0.917,0,3250.14,26.3074,16.90861,4794.13,98.9311,16.149612,5304,100.029,15.450411,0.699202,,,0,5095.63,,,,,0.008788,0.022405,0.020476,2CXO J002336.2-720403,5.90109404893337,-72.0676754100641
0.148619,5.9042020225022,-72.0121072761939,0.006,0.005,90,4.68964215306244E+018,5.90475727958,0.406,-72.01208300064,0.1784,6.8125,0.4251,39.826,0.416,5.638,0.331,0,593.425,2.81379,18.75495,,,,,,,,,,0,,,,,,0.005148,,,2CXO J002337.0-720043,5.90431133470963,-72.0121310403221
0.103015,5.9142847428349,-72.1172518961585,0.015,0.011,90,4.68963768202172E+018,5.9144594331,0.9006,-72.11724246787,0.4114,-0.0196,0.9229,12.459,0.967,2.19,0.725,0,1155.54,7.79281,18.031408,1485.57,79.7776,17.421654,1973.79,125.37,16.523664,0.897989,,,0,,,,,,0.007322,0.058306,0.068963,2CXO J002339.4-720702,5.91423563896979,-72.1172762166
0.61939,5.915327464563,-72.027880507463,0.003,0.003,90,4.68964208006309E+018,5.91540599868,0.1104,-72.02789115703,0.106,-0.1172,0.1334,5.628,0.213,-2.473,0.194,0,1763.87,7.94077,17.5722,1781.78,73.115,17.22425,2070.16,47.2275,16.471909,0.752342,,,0,,,,,,0.004888,0.044553,0.024769,2CXO J002339.5-720140,5.91480482876057,-72.0279404826122
0.443511,5.9156573353898,-71.9797963642205,0.017,0.017,90,4.68964246229171E+018,5.91572144598,0.6082,-71.97980878708,0.5509,0.4271,0.5602,4.606,1.084,-2.885,1.076,0,305.22,1.61683,19.476833,,,,,,,,,,0,,,,,,0.005751,,,2CXO J002339.7-715846,5.91569696246819,-71.9796737782739
0.955178,5.9148905790927,-71.9795833966267,0.004,0.003,90,4.68964321391937E+018,5.9149550999,0.1457,-71.97959313228,0.1143,0.077,0.1479,4.636,0.264,-2.261,0.226,0,982.896,2.60571,18.207096,746.762,20.4601,18.168432,887.872,15.828,17.391043,0.77739,,,0,,,,,,0.002878,0.029748,0.019355,2CXO J002339.7-715846,5.91569696246819,-71.9796737782739
0.851458,5.9226189569605,-72.117985788695,0.02,0.013,90,4.68963768629707E+018,5.92247048926,0.7439,-72.11795905665,0.388,3.8244,0.6276,-10.588,1.31,6.209,0.867,1,2991.36,25.824,16.998693,3376.17,62.7744,16.530327,4125.75,76.1049,15.723162,0.807165,,,0,5095.63,,,,,0.009373,0.020187,0.020028,2CXO J002341.3-720703,5.92238355418783,-72.1177605886171
0.873167,5.9419573490611,-72.1206125328383,0.002,0.001,90,4.68963768629707E+018,5.94203842162,0.0584,-72.12062687255,0.0406,0.3108,0.0596,5.781,0.098,-3.331,0.083,0,5313.47,7.91982,16.37492,4846.05,115.394,16.137918,4826.41,57.7206,15.552859,0.585059,,,0,5163.2,,,,,0.001618,0.025854,0.012985,2CXO J002346.2-720714,5.94256900209172,-72.1207660432167
0.731698,5.9672577800444,-72.1233835466471,0.015,0.006,90,4.68962596535226E+018,5.96737855922,0.4706,-72.1233883644,0.1782,-0.7542,0.3457,8.611,0.941,-1.119,0.397,0,1599.29,6.74261,17.678545,,,,,,,,,,0,,,,,,0.004577,,,2CXO J002352.2-720723,5.96777632483952,-72.1232571626284
0.217889,5.9720668112437,-72.1957969529578,0.032,0.031,90,4.68962459095968E+018,5.97207635097,0.9514,-72.19579897594,0.8742,0.6727,1.0323,0.677,2.066,-0.47,2.019,0,101.106,2.03853,20.676418,,,,,,,,,,0,,,,,,0.021891,,,2CXO J002353.3-721144,5.97224787614152,-72.1957724963029
0.483541,5.9901359171225,-72.1314192263932,0.004,0.003,90,4.68962589663096E+018,5.99020869797,0.1149,-72.13142637013,0.0866,0.0708,0.1105,5.187,0.249,-1.659,0.17,0,3150.39,6.44411,16.942455,3249.76,79.5275,16.571758,4560.43,69.8574,15.614405,0.957354,,,0,5095.63,,,,,0.002221,0.02657,0.016631,2CXO J002357.5-720753,5.9898100984085,-72.1315089290702
0.56353,5.9971312346972,-71.9786807057402,0.006,0.005,90,4.68964387104913E+018,5.99720400629,0.1865,-71.97869038441,0.1617,0.1026,0.2078,5.229,0.401,-2.248,0.33,1,629.816,1.73756,18.69033,489.787,13.9136,18.626371,667.217,69.6258,17.701254,0.925118,,,0,,,,,,0.002995,0.030843,0.1133,2CXO J002359.2-715843,5.99689909723674,-71.9788197954651
0.969575,6.006565490425,-72.0794917121984,0.008,0.008,90,4.68963947300317E+018,6.00660217646,0.4389,-72.07951513469,0.264,-2.7383,0.419,2.622,0.546,-5.44,0.526,0,569411,1178.77,11.299802,240620,2635.72,11.89806,580942,2504.29,10.351587,1.546473,,,0,4443.43,,,,,0.002248,0.011893,0.00468,2CXO J002401.3-720445,6.0057786104428,-72.0793737551755
0.064698,6.0057517362886,-72.1139203923809,0.009,0.003,90,4.68962744708175E+018,6.00577740855,0.2104,-72.11393516918,0.0811,0.5679,0.1224,1.831,0.549,-3.432,0.174,0,91502.2,129.651,13.284786,48543.2,259.817,13.636067,80763.2,175.24,12.493886,1.142181,,,0,4987,,,,,0.001538,0.005811,0.002356,2CXO J002401.3-720650,6.00581022040234,-72.1139209791984
0.235297,6.0087431965426,-72.025904511873,0.01,0.008,90,4.6896405725154E+018,6.00870417146,0.2737,-72.02589822817,0.3031,-0.5893,0.3514,-2.797,0.654,1.459,0.534,0,1632.92,11.8199,17.655954,1963.49,76.219,17.118814,2042.93,50.7356,16.486288,0.632526,,,0,,,,,,0.007859,0.042146,0.026964,2CXO J002402.0-720133,6.00861150188462,-72.0259557019974
0.66423,6.0212941216614,-72.0817712992792,0.002,0.002,0,4.68963926684474E+018,6.02136425834,0.0722,-72.08178171515,0.0515,0.303,0.0769,5.012,0.105,-2.419,0.115,0,534922,800.61,11.367639,268340,6402.2,11.779674,591877,4934.31,10.331341,1.448333,,,0,4777,,,,,0.001625,0.025904,0.009051,2CXO J002404.9-720454,6.02076352881443,-72.0816853031033
0.968431,6.0212684937185,-72.0838268961367,0.011,0.008,90,4.68963926684476E+018,6.02139691179,0.3834,-72.08384231933,0.2508,1.7674,0.2816,9.175,0.703,-3.582,0.509,0,575909,1707.73,11.287481,369755,7688.01,11.431603,721700,2585.3,10.116028,1.315576,,,0,5143.45,,,,,0.00322,0.022575,0.003889,2CXO J002405.0-720502,6.02120458534461,-72.0840951855112
0.611079,6.0231720347324,-72.0844436430542,0.006,0.002,90,4.68963926684571E+018,6.0232482338,0.144,-72.08446684466,0.1461,0.3054,0.2182,5.444,0.375,-5.389,0.136,0,185590,756.47,12.51698,,,,,,,,,,0,,,,,,0.004425,,,2CXO J002405.6-720504,6.02368438357996,-72.0845066780803
0.411599,6.0248193500533,-72.0629430092872,0.011,0.005,90,4.68963954171475E+018,6.02485711964,0.2831,-72.06295441338,0.1618,0.7198,0.2131,2.702,0.683,-2.649,0.291,0,92053.9,300.461,13.278261,61010.1,1073.59,13.387884,108375,1153.96,12.174593,1.213291,,,0,5143.45,,,,,0.003544,0.019106,0.011561,2CXO J002406.0-720346,6.02509200697779,-72.0628654147544
0.209919,6.0322095073932,-72.0754234465556,0.003,0.002,90,4.68963947300313E+018,6.03228801797,0.0687,-72.07543413412,0.0527,0.2353,0.066,5.612,0.168,-2.482,0.118,0,770145,5146.98,10.971934,155580,5011.33,12.371505,1091190,26544.3,9.667164,2.704341,,,0,4031.06,,,,,0.007256,0.034972,0.026412,2CXO J002407.7-720431,6.03233807262996,-72.0753806151369
0.521176,6.0351377049913,-72.0766446067454,0.002,0.001,90,4.68963946869997E+018,6.0351970511,0.0456,-72.07665358331,0.0299,0.1197,0.0412,4.242,0.1,-2.085,0.068,0,355061,217.904,11.812607,201513,5447.35,12.090632,421351,8404.69,10.70031,1.390322,,,0,5025.33,,,,,0.000666,0.02935,0.021657,2CXO J002408.3-720435,6.03467542173269,-72.0766177872057
0.673833,6.0342945885634,-72.0755501994232,0.003,0.003,90,4.68963947300313E+018,6.03436700842,0.0689,-72.07555465744,0.0646,0.2115,0.0818,5.177,0.165,-1.035,0.164,0,837114,4858.58,10.881405,304917,12694.4,11.640934,995966,19456.4,9.766309,1.874625,,,0,4045.47,,,,,0.006302,0.045202,0.02121,2CXO J002408.3-720431,6.03472025786681,-72.0754165121844
0.355364,6.0571788392419,-72.0595801402863,0.01,0.007,90,4.68963957607435E+018,6.05743793366,0.531,-72.05959464104,0.2321,-2.0647,0.3808,18.536,0.653,-3.368,0.45,0,3699.81,78.6344,16.767918,,,,,,,,,,0,,,,,,0.023076,,,2CXO J002413.7-720334,6.05749890102277,-72.0595751889461
0.824077,6.0581228904161,-72.0504746466871,0.003,0.002,0,4.68963957179707E+018,6.05818972802,0.0519,-72.05048503618,0.0682,0.1288,0.0757,4.784,0.103,-2.413,0.165,0,12759.1,16.2165,15.423814,7473.87,119.532,15.667525,11450.3,64.9055,14.614877,1.052649,,,0,5095.63,,,,,0.00138,0.017365,0.006154,2CXO J002413.8-720302,6.05757603686425,-72.0506295600332
0.383044,6.0602291087322,-71.9803463566752,0.004,0.003,90,4.68964369925042E+018,6.06011082611,0.1128,-71.98038703979,0.0936,18.7891,0.1131,-8.498,0.238,-9.449,0.199,0,5308420,1869.21,8.875954,2657400,3130.76,9.290245,3730600,6338.2,8.332474,0.957771,37.24,0.44,4,5358.67,0.0295,0.0245,0.91,0.617,0.000382,0.001279,0.001845,2CXO J002414.4-715848,6.06000155040601,-71.9802665701067
0.287556,6.0603441955101,-72.1148726936609,0.001,0.001,0,4.68962740843159E+018,6.0604352512,0.0401,-72.11488358054,0.0402,0.2126,0.0494,6.495,0.078,-2.529,0.078,0,52238.7,34.3894,13.893386,27501.5,106.278,14.252997,41973.2,128.424,13.204489,1.048509,,,0,5153.16,,,,,0.000715,0.004196,0.003322,2CXO J002414.5-720653,6.06057851931098,-72.1149073580898
0.813157,6.064107826423,-72.1127881277867,0.003,0.002,90,4.68962741273206E+018,6.06419715961,0.1027,-72.11279462616,0.082,-0.7442,0.132,6.373,0.171,-1.509,0.155,0,42138.9,75.5679,14.126658,22781.3,109.3,14.457442,37487.3,160.644,13.327209,1.130234,,,0,4987,,,,,0.001947,0.005209,0.004653,2CXO J002415.4-720646,6.06426003030498,-72.1130091142806
0.163957,6.077947805414,-72.04043122832,0.003,0.003,90,4.68964033198831E+018,6.07915432639,0.0969,-72.04054762405,0.0793,4.2679,0.0995,86.406,0.199,-27.033,0.162,0,74820.3,85.6309,13.503317,31472.6,112.514,14.106556,68319.1,163.082,12.675565,1.430991,,,0,4521.48,0.4748,0.248,0.74,0.206,0.001243,0.003881,0.002592,2CXO J002418.7-720225,6.0779903119863,-72.0404748451038
0.664753,6.0856672641397,-72.2026840353355,0.002,0.002,90,4.68962304904559E+018,6.08639516767,0.0699,-72.20264699069,0.0503,4.9053,0.0687,51.674,0.139,8.604,0.103,0,5191.17,4.7081,16.400204,1219.52,11.3067,17.635912,6691.85,102.409,15.198055,2.437857,,,0,3585.82,0.1933,0.109,,,0.000985,0.010066,0.016616,2CXO J002420.4-721209,6.08506989800691,-72.2027115960643
0.279896,6.0966731659849,-72.1229461672186,0.01,0.006,90,4.6896272022892E+018,6.09679000088,0.3816,-72.12295616585,0.207,0.3968,0.3027,8.33,0.641,-2.322,0.358,0,1097.48,23.2094,18.08738,,,,,,,,,,0,,,,,,0.022961,,,2CXO J002423.2-720722,6.09689028348964,-72.1229862009939
0.927862,6.0981736646653,-72.1420895097202,0.01,0.006,90,4.68962637765639E+018,6.09827328149,0.4207,-72.14209980214,0.2066,0.12,0.3326,7.095,0.658,-2.39,0.391,0,805.953,3.02739,18.42259,,,,,,,,,,0,,,,,,0.004078,,,2CXO J002423.5-720830,6.09808022970094,-72.1418333677715
0.297282,6.1013663918657,-72.1290072145106,0.008,0.007,90,4.68962713785421E+018,6.10145407591,0.2416,-72.12901488114,0.1436,-0.4975,0.2352,6.25,0.485,-1.781,0.425,0,1792.63,5.33617,17.554636,,,,,,,,,,0,,,,,,0.003232,,,2CXO J002424.2-720744,6.10111295100688,-72.1290349684293
0.161442,6.1076433820756,-72.11764047794,0.003,0.003,90,4.68962720657362E+018,6.10771696569,0.1269,-72.11765221063,0.0988,0.7696,0.138,5.248,0.224,-2.725,0.214,0,11145.6,59.3474,15.570607,6639.68,123.29,15.796021,10816.7,149.057,14.676683,1.119337,,,0,5143.45,,,,,0.005781,0.020161,0.014962,2CXO J002425.8-720703,6.10775731198066,-72.1176685350779
0.682973,6.1269824684198,-72.0920622458485,0.015,0.013,0,4.68962758453067E+018,6.12712450299,0.3465,-72.09209423095,0.4,3.6138,0.4291,10.144,0.815,-7.429,0.99,0,4060.59,58.9316,16.666893,6925.61,137.931,15.750243,8758.05,353.371,14.905901,0.844342,,,0,5095.63,,,,,0.015757,0.021624,0.043807,2CXO J002430.5-720532,6.12718960865834,-72.0922409492134
0.232399,6.1324227999258,-72.158185669006,0.002,0.001,90,4.68962621013135E+018,6.13249118876,0.0606,-72.15819823364,0.0411,0.2363,0.0617,4.867,0.1,-2.918,0.084,0,5133.67,13.8373,16.412296,2726.33,30.3924,16.76244,4397.21,49.6378,15.653976,1.108463,,,0,5009.25,,,,,0.002927,0.012103,0.012256,2CXO J002431.8-720929,6.13262918526726,-72.158198661415
0.728451,6.1419806122757,-72.0591681199859,0.006,0.004,90,4.68963939999856E+018,6.14205016771,0.2023,-72.05917858948,0.2036,-0.002,0.2427,4.976,0.416,-2.432,0.287,0,2370.85,12.3057,17.251106,2744.88,93.4501,16.755081,3116,37.4485,16.027927,0.727154,,,0,,,,,,0.005635,0.036964,0.013049,2CXO J002434.1-720333,6.14242599231568,-72.0593168577402
0.328028,6.1453757360481,-72.0113614146159,0.009,0.006,90,4.68964053387028E+018,6.14543756995,0.2989,-72.01137197515,0.2066,0.3673,0.2634,4.435,0.589,-2.453,0.368,0,777.852,4.70396,18.461124,1040.55,25.3102,17.808228,1149.47,22.4092,17.11068,0.697548,,,0,,,,,,0.006566,0.026409,0.021167,2CXO J002434.9-720040,6.14550837837112,-72.0112800227105
0.964654,6.1482637234553,-72.2458744816656,0.001,0.001,90,4.68962191517373E+018,6.14839485098,0.0207,-72.24586948728,0.0164,1.5116,0.0208,9.287,0.042,1.16,0.034,0,468357,305.555,11.511922,238008,496.771,11.909907,327325,497.812,10.974473,0.935434,-22.15,1.83,6,5378.5,,,3.34,8.391,0.000708,0.002266,0.001651,2CXO J002435.3-721444,6.14740726793525,-72.2458145092722
0.375706,6.1548603274283,-72.0881248209677,0.009,0.005,0,4.68962758452145E+018,6.1548583601,0.1115,-72.08813864105,0.1495,-0.6111,0.1335,-0.141,0.328,-3.21,0.597,0,2432.12,9.52263,17.223406,,,,,,,,,,0,,,,,,0.004251,,,2CXO J002437.1-720516,6.15488571982621,-72.0880207507703
0.509591,6.1570756118837,-72.0234477287414,0.005,0.005,90,4.68964046943462E+018,6.1571545035,0.1425,-72.02345717111,0.1204,0.4813,0.1411,5.655,0.353,-2.193,0.3,0,1315.95,3.09899,17.890265,1031.91,30.1241,17.817282,1263.64,14.3692,17.00786,0.809422,,,0,,,,,,0.002557,0.031695,0.012346,2CXO J002437.8-720124,6.15751433680327,-72.0234890013195
0.770165,6.1614671151117,-72.0128273832482,0.02,0.017,90,4.68964053387031E+018,6.16157807312,0.472,-72.01284645097,0.3347,1.3255,0.45,7.958,1.305,-4.429,1.087,0,582.181,3.01505,18.775723,744.559,2.0891,18.17164,1346.72,214.349,16.93873,1.23291,,,0,,,,,,0.005623,0.003046,0.17281,2CXO J002438.8-720046,6.16206992437117,-72.0129328179769
0.236676,6.1771631477588,-71.9899217179984,0.001,0.001,90,4.68964074431241E+018,6.17723614599,0.0361,-71.98993047173,0.0321,0.108,0.0376,5.242,0.086,-2.033,0.067,0,8417.91,15.651,15.875356,4114.96,32.6615,16.315474,6547.87,48.0817,15.22167,1.093803,,,0,5007.11,,,,,0.002019,0.008618,0.007973,2CXO J002442.5-715923,6.1771981424742,-71.9898568710763
0.219525,6.1780789389722,-72.1057606599206,0.004,0.004,0,4.68962734401252E+018,6.17816960615,0.1366,-72.10577476255,0.1302,0.9184,0.1555,6.47,0.263,-3.275,0.284,0,2565.86,7.61908,17.165285,2694.55,145.779,16.775173,3789.93,32.3638,15.815343,0.95983,,,0,,,,,,0.003224,0.05874,0.009272,2CXO J002442.7-720620,6.1782487953858,-72.1057921976668
0.975516,6.196180479303,-72.2097433523776,0.006,0.005,90,4.68962283860131E+018,6.1961755095,0.1962,-72.20974601174,0.1529,0.0673,0.2004,-0.353,0.373,-0.618,0.297,1,689.027,4.77673,18.592775,785.469,234.084,18.113565,545.929,54.7637,17.919079,0.194487,,,0,,,,,,0.007527,0.323569,0.108913,2CXO J002446.8-721235,6.19529444180608,-72.2097552821398
0.5859,6.3248702545461,-72.0519212533639,0.003,0.002,90,4.68962803120718E+018,6.32537800487,0.0821,-72.05185015659,0.0713,6.9311,0.092,36.34,0.164,16.513,0.149,0,19019.3,20.9925,14.990379,6553.38,48.8842,15.810226,21412.4,55.5565,13.935256,1.87497,,,0,4100,,,,,0.001198,0.008099,0.002817,2CXO J002518.0-720306,6.32539835034913,-72.0519234376805
0.865968,6.3457702306276,-72.0541358115701,0.027,0.023,90,4.6896280612867E+018,6.34580247069,0.8016,-72.05414503279,0.6283,-0.2281,0.6505,2.307,1.721,-2.142,1.452,0,193.83,1.31777,19.969816,,,,,,,,,,0,,,,,,0.007381,,,2CXO J002523.1-720315,6.34646911377746,-72.0542430135441
0.604082,6.3465043618555,-72.0490790418251,0.011,0.008,90,4.68962806128657E+018,6.34656286864,0.4243,-72.04908432892,0.3219,0.0392,0.4299,4.188,0.732,-1.228,0.504,0,447.942,1.76954,19.060312,334.287,29.8607,19.041092,384.736,9.4402,18.299013,0.742079,,,0,,,,,,0.004289,0.096985,0.026641,2CXO J002523.1-720257,6.34653189027716,-72.0492466277482
0.089756,6.3721706042505,-72.0902923216261,0.045,0.028,90,4.68962703476403E+018,6.37223777528,1.1043,-72.09030615748,0.7166,0.3406,0.8252,4.798,2.928,-3.213,1.774,0,205.934,2.63135,19.904045,,,,,,,,,,0,,,,,,0.013873,,,2CXO J002529.3-720524,6.3722243489633,-72.0902736547004
0.934284,6.4088784250863,-72.2566505419148,0.033,0.024,90,4.68957507855968E+018,6.40891332397,0.8617,-72.25666054074,0.7271,0.468,0.8361,2.47,2.124,-2.322,1.553,0,109.045,1.16447,20.594349,81.09,5.31652,20.57897,110.194,12.507,19.656527,0.922443,,,0,,,,,,0.011594,0.071184,0.123231,2CXO J002537.9-721523,6.40817855730734,-72.2565026889705
0.857227,6.4588310492627,-72.039033475158,0.006,0.005,90,4.68963376498294E+018,6.45890080832,0.168,-72.03903992762,0.1462,-0.7316,0.1816,4.996,0.38,-1.499,0.293,0,1124.96,2.68348,18.06052,679.85,13.5157,18.270355,864.829,12.866,17.419594,0.850761,,,0,,,,,,0.00259,0.021585,0.016152,2CXO J002549.9-720220,6.45808702864741,-72.0389697500212
