index,class,livetime,significance,likelihood,gti_obs,var_inter_sigma,var_inter_prob,var_inter_index,var_max,var_min,var_mean,var_sigma,kp_prob,ks_prob,var_prob,var_index,flux_aper_hilim,flux_aper_lolim,flux_aper,photflux_aper_hilim,photflux_aper_lolim,photflux_aper,hard_hm,hard_hs,hard_ms,flux_powlaw,powlaw_gamma,powlaw_nh,powlaw_ampl,powlaw_stat,flux_bb,flux_bb_hilim,flux_bb_lolim,bb_kt,bb_nh,bb_ampl,bb_stat,flux_brems,brems_kt,brems_nh,brems_stat,hard_hm_hilim,hard_hm_lolim,hard_hs_hilim,hard_hs_lolim,hard_ms_hilim,hard_ms_lolim,flux_powlaw_hilim,flux_powlaw_lolim,powlaw_gamma_hilim,powlaw_gamma_lolim,powlaw_nh_hilim,powlaw_nh_lolim,powlaw_ampl_hilim,powlaw_ampl_lolim,bb_ampl_lolim,bb_ampl_hilim,flux_brems_lolim,flux_brems_hilim,brems_kt_hilim,brems_kt_lolim,brems_nh_hilim,brems_nh_lolim,bb_kt_hilim,bb_kt_lolim,bb_nh_hilim,bb_nh_lolim
3,PULSAR,153953.6,144.29,62909.28,2006-10-03T14:23:33,9.7122e-06,0.7828,5.0,0.03507334,0.03503854,0.03504902,1.03138e-05,0.3298,0.3982,0.1004,0.0,12.47381171789028,12.489133409266364,12.482257947383802,9.747000000000001e-05,9.1526e-05,9.454399999999998e-05,0.1949,0.3573,0.1749,12.1170772093974,1.96,53.6,0.0002839,0.878,12.15676722190199,12.150826366901173,12.163359458427227,0.8132,2.935e-05,0.000159,2.089,12.120158944013438,5.601,39.96,0.962,0.2067,0.183,0.3754,0.3404,0.1955,0.1555,12.1114274031424,12.122974384132752,2.0,1.921,56.3,51.0,0.000298,0.0002707,0.0001546,0.0001659,12.126505017743831,12.11429961987167,5.981,5.256,41.91,38.09,0.8221,0.8038,1.031,
4,PULSAR,39349.5,144.29,62909.28,2006-09-13T15:59:39,9.7122e-06,0.7828,5.0,0.043137499999999995,0.043015,0.043082499999999996,5.5785499999999996e-05,0.58175,0.6015,0.054,0.0,12.438996462942638,12.485261040491055,12.461514239841625,0.00010231199999999999,8.9656e-05,9.5994e-05,0.1899,0.341,0.1611,12.13864483980674,1.848,46.37,0.0002323,1.23,12.184887341810187,12.17134010346468,12.197705288602537,0.8316,7.996e-07,0.000138,1.936,12.140561464544943,6.893,34.84,1.272,0.2142,0.1655,0.3766,0.3054,0.2017,0.1218,12.126563136777962,12.149844077577908,1.929,1.771,51.48,41.63,0.0002557,0.0002116,0.0001346,0.0001478,12.15422003288811,12.129479049987236,8.075,5.977,38.54,31.36,0.8541,0.8142,0.7959,
5,PULSAR,64959.1,144.29,62909.28,2006-10-20T12:28:37,9.7122e-06,0.7828,5.0,0.043695,0.043637499999999996,0.043664999999999995,2.816975e-05,0.17175,0.4315,0.041499999999999995,0.0,12.308865440510584,12.394128477564589,12.349399159982895,9.8112e-05,8.9e-05,9.361599999999999e-05,0.1899,0.3735,0.1974,12.124533584133614,1.912,52.3,0.0002641,1.062,12.165388579277312,12.155771418698372,12.174314291978241,0.8241,1.159e-06,0.0001485,1.816,12.12644690648638,6.16,38.89,1.111,0.2092,0.1718,0.4016,0.3454,0.2292,0.1655,12.115261262230367,12.133594501621944,1.977,1.849,56.72,48.14,0.0002858,0.0002444,0.0001459,0.0001575,12.135370275454488,12.1170772093974,6.885,5.538,42.05,35.96,0.838,0.8099,1.06,
6,PULSAR,47700.4,144.29,62909.28,2006-10-07T11:42:03,9.7122e-06,0.7828,5.0,0.034320300000000005,0.034204439999999996,0.03423766,3.136e-05,0.5254000000000001,0.5648,0.1484,0.2,12.47002070771845,12.502480444197277,12.485962544212,9.932999999999999e-05,8.814e-05,9.3726e-05,0.2249,0.3748,0.1636,12.129479049987236,1.851,51.47,0.0002435,0.941,12.167171870460647,12.157265981051731,12.17947015147648,0.8476,1.693e-06,0.0001329,1.501,12.133240216504891,6.65,40.03,0.959,0.2467,0.203,0.4079,0.3429,0.2017,0.1255,12.119072134732916,12.139542204576529,1.924,1.781,56.57,46.71,0.0002664,0.0002232,0.0001306,0.0001438,12.145693958198919,12.122743866886413,7.647,5.855,43.82,36.49,0.8648,0.8293,2.017,
0,PULSAR,9936.3,9.99,634.4813,2012-12-14T05:44:19,,,,0.007411000000000001,0.0058152,0.00615775,0.00031638500000000003,0.744,0.661,0.3305,0.25,13.066373537504404,13.183941075673763,13.120058729367665,2.85535e-05,2.2138750000000002e-05,2.5405750000000003e-05,-0.4035,-0.8407,-0.6596,,,,,,,,,,,,,,,,,-0.2467,-0.5553,-0.7864,-0.8888,-0.5928,-0.7202,,,,,,,,,,,,,,,,,,,,
0,PULSAR,59224.3,18.02,1099.559,2009-10-08T07:13:01,,,,0.00469675,0.0035554999999999996,0.00369725,0.00020385500000000002,0.653,0.607,0.32225000000000004,0.5,13.414877813693185,13.483662979376387,13.447757771643298,1.3948e-05,1.205325e-05,1.3008249999999999e-05,-0.0537,-0.381,-0.3348,13.21140744407964,2.332,11.93,2.22e-05,1.26,13.427942010073696,13.38923340522673,13.49839307758117,0.3744,1.488e-06,0.0002113,3.501,13.224025668870631,3.036,5.585e-06,1.487,0.0156,-0.1243,-0.3217,-0.4403,-0.278,-0.3879,13.180587688790675,13.240181122625174,2.545,2.139,17.79,6.501,2.65e-05,1.87e-05,0.0001421,0.0003004,13.256098449514822,13.196611175016386,3.607,2.5,3.148,,0.4145,0.3428,1.004,
0,PULSAR,9920.7,3.0,41.15043,2010-05-12T23:10:44,,,,0.0013269,0.0007016,0.0008284333333333332,0.00012301333333333334,0.633,0.5963333333333334,0.4843333333333333,0.3333333333333333,14.04418000959742,14.456046748646827,14.201004265556119,4.227e-06,1.625025e-06,2.9260000000000004e-06,0.2848,-0.0037,-0.3073,,,,,,,,,,,,,,,,,0.594,-0.0593,0.3829,-0.3729,0.0993,-0.6452,,,,,,,,,,,,,,,,,,,,
0,PULSAR,9933.4,12.86,603.3304,2002-09-16T19:46:41,4.19955e-07,0.3745,1.5,0.0036525000000000004,0.003025,0.003181,0.00018015000000000001,0.10999999999999999,0.22349999999999998,0.2415,0.0,13.14063750525044,13.325102440039895,13.221819797615952,4.47382e-06,2.725472e-06,3.4962199999999994e-06,0.9094,0.9994,0.9994,,,,,,,,,,,,,,,,,0.9663,0.8301,1.0,0.9438,1.0,0.2804,,,,,,,,,,,,,,,,,,,,
1,PULSAR,89511.6,12.86,603.3304,2010-12-08T07:35:51,4.19955e-07,0.3745,1.5,0.0017381333333333334,0.0016597333333333332,0.0016871333333333333,2.6365666666666667e-05,0.8866666666666667,0.8533333333333334,0.25166666666666665,0.0,13.528980659366214,13.609191315705809,13.572767140884016,4.57374e-06,3.0266400000000002e-06,3.3134500000000004e-06,0.9044,0.9831,0.6896,13.278766629982723,0.034,197.4,1.912e-06,0.852,13.319120825573188,13.234480456902048,13.724688645458189,3.287,119.6,2.571e-07,0.954,13.286173575619475,100.0,439.8,1.473,0.9313,0.8751,0.9975,0.965,0.8988,0.4229,13.224098421108327,13.414764936634224,0.489,-0.404,293.4,117.0,3.977e-06,9.37e-07,9.941e-08,5.34e-07,13.331800515801339,13.24741382125959,,44.37,519.7,379.3,5.77,2.342,182.1,68.78
0,PULSAR,24735.6,4.19,63.20605,2012-12-13T00:06:11,,,,0.001607,0.000743,0.000798,0.0001137,0.462,0.315,0.6315,1.5,13.932541354843755,14.17387334433727,14.03494418619313,1.76532e-06,7.2148e-07,1.02602e-06,0.6783,0.8707,0.446,,,,,,,,,,,,,,,,,0.8226,0.4991,0.9725,0.7252,0.7876,0.0294,,,,,,,,,,,,,,,,,,,,
