obs_id,src_id,num_obs,src_n,name,ra,dec,livetime,significance,likelihood,class,photflux_aper_hilim_b,photflux_aper_hilim_m,photflux_aper_hilim_h,flux_aper_hilim_b,photflux_aper_hilim_s,hard_hm,hard_hs,hard_ms,flux_aper_hilim_s,flux_aper_hilim_m,flux_aper_hilim_h,var_inter_sigma_b,var_inter_prob_b,photflux_aper_hilim_u,var_inter_sigma_m,var_inter_prob_m,var_inter_prob_s,var_inter_sigma_s,photflux_aper_b,var_inter_sigma_h,var_inter_index_b,var_inter_prob_h,flux_aper_b,photflux_aper_lolim_b,flux_aper_lolim_b,photflux_aper_m,flux_aper_m,photflux_aper_h,photflux_aper_lolim_m,flux_aper_h,photflux_aper_lolim_h,photflux_aper_s,flux_aper_lolim_m,flux_aper_hilim_u,flux_aper_lolim_h,flux_aper_s,var_inter_index_h,photflux_aper_lolim_s,flux_aper_lolim_s,kp_prob_b,var_max_b,var_min_b,var_mean_b,var_sigma_b,ks_prob_b,var_prob_b,var_inter_index_s,var_inter_index_m,var_inter_sigma_u
CV_0_obs_0,CV_0,25,CSS120424:125906+242634, 2CXO J004247.1+411619,10.69654,41.27215,4103.7,52.93,16618.73,CV,5.6098290867893565,6.01221345450564,5.8988877023627095,14.101084635474065,5.635087407208986,0.6449208333333332,-0.6816208333333332,-0.8586458333333334,14.519086939990594,14.573312273234018,13.994401003536629,0.00047660000000000004,1.0,3.9247032673291735,1.9465130375000015e-05,0.15069916666666688,0.9890000000000004,2.5460000000000004e-05,5.857979352294097,2.3906404450000002e-05,6.0,0.9966766666666662,14.362340350728049,6.764901326792448,15.190020827061375,6.279477810485047,14.857504010800797,6.148406959832894,7.289967444170805,14.257524845670773,6.93087792462164,5.899651117955147,15.816790512364733,13.180831952473632,15.183340481679577,14.762793900828784,7.711250000000001,6.513491337002783,15.375854225996697,0.6001612499999998,0.007930544583333336,0.0022634505416666666,0.0029783377083333344,0.0012175049999999998,0.5154054166666667,0.5235683333333333,5.0,3.073750000000001,0.0005417707389999993
CV_1_obs_0,CV_1,12,W32, 2CXO J002405.6-720449,6.023632,-72.08036,31673.8,20.78,1834.511,CV,5.128379345529178,5.787547392184471,5.8344503947486785,13.85026528330792,5.4898004828143305,-0.15740833333333332,-0.4041333333333333,-0.3252083333333333,14.308729357519086,14.447176567289565,14.068663474458363,1.9679999999999996e-06,0.9920000000000003,5.073896195933691,1.141e-06,0.03600000000000001,0.9220000000000002,9.066999999999998e-07,5.23708354212944,5.397e-07,6.0,0.7039999999999998,13.963197372892147,5.423683295781733,14.13807256144346,5.944342839580366,14.608009775441898,6.021192462359477,6.278438656158818,14.247089987339253,6.425720209829894,5.61701515982494,14.931391492913768,14.2724424089101,14.627945383184388,14.440648126632814,5.0,5.86545565321186,14.666798622371493,0.636945,0.0040854958333333335,0.0017345866666666667,0.0024508008333333333,0.0006131601666666667,0.6148808333333334,0.5745158333333333,5.0,3.0,9.789e-07
CV_2_obs_0,CV_2,8,CXOGlb_J002405.2-720446, 2CXO J002405.2-720446,6.021793,-72.07968000000002,5544.8,9.72,548.7565,CV,5.538327219772732,6.3222390787923075,6.176848624575131,14.376060924125735,5.850785927952923,0.4581675,-0.5862555,-0.693113125,14.675041127506091,14.908952569193902,14.02656686276392,3.013e-07,0.019,5.553051172962573,1.8030000000000002e-07,0.629,0.024999999999999998,1.158e-06,5.701610938478699,1.6559999999999995e-07,3.0,0.375,14.5361818129917,6.073314346023152,14.907216258065326,6.523100019659648,15.116697067563408,6.398978153872105,7.130626647679329,14.25914139270605,7.099881552058047,6.043568183094918,15.769887398060384,14.69299421278137,15.1637106326007,14.863214791299583,3.0,6.496037314991266,15.265294951681422,0.67722875,0.0044171275,0.0017209291249999999,0.0021789987500000006,0.0005739818125,0.665955,0.5435350000000001,3.0,4.0,1.0810000000000001e-06
CV_3_obs_0,CV_3,13,Cl__NGC_104_MAM_M54898, 2CXO J002406.0-720456,6.025117,-72.08228000000003,65237.5,25.99,3275.906,CV,4.846220595761445,5.517661573449592,5.486728138039708,13.514014367705752,5.288179195465749,0.02603846153846154,-0.2741692307692307,-0.3109769230769231,14.065869464057771,14.132722290964182,13.690942660539266,6.2109999999999995e-06,1.0,5.160939717815652,1.3049999999999998e-06,1.0,0.9920000000000003,9.191999999999997e-07,4.9315702742003715,2.4250000000000005e-06,8.0,1.0,13.59961135669246,5.060884854377584,13.73247637409695,5.644828514593489,14.255217761361804,5.630166977322235,5.932596794026581,13.833729304696249,5.951239322763914,5.403209954857649,14.550017462333058,14.327630260174447,14.138016197958596,14.18070120225382,6.0,5.598730780747671,14.376189610227048,0.3534438461538461,0.004808347692307692,0.003408159230769231,0.003737083076923077,0.0003445393846153846,0.3817423076923077,0.22639692307692305,6.0,8.0,7.858000000000001e-07
CV_4_obs_0,CV_4,13,CXOGlb_J002404.9-720455, 2CXO J002404.9-720455,6.020589,-72.0821,31673.8,19.64,2291.21,CV,5.146250131135198,6.076984973139352,5.514179145521533,13.615629350357322,5.6606968469578005,0.6531538461538463,0.08662946153846149,-0.5526793846153848,14.519068598545285,14.70547951703018,13.743396911664869,5.706000000000002e-06,1.0,5.458106940320708,2.49e-07,0.6429999999999999,0.269,5.081000000000002e-07,5.267763678467469,5.031000000000001e-06,8.0,1.0,13.742669350008525,5.487055623069021,13.962112277357248,6.308926586161144,14.928880817664234,5.691963247714148,6.96572163119519,13.928972530789967,6.129217252264232,5.860095460081472,15.553548305073868,14.709207717731951,14.391584009074139,14.713508477147636,8.0,6.282978469706331,15.10848988222065,0.7465823076923077,0.005739539230769231,0.002949603923076923,0.003574432846153846,0.0006892798384615384,0.6068446153846154,0.5582869230769231,3.0,4.0,1.0980000000000001e-06
CV_5_obs_0,CV_5,16,W5, 2CXO J174804.4-244638,267.0184,-24.77734,36257.2,39.09,6002.773,CV,4.88739201017495,5.620888596597964,5.048885422578755,13.18781540566563,6.358022462562526,0.6043771250000001,0.9431724374999999,0.74532125,15.176116669026902,14.199922839917111,13.168651055911011,3.111000000000002e-06,0.9320000000000003,5.146900919941224,4.918e-07,0.14800000000000008,0.19899999999999995,1.5030000000000002e-07,4.94718597155968,1.9959999999999996e-06,5.0,0.8569999999999998,13.248384288143525,5.041306844760701,13.341485990397695,5.727745262962551,14.303737510824925,5.1109730066730314,5.93321162376157,13.233151942782019,5.1931720281225795,6.582339142275367,14.4770472225765,14.309881724750825,13.319768448272088,15.408306625640932,5.0,7.076055431663196,15.911439347241982,0.798715,0.009977924375,0.0034328600000000007,0.004623664374999999,0.0012770352500000002,0.7890862500000001,0.6530962499999999,3.0,3.0,5.1628624062500055e-06
CV_6_obs_0,CV_6,13,CXOGlb_J002407.9-720454, 2CXO J002407.9-720454,6.033178,-72.08191,68771.4,16.47,1195.218,CV,5.267870497168774,5.901583902572897,5.96788413977253,14.025944252558967,5.664912668578942,0.05564615384615383,-0.45742307692307693,-0.3904307692307692,14.457467653869212,14.515328123340838,14.22677899382411,1.2770000000000002e-06,0.303,5.53130974746403,2.2749999999999997e-07,0.25300000000000006,0.2810000000000001,3.0000000000000004e-07,5.395034432670894,3.542e-07,3.0,0.752,14.15248050917515,5.669914491151483,14.402990925924987,6.07730618694947,14.682182741916723,6.162884137185218,6.589018258032764,14.413050494406138,6.651785925090018,5.8320784440695705,15.157762360753619,14.713565762341611,14.898124046593884,14.625589280311798,5.0,6.262836377703469,15.028355827612025,0.7214384615384617,0.0035814707692307687,0.0014140186923076925,0.001849458461538461,0.00046919584615384604,0.6569138461538461,0.6015976923076922,3.0,3.0,7.811e-07
CV_7_obs_0,CV_7,13,RX_J0021.8-7221, 2CXO J002404.2-720457,6.017843,-72.08276,59044.6,120.12,89709.0,CV,3.7001098544340563,4.560815747604907,4.326439009484963,12.374347083922121,4.133040919333615,0.2673384615384615,-0.2262923076923077,-0.4663307692307692,12.95553422019909,13.180671504646824,12.819142446160672,8.549999999999999e-05,1.0,3.9358452070731387,7.417000000000002e-05,1.0,1.0,2.7989999999999998e-05,3.7225236442804164,3.092999999999999e-05,8.0,1.0,12.413304175495197,3.7476033154606085,12.468577414550378,4.60465809796318,13.230563095514055,4.367536007227866,4.657797165019648,12.906822409507855,4.416051422145653,4.164801789310008,13.287620997812537,13.134784800264374,13.067272322932261,12.999106197265569,8.0,4.201761825738221,13.042088409667658,0.8983076923076924,0.11656692307692307,0.04225,0.06364923076923078,0.016905869999999996,0.7957692307692307,0.5203846153846154,8.0,8.0,1.4939999999999998e-05
CV_8_obs_0,CV_8,13,Tuc_1, 2CXO J002404.2-720457,6.017843,-72.08276,59044.6,120.12,89709.0,CV,3.700109854434056,4.560815747604908,4.326439009484964,12.374347083922121,4.133040919333614,0.2673384615384616,-0.2262923076923077,-0.4663307692307692,12.955534220199088,13.180671504646822,12.81914244616067,8.549999999999999e-05,1.0,3.9358452070731387,7.417000000000002e-05,1.0,1.0,2.7989999999999998e-05,3.7225236442804155,3.092999999999999e-05,8.0,1.0,12.413304175495199,3.7476033154606094,12.468577414550376,4.60465809796318,13.230563095514054,4.367536007227866,4.657797165019648,12.906822409507852,4.416051422145653,4.164801789310009,13.287620997812535,13.134784800264372,13.067272322932261,12.999106197265569,8.0,4.201761825738221,13.042088409667656,0.8983076923076923,0.11656692307692305,0.04225,0.06364923076923076,0.01690587,0.7957692307692307,0.5203846153846154,8.0,8.0,1.4939999999999998e-05
CV_9_obs_0,CV_9,13,CXOGlb_J002405.6-720504, 2CXO J002405.6-720504,6.0236839999999985,-72.08451,5307.0,7.44,164.8993,CV,5.969938393655999,6.4285023627579925,6.423248391519558,14.46448275561827,6.1872436712015,0.18200769230769234,-0.4313692307692307,-0.6195230769230768,14.84882001232132,15.031500964790045,14.246119459794597,1.2170000000000002e-06,1.0,5.617262544124752,3.4259999999999996e-07,0.737,0.6950000000000002,4.4510000000000014e-07,6.130299247276513,3.6290000000000005e-07,7.0,0.37100000000000005,14.654562724823357,6.425068587934844,15.114246519882126,6.6534378676906,15.263668861475443,6.656288006232889,7.372416358157803,14.478753726552496,7.273903804852774,6.36795042191634,15.980831710545257,14.780300406582258,15.307832905472738,15.051465456900234,3.0,6.758613326661921,15.511007506993296,0.6795884615384615,0.006894294615384614,0.001434883615384615,0.002044672076923078,0.0011897134384615384,0.6935230769230769,0.628369230769231,5.0,5.0,6.229999999999999e-07
