index,class,livetime,significance,likelihood,gti_obs,var_inter_sigma,var_inter_prob,var_inter_index,var_max,var_min,var_mean,var_sigma,kp_prob,ks_prob,var_prob,var_index,flux_aper_hilim,flux_aper_lolim,flux_aper,photflux_aper_hilim,photflux_aper_lolim,photflux_aper,hard_hm,hard_hs,hard_ms,flux_powlaw,powlaw_gamma,powlaw_nh,powlaw_ampl,powlaw_stat,flux_bb,flux_bb_hilim,flux_bb_lolim,bb_kt,bb_nh,bb_ampl,bb_stat,flux_brems,brems_kt,brems_nh,brems_stat,hard_hm_hilim,hard_hm_lolim,hard_hs_hilim,hard_hs_lolim,hard_ms_hilim,hard_ms_lolim,flux_powlaw_hilim,flux_powlaw_lolim,powlaw_gamma_hilim,powlaw_gamma_lolim,powlaw_nh_hilim,powlaw_nh_lolim,powlaw_ampl_hilim,powlaw_ampl_lolim,bb_ampl_lolim,bb_ampl_hilim,flux_brems_lolim,flux_brems_hilim,brems_kt_hilim,brems_kt_lolim,brems_nh_hilim,brems_nh_lolim,bb_kt_hilim,bb_kt_lolim,bb_nh_hilim,bb_nh_lolim
0,CV,48584.4,8.01,334.719,2001-10-06T06:58:03,,,,0.00110665,0.0008452500000000001,0.0008634,3.5755e-05,0.42674999999999996,0.4875,0.32175,0.0,14.104700134613488,14.252835631754309,14.172488570473467,2.14866e-06,1.47603e-06,1.81824e-06,0.2399,0.3298,0.0962,,,,,,,,,,,,,,,,,0.3666,0.1056,0.4616,0.1893,0.2467,-0.0556,,,,,,,,,,,,,,,,,,,,
0,CV,48584.4,2.54,16.84744,2001-10-06T06:58:03,,,,0.0002888,0.0001458,0.0001828,3.977e-05,0.725,0.929,0.547,1.0,14.992397295464594,15.65666231720649,15.202815585685357,3.9468e-07,1.0142399999999998e-07,2.5154e-07,-0.0212,0.0712,0.0874,,,,,,,,,,,,,,,,,0.3716,-0.4528,0.4928,-0.3879,0.4878,-0.3042,,,,,,,,,,,,,,,,,,,,
0,CV,28100.4,64.73,24143.08,2002-05-13T19:39:31,4.7537200000000005e-06,0.8863999999999999,5.8,0.009586719999999998,0.00928358,0.0094173,0.00013754000000000001,0.6138,0.5966,0.2488,0.0,13.429543460625053,13.488244941879904,13.457518162435072,2.8560999999999993e-05,2.497628e-05,2.6792599999999998e-05,-0.7683,-0.9394,-0.6134,13.14092177525303,5.236,38.38,0.0001022,1.08,13.166725360709437,13.14837479684669,13.18889439298207,0.2161,1.847e-06,0.004048,1.152,13.15720360482442,0.4546,11.91,0.946,-0.6989,-0.8351,-0.92,-0.9575,-0.5803,-0.6452,13.122283199135023,13.16316971351112,5.631,4.885,44.73,32.59,0.0001252,8.445e-05,0.003887,0.005112,13.186685941054165,13.1331221856625,0.5124,0.402,15.96,8.223,0.2223,0.2073,1.505,
1,CV,26659.7,64.73,24143.08,2002-05-15T19:10:46,4.7537200000000005e-06,0.8863999999999999,5.8,0.010329739999999999,0.0094981,0.00960446,0.00015303939999999997,0.6654,0.5766,0.282,0.2,13.429844829331168,13.488964674763729,13.45775484943932,2.8888799999999994e-05,2.5194439999999997e-05,2.70526e-05,-0.7983,-0.9569,-0.6696,13.155026061853112,5.727,47.47,0.000135,1.678,13.168514160751343,13.14898639317633,13.190911868653654,0.2131,4.105e-05,0.004384,1.223,13.178945244953113,0.3836,17.89,1.261,-0.7227,-0.8688,-0.9388,-0.9725,-0.639,-0.7002,13.13341732293645,13.178355482457782,6.162,5.34,54.77,40.87,0.0001698,0.0001089,0.0042,0.006949,13.251967105869856,13.14733705565543,0.4315,0.3408,22.57,13.61,0.2197,0.1992,4.11,
2,CV,48343.2,64.73,24143.08,2000-07-31T15:50:38,4.7537200000000005e-06,0.8863999999999999,5.8,0.0052981799999999996,0.005093779999999999,0.005110680000000001,2.9734e-05,0.29100000000000004,0.3368,0.2596,0.2,13.392006999438468,13.456776548513565,13.42247143604848,2.810976e-05,2.318738e-05,2.572376e-05,-0.8095,-0.9544,-0.6396,13.171468993354898,6.319,53.09,0.000154,1.125,13.165579296318468,13.146362618041406,13.186018924363529,0.1998,1.152e-05,0.005918,0.931,13.53313237964589,0.354,16.68,0.913,-0.7514,-0.8663,-0.94,-0.9688,-0.609,-0.6702,13.149047600206508,13.200452692874386,6.849,5.851,62.21,44.9,0.0002026,0.0001195,0.005671,0.007977,15.045130628933522,13.186685941054165,0.3958,0.317,21.94,11.83,0.2059,0.1916,2.846,
3,CV,147712.0,64.73,24143.08,2007-07-16T06:46:56,4.7537200000000005e-06,0.8863999999999999,5.8,0.00767364,0.00758728,0.007626659999999999,3.6550999999999996e-05,0.8716000000000002,0.7213999999999999,0.23120000000000002,0.4,13.432526623039745,13.462510842264473,13.447013174863773,2.68125e-05,2.487624e-05,2.5845e-05,-0.8032,-0.9619,-0.6946,13.147886139150238,5.961,43.95,0.000116,1.426,13.164880409575451,13.154591860378206,13.1743791749965,0.1972,1.101e-06,0.006183,1.237,13.155647103689107,0.3688,13.5,1.104,-0.7689,-0.8376,-0.955,-0.9688,-0.6814,-0.7089,13.13876438136596,13.156642621562044,6.163,5.77,47.24,40.81,0.0001287,0.0001049,0.006061,0.006695,13.259716280318122,13.060331016477674,0.389,0.3499,15.59,11.45,0.2,0.1944,0.5319,
4,CV,88898.3,64.73,24143.08,2007-06-22T22:01:41,4.7537200000000005e-06,0.8863999999999999,5.8,0.008028579999999999,0.00788364,0.00789774,2.20312e-05,0.5664,0.5134000000000001,0.1468,0.0,13.373015855196758,13.409250092070305,13.390370912624535,3.229e-05,2.9515674999999998e-05,3.092635e-05,,-0.9731,,13.149047600206508,6.603,58.24,0.0001877,1.222,13.164055899906153,13.149476291121006,13.188357978546849,0.1964,3.744,0.007504,12.27,13.15113378850522,0.329,22.01,0.804,,,-0.965,-0.98,,,13.137212901764656,13.161025045044532,6.867,6.356,62.69,54.04,0.0002151,0.0001645,0.005666,0.01007,13.287097874952778,13.037867530701764,0.3495,0.3096,24.8,19.35,0.2042,0.1887,6.465,1.148
0,CV,4881.4,6.53,108.2767,2001-12-07T20:32:16,8.338666666666666e-05,1.0,7.666666666666667,,,,,,,,,13.290155318572083,14.156667538770343,13.534572531547425,8.132800000000001e-06,1.9436000000000003e-06,4.257e-06,0.9994,-0.0725,-0.9994,,,,,,,,,,,,,,,,,1.0,0.0806,0.3916,-0.7976,-0.2442,-1.0,,,,,,,,,,,,,,,,,,,,
1,CV,4900.4,6.53,108.2767,2002-02-06T23:06:22,8.338666666666666e-05,1.0,7.666666666666667,0.010594333333333332,0.009615,0.010106333333333333,0.0004801733333333333,0.39799999999999996,0.4096666666666667,0.302,0.6666666666666666,12.93064719544733,13.142751957929097,13.039243909098227,0.00010719714000000001,6.617e-05,8.6356e-05,0.9994,-0.9994,-0.9994,,,,,,,,,,,,,,,,,1.0,0.1593,-0.8763,-1.0,-0.955,-1.0,,,,,,,,,,,,,,,,,,,,
2,CV,4900.4,6.53,108.2767,2002-01-08T03:19:42,8.338666666666666e-05,1.0,7.666666666666667,0.019216666666666663,0.010018999999999998,0.011802,0.0018779333333333332,0.22466666666666668,0.23700000000000002,0.4633333333333334,0.6666666666666666,13.11749481504825,13.420673796244746,13.287346931761947,5.3873000000000004e-05,3.6954e-05,4.54158e-05,0.5846,-0.732,-0.8832,,,,,,,,,,,,,,,,,0.9051,0.0818,-0.5003,-0.9126,-0.7601,-0.9725,,,,,,,,,,,,,,,,,,,,
0,CV,19736.6,13.56,1320.958,2003-10-02T04:00:45,,,,0.007317799999999999,0.0048678,0.005211600000000001,0.00038798,0.4842000000000001,0.42060000000000003,0.3088,0.4,13.34858629017763,13.441411416891802,13.391217316470353,1.8876599999999998e-05,1.4809800000000002e-05,1.6865800000000004e-05,0.2349,0.0362,-0.2011,13.07727454200674,1.603,14.33,1.729e-05,1.142,13.201694717978024,13.153291854543994,13.265840486755533,0.682,9.825e-07,3.061e-05,2.71,13.087459117209363,10.22,10.09,1.144,0.3192,0.148,0.123,-0.0518,-0.1156,-0.2829,13.033389013318066,13.118558278058607,1.818,1.402,21.19,8.049,2.129e-05,1.403e-05,2.801e-05,4.041e-05,13.16500739626697,13.047159143324299,24.5,6.02,15.23,5.45,0.7449,0.6232,1.06,
0,CV,42210.6,154.56,138659.4,2000-07-10T00:03:42,5.099436e-05,0.8294,5.8,0.21004316000000003,0.00088862,0.14106606,0.05064297799999999,0.8644000000000001,0.8981999999999999,0.8150000000000001,6.4,11.475379920195897,11.48412033042581,11.479723536869768,0.000396906,0.0003883442,0.0003926368,0.9119,0.9944,0.8807,11.120158944013438,0.923,387.8,0.001126,1.19,11.130416292286576,11.125808195320928,11.135310965863148,1.764,256.2,0.0001606,1.39,11.134599881820698,100.0,453.7,1.311,0.9151,0.9088,0.995,0.9938,0.8976,0.8626,11.115487840809607,11.1253442674019,0.977,0.87,399.6,376.2,0.001226,0.001034,0.0001503,0.0001716,11.138883955838605,11.130357655348405,,95.48,460.1,447.4,1.805,1.724,263.5,249.2
1,CV,53035.1,154.56,138659.4,2000-08-17T01:06:05,5.099436e-05,0.8294,5.8,0.18895060000000002,0.0003914000000005467,0.1199605,0.046303397999999996,0.8792,0.9256,0.8198000000000001,7.0,11.513898065533251,11.522158055728298,11.518022615659596,0.0003449532,0.00033796744,0.0003414834,0.9432,0.9956,0.8457,11.152674169214576,0.883,481.6,0.001046,1.121,11.160899217292847,11.156269034887908,11.166024628720093,1.862,332.1,0.0001347,1.261,11.16710805524021,100.0,570.5,1.255,0.945,0.9413,0.9963,0.995,0.8688,0.8214,11.148191485771763,11.15776531365276,0.94,0.828,496.3,467.4,0.001147,0.000955,0.0001256,0.0001444,11.170889289844705,11.163106483623567,,95.57,578.4,562.8,1.908,1.817,341.3,323.1
0,CV,25237.8,198.4,49780.85,2005-06-05T14:16:15,0.00011684120000000002,0.46319999999999995,2.6,0.32027500000000003,0.289936,0.3078705,0.012985,0.903,0.8175,0.5415,3.5,10.148010694645848,10.212820171792822,10.179134138224123,0.003913399999999999,0.0036232,0.0037685999999999996,0.3073,0.1861,-0.1287,10.65462626944091,1.124,1.701,0.002472,1.117,10.750801642608888,10.747146969020108,10.754240644032723,0.8918,1.981e-07,0.002848,7.407,10.67100914455057,100.0,5.807,1.242,0.3142,0.3017,0.193,0.178,-0.1205,-0.138,10.651695136951838,10.65777477063921,1.141,1.108,2.558,0.859,0.002523,0.002423,0.002832,0.002867,10.67366413907125,10.668775218979267,,98.33,6.341,5.276,0.8978,0.8873,0.01307,
1,CV,11318.0,198.4,49780.85,2005-06-06T19:17:52,0.00011684120000000002,0.46319999999999995,2.6,0.747,0.6378666666666667,0.7124666666666667,0.03224059533333334,1.0,0.997,0.5593333333333333,2.3333333333333335,9.94344119823979,10.03699176967086,9.986268123173256,0.0041078,0.0036490000000000003,0.0038848,0.3011,0.1786,-0.1287,10.690582774221859,1.192,4.335,0.002499,1.129,10.781989957015636,10.777543663320753,10.787279845582157,0.8787,2.959e-07,0.0028,4.196,10.697885623043799,100.0,5.559,1.14,0.3104,0.2917,0.1905,0.1668,-0.1156,-0.1418,10.685922008220787,10.695078838099109,1.218,1.166,5.675,3.027,0.002578,0.002423,0.002776,0.002825,10.701802132890185,10.693360558975739,,92.22,6.355,4.781,0.8879,0.8715,0.03071,
0,CV,10416.7,4.0,40.28961,2001-07-16T05:46:12,,,,0.01042,0.01005,0.01016,0.0001518,0.745,0.916,0.114,0.0,12.540909210399414,12.772370350428991,12.64130390042619,1.947e-05,1.168e-05,1.557e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,CV,9829.1,5.41,205.8873,2003-02-18T01:03:07,8.725833333333332e-06,0.5165,3.5,0.0029616666666666667,0.0022413666666666666,0.0023440333333333333,0.00013892333333333335,0.4406666666666667,0.289,0.26966666666666667,0.0,14.030459222635246,14.287771330380465,14.144105466050085,5.0086e-06,2.9152799999999997e-06,3.8184e-06,-0.1362,-0.6209,-0.5134,,,,,,,,,,,,,,,,,0.153,-0.4316,-0.4354,-0.7776,-0.3504,-0.6577,,,,,,,,,,,,,,,,,,,,
1,CV,5112.0,5.41,205.8873,2008-11-01T06:16:34,8.725833333333332e-06,0.5165,3.5,0.015919000000000003,0.0050815,0.0065775,0.001898,0.627,0.44,0.706,1.5,13.335015048467646,13.809388202186396,13.523385717967496,2.8102000000000003e-05,7.6524e-06,1.1064399999999999e-05,0.02,0.1799,0.1549,,,,,,,,,,,,,,,,,0.2517,-0.2367,0.5141,-0.1418,0.4716,-0.1205,,,,,,,,,,,,,,,,,,,,
0,CV,5049.0,31.89,7292.731,2002-11-09T06:01:54,,,,0.10603599999999999,0.10568200000000001,0.10587200000000001,0.00016240400000000003,0.6130000000000001,0.5080000000000001,0.0586,0.0,12.146459963474982,12.191370468993949,12.167848888923292,0.0004021,0.00036181399999999996,0.00038205199999999997,-0.2249,-0.5547,-0.376,11.849857838151442,2.395,6.32,0.0004733,1.011,12.035976207159967,12.016463918397008,12.057099458859707,0.3674,1.724,0.005601,3.726,11.877129077135564,2.069,3.73e-06,1.07,-0.1768,-0.273,-0.5215,-0.5865,-0.3467,-0.4054,11.835349784065704,11.867420152340262,2.508,2.288,8.933,3.816,0.0005183,0.0004323,0.003964,0.01686,11.894489815230026,11.862013267276469,2.177,1.966,0.3872,,0.399,0.2774,3.786,
0,CV,49313.1,10.04,301.4733,2001-09-30T19:33:37,,,,0.00159895,0.0014992,0.0015518250000000002,4.5996500000000006e-05,0.59175,0.44775,0.22925,0.0,12.702395294009708,13.19914550849644,12.883288675185767,9.8524e-06,4.9832800000000005e-06,7.418199999999999e-06,-0.3448,-0.6408,-0.3748,,,,,,,,,,,,,,,,,-0.203,-0.4953,-0.5428,-0.7364,-0.2854,-0.4591,,,,,,,,,,,,,,,,,,,,
0,CV,1531.0,5.79,236.8926,2008-05-28T20:09:39,,,,0.03227,0.020615,0.026439999999999998,0.005829,0.7825,0.9165000000000001,0.6739999999999999,1.5,12.370000019141631,12.53312385688559,12.442294343196194,4.2265199999999996e-05,2.6022399999999997e-05,3.2205199999999994e-05,0.8957,0.9994,0.6483,,,,,,,,,,,,,,,,,0.95,0.8239,1.0,0.8926,1.0,0.0144,,,,,,,,,,,,,,,,,,,,
0,CV,5383.8,10.41,368.5965,2009-02-06T21:01:53,9.979376e-05,0.8798,6.4,0.004752500000000001,0.0037164999999999998,0.0038535,0.00019122,0.33825000000000005,0.3002500000000001,0.3115,0.5,13.615707531171942,13.854412066024896,13.718366765846412,1.24476e-05,6.4584799999999995e-06,9.529e-06,-0.1786,-0.3923,-0.2236,,,,,,,,,,,,,,,,,0.0518,-0.4091,-0.1868,-0.584,-0.0443,-0.3941,,,,,,,,,,,,,,,,,,,,
1,CV,2309.6,10.41,368.5965,2007-10-26T03:17:04,9.979376e-05,0.8798,6.4,0.0695025,0.03284,0.044817499999999996,0.008872025,0.7197500000000001,0.7515,0.4325,1.25,12.302341807028823,12.509126110596574,12.400641016262524,0.000132342,9.542599999999999e-05,0.00010916800000000001,0.2099,0.4197,0.2274,12.09919606518963,1.836,49.81,0.0002755,1.923,12.195724232870907,12.13306318226836,12.290984583027882,0.7032,9.787,0.0003009,1.625,12.142124974476438,4.632,45.45,1.851,0.3054,0.1068,0.5215,0.3104,0.3417,0.1143,12.030025269878285,12.19010375339756,2.335,1.458,82.44,30.2,0.0004976,0.0001784,0.0001869,0.0005099,12.32762502125392,12.07088774334534,12.77,2.566,70.68,28.23,0.7965,0.6203,25.93,
0,CV,1721.9,13.07,913.2595,2008-01-05T06:52:35,1.190225e-05,0.8402499999999999,5.25,0.0345165,0.0310405,0.032026250000000006,0.0010738499999999999,0.5235,0.59475,0.38949999999999996,0.5,12.133194475746636,12.235372055226108,12.18059427105459,8.429000000000001e-05,6.326739999999999e-05,7.241320000000001e-05,0.8445,0.8857,0.1424,,,,,,,,,,,,,,,,,0.8913,0.7939,0.93,0.8326,0.3966,-0.1143,,,,,,,,,,,,,,,,,,,,
1,CV,5352.2,13.07,913.2595,2009-01-02T03:11:41,1.190225e-05,0.8402499999999999,5.25,0.027016,0.02246575,0.023344249999999997,0.0008659,0.54325,0.46325,0.26175,0.25,12.258397394773151,12.334414319002166,12.294221787171402,9.5512e-05,7.0212e-05,7.7704e-05,0.6646,0.7445,0.1499,12.107460195341364,0.169,15.25,2.768e-05,1.641,12.140621495574399,12.09615066190332,12.209152096034568,1.831,1.884e-05,1.17e-05,1.721,12.150826366901173,100.0,140.2,2.361,0.7152,0.609,0.8064,0.679,0.3092,-0.0006,12.066462098028296,12.153106456683375,0.472,-0.081,47.13,,4.335e-05,1.931e-05,8.704e-06,1.547e-05,12.194771085796575,12.109634878551876,,43.57,166.4,117.1,2.089,1.631,8.555,
0,CV,65237.5,2.81,39.44237,2002-09-29T17:14:19,2.94e-07,0.2105,1.5,,,,,,,,,15.603975103391408,inf,inf,7.925e-08,0.0,0.0,0.9994,0.9994,-0.9994,,,,,,,,,,,,,,,,,1.0,0.1718,1.0,0.1018,1.0,-1.0,,,,,,,,,,,,,,,,,,,,
1,CV,59044.6,2.81,39.44237,2002-09-30T13:49:27,2.94e-07,0.2105,1.5,0.0002349,0.000131,0.0001337,8.74e-06,0.767,0.835,0.546,1.0,14.959476773554403,15.4907000076479,15.152612448972604,2.43618e-07,5.9546e-08,1.28474e-07,0.9994,0.3273,-0.9994,,,,,,,,,,,,,,,,,1.0,0.4666,0.6715,-0.0731,-0.213,-1.0,,,,,,,,,,,,,,,,,,,,
2,CV,65240.7,2.81,39.44237,2002-10-02T19:14:18,2.94e-07,0.2105,1.5,,,,,,,,,15.965772739229449,inf,inf,7.9766e-08,0.0,0.0,0.9994,-0.9994,-0.9994,,,,,,,,,,,,,,,,,1.0,-0.1868,0.1131,-1.0,-0.0931,-1.0,,,,,,,,,,,,,,,,,,,,
3,CV,68771.4,2.81,39.44237,2002-10-11T01:59:30,2.94e-07,0.2105,1.5,,,,,,,,,15.559038470077475,16.393260453853088,15.800702023001302,1.82526e-07,4.2064000000000005e-08,9.275400000000001e-08,-0.9994,-0.9994,-0.4772,,,,,,,,,,,,,,,,,-0.1418,-1.0,-0.5365,-1.0,-0.1031,-0.7851,,,,,,,,,,,,,,,,,,,,
4,CV,5307.0,2.81,39.44237,2002-09-30T11:50:19,2.94e-07,0.2105,1.5,,,,,,,,,,,,8.2172e-07,0.0,0.0,0.9994,0.9994,-0.9981,,,,,,,,,,,,,,,,,1.0,-0.1555,1.0,-0.2292,1.0,-1.0,,,,,,,,,,,,,,,,,,,,
5,CV,1928.3,2.81,39.44237,2002-10-01T08:25:29,2.94e-07,0.2105,1.5,,,,,,,,,,,,2.2383999999999996e-06,0.0,0.0,0.9994,0.9994,-0.9994,,,,,,,,,,,,,,,,,1.0,-0.1505,1.0,-0.228,0.3104,-1.0,,,,,,,,,,,,,,,,,,,,
6,CV,5544.8,2.81,39.44237,2002-10-03T13:50:18,2.94e-07,0.2105,1.5,,,,,,,,,14.216704000647153,inf,inf,9.165400000000001e-07,0.0,0.0,0.9994,0.9994,-0.9994,,,,,,,,,,,,,,,,,1.0,0.0756,1.0,-0.0069,1.0,-1.0,,,,,,,,,,,,,,,,,,,,
