index,class,src_id,src_name,livetime,significance,likelihood,gti_obs,var_inter_sigma,var_inter_prob,var_inter_index,var_max,var_min,var_mean,var_sigma,kp_prob,ks_prob,var_prob,var_index,flux_aper_hilim,flux_aper_lolim,flux_aper,photflux_aper_hilim,photflux_aper_lolim,photflux_aper,photflux_aper_b,photflux_aper_h,photflux_aper_m,photflux_aper_u,photflux_aper_s,photflux_aper_lolim_b,photflux_aper_lolim_h,photflux_aper_lolim_m,photflux_aper_lolim_u,photflux_aper_lolim_s,photflux_aper_hilim_b,photflux_aper_hilim_h,photflux_aper_hilim_m,photflux_aper_hilim_u,photflux_aper_hilim_s,flux_aper_b,flux_aper_h,flux_aper_m,flux_aper_u,flux_aper_s,flux_aper_lolim_b,flux_aper_lolim_h,flux_aper_lolim_m,flux_aper_lolim_u,flux_aper_lolim_s,flux_aper_hilim_b,flux_aper_hilim_h,flux_aper_hilim_m,flux_aper_hilim_u,flux_aper_hilim_s,hard_hm,hard_hs,hard_ms,flux_powlaw,powlaw_gamma,powlaw_nh,powlaw_ampl,powlaw_stat,flux_bb,flux_bb_hilim,flux_bb_lolim,bb_kt,bb_nh,bb_ampl,bb_stat,flux_brems,brems_kt,brems_nh,brems_stat,hard_hm_hilim,hard_hm_lolim,hard_hs_hilim,hard_hs_lolim,hard_ms_hilim,hard_ms_lolim,flux_powlaw_hilim,flux_powlaw_lolim,powlaw_gamma_hilim,powlaw_gamma_lolim,powlaw_nh_hilim,powlaw_nh_lolim,powlaw_ampl_hilim,powlaw_ampl_lolim,bb_ampl_lolim,bb_ampl_hilim,flux_brems_lolim,flux_brems_hilim,brems_kt_hilim,brems_kt_lolim,brems_nh_hilim,brems_nh_lolim,bb_kt_hilim,bb_kt_lolim,bb_nh_hilim,bb_nh_lolim
5,NS,NS0021,GRS 1741.9-2853     ,4886.9,376.06,845588.8,2007-04-06T15:42:18,0.00867674,1.0,8.0,0.062093666666666665,0.06176366666666666,0.06182466666666667,8.086e-05,0.2856666666666667,0.144,0.19633333333333333,0.0,11.955067592311694,12.005423931888819,11.979957427395052,0.0001471478,0.00012214074000000002,0.00012986199999999998,0.0003753,0.0002688,3.282e-06,0.0,1.928e-06,0.0003546,0.0002538,1.841e-06,0.0,4.627e-07,0.0003948,0.0002829,4.643e-06,5.008e-05,3.316e-06,2.602e-12,2.618e-12,1.226e-14,0.0,3.896e-15,2.458e-12,2.472e-12,7.008e-15,0.0,9.35e-16,2.737e-12,2.756e-12,1.723e-14,2.808e-14,6.701e-15,0.9756,0.9856,0.2011,11.64685345378602,0.688,585.4,0.0002868,0.385,11.64839692758087,11.608183076386752,11.789949150124864,2.198,415.3,3.191e-05,0.413,11.626352527790782,100.0,769.6,0.483,0.985,0.965,0.995,0.975,0.5528,-0.1468,11.60467360693065,11.762205006726077,1.068,0.333,720.1,472.9,0.0005485,0.0001563,1.963e-05,5.105e-05,11.67019547783593,11.600845666041783,,40.02,847.1,702.8,2.674,1.864,504.3,341.2
6,NS,NS0021,GRS 1741.9-2853     ,5096.2,376.06,845588.8,2007-04-18T17:22:56,0.00867674,1.0,8.0,,,,,,,,,14.071348153346305,inf,inf,8.97966e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.103e-06,6.694e-07,5.872e-07,4.166e-05,8.787e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.627e-15,5.704e-15,1.505e-15,2.705e-14,1.539e-15,0.9994,-0.9994,-0.9994,,,,,,,,,,,,,,,,,1.0,-0.3117,0.2217,-1.0,0.1655,-1.0,,,,,,,,,,,,,,,,,,,,
7,NS,NS0021,GRS 1741.9-2853     ,5112.0,376.06,845588.8,2007-04-30T21:31:57,0.00867674,1.0,8.0,,,,,,,,,14.072968580488126,inf,inf,9.066340000000001e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.064e-06,7.772e-07,5.877e-07,4.203e-05,8.728e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.395e-15,5.604e-15,1.506e-15,2.729e-14,1.472e-15,0.9994,-0.9994,-0.9994,,,,,,,,,,,,,,,,,1.0,-0.228,0.3029,-1.0,0.168,-1.0,,,,,,,,,,,,,,,,,,,,
8,NS,NS0021,GRS 1741.9-2853     ,5045.7,376.06,845588.8,2007-05-16T23:37:31,0.00867674,1.0,8.0,,,,,,,,,14.04958646063062,16.411168274405792,15.110026361596004,1.0807519999999999e-05,1.0212e-08,3.5270000000000003e-07,1.021e-06,7.425e-07,0.0,0.0,0.0,5.106e-08,0.0,0.0,0.0,0.0,1.991e-06,1.441e-06,5.953e-07,4.912e-05,8.903e-07,3.881e-15,0.0,0.0,0.0,0.0,1.94e-16,0.0,0.0,0.0,0.0,7.567e-15,6.403e-15,1.526e-15,2.755e-14,1.559e-15,0.9994,0.9994,-0.9994,,,,,,,,,,,,,,,,,1.0,0.1818,1.0,-0.0306,0.1668,-1.0,,,,,,,,,,,,,,,,,,,,
9,NS,NS0021,GRS 1741.9-2853     ,35796.9,376.06,845588.8,2000-10-26T22:18:33,0.00867674,1.0,8.0,2.4901875999999996,2.3657574000000006,2.4293685999999997,0.047453754,0.5962,0.6072,0.4305999999999999,3.2,10.117435734170472,10.127364227814262,10.122365853020975,0.008722466,0.008633896,0.008677180000000001,0.0243,0.0175,0.0001299,0.001408,4.8e-05,0.02424,0.01745,0.0001264,0.001308,4.508e-05,0.02437,0.01755,0.0001334,0.001508,5.093e-05,1.636e-10,1.65e-10,3.709e-13,4.815e-11,1.073e-13,1.632e-10,1.645e-10,3.609e-13,4.475e-11,1.006e-13,1.641e-10,1.654e-10,3.809e-13,5.154e-11,1.14e-13,,,0.4597,9.789146634685107,1.6,1047.0,0.1031,1.461,9.794524963259109,9.79317412396815,9.7956086680807,1.586,728.6,0.006439,2.237,9.789681480173767,20.47,1007.0,1.489,,,,,0.4866,0.4354,9.788078915691491,9.790484985457368,1.623,1.576,1057.0,1038.0,0.1074,0.09892,0.006279,0.006603,9.791021482723746,9.788345599446817,22.06,19.07,1014.0,998.8,1.597,1.575,734.8,722.5
10,NS,NS0021,GRS 1741.9-2853     ,13506.7,376.06,845588.8,2001-07-14T02:05:23,0.00867674,1.0,8.0,,,,,,,,,13.555730304031608,15.177047759452519,14.081759909778585,6.77542e-06,0.0,4.217e-07,0.0,1.252e-06,0.0,0.0,8.565e-07,0.0,0.0,0.0,0.0,0.0,2.602e-06,2.682e-06,3.201e-07,2.656e-05,1.713e-06,1.89e-14,2.252e-14,0.0,0.0,0.0,7.27e-16,2.599e-15,0.0,0.0,0.0,3.708e-14,4.158e-14,1.098e-15,5.726e-14,2.054e-15,0.9994,0.371,-0.9994,,,,,,,,,,,,,,,,,1.0,0.6727,0.7701,-0.1693,-0.5303,-1.0,,,,,,,,,,,,,,,,,,,,
11,NS,NS0021,GRS 1741.9-2853     ,49521.0,376.06,845588.8,2004-07-05T22:47:16,0.00867674,1.0,8.0,,,,,,,,,13.490206271674381,inf,15.981465929571817,1.1505860000000002e-05,0.0,5.392e-06,0.0,0.0,0.0,2.696e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.543e-07,6.547e-07,2.728e-07,5.526e-05,3.875e-07,0.0,0.0,5.218e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.494e-15,2.747e-15,1.098e-15,1.538e-13,1.581e-15,0.9994,0.9994,-0.9994,,,,,,,,,,,,,,,,,1.0,0.0743,1.0,-0.0806,0.1905,-1.0,,,,,,,,,,,,,,,,,,,,
12,NS,NS0021,GRS 1741.9-2853     ,49527.1,376.06,845588.8,2004-07-06T22:43:47,0.00867674,1.0,8.0,,,,,,,,,12.808826418946273,inf,inf,1.5818920000000003e-05,2.036e-06,8.76142e-06,0.0,0.0,1.771e-07,4.363e-05,0.0,0.0,0.0,0.0,1.018e-05,0.0,7.818e-07,4.391e-07,3.807e-07,7.707e-05,4.23e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.083e-15,2.278e-15,6.914e-16,7.706e-13,8.514e-16,0.2836,0.1549,-0.2274,,,,,,,,,,,,,,,,,0.7139,-0.4953,0.8838,-0.4441,0.5265,-0.6502,,,,,,,,,,,,,,,,,,,,
13,NS,NS0021,GRS 1741.9-2853     ,5106.3,376.06,845588.8,2004-08-28T12:19:59,0.00867674,1.0,8.0,,,,,,,,,13.188205221675052,13.636232378809428,13.368251925603431,4.852916000000001e-05,2.2242000000000002e-06,4.631399999999999e-06,1.203e-05,9.326e-06,0.0,0.0,1.801e-06,6.014e-06,5.107e-06,0.0,0.0,0.0,1.804e-05,1.332e-05,7.718e-07,0.0002068,3.714e-06,1.038e-13,9.583e-14,0.0,0.0,1.452e-14,6.136e-14,5.349e-14,0.0,0.0,6.914e-16,1.463e-13,1.359e-13,1.664e-15,1.195e-14,2.835e-14,0.9994,0.6471,-0.9994,,,,,,,,,,,,,,,,,1.0,0.8376,0.8938,0.3292,-0.4928,-1.0,,,,,,,,,,,,,,,,,,,,
14,NS,NS0021,GRS 1741.9-2853     ,48532.8,376.06,845588.8,2005-07-24T20:13:41,0.00867674,1.0,8.0,0.5267734,0.5266774000000001,0.5267052,7.206799999999999e-05,0.5758,0.6118,0.07020000000000001,0.0,10.622276487516887,10.664351853805453,10.64219469874316,0.002097426,0.0020406960000000003,0.0020696299999999994,0.005593,0.003984,2.963e-05,0.0007286,1.292e-05,0.005567,0.003966,2.821e-05,0.0006308,1.147e-05,0.005618,0.004003,3.106e-05,0.0008207,1.437e-05,4.107e-11,4.14e-11,9.118e-14,3.137e-11,3.482e-14,4.088e-11,4.121e-11,8.683e-14,2.609e-11,3.06e-14,4.125e-11,4.159e-11,9.553e-14,3.634e-11,3.905e-14,0.9856,0.9931,0.391,10.388701637703571,1.457,1007.0,0.02022,1.184,10.393296258666325,10.391153177673589,10.395557933739276,1.658,711.2,0.00139,1.365,10.38923340522673,33.94,982.2,1.184,0.9863,0.985,0.9938,0.9925,0.4416,0.3417,10.386581054965427,10.391153177673589,1.496,1.418,1024.0,991.4,0.02166,0.0189,0.001332,0.001451,10.39190205367472,10.386898483033088,41.23,28.68,995.3,969.4,1.679,1.637,721.6,701.0
15,NS,NS0021,GRS 1741.9-2853     ,44589.1,376.06,845588.8,2005-07-27T19:32:01,0.00867674,1.0,8.0,0.321211,0.2117098,0.2517778,0.03414596,0.9501999999999999,0.9448000000000001,0.885,6.0,10.927987797475812,10.980865174509326,10.95366117860044,0.0009961252000000001,0.0009520843999999999,0.0009747008,0.002644,0.001883,1.518e-05,0.000325,6.324e-06,0.002625,0.00187,1.408e-05,0.0002462,5.142e-06,0.002662,0.001896,1.629e-05,0.0003989,7.436e-06,1.898e-11,1.914e-11,4.798e-14,1.744e-11,2.199e-14,1.885e-11,1.9e-11,4.454e-14,1.434e-11,1.769e-14,1.912e-11,1.927e-11,5.141e-14,2.055e-11,2.628e-14,0.9844,0.9931,0.406,10.730253626869233,1.736,1034.0,0.01463,0.912,10.735182176990463,10.731890270191522,10.738975166007602,1.509,706.2,0.0008666,1.018,10.73471037413917,13.58,984.3,0.914,0.985,0.9838,0.9938,0.9925,0.4878,0.3292,10.726767165956954,10.734946211495986,1.798,1.676,1060.0,1009.0,0.0163,0.01315,0.0008123,0.0009243,10.73969005420508,10.730253626869233,16.28,12.22,999.6,963.3,1.536,1.483,722.1,690.8
16,NS,NS0021,GRS 1741.9-2853     ,45326.4,376.06,845588.8,2005-07-29T20:08:00,0.00867674,1.0,8.0,0.28372774999999995,0.19619825000000002,0.23643775000000003,0.030719774999999998,0.8005,0.76125,0.6095,5.0,11.227581174762895,11.247036516738202,11.243432654152237,0.0007578329999999999,0.0007179318000000002,0.0007384078,0.001993,0.00142,1.106e-05,0.0002636,4.379e-06,0.001977,0.001409,1.012e-05,0.0001902,3.339e-06,0.002008,0.001431,1.2e-05,0.0003328,5.365e-06,1.419e-11,1.431e-11,3.467e-14,0.0,1.081e-14,1.407e-11,1.42e-11,3.178e-14,0.0,7.804e-15,1.43e-11,1.442e-11,3.756e-14,8.354e-13,1.366e-14,0.9844,0.9944,0.4235,10.854182285508172,1.855,1109.0,0.01384,1.007,10.858236769724211,10.854182285508172,10.862645888629267,1.464,756.6,0.000746,0.981,10.854803593885817,10.39,1051.0,0.992,0.9863,0.9838,0.995,0.9925,0.5228,0.3279,10.850165303284214,10.860120913598763,1.928,1.783,1140.0,1078.0,0.01572,0.01221,0.0006924,0.0008044,10.86043573382415,10.85078088734462,11.83,9.22,1075.0,1028.0,1.493,1.436,776.3,737.4
17,NS,NS0021,GRS 1741.9-2853     ,45360.1,376.06,845588.8,2005-07-30T20:09:08,0.00867674,1.0,8.0,0.18264699999999998,0.1092965,0.14522025,0.025705924999999998,0.7235,0.76675,0.5922499999999999,5.0,11.462487410964604,11.47559813927455,11.470988998674272,0.000455191,0.00042440359999999994,0.0004401922,0.001212,0.0008637,5.894e-06,0.0001167,2.667e-06,0.001199,0.0008548,5.156e-06,6.125e-05,1.812e-06,0.001224,0.0008726,6.632e-06,0.0001692,3.523e-06,8.406e-12,8.47e-12,1.975e-14,0.0,7.92e-15,8.32e-12,8.383e-12,1.74e-14,0.0,4.821e-15,8.492e-12,8.557e-12,2.211e-14,1.557e-13,1.102e-14,0.9869,0.9944,0.3585,11.089322245257295,2.182,1160.0,0.01394,0.971,11.093449480898549,11.08815020350058,11.099578246542263,1.328,777.1,0.0006304,0.989,11.089268901956618,6.65,1065.0,0.962,0.9875,0.985,0.9963,0.9925,0.5141,0.2217,11.083282922401187,11.098868748644628,2.277,2.089,1200.0,1121.0,0.01646,0.01186,0.0005739,0.000694,11.096584414230914,11.084389137338533,7.427,6.035,1095.0,1036.0,1.359,1.298,802.1,753.1
18,NS,NS0021,GRS 1741.9-2853     ,17852.2,376.06,845588.8,2005-08-01T20:16:38,0.00867674,1.0,8.0,0.054705000000000004,0.047905,0.051305,0.003399,0.999,0.9984999999999999,0.7075,2.0,12.124657173451984,12.255532864499292,12.235564863158004,0.0001150058,6.882439999999999e-05,9.18042e-05,0.0001945,0.0001386,1.321e-06,0.0001246,0.0,0.000186,0.0001326,6.12e-07,2.491e-05,0.0,0.0002029,0.0001446,1.997e-06,0.0002242,1.332e-06,1.445e-12,1.451e-12,3.974e-15,0.0,6.759e-15,1.384e-12,1.389e-12,1.987e-15,0.0,1.126e-15,1.506e-12,1.513e-12,5.962e-15,7.153e-13,1.217e-14,0.9806,0.9994,0.1699,11.91080163319485,1.067,792.7,0.0003231,0.997,11.90031935889075,11.867420152340262,11.993106292052099,1.888,547.2,2.852e-05,0.98,11.872247484167026,54.32,898.0,1.007,0.99,0.9713,1.0,0.9813,0.8114,-0.1843,11.869666231504993,12.031283622533214,1.481,0.702,977.7,643.7,0.0006724,0.0001699,1.863e-05,4.425e-05,11.909389292171593,11.837137006678073,,19.96,973.5,800.6,2.187,1.651,659.7,455.5
19,NS,NS0021,GRS 1741.9-2853     ,29759.7,376.06,845588.8,2006-07-17T04:15:24,0.00867674,1.0,8.0,,,,,,,,,14.089367592214966,inf,14.668016272292437,2.5549599999999997e-05,1.072e-06,1.2862e-05,0.0,0.0,0.0,6.431e-05,0.0,0.0,0.0,0.0,5.36e-06,0.0,1.971e-06,1.273e-06,3.137e-07,0.0001233,8.903e-07,0.0,8.591e-15,0.0,,0.0,0.0,0.0,0.0,,0.0,1.187e-14,1.899e-14,7.401e-16,,9.605e-16,0.9994,0.9994,-0.9994,,,,,,,,,,,,,,,,,1.0,0.3379,1.0,-0.1905,-0.1693,-1.0,,,,,,,,,,,,,,,,,,,,
20,NS,NS0021,GRS 1741.9-2853     ,4979.9,376.06,845588.8,2006-07-30T14:45:37,0.00867674,1.0,8.0,,,,,,,,,13.139435620279556,13.69910031222775,13.392467775739549,5.42926e-05,7.132e-07,2.852e-06,7.671e-06,4.659e-06,0.0,0.0,1.93e-06,2.256e-06,1.31e-06,0.0,0.0,0.0,1.286e-05,8.008e-06,1.214e-06,0.0002454,3.981e-06,1e-13,9.263e-14,0.0,0.0,9.906e-15,5.366e-14,4.631e-14,0.0,0.0,0.0,1.439e-13,1.389e-13,3.309e-15,5.735e-14,1.923e-14,0.9994,0.4247,-0.9994,,,,,,,,,,,,,,,,,1.0,0.5865,0.7939,-0.0518,-0.3317,-1.0,,,,,,,,,,,,,,,,,,,,
21,NS,NS0021,GRS 1741.9-2853     ,4980.9,376.06,845588.8,2006-08-22T06:09:57,0.00867674,1.0,8.0,,,,,,,,,13.350575078340977,14.304037013773275,13.620762487753417,2.9066800000000004e-05,2.8976e-07,1.9571999999999997e-06,5.333e-06,0.0,2.361e-06,0.0,2.092e-06,6.154e-07,0.0,8.334e-07,0.0,0.0,1.005e-05,2.97e-06,3.82e-06,0.0001242,4.294e-06,4.974e-14,3.734e-14,8.705e-15,,0.0,1.463e-14,1.623e-15,3.609e-15,,0.0,8.339e-14,7.305e-14,1.359e-14,,8.407e-15,-0.1337,-0.8032,-0.1674,,,,,,,,,,,,,,,,,0.2967,-0.8201,0.0793,-1.0,0.3404,-0.5703,,,,,,,,,,,,,,,,,,,,
22,NS,NS0021,GRS 1741.9-2853     ,5109.3,376.06,845588.8,2006-09-25T14:04:53,0.00867674,1.0,8.0,,,,,,,,,10.953699170315382,11.653559197393678,11.17591144408373,0.00017662433333333336,8.759999999999999e-06,9.2e-05,,,0.0,0.000276,0.0,,,0.0,2.628e-05,0.0,,,1.932e-06,0.0005257,2.241e-06,0.0,,0.0,2.664e-11,3.771e-14,0.0,,0.0,8.88e-12,1.796e-15,2.341e-14,,4.843e-15,4.44e-11,7.183e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,NS,NS0021,GRS 1741.9-2853     ,5097.1,376.06,845588.8,2006-10-29T03:44:33,0.00867674,1.0,8.0,,,,,,,,,13.26185708596681,13.976994602750064,13.530177984021837,7.561708e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.548e-06,3.818e-06,7.344e-07,0.0003664,2.585e-06,6.844e-14,7.906e-14,0.0,0.0,0.0,2.151e-14,3.121e-14,0.0,0.0,0.0,1.134e-13,1.269e-13,1.799e-15,2.733e-14,4.169e-15,0.9994,0.9994,-0.9994,,,,,,,,,,,,,,,,,1.0,0.4241,1.0,-0.1793,-0.253,-1.0,,,,,,,,,,,,,,,,,,,,
24,NS,NS0021,GRS 1741.9-2853     ,4980.6,376.06,845588.8,2007-07-20T02:50:53,0.00867674,1.0,8.0,,,,,,,,,11.018270950958396,11.973385032065325,11.274415027729306,7.33682e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.121e-06,2.102e-06,1.116e-06,0.0003583,2.202e-06,0.0,0.0,0.0,2.658e-11,0.0,0.0,0.0,0.0,5.316e-12,0.0,3.348e-14,3.63e-14,2.653e-15,4.785e-11,1.768e-14,0.9994,-0.9994,-0.9994,,,,,,,,,,,,,,,,,1.0,-0.0506,0.3429,-1.0,0.0319,-1.0,,,,,,,,,,,,,,,,,,,,
25,NS,NS0021,GRS 1741.9-2853     ,4977.8,376.06,845588.8,2007-09-02T20:36:43,0.00867674,1.0,8.0,,,,,,,,,13.456577672960277,inf,inf,8.73028e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.893e-06,2.044e-06,1.35e-06,0.0004263,2.927e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.253e-14,2.409e-14,3.35e-15,1.114e-13,1.337e-14,0.9994,-0.9994,-0.9994,,,,,,,,,,,,,,,,,1.0,-0.143,0.2042,-1.0,-0.0256,-1.0,,,,,,,,,,,,,,,,,,,,
26,NS,NS0021,GRS 1741.9-2853     ,5005.3,376.06,845588.8,2007-10-26T10:23:56,0.00867674,1.0,8.0,,,,,,,,,13.127361316312296,inf,13.936291440608583,0.0001844588,9.258e-06,9.85672e-05,3.8e-06,3.036e-06,0.0,0.000486,0.0,0.0,0.0,0.0,4.629e-05,0.0,7.962e-06,6.073e-06,1.373e-06,0.0009026,4.286e-06,2.632e-14,3.158e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.395e-14,6.316e-14,1.934e-15,2.419e-13,1.197e-14,0.9994,0.2923,-0.9994,,,,,,,,,,,,,,,,,1.0,0.4653,0.9513,-0.1018,-0.2142,-1.0,,,,,,,,,,,,,,,,,,,,
27,NS,NS0021,GRS 1741.9-2853     ,27775.0,376.06,845588.8,2008-07-26T21:38:28,0.00867674,1.0,8.0,,,,,,,,,13.779291901428365,14.922632094715844,14.052848219867034,3.14071e-05,0.0,1.532714e-05,0.0,0.0,0.0,7.591e-05,7.257e-07,0.0,0.0,0.0,0.0,0.0,1.843e-06,1.623e-06,2.575e-07,0.0001518,1.512e-06,1.649e-14,1.644e-14,0.0,,2.487e-15,2.659e-15,2.121e-15,0.0,,0.0,3.032e-14,3.022e-14,7.288e-16,,5.223e-15,0.9994,0.1387,-0.9994,,,,,,,,,,,,,,,,,1.0,0.524,0.569,-0.5653,-0.5703,-1.0,,,,,,,,,,,,,,,,,,,,
28,NS,NS0021,GRS 1741.9-2853     ,28804.9,376.06,845588.8,2008-07-25T22:06:04,0.00867674,1.0,8.0,,,,,,,,,14.129420539447315,inf,15.636012170251508,1.146496e-05,1.0972e-08,1.4262e-07,0.0,0.0,0.0,0.0,7.131e-07,0.0,0.0,0.0,0.0,5.486e-08,1.81e-06,1.412e-06,5.388e-07,5.222e-05,1.344e-06,0.0,0.0,9.248e-16,,0.0,0.0,0.0,0.0,,0.0,1.197e-14,1.374e-14,1.942e-15,,2.04e-15,0.9994,0.1499,-0.9994,,,,,,,,,,,,,,,,,1.0,0.1405,0.554,-0.5915,-0.2192,-1.0,,,,,,,,,,,,,,,,,,,,
0,NS,NS0024,H 1658-298          ,18848.2,31.12,5716.484,2001-10-15T16:41:39,4.5794399999999996e-05,1.0,7.8,0.024624599999999996,0.007816819999999999,0.018413019999999995,0.00413788,0.8956,0.741,0.7116,4.2,13.116960078849583,13.166536688887305,13.140699548320082,4.93576e-05,4.43242e-05,4.6868e-05,0.0001378,5.445e-06,2.999e-05,6.305e-06,5.48e-05,0.0001325,4.463e-06,2.816e-05,4.518e-06,5.198e-05,0.000143,6.427e-06,3.182e-05,8.091e-06,5.745e-05,1.792e-13,2.293e-14,7.037e-14,3.695e-15,8.544e-14,1.722e-13,1.877e-14,6.608e-14,2.648e-15,8.105e-14,1.859e-13,2.709e-14,7.465e-14,4.743e-15,8.957e-14,-0.6933,-0.8195,-0.2923,12.791289980093598,5.356,73.32,0.0006093,0.881,12.811071516239146,12.791289980093598,12.850165303284214,0.2755,15.39,0.004633,0.775,12.796695083861517,0.5418,37.26,0.697,-0.6427,-0.7402,-0.7889,-0.8488,-0.258,-0.3279,12.774949303861952,12.808828544271442,5.607,5.128,78.63,68.39,0.0007131,0.0005245,0.003463,0.006324,12.92299567320665,12.690795820329592,0.5836,0.4998,40.81,34.12,0.2894,0.2619,18.99,12.03
1,NS,NS0024,H 1658-298          ,27036.2,31.12,5716.484,2002-10-15T23:39:59,4.5794399999999996e-05,1.0,7.8,0.005595360000000001,0.00316656,0.00345498,0.000379355086,0.43920000000000003,0.3236,0.41600000000000004,0.2,13.78936049384585,13.89773098695693,13.839783654985464,1.0461799999999999e-05,8.3798e-06,9.4212e-06,2.562e-05,5.2e-07,4.93e-06,4.116e-06,1.192e-05,2.374e-05,2.53e-07,4.297e-06,2.769e-06,1.084e-05,2.751e-05,7.73e-07,5.563e-06,5.463e-06,1.3e-05,3.473e-14,4.944e-15,1.099e-14,2.334e-15,1.931e-14,3.217e-14,2.405e-15,9.575e-15,1.556e-15,1.757e-14,3.729e-14,7.349e-15,1.24e-14,3.111e-15,2.106e-14,-0.8057,-0.9157,-0.4172,13.55940573816017,5.658,59.51,8.097e-05,1.53,13.57856060977995,13.5320960534772,13.667965722972482,0.2445,6.113,0.001163,1.191,13.554240163511368,0.4461,26.71,1.348,-0.7139,-0.8863,-0.8738,-0.9525,-0.3529,-0.4791,13.518844129171965,13.613679426105953,6.356,5.054,73.0,47.72,0.000122,5.552e-05,0.0006582,0.002164,13.593459819566045,13.52201102374911,0.5234,0.3819,34.86,19.58,0.2669,0.2235,13.54,
2,NS,NS0024,H 1658-298          ,28590.1,31.12,5716.484,2005-07-08T19:35:36,4.5794399999999996e-05,1.0,7.8,0.0013933,0.0007216666666666668,0.0008065666666666667,0.00011698333333333335,0.38000000000000006,0.321,0.5066666666666667,0.6666666666666666,14.588094225243182,14.878928888899942,14.708307103832864,2.17694e-06,1.103028e-06,1.65272e-06,3.667e-06,1.308e-07,5.758e-07,1.848e-06,2.042e-06,2.925e-06,6.54e-09,3.57e-07,6.556e-07,1.571e-06,4.368e-06,2.551e-07,7.946e-07,2.98e-06,2.487e-06,4.516e-15,8.047e-16,1.076e-15,4.356e-16,2.955e-15,3.592e-15,0.0,6.668e-16,7.576e-17,2.273e-15,5.44e-15,1.609e-15,1.484e-15,7.765e-16,3.599e-15,-0.6209,-0.8819,-0.5684,,,,,,,,,,,,,,,,,-0.3054,-0.8763,-0.7651,-0.9763,-0.4141,-0.7064,,,,,,,,,,,,,,,,,,,,
3,NS,NS0024,H 1658-298          ,18716.0,31.12,5716.484,2005-07-25T15:06:50,4.5794399999999996e-05,1.0,7.8,0.0010706333333333335,0.0004981333333333333,0.0005602,9.128999999999999e-05,0.7293333333333333,0.6993333333333333,0.59,1.0,14.633995661512854,15.046269294405267,14.808280778343068,1.4449800000000002e-06,6.074600000000001e-07,9.037199999999998e-07,2.66e-06,0.0,4.216e-07,0.0,1.437e-06,1.875e-06,0.0,1.86e-07,0.0,9.763e-07,3.401e-06,2.862e-07,6.573e-07,9.824e-07,1.898e-06,3.67e-15,9.014e-16,8.924e-16,0.0,2.311e-15,2.531e-15,0.0,3.937e-16,0.0,1.57e-15,4.745e-15,1.803e-15,1.391e-15,6.228e-16,3.052e-15,-0.9994,-0.9994,-0.5522,,,,,,,,,,,,,,,,,-0.2067,-1.0,-0.664,-1.0,-0.3179,-0.7427,,,,,,,,,,,,,,,,,,,,
4,NS,NS0024,H 1658-298          ,27138.7,31.12,5716.484,2003-05-09T17:08:34,4.5794399999999996e-05,1.0,7.8,0.003616666666666667,0.001967333333333333,0.002366,0.0003781733333333333,0.6183333333333333,0.44166666666666665,0.38966666666666666,0.6666666666666666,14.208219554619761,14.350106954603618,14.277828584068939,4.45788e-06,3.1576719999999995e-06,3.8121999999999997e-06,1.063e-05,2.1e-07,2.127e-06,1.244e-06,4.85e-06,9.461e-06,4.566e-08,1.707e-06,4.147e-07,4.16e-06,1.18e-05,3.744e-07,2.548e-06,2.027e-06,5.54e-06,1.331e-14,0.0,4.973e-15,4.409e-16,7.648e-15,1.178e-14,0.0,3.978e-15,7.668e-17,6.494e-15,1.484e-14,6.072e-16,5.967e-15,8.052e-16,8.737e-15,-0.817,-0.9157,-0.3898,,,,,,,,,,,,,,,,,-0.6765,-0.9275,-0.8476,-0.97,-0.2867,-0.4878,,,,,,,,,,,,,,,,,,,,
