,Name,Disc. Date,Mag.,R.A.,Dec.,num_obs,Type
0,MASTER_OT_J061730.02+354036.6,,,06:17:30.02,+35:40:36.6,0,Candidate_CV
1,MASTER_OT_J061759.04-454843.6,,,06:17:59.04,-45:48:43.6,0,CataclyV
2,MASTER_OT_J061814.95-340611.3,,,06:18:14.95,-34:06:11.3,0,CataclyV
3,MASTER_OT_J061837.94-124658.2,,,06:18:37.91,-12:46:58.4,0,CataclyV
4,MASTER_OT_J061944.87+605917.1,,,06:19:44.87,+60:59:17.1,0,CataclyV
5,MASTER_OT_J062019.25+362511.7,,,06:20:19.25,+36:25:11.7,0,CataclyV
6,MASTER_OT_J062313.55+315350.6,,,06:23:13.55,+31:53:50.6,0,Candidate_CV
7,MASTER_OT_J062954.27+253911.7,,,06:29:54.2104,+25:39:12.128,0,CataclyV
8,MASTER_OT_J063215.44+420046.1,,,06:32:15.44,+42:00:46.1,0,Candidate_CV
9,MASTER_OT_J063332.19+265600.2,,,06:33:32.3192,+26:55:59.053,0,Candidate_CV
10,MASTER_OT_J063943.46+361127.5,,,06:39:43.506,+36:11:27.50,0,CataclyV
11,MASTER_OT_J064058.32+213814.1,,,06:40:58.32,+21:38:14.1,0,Candidate_CV
12,MASTER_OT_J064643.02+412059.1,,,06:46:43.02,+41:20:59.1,0,Candidate_CV
13,MASTER_OT_J064720.96-261456.5,,,06:47:20.96,-26:14:56.5,0,CataclyV
14,MASTER_OT_J065140.54+480441.6,,,06:51:40.54,+48:04:41.6,0,CataclyV
15,MASTER_OT_J065222.27+332451.9,,,06:52:22.27,+33:24:51.9,0,CataclyV
16,MASTER_OT_J065330.46+251150.9,,,06:53:30.38,+25:11:50.3,0,Candidate_CV
17,MASTER_OT_J065608.28+744455.2,,,06:56:08.28,+74:44:55.2,0,CataclyV
18,MASTER_OT_J065856.61+504935.8,,,06:58:56.505,+50:49:35.16,0,CataclyV
19,MASTER_OT_J070027.31+552951.6,,,07:00:27.2782,+55:29:51.402,0,CataclyV
20,MASTER_OT_J070314.79+202133.9,,,07:03:14.79,+20:21:33.9,0,CataclyV
21,MASTER_OT_J070315.49+174811.8,,,07:03:15.4812,+17:48:10.930,0,CataclyV
22,MASTER_OT_J070505.34+260809.5,,,07:05:05.4281,+26:08:09.295,0,CataclyV
23,MASTER_OT_J070740.72+702630.0,,,07:07:40.72,+70:26:30.0,0,CataclyV
24,MASTER_OT_J070747.72-672205.6,,,07:07:47.72,-67:22:05.6,0,CataclyV
25,MASTER_OT_J070835.05+275326.6,,,07:08:35.05,+27:53:26.6,0,CataclyV
26,MASTER_OT_J070844.85+194820.1,,,07:08:44.85,+19:48:20.1,0,CataclyV
27,MASTER_OT_J071033.11+241555.2,,,07:10:33.11,+24:15:55.2,0,Candidate_CV
28,MASTER_OT_J071845.44+194439.4,2020/01/01_01:33:58,16.5,"07:18:45.44,07:18:45.497","+19:44:39.4,+19:44:38.91",-1,Candidate_CV
29,MASTER_OT_J071856.78+601833.3,,,07:18:56.78,+60:18:33.3,0,Candidate_CV
30,MASTER_OT_J071956.13-645810.1,,,07:19:56.13,-64:58:10.1,0,Candidate_CV
31,MASTER_OT_J072048.67+171051.9,,,07:20:48.67,+17:10:51.9,0,CataclyV
32,MASTER_OT_J072351.31+635526.2,,,07:23:51.31,+63:55:26.2,0,Candidate_CV
33,MASTER_OT_J072508.30+115522.2,,,07:25:08.30,+11:55:22.2,0,CataclyV
34,MASTER_OT_J072959.96+110205.4,,,07:29:59.96,+11:02:05.4,0,Candidate_CV
35,MASTER_OT_J073110.47-462722.5,,,07:31:10.47,-46:27:22.5,0,CataclyV
36,MASTER_OT_J073208.11+064149.5,,,07:32:08.11,+06:41:49.5,0,CataclyV
37,MASTER_OT_J073304.39+155500.1,,,07:33:04.379,+15:55:01.71,0,Candidate_CV
38,MASTER_OT_J073325.52+373744.9,,,07:33:25.52,+37:37:44.9,0,CataclyV
39,MASTER_OT_J073601.27+135954.0,,,07:36:01.27,+13:59:54.0,0,CataclyV
40,MASTER_OT_J073706.43+163339.9,,,07:37:06.43,+16:33:39.9,0,CataclyV
41,MASTER_OT_J073857.06+182648.2,,,07:38:57.06,+18:26:48.2,0,Candidate_CV
42,MASTER_OT_J074858.45-655344.6,,,07:48:58.45,-65:53:44.6,0,Candidate_CV
43,MASTER_OT_J074940.48+071557.1,,,07:49:40.48,+07:15:57.1,0,Candidate_CV
44,MASTER_OT_J075412.72-741641.3,,,07:54:12.72,-74:16:41.3,0,CataclyV
45,MASTER_OT_J075450.18+091020.2,,,07:54:50.1554,+09:10:19.569,0,CataclyV
46,MASTER_OT_J075535.88-670013.4,,,07:55:35.88,-67:00:13.4,0,CataclyV
47,MASTER_OT_J075927.68-860929.5,,,07:59:27.1986,-86:09:29.897,0,CataclyV
48,MASTER_OT_J080541.63+640145.5,,,08:05:41.63,+64:01:45.5,0,CataclyV
49,MASTER_OT_J080803.81+345257.8,,,08:08:03.767,+34:52:57.23,0,CataclyV
50,MASTER_OT_J081110.46+660008.5,,,08:11:10.443,+66:00:10.02,0,CataclyV
51,MASTER_OT_J081809.50-634348.3,,,08:18:09.50,-63:43:48.3,0,CataclyV
52,MASTER_OT_J082047.74+680423.3,,,08:20:47.6504,+68:04:24.122,0,CataclyV
53,MASTER_OT_J082049.30+640307.6,,,08:20:49.30,+64:03:07.6,0,CataclyV
54,MASTER_OT_J083004.40+633227.2,,,08:30:04.40,+63:32:27.2,0,Candidate_CV
55,MASTER_OT_J083148.05+643427.3,,,08:31:48.05,+64:34:27.3,0,Candidate_CV
56,MASTER_OT_J083525.62-080505.3,,,08:35:25.62,-08:05:05.3,0,CataclyV
57,MASTER_OT_J084404.01+794408.7,,,08:44:03.438,+79:44:08.58,0,CataclyV
58,MASTER_OT_J084600.35-170041.9,,,08:46:00.35,-17:00:41.9,0,CataclyV
59,MASTER_OT_J085416.79+183526.1,,,08:54:16.79,+18:35:26.1,0,CataclyV
60,MASTER_OT_J085854.16-274030.7,,,08:58:54.16,-27:40:30.7,0,Candidate_CV
61,MASTER_OT_J085958.73-632213.0,,,08:59:58.73,-63:22:13.0,0,CataclyV
62,MASTER_OT_J094759.83+061044.4,,,09:47:59.8182,+06:10:43.935,0,CataclyV
63,MASTER_OT_J095018.04-063921.9,,,09:50:18.04,-06:39:21.9,0,CataclyV
64,MASTER_OT_J095702.14-690235.7,,,09:57:02.14,-69:02:35.7,0,CataclyV
65,MASTER_OT_J100950.32+471815.8,,,10:09:50.32,+47:18:15.8,0,Candidate_CV
66,MASTER_OT_J102039.45-810556.9,,,10:20:39.45,-81:05:56.9,0,CataclyV
67,MASTER_OT_J104708.93-432829.5,,,10:47:08.93,-43:28:29.5,0,CataclyV
68,MASTER_OT_J105025.99+332811.4,,,10:50:25.99,+33:28:11.4,0,N
69,MASTER_OT_J105529.06-255654.5,,,10:55:29.06,-25:56:54.5,0,CataclyV
70,MASTER_OT_J110810.48-713330.6,,,11:08:10.48,-71:33:30.6,0,Candidate_CV
71,MASTER_OT_J111124.17-455646.1,,,11:11:24.17,-45:56:46.1,44,CataclyV
72,MASTER_OT_J111759.87+765131.6,,,11:17:59.6934,+76:51:30.394,0,CataclyV
73,MASTER_OT_J111815.56-254023.0,,,11:18:15.56,-25:40:23.0,0,CataclyV
74,MASTER_OT_J113646.33-492417.1,,,11:36:46.33,-49:24:17.1,0,CataclyV
75,MASTER_OT_J115850.90-743051.6,,,11:58:50.90,-74:30:51.6,0,CataclyV
76,MASTER_OT_J120251.56-454116.7,,,12:02:51.56,-45:41:16.7,0,CataclyV
77,MASTER_OT_J120438.53+064532.5,,,12:04:38.53,+06:45:32.5,0,CataclyV
78,MASTER_OT_J121800.71+502112.8,,,12:18:00.71,+50:21:12.8,0,Candidate_CV
79,MASTER_OT_J121815.15-464904.6,,,12:18:15.15,-46:49:04.6,0,CataclyV
80,MASTER_OT_J122733.54-441427.7,,,12:27:33.54,-44:14:27.7,0,CataclyV
81,MASTER_OT_J123253.56-511846.1,,,12:32:53.4851,-51:18:45.971,0,Candidate_CV
82,MASTER_OT_J123532.20-361900.9,,,12:35:32.20,-36:19:00.9,0,CataclyV
83,MASTER_OT_J125857.30-284131.5,,,12:58:57.30,-28:41:31.5,0,CataclyV
84,MASTER_OT_J130005.14-411548.9,,,13:00:05.14,-41:15:48.9,0,CataclyV
85,MASTER_OT_J130224.24-472527.9,,,13:02:24.24,-47:25:27.9,0,Candidate_CV
86,MASTER_OT_J131131.16-492031.3,,,13:11:31.16,-49:20:31.3,0,CataclyV
87,MASTER_OT_J131234.19+722827.9,,,13:12:34.19,+72:28:27.9,0,CataclyV
88,MASTER_OT_J131401.65-302221.1,,,13:14:01.65,-30:22:21.1,0,CataclyV
89,MASTER_OT_J131509.11-364852.6,,,13:15:09.11,-36:48:52.6,0,CataclyV
90,MASTER_OT_J131647.96-293542.2,,,13:16:47.96,-29:35:42.2,0,CataclyV
91,MASTER_OT_J132104.04+560957.8,,,13:21:04.0096,+56:09:58.013,0,Candidate_CV
92,MASTER_OT_J132129.01-281240.7,,,13:21:28.966,-28:12:42.14,0,CataclyV
93,MASTER_OT_J132729.58+745832.8,,,13:27:29.58,+74:58:32.8,0,Candidate_CV
94,MASTER_OT_J134121.78-445711.0,,,13:41:21.78,-44:57:11.0,0,CataclyV
95,MASTER_OT_J134847.94-420705.2,,,13:48:47.94,-42:07:05.2,0,CataclyV
96,MASTER_OT_J135046.50-340016.9,,,13:50:46.50,-34:00:16.9,0,CataclyV
97,MASTER_OT_J135548.61-465107.2,,,13:55:48.648,-46:51:07.10,0,CataclyV
98,MASTER_OT_J141143.46+262051.5,,,14:11:43.465,+26:20:51.38,0,CataclyV
99,MASTER_OT_J144927.01-324406.8,,,14:49:27.01,-32:44:06.8,0,CataclyV
100,MASTER_OT_J145426.01+615015.9,,,14:54:26.01,+61:50:15.9,0,Candidate_CV
101,MASTER_OT_J145732.52-722144.7,,,14:57:32.52,-72:21:44.7,0,CataclyV
102,MASTER_OT_J150302.53-674306.4,,,15:03:02.53,-67:43:06.4,0,CataclyV
103,MASTER_OT_J150316.62-421827.5,,,15:03:16.62,-42:18:27.5,0,Candidate_CV
104,MASTER_OT_J150504.52-391115.6,,,15:05:04.52,-39:11:15.6,0,CataclyV
105,MASTER_OT_J150948.78-472953.6,,,15:09:48.7552,-47:29:53.313,0,Candidate_CV
106,MASTER_OT_J151529.62-382313.3,,,15:15:29.62,-38:23:13.3,0,CataclyV
107,MASTER_OT_J151715.06-440246.4,,,15:17:15.06,-44:02:46.4,0,CataclyV
108,MASTER_OT_J151902.07+823951.2,,,15:19:02.07,+82:39:51.2,0,CataclyV
109,MASTER_OT_J151922.15+392537.5,,,15:19:22.223,+39:25:38.85,0,CataclyV
110,MASTER_OT_J152537.90-075640.7,,,15:25:37.90,+07:56:40.7,0,Candidate_CV
111,MASTER_OT_J154047.67+683151.7,,,15:40:47.67,+68:31:51.7,0,CataclyV
112,MASTER_OT_J155021.51+484836.6,,,15:50:21.51,+48:48:36.6,0,CataclyV
113,MASTER_OT_J155215.19+831424.4,,,15:52:15.3134,+83:14:24.114,0,CataclyV
114,MASTER_OT_J160724.95-741542.0,,,16:07:24.95,-74:15:42.0,0,CataclyV
115,MASTER_OT_J162230.05-312131.8,,,16:22:30.05,-31:21:31.8,0,CataclyV
116,MASTER_OT_J162314.36+650038.2,,,16:23:14.36,+65:00:38.2,0,Candidate_CV
117,MASTER_OT_J162719.40-643245.9,,,16:27:19.40,-64:32:45.9,0,CataclyV
118,MASTER_OT_J164114.46+192840.9,,,16:41:14.499,+19:28:40.58,0,CataclyV
119,MASTER_OT_J164710.25-692500.0,,,16:47:10.25,-69:25:00.0,0,CataclyV
120,MASTER_OT_J165542.72-650357.8,,,16:55:42.72,-65:03:57.8,0,CataclyV
121,MASTER_OT_J170025.50+573030.8,,,17:00:25.50,+57:30:30.8,0,CataclyV
122,MASTER_OT_J170611.58+564451.7,,,17:06:11.58,+56:44:51.7,0,CataclyV
123,MASTER_OT_J170814.73-190558.3,,,17:08:14.73,-19:05:58.3,0,Candidate_CV
124,MASTER_OT_J172304.13-804710.0,,,17:23:04.13,-80:47:10.0,0,CataclyV
125,MASTER_OT_J172540.91+114744.4,,,17:25:40.91,+11:47:44.4,0,Candidate_Nova
126,MASTER_OT_J172543.25-732947.9,,,17:25:43.25,-73:29:47.9,0,CataclyV
127,MASTER_OT_J172631.48-614041.0,,,17:26:31.48,-61:40:41.0,0,CataclyV
128,MASTER_OT_J172845.81+014538.3,,,17:28:45.81,+01:45:38.3,0,Candidate_CV
129,MASTER_OT_J173000.60-035658.4,,,17:30:00.60,-03:56:58.4,0,CataclyV
130,MASTER_OT_J173618.08+752123.3,,,17:36:17.9463,+75:21:22.819,0,CataclyV
131,MASTER_OT_J173729.43+195938.2,,,17:37:29.3292,+19:59:36.751,0,CataclyV
132,MASTER_OT_J173825.36+173255.1,,,17:38:25.36,+17:32:55.1,0,CataclyV
133,MASTER_OT_J174008.23+374114.0,,,17:40:08.23,+37:41:14.0,0,CataclyV
134,MASTER_OT_J175502.06-005141.2,,,17:55:02.06,-00:51:41.2,0,CataclyV
135,MASTER_OT_J175525.02-453916.8,,,17:55:25.02,-45:39:16.8,0,CataclyV
136,MASTER_OT_J175753.35+344227.5,,,17:57:53.35,+34:42:27.5,0,CataclyV
137,MASTER_OT_J175842.77+313725.7,,,17:58:42.77,+31:37:25.7,0,Candidate_CV
138,MASTER_OT_J175846.44+001801.2,,,17:58:46.44,+00:18:01.2,0,CataclyV
139,MASTER_OT_J175847.37+253624.2,,,17:58:47.37,+25:36:24.2,0,CataclyV
140,MASTER_OT_J175909.56-584553.0,,,17:59:09.56,-58:45:53.0,0,CataclyV
141,MASTER_OT_J180153.15+254323.5,,,18:01:53.15,+25:43:23.5,0,CataclyV
142,MASTER_OT_J180312.78+114154.7,,,18:03:12.648,+11:41:54.78,0,CataclyV
