,Name,Disc. Date,Mag.,R.A.,Dec.,num_obs,Type
0,OGLE-BLG-DN-449,,,18:00:51.05,-28:41:01.1,0,CataclyV
1,OGLE-BLG-DN-45,,,17:35:34.04,-27:13:41.0,0,CataclyV
2,OGLE-BLG-DN-450,,,18:00:51.56,-29:56:52.5,0,CataclyV
3,OGLE-BLG-DN-451,,,18:00:54.09,-28:51:07.9,0,CataclyV
4,OGLE-BLG-DN-452,,,18:00:54.15,-32:48:36.4,0,CataclyV
5,OGLE-BLG-DN-453,,,18:00:54.52,-31:03:13.2,0,CataclyV
6,OGLE-BLG-DN-455,,,18:00:58.58,-27:33:56.8,0,CataclyV
7,OGLE-BLG-DN-456,,,18:00:59.88,-28:24:21.9,0,CataclyV
8,OGLE-BLG-DN-457,,,18:01:01.18,-32:11:05.0,0,CataclyV
9,OGLE-BLG-DN-458,,,18:01:01.83,-27:52:21.7,0,CataclyV
10,OGLE-BLG-DN-459,,,18:01:02.40,-28:47:45.0,0,CataclyV
11,OGLE-BLG-DN-46,,,17:35:47.64,-27:17:39.4,0,CataclyV
12,OGLE-BLG-DN-460,,,18:01:02.43,-32:39:55.0,0,CataclyV
13,OGLE-BLG-DN-461,,,18:01:02.70,-28:04:08.9,0,CataclyV
14,OGLE-BLG-DN-462,,,18:01:02.84,-29:36:02.1,0,CataclyV
15,OGLE-BLG-DN-463,,,18:01:03.69,-28:11:53.8,0,CataclyV
16,OGLE-BLG-DN-464,,,18:01:08.84,-30:33:24.7,0,CataclyV
17,OGLE-BLG-DN-465,,,18:01:09.55,-29:51:13.8,0,CataclyV
18,OGLE-BLG-DN-466,,,18:01:09.59,-30:15:43.4,0,CataclyV
19,OGLE-BLG-DN-467,,,18:01:09.70,-28:48:13.9,0,CataclyV
20,OGLE-BLG-DN-468,,,18:01:11.48,-32:33:32.9,0,CataclyV
21,OGLE-BLG-DN-469,,,18:01:12.50,-27:50:57.5,0,CataclyV
22,OGLE-BLG-DN-47,,,17:36:06.08,-21:49:17.5,0,CataclyV
23,OGLE-BLG-DN-470,,,18:01:12.9395,-28:35:22.843,0,CataclyV
24,OGLE-BLG-DN-472,,,18:01:15.58,-27:27:46.9,0,CataclyV
25,OGLE-BLG-DN-473,,,18:01:19.58,-30:29:31.2,0,CataclyV
26,OGLE-BLG-DN-474,,,18:01:24.71,-34:50:08.4,0,CataclyV
27,OGLE-BLG-DN-475,,,18:01:24.80,-27:57:52.7,0,CataclyV
28,OGLE-BLG-DN-476,,,18:01:25.32,-32:03:26.3,0,CataclyV
29,OGLE-BLG-DN-477,,,18:01:27.84,-29:08:05.2,0,CataclyV
30,OGLE-BLG-DN-478,,,18:01:29.5169,-30:28:42.058,0,CataclyV
31,OGLE-BLG-DN-479,,,18:01:31.21,-27:58:39.4,0,CataclyV
32,OGLE-BLG-DN-48,,,17:36:24.85,-22:16:15.0,0,CataclyV
33,OGLE-BLG-DN-480,,,18:01:31.51,-28:54:10.2,0,CataclyV
34,OGLE-BLG-DN-481,,,18:01:31.76,-30:26:59.5,0,CataclyV
35,OGLE-BLG-DN-482,,,18:01:33.93,-28:49:42.1,0,CataclyV
36,OGLE-BLG-DN-483,,,18:01:34.83,-28:49:17.0,0,CataclyV
37,OGLE-BLG-DN-484,,,18:01:35.43,-29:07:30.6,0,CataclyV
38,OGLE-BLG-DN-485,,,18:01:39.23,-34:55:44.8,0,CataclyV
39,OGLE-BLG-DN-486,,,18:01:39.68,-29:01:18.8,0,CataclyV
40,OGLE-BLG-DN-487,,,18:01:40.42,-28:03:20.2,0,CataclyV
41,OGLE-BLG-DN-488,,,18:01:43.21,-30:30:49.1,0,CataclyV
42,OGLE-BLG-DN-489,,,18:01:43.47,-32:08:35.1,0,CataclyV
43,OGLE-BLG-DN-49,,,17:36:50.18,-33:21:12.8,0,CataclyV
44,OGLE-BLG-DN-490,,,18:01:43.85,-27:39:52.5,0,CataclyV
45,OGLE-BLG-DN-491,,,18:01:44.33,-32:48:03.7,0,CataclyV
46,OGLE-BLG-DN-492,,,18:01:49.27,-32:26:00.8,0,CataclyV
47,OGLE-BLG-DN-493,,,18:01:50.6583,-24:33:53.181,0,CataclyV
48,OGLE-BLG-DN-494,,,18:01:51.56,-29:08:05.0,0,CataclyV
49,OGLE-BLG-DN-495,,,18:01:52.79,-28:30:43.8,0,CataclyV
50,OGLE-BLG-DN-496,,,18:01:54.10,-27:45:12.5,0,CataclyV
51,OGLE-BLG-DN-497,,,18:01:55.67,-27:26:02.2,0,CataclyV
52,OGLE-BLG-DN-498,,,18:01:58.45,-27:40:01.4,0,CataclyV
53,OGLE-BLG-DN-499,,,18:01:58.96,-27:33:40.7,0,CataclyV
54,OGLE-BLG-DN-5,,,17:14:11.52,-29:29:43.0,0,CataclyV
55,OGLE-BLG-DN-50,,,17:37:18.60,-29:41:32.3,0,CataclyV
56,OGLE-BLG-DN-500,,,18:02:04.50,-32:47:19.4,0,CataclyV
57,OGLE-BLG-DN-501,,,18:02:05.31,-33:36:43.6,0,CataclyV
58,OGLE-BLG-DN-502,,,18:02:06.60,-32:19:04.1,0,CataclyV
59,OGLE-BLG-DN-503,,,18:02:07.99,-27:31:51.0,0,CataclyV
60,OGLE-BLG-DN-504,,,18:02:08.3358,-29:16:49.453,0,CataclyV
61,OGLE-BLG-DN-505,,,18:02:09.48,-29:41:01.5,0,CataclyV
62,OGLE-BLG-DN-506,,,18:02:10.32,-28:23:10.0,0,CataclyV
63,OGLE-BLG-DN-507,,,18:02:11.56,-28:09:36.6,0,CataclyV
64,OGLE-BLG-DN-508,,,18:02:12.42,-29:01:59.3,0,CataclyV
65,OGLE-BLG-DN-509,,,18:02:12.81,-29:08:47.4,0,CataclyV
66,OGLE-BLG-DN-510,,,18:02:13.73,-27:24:12.5,0,CataclyV
67,OGLE-BLG-DN-511,,,18:02:14.10,-32:07:12.4,0,CataclyV
68,OGLE-BLG-DN-512,,,18:02:14.97,-27:27:10.9,0,CataclyV
69,OGLE-BLG-DN-513,,,18:02:18.30,-31:55:34.0,0,CataclyV
70,OGLE-BLG-DN-514,,,18:02:19.07,-27:44:19.0,0,CataclyV
