,Name,Disc. Date,Mag.,R.A.,Dec.,num_obs,Type
0,SDSSJ081408.42+090759.1,,,08:14:08.4277,+09:07:59.055,0,Candidate_CV
1,SDSSJ081529.89+171152.5,,,08:15:29.895,+17:11:52.56,0,Candidate_CV
2,SDSSJ081610.84+453010.2,,,08:16:10.8307,+45:30:10.153,0,CataclyV
3,SDSSJ082145.27+455923.4,,,08:21:45.2785,+45:59:23.391,0,CataclyV
4,SDSSJ082457.15+073702.4,,,08:24:57.15,+07:37:02.4,0,CataclyV
5,SDSSJ083132.41+031420.6,,,08:31:32.411,+03:14:20.70,11,Candidate_CV
6,SDSSJ083508.99+600643.9,,,08:35:08.990,+60:06:43.90,0,Candidate_CV
7,SDSSJ083621.87+044624.3,,,08:36:21.8704,+04:46:24.403,0,CataclyV
8,SDSSJ083751.00+383012.5,,,08:37:51.0095,+38:30:12.602,0,CataclyV
9,SDSSJ083754.64+564506.7,,,08:37:54.639,+56:45:06.75,0,CataclyV
10,SDSSJ083845.23+491055.5,,,08:38:45.2311,+49:10:55.359,0,CataclyV
11,SDSSJ083931.35+282824.0,,,08:39:31.3501,+28:28:24.129,0,CataclyV
12,SDSSJ084011.94+244709.9,,,08:40:11.949,+24:47:09.93,0,Candidate_CV
13,SDSSJ084026.16+220446.6,,,08:40:26.1642,+22:04:46.659,0,CataclyV
14,SDSSJ085623.00+310834.0,,,08:56:23.0068,+31:08:33.966,0,CataclyV
15,SDSSJ090744.63+463050.4,,,09:07:44.6327,+46:30:50.455,0,CataclyV
16,SDSSJ091127.36+084140.8,,,09:11:27.3580,+08:41:40.828,0,CataclyV
17,SDSSJ091405.30+191412.2,,,09:14:05.3043,+19:14:12.246,0,CataclyV
18,SDSSJ091534.89+081356.0,,,09:15:34.898,+08:13:56.05,0,CataclyV
19,SDSSJ091741.29+073647.4,,,09:17:41.290,+07:36:47.46,0,Candidate_CV
20,SDSSJ092219.55+421256.7,,,09:22:19.5510,+42:12:56.699,0,CataclyV
21,SDSSJ092620.42+034542.3,,,09:26:20.4238,+03:45:42.334,0,Candidate_CV
22,SDSSJ092809.83+071130.5,,,09:28:09.8390,+07:11:30.530,0,Candidate_CV
23,SDSSJ092918.91+622346.2,,,09:29:18.9164,+62:23:46.275,0,Candidate_CV
24,SDSSJ093537.46+161950.8,,,09:35:37.4691,+16:19:50.872,0,CataclyV
25,SDSSJ094558.24+292253.2,,,09:45:58.2421,+29:22:53.271,0,CataclyV
26,SDSSJ095135.21+602939.6,,,09:51:35.2108,+60:29:39.575,0,CataclyV
27,SDSSJ100243.11-024635.8,,,10:02:43.110,-02:46:35.89,0,Candidate_CV
28,SDSSJ100516.59+694136.5,,,10:05:16.6076,+69:41:36.411,0,Candidate_CV
29,SDSSJ100932.15-020154.5,,,10:09:32.1510,-02:01:54.627,0,CataclyV
30,SDSSJ102239.06+194904.3,,,10:22:39.0912,+19:49:04.360,0,CataclyV
31,SDSSJ102402.70+480851.1,,,10:24:02.6994,+48:08:51.128,0,CataclyV
32,SDSSJ102517.94+430221.2,,,10:25:17.9438,+43:02:21.228,0,CataclyV
33,SDSSJ102905.24+485515.2,,,10:29:05.2516,+48:55:15.487,0,CataclyV
34,SDSSJ103533.02+055158.4,,,10:35:33.0223,+05:51:58.347,0,CataclyV
35,SDSSJ105333.76+285033.6,,,10:53:33.7646,+28:50:33.767,0,Candidate_CV
36,SDSSJ105754.25+275947.5,,,10:57:54.2471,+27:59:47.435,0,CataclyV
37,SDSSJ110706.76+340526.8,,,11:07:06.7610,+34:05:26.867,0,CataclyV
38,SDSSJ111446.65-135313.0,,,11:14:46.6448,-13:53:13.131,0,CataclyV
39,SDSSJ112003.40+663632.3,,,11:20:03.3873,+66:36:32.324,0,CataclyV
40,SDSSJ113215.50+624900.4,,,11:32:15.5088,+62:49:00.475,0,CataclyV
41,SDSSJ113732.32+405458.3,,,11:37:32.3218,+40:54:58.496,-1,CataclyV
42,SDSSJ115639.48+630907.7,,,11:56:39.4926,+63:09:07.765,0,CataclyV
43,SDSSJ120054.13+285925.2,,,12:00:54.1256,+28:59:25.092,0,Candidate_CV
44,SDSSJ120841.96+355025.2,,,12:08:42.0093,+35:50:25.391,1,CataclyV
45,SDSSJ121005.33-025543.8,,,12:10:05.3129,-02:55:44.094,0,CataclyV
46,SDSSJ121209.30+013627.7,,,12:12:09.3084,+01:36:27.771,0,N
47,SDSSJ121607.03+052013.9,,,12:16:07.0386,+05:20:13.946,0,CataclyV
48,SDSSJ121929.45+471522.8,,,12:19:29.4958,+47:15:22.939,0,CataclyV
49,SDSSJ124328.27-055431.0,,,12:43:28.278,-05:54:31.06,0,Candidate_CV
50,SDSSJ130527.72+390927.5,,,13:05:27.7280,+39:09:27.660,0,Candidate_CV
51,SDSSJ131424.68+455528.3,,,13:14:24.680,+45:55:28.34,0,Candidate_CV
52,SDSSJ131432.10+444138.7,,,13:14:32.1040,+44:41:38.742,0,CataclyV
53,SDSSJ131954.51+591514.5,,,13:19:54.5178,+59:15:14.563,0,CataclyV
54,SDSSJ132040.97-030016.7,,,13:20:40.9680,-03:00:16.737,0,Candidate_CV
55,SDSSJ132715.28+425932.8,,,13:27:15.2976,+42:59:32.958,0,Candidate_CV
56,SDSSJ133309.20+143706.9,,,13:33:09.1944,+14:37:06.900,0,CataclyV
57,SDSSJ133540.76+050722.5,,,13:35:40.7593,+05:07:22.734,0,CataclyV
58,SDSSJ133820.56+041807.3,,,13:38:20.564,+04:18:07.34,0,Candidate_CV
59,SDSSJ133833.06+292908.5,,,13:38:33.0621,+29:29:08.516,1,CataclyV
60,SDSSJ134441.83+204408.3,,,13:44:41.8336,+20:44:08.612,0,CataclyV
61,SDSSJ135154.46-064309.0,,,13:51:54.4580,-06:43:08.889,0,CataclyV
62,SDSSJ140037.98+572341.3,,,14:00:37.992,+57:23:41.27,0,CataclyV
63,SDSSJ140847.13+295045.0,,,14:08:47.1360,+29:50:45.015,0,CataclyV
64,SDSSJ141029.08+330706.3,,,14:10:29.088,+33:07:06.32,0,Candidate_CV
65,SDSSJ141118.31+481257.6,,,14:11:18.3211,+48:12:57.515,0,CataclyV
66,SDSSJ142414.20+105759.8,,,14:24:14.1971,+10:57:59.888,0,Candidate_CV
