,Name,Disc. Date,Mag.,R.A.,Dec.,num_obs,Type
0,1RXS_J013308.9+383218,2009/10/27,,01:33:08.72,+38:32:17.2,0,CataclyV
1,1RXS_J044027.0+023300,2009/02/19,,04:40:27.14,+02:33:01.0,0,CataclyV
2,1RXS_J221343.9+173301,2009/09/17,,22:13:44.03,+17:32:51.9,0,CataclyV
3,2MASS_J00153821+2636574,2009/09/18,,00:15:38.2393,+26:36:56.815,0,CataclyV
4,2MASS_J23255145-0140232,2009/11/16,,23:25:51.4767,-01:40:23.646,0,CataclyV
5,2SLAQ_J081418.92-005022.0,2008/04/09,,08:14:18.9162,-00:50:22.012,0,CataclyV
6,CRTS_J005152.9+204017,2009/10/26,,00:51:52.88,+20:40:17.4,0,CataclyV
7,CRTS_J010411.6-031341,2009/10/09,,01:04:11.6301,-03:13:42.278,0,CataclyV
8,CRTS_J010522.2+110253,2008/09/21,,01:05:22.22,+11:02:52.9,0,Candidate_CV
9,CRTS_J010550.1+190317,2009/10/16,,01:05:50.0988,+19:03:17.000,0,CataclyV
10,CRTS_J011613.8+092216,2008/12/20,,01:16:13.7676,+09:22:16.077,0,CataclyV
11,CRTS_J015021.2-124425,2009/10/29,,01:50:21.18,-12:44:25.3,0,Candidate_CV
12,CRTS_J021110.2+171624,2008/01/30,,02:11:10.2021,+17:16:24.151,0,CataclyV
13,CRTS_J023302.6+184822,2009/09/20,,02:33:02.64,+18:48:22.0,0,CataclyV
14,CRTS_J023638.0+111157,2009/11/06,,02:36:38.0208,+11:11:56.414,0,Candidate_CV
15,CRTS_J032627.3+070744,2008/01/10,,03:26:27.2783,+07:07:44.293,0,CataclyV
16,CRTS_J033031.4+201402,2009/02/13,,03:30:31.43,+20:14:01.5,0,Candidate_CV
17,CRTS_J033231.9+020439,2009/11/21,,03:32:31.91,+02:04:38.9,0,CataclyV
18,CRTS_J033555.8+191119,2008/11/07,,03:35:55.8006,+19:11:19.128,0,Candidate_CV
19,CRTS_J034515.4-015216,2009/02/19,,03:45:15.4071,-01:52:16.364,0,CataclyV
20,CRTS_J035034.9+353247,2008/10/30,,03:50:35.00,+35:32:47.0,0,Candidate_CV
21,CRTS_J035758.7+102943,2009/11/09,,03:57:58.6564,+10:29:42.346,0,CataclyV
22,CRTS_J041138.6+232219,2008/11/18,,04:11:39.00,+23:22:20.0,0,CataclyV
23,CRTS_J041455.7+215643,2007/12/15,,04:14:55.7137,+21:56:42.910,0,CataclyV
24,CRTS_J043517.8+002941,2009/02/19,,04:35:17.73,+00:29:40.7,0,CataclyV
25,CRTS_J050124.1+203818,2009/10/24,,05:01:24.1320,+20:38:17.913,0,CataclyV
26,CRTS_J050716.2+125314,2008/12/21,,05:07:16.23,+12:53:14.2,0,Candidate_CV
27,CRTS_J051814.5-024503,2009/02/19,,05:18:15.00,-02:45:03.0,0,CataclyV
28,CRTS_J060037.6-080945,2008/02/07,,06:00:37.5824,-08:09:44.875,0,CataclyV
29,CRTS_J064608.2+403305,2008/05/12,,06:46:08.23,+40:33:05.1,0,CataclyV
30,CRTS_J064729.3+495027,2009/10/29,,06:47:29.3046,+49:50:26.956,0,CataclyV
31,CRTS_J064804.5+414702,2009/10/26,,06:48:04.51,+41:47:01.8,0,Candidate_CV
32,CRTS_J072210.7+260255,2009/01/28,,07:22:10.65,+26:02:54.6,0,Candidate_CV
33,CRTS_J074928.0+190452,2009/03/31,,07:49:28.013,+19:04:52.10,0,CataclyV
34,CRTS_J075713.8+222253,2009/10/22,,07:57:13.815,+22:22:53.01,0,CataclyV
35,CRTS_J080729.7+153442,2009,,08:07:29.705,+15:34:41.96,0,CataclyV
36,CRTS_J081210.2+040352,2009/10/17,,08:12:10.2388,+04:03:51.432,0,CataclyV
37,CRTS_J084041.5+000520,2009/03/31,,08:40:41.4069,+00:05:20.193,0,Candidate_CV
38,CRTS_J084127.4+210054,2009/05/25,,08:41:27.37,+21:00:53.6,0,CataclyV
39,CRTS_J084545.3-051130,2009/02/01,,08:45:45.34,-05:11:29.8,0,CataclyV
40,CRTS_J090210.2-113032,2009/02/01,,09:02:10.2502,-11:30:31.706,0,CataclyV
41,CRTS_J091453.6+113402,2008/11/07,,09:14:53.5965,+11:34:01.418,0,CataclyV
42,CRTS_J101545.9+033312,2009/04/30,,10:15:45.88,+03:33:11.8,0,Candidate_CV
43,CRTS_J102842.9-081927,2009/03/31,,10:28:43.0,-08:19:27,0,CataclyV
44,CRTS_J105835.1+054706,2008/10/25,,10:58:35.1167,+05:47:06.190,0,Candidate_CV
45,CRTS_J112634.0-100210,2008/02/27,,11:26:33.9962,-10:02:09.953,0,CataclyV
46,CRTS_J113950.6+455818,2008/11/17,,11:39:50.5940,+45:58:17.910,0,CataclyV
47,CRTS_J122059.8-102735,2008/03/24,,12:20:59.7530,-10:27:35.282,0,CataclyV
48,CRTS_J131625.7-151313,2008/04/27,,13:16:25.6968,-15:13:13.691,0,CataclyV
49,CRTS_J132536.0+210037,2009/01/02,,13:25:36.0647,+21:00:36.709,0,Candidate_CV
50,CRTS_J141712.0-180328,2008/04/25,,14:17:11.9859,-18:03:27.936,0,CataclyV
51,CRTS_J144011.0+494734,2009/05/30,,14:40:11.0,+49:47:34,0,CataclyV
52,CRTS_J152419.3+220920,2009/03/29,,15:24:19.3417,+22:09:20.052,0,CataclyV
53,CRTS_J152857.9+034912,2009/04/19,,15:28:57.8625,+03:49:11.671,0,Candidate_CV
54,CRTS_J154428.1+335725,2009/03/22,,15:44:28.101,+33:57:26.41,0,CataclyV
55,CRTS_J155430.6+365043,2008/10/09,,15:54:30.540,+36:50:42.07,0,CataclyV
