,Name,Disc. Date,Mag.,R.A.,Dec.,num_obs,Type
0,SSS120519:201045-472841,2012/05/19,,20:10:45.19,-47:28:41.2,0,Candidate_CV
1,SSS120527:143311-342807,2012/05/27,,14:33:10.57,-34:28:06.5,0,Candidate_CV
2,SSS120527:185726-584558,2012/05/27,,18:57:25.73,-58:45:57.8,21,Candidate_CV
3,SSS120528:125543-342105,2012/05/28,,12:55:42.90,-34:21:05.0,0,Candidate_CV
4,SSS120529:144532-311741,2012/05/29,,14:45:31.84,-31:17:41.0,0,Candidate_CV
5,SSS120530:114639-413545,2012/05/30,,11:46:38.58,-41:35:44.7,0,Candidate_CV
6,SSS120626:120447-364031,2012/06/26,,12:04:47.00,-36:40:31.4,0,Candidate_CV
7,SSS120628:154457-322722,2012/06/28,,15:44:56.75,-32:27:22.2,0,Candidate_CV
8,SSS120715:195551-260249,2012/07/15,,19:55:50.86,-26:02:49.2,0,Candidate_CV
9,SSS120718:154335-355906,2012/07/18,,15:43:34.64,-35:59:06.0,0,Candidate_CV
10,SSS120721:125901-133442,2012/07/21,,12:59:00.83,-13:34:41.7,0,Candidate_CV
11,SSS120725:202916-505847,2012/07/25,,20:29:15.78,-50:58:46.5,0,Candidate_CV
12,SSS120731:214217-674801,2012/07/31,,21:42:17.37,-67:48:01.1,0,Candidate_CV
13,SSS120806:135449-310650,2012/08/06,,13:54:48.60,-31:06:49.9,0,Candidate_CV
14,SSS120810:142714-383114,2012/08/10,,14:27:14.36,-38:31:13.9,0,Candidate_CV
15,SSS120814:130548-360301,2012/08/14,,13:05:47.69,-36:03:01.3,0,Candidate_CV
16,SSS130304:055628-172343,2013/03/04,,05:56:28.13,-17:23:42.8,0,CataclyV
17,SSS130311:111518-452917,2013/03/11,,11:15:18.01,-45:29:16.8,0,CataclyV
18,SSS130312:140859-165709,2013/03/12,,14:08:59.35,-16:57:08.7,0,CataclyV
19,SSS130329:111742-203116,2013/03/29,,11:17:42.08,-20:31:16.4,0,CataclyV
20,SSS130402:141135-282828,2013/04/02,,14:11:35.49,-28:28:27.6,0,CataclyV
21,SSS:100511_061754-362655,2014/09/4,,6:17:53.76,-36:26:53.2,0,known_CV
22,SSS:110222_054119-35241,2014/09/10,14.27,5:41:18.69,-35:24:14,0,known_CV
23,SSS:110525_124508-381322,2014/07/25,12.65,12:45:7.83,-38:13:21.6,0,known_CV
24,SSS:110528_211213-663804,2014/07/18,14.59,21:12:12.94,-66:38:4.3,0,known_CV
25,SSS:110919_205303-395749,2014/08/26,16.37,20:53:2.76,-39:57:46,0,known_CV
26,SSS:120111_095652-331216,2014/06/9,15.56,9:56:51.91,-33:12:19.2,0,known_CV
27,SSS:120424_143145-355205,2014/07/29,13.32,14:31:45.3,-35:52:4.7,0,known_CV
28,SSS:120517_090619-275831,2014/03/19,16.58,9:6:19.3,-27:58:32.4,0,known_CV
29,SSS:120528_125543-342105,2014/08/15,16.25,12:55:43.04,-34:21:5.4,0,known_CV
30,SSS:130422_141534-341340,2014/06/18,14.27,14:15:33.91,-34:13:39.9,0,known_CV
31,SSS_134850.1-310835,2014/04/20,13.6,13:48:50.01,-31:8:37.6,0,known_CV
32,SU_UMa,2014/09/4,13.48,8:12:27.89,62:36:22.7,0,known_CV
33,SY_Cap,2013/08/27,13.77,20:29:47.45,-15:54:35.5,0,known_CV
34,TCP_J01342239+3042118,2014/12/29,16.46,1:34:22.28,30:42:12.5,130,Candidate_Nova
35,TCP_J03250104-0830582,2014/02/13,15.89,3:25:1.1,-8:30:56.9,0,known_CV
