,Name,Disc. Date,Mag.,R.A.,Dec.,num_obs,Type
0,Gaia18chu,2018,16.81,17:51:59.52,+17:29:43.8,0,known_CV
1,Gaia18cjl,2018,16.19,20:10:21.12,-69:25:02.28,0,known_CV
2,Gaia18cjn,2018,14.0,18:57:20.4,+71:31:18.84,0,known_CV
3,Gaia18cjw,2018,15.22,19:18:42,+44:49:12.36,0,known_CV
4,Gaia18ckg,2018,16.88,07:29:14.64,-21:29:34.08,0,known_CV
5,Gaia18ckj,2018,17.37,19:29:44.88,+09:45:37.044,0,Candidate
6,Gaia18clw,2018,16.98,14:57:10.8,-63:41:34.08,0,Candidate
7,Gaia18clz,2018,17.79,17:00:44.64,-50:05:05.28,0,Candidate
8,Gaia18cmb,2018,18.51,20:00:02.4,+14:56:32.64,0,known_CV
9,Gaia18cmf,2018,17.3,20:34:59.28,+24:36:20.88,0,known_CV
10,Gaia18cmi,2018,15.38,07:46:35.04,-07:46:34.068,0,Candidate
11,Gaia18cmj,2018,14.9,19:24:56.16,-01:57:19.224,0,Candidate
12,Gaia18cmm,2018,15.74,10:51:41.28,-50:48:29.88,0,known_CV
13,Gaia18cmo,2018,17.62,18:18:00.72,-26:48:34.92,0,Candidate
14,Gaia18cnb,2018,18.51,17:34:15.84,-32:26:11.76,0,Candidate
15,Gaia18cng,2018,18.59,19:49:46.32,+11:04:20.64,0,Candidate
16,Gaia18cnn,2018,15.35,12:02:51.6,-45:41:16.44,0,known_CV
17,Gaia18coe,2018,18.73,00:45:15.864,+42:10:27.48,0,N
18,Gaia18cof,2018,17.7,00:44:19.8,+41:29:25.8,0,N
19,Gaia18cog,2018,17.37,06:13:19.872,+01:13:22.08,0,Candidate
20,Gaia18coh,2018,18.63,21:12:48.48,+31:57:20.16,0,Candidate
21,Gaia18col,2018,15.62,15:32:14.4,-29:46:34.68,0,known_CV
22,Gaia18con,2018,18.39,00:36:28.949,+39:10:13.44,0,Candidate
23,Gaia18coo,2018,18.91,12:44:31.92,-39:52:35.04,0,Candidate
24,Gaia18cor,2018,17.41,20:52:37.92,+30:33:10.8,0,Candidate
25,Gaia18cow,2018,16.81,01:53:21.48,+34:08:56.04,0,Candidate
26,Gaia18coz,2018,16.2,20:02:14.4,+31:36:34.56,0,known_CV
27,Gaia18cpc,2018,16.99,13:05:47.52,-36:03:01.08,0,Candidate
28,Gaia18cpe,2018,18.04,21:06:18,+36:11:33,0,Candidate
29,Gaia18cpg,2018,17.0,17:30:06.48,+03:38:19.68,0,known_CV
30,Gaia18cpk,2018,19.61,21:20:54.48,+38:57:38.88,0,known_CV
31,Gaia18cpn,2018,16.9,18:18:58.08,+17:53:06,0,known_CV
32,Gaia18cpr,2018,17.44,16:33:11.28,-01:11:31.524,0,Candidate
33,Gaia18cpy,2018,18.02,16:10:04.32,-02:49:08.076,0,known_CV
34,Gaia18cqo,2018,15.46,01:37:37.224,+30:02:48.48,0,known_CV
35,Gaia18crc,2018,13.6,01:36:37.032,+32:00:39.96,0,known_CV
36,Gaia18crd,2018,17.39,23:21:00.48,+49:46:14.52,0,known_CV
37,Gaia18crr,2018,13.8,09:51:33.6,-61:18:39.24,0,known_CV
38,Gaia18crs,2018,12.86,15:26:13.92,+08:18:01.728,0,known_CV
39,Gaia18cry,2018,17.45,16:22:12.48,+34:11:46.32,0,known_CV
40,Gaia18csf,2018,15.15,20:20:41.76,+66:02:41.64,0,known_CV
41,Gaia18csh,2018,17.75,12:04:42.72,-60:58:30,0,Candidate
42,Gaia18csj,2018,17.34,13:19:54.24,-43:58:54.12,0,Candidate
43,Gaia18csw,2018,18.79,14:30:41.76,-26:01:42.24,0,Candidate
44,Gaia18csz,2018,15.15,13:59:43.68,-47:50:09.24,0,known_CV
45,Gaia18ctg,2018,14.34,03:43:28.992,-52:56:06.72,0,Candidate
46,Gaia18cth,2018,17.2,02:10:27.552,+50:21:25.92,0,Candidate
47,Gaia18cti,2018,17.9,14:31:10.56,-60:59:26.88,0,Candidate
48,Gaia18ctk,2018,17.63,14:45:37.44,-34:07:10.92,0,known_CV
49,Gaia18ctu,2018,17.32,14:57:58.56,-33:07:23.88,0,Candidate
50,Gaia18cuk,2018,16.02,03:28:11.832,+28:06:31.32,0,Candidate
51,Gaia18cul,2018,17.39,03:26:02.952,+25:25:33.24,0,Candidate
52,Gaia18cum,2018,17.36,15:53:59.76,-67:23:32.64,0,Candidate
53,Gaia18cuu,2018,17.55,23:54:56.88,-77:47:38.76,0,Candidate
54,Gaia18cuv,2018,13.83,22:55:51.36,-80:45:18.36,0,Candidate
55,Gaia18cuw,2018,14.63,15:44:56.64,-32:27:22.32,0,Candidate
56,Gaia18cuz,2018,16.9,11:18:30.48,+80:14:38.04,0,Candidate
57,Gaia18cvq,2018,15.31,16:22:00.48,-22:41:16.8,0,known_CV
58,Gaia18cwe,2018,12.88,15:56:44.16,-00:09:50.292,0,known_CV
59,Gaia18cwf,2018,16.22,18:45:01.44,-49:55:37.56,0,known_CV
60,Gaia18cws,2018,18.26,19:39:00.0,-51:27:37.8,0,Candidate
61,Gaia18cwx,2018,16.47,17:24:04.56,-23:18:41.76,0,Candidate
62,Gaia18cxm,2018,18.64,18:13:52.32,-29:04:28.56,0,known_CV
63,Gaia18cxq,2018,18.44,08:20:51.12,+49:34:31.44,0,known_CV
64,Gaia18cyo,2018,18.46,20:22:37.44,-39:54:12.24,0,known_CV
65,Gaia18cyu,2018,16.82,18:31:47.52,-11:54:16.56,0,Candidate
66,Gaia18czc,2018,14.9,19:51:11.52,-26:11:46.32,0,known_CV
67,Gaia18czd,2018,16.89,08:56:03.84,+32:21:09,0,known_CV
68,Gaia18czu,2018,15.55,06:25:01.752,-02:47:58.668,0,Candidate
69,Gaia18daf,2018,16.43,21:09:29.28,-20:43:52.32,0,Candidate
70,Gaia18dba,2018,17.28,06:27:53.928,-20:03:29.88,0,known_CV
71,Gaia18dbe,2018,16.26,19:50:39.6,+05:56:19.896,0,known_CV
72,Gaia18dbg,2018,16.72,20:09:33.84,+03:52:10.992,0,known_CV
73,Gaia18dbk,2018,17.44,17:38:50.88,+29:23:11.04,0,Candidate
74,Gaia18dbm,2018,18.87,23:57:03.12,-31:49:10.56,0,Candidate
75,Gaia18dbw,2018,15.83,18:45:24.96,+31:56:54.96,0,Candidate
76,Gaia18dbx,2018,15.59,19:53:27.12,+18:59:14.28,0,known_CV
77,Gaia18dcl,2018,17.19,23:34:06,-22:48:43.2,0,known_CV
78,Gaia18dcm,2018,16.07,20:44:49.68,+17:30:50.76,0,Candidate
79,Gaia18ddh,2018,16.64,19:50:21.12,+41:52:35.4,0,Candidate
80,Gaia18ddv,2018,15.63,21:21:20.16,+33:51:05.76,0,Candidate
81,Gaia18dea,2018,17.93,16:47:06.72,+62:24:50.76,0,Candidate
82,Gaia18dej,2018,17.44,22:11:59.04,+30:28:35.04,0,Candidate
83,Gaia18deu,2018,18.34,03:17:55.368,-73:31:27.48,0,Candidate
84,Gaia18dev,2018,15.09,10:18:53.52,-40:06:43.56,0,Candidate
85,Gaia18dfl,2018,18.61,07:12:29.76,-83:24:27,0,Candidate
86,Gaia18dft,2018,17.26,10:40:36,-48:02:23.64,0,Candidate
87,Gaia18dfv,2018,18.31,10:21:43.2,-68:48:14.76,0,Candidate
88,Gaia18dge,2018,16.73,11:23:59.52,-52:14:17.88,0,Candidate
89,Gaia18dgg,2018,16.15,11:57:17.52,-69:55:50.88,0,Candidate
