index,exp_time,date,hardness,var_mean,var_sigma,cnts_aper,flux_aper,flux_aper_hilim,flux_aper_lolim,flux_significance
0,36978.6,2001-06-14T10:51:54,-1.278404401650619,0.0002403,1.312e-05,4.2,5.531000000000001e-16,8.855599999999999e-16,2.1083600000000002e-16,1.6460000000000001
1,40580.4,2010-01-27T01:02:52,4.48932384341637,0.00032439999999999997,2.0690000000000004e-05,9.4,1.29626e-15,1.7963800000000002e-15,7.7848e-16,2.522
2,75682.2,2010-01-29T14:46:35,7.904296875,0.000320978,3.3624399999999996e-05,24.6,1.7135000000000001e-15,2.1766e-15,1.24032e-15,3.9180000000000006
3,171955.9,2012-01-18T14:26:38,-0.6502532357906584,8.6115e-05,3.126e-06,8.0,2.62522e-16,3.8222e-16,1.42098e-16,2.146
7,160215.7,2012-01-21T08:54:47,-0.6014783526927139,7.068e-05,1.18335e-05,6.4,1.2826e-16,2.4024e-16,6.4286e-17,1.44
4,75554.3,2012-01-26T22:21:59,1.735138316656857,0.0001437,8.248e-06,4.6,4.3885999999999995e-16,6.8286e-16,1.89484e-16,1.7240000000000002
5,184208.0,2012-01-31T15:24:33,-0.010212531051614683,0.00023840249999999998,9.2795e-06,35.8,1.3161400000000001e-15,1.5708420000000001e-15,1.0733e-15,4.444
6,158013.8,2012-02-03T10:00:00,2.9307917888563044,0.0002342075,2.1460250000000002e-05,31.0,1.36216e-15,1.6739e-15,1.03862e-15,4.454
8,119479.4,2012-04-04T03:00:56,0.43149868954014775,0.0002726,2.5827000000000002e-05,26.8,1.32734e-15,1.65038e-15,1.04314e-15,3.992
10,46281.0,2012-04-05T19:03:53,2.469483568075117,0.00038396666666666666,2.3562333333333333e-05,11.6,1.43756e-15,1.99754e-15,9.854e-16,2.572
9,69689.2,2012-04-06T18:15:48,-6.245714285714285,0.00037293333333333336,5.1710000000000005e-05,16.0,1.09026e-15,1.4753e-15,8.4784e-16,2.604
