index,exp_time,date,hardness,var_mean,var_sigma,cnts_aper,flux_aper,flux_aper_hilim,flux_aper_lolim,flux_significance
0,36978.6,2001-06-14T10:51:54,-1.0,0.00018689999999999996,9.499666666666666e-06,4.4,8.09e-16,1.24452e-15,4.3476e-16,1.276
1,40580.4,2010-01-27T01:02:52,-1.0,,,0.8,4.5200000000000006e-17,4.3347999999999995e-16,0.0,0.628
2,75682.2,2010-01-29T14:46:35,0.09583333333333334,0.00014350999999999999,1.1398000000000002e-05,7.4,6.983200000000001e-16,1.09418e-15,3.8441999999999994e-16,2.178
3,171955.9,2012-01-18T14:26:38,2.0546608101512933,5.7395e-05,1.8668e-06,5.6,1.5001999999999997e-16,2.8298e-16,8.181600000000001e-17,1.6320000000000001
7,160215.7,2012-01-21T08:54:47,1.6000615763546802,,,4.0,1.812412e-15,3.289508e-15,3.8245200000000007e-16,1.456
4,75554.3,2012-01-26T22:21:59,-0.3918175937904269,0.0001306,5.582e-06,4.0,1.9106e-16,4.3342e-16,9.060000000000001e-17,1.274
5,184208.0,2012-01-31T15:24:33,0.32514734774066795,7.501e-05,2.611e-06,5.6,1.2543800000000001e-16,2.4914000000000004e-16,6.8068e-17,1.6179999999999999
6,158013.8,2012-02-03T10:00:00,-0.33612204724409445,8.12e-05,3.004e-06,5.4,1.354e-16,2.56276e-16,7.0066e-17,1.5879999999999999
8,119479.4,2012-04-04T03:00:56,-0.5027682178662277,0.0001115,4.4025e-06,6.8,3.9179999999999993e-16,6.114600000000001e-16,2.1668199999999999e-16,1.8820000000000001
10,46281.0,2012-04-05T19:03:53,-1.0708661417322833,,,2.0,1.4385999999999998e-16,4.0679999999999997e-16,5.2756000000000005e-17,0.9359999999999999
9,69689.2,2012-04-06T18:15:48,-1.0,,,2.2,9.857999999999999e-17,4.0672000000000003e-16,2.5032e-17,1.284
