index,class,src_id,src_name,livetime,significance,likelihood,gti_obs,var_inter_sigma,var_inter_prob,var_inter_index,var_max,var_min,var_mean,var_sigma,kp_prob,ks_prob,var_prob,var_index,flux_aper_hilim,flux_aper_lolim,flux_aper,photflux_aper_hilim,photflux_aper_lolim,photflux_aper,flux_significance,photflux_aper_b,photflux_aper_h,photflux_aper_m,photflux_aper_u,photflux_aper_s,photflux_aper_lolim_b,photflux_aper_lolim_h,photflux_aper_lolim_m,photflux_aper_lolim_u,photflux_aper_lolim_s,photflux_aper_hilim_b,photflux_aper_hilim_h,photflux_aper_hilim_m,photflux_aper_hilim_u,photflux_aper_hilim_s,flux_aper_b,flux_aper_h,flux_aper_m,flux_aper_u,flux_aper_s,flux_aper_lolim_b,flux_aper_lolim_h,flux_aper_lolim_m,flux_aper_lolim_u,flux_aper_lolim_s,flux_aper_hilim_b,flux_aper_hilim_h,flux_aper_hilim_m,flux_aper_hilim_u,flux_aper_hilim_s,hard_hm,hard_hs,hard_ms,flux_powlaw,powlaw_gamma,powlaw_nh,powlaw_ampl,powlaw_stat,flux_bb,flux_bb_hilim,flux_bb_lolim,bb_kt,bb_nh,bb_ampl,bb_stat,flux_brems,brems_kt,brems_nh,brems_stat,hard_hm_hilim,hard_hm_lolim,hard_hs_hilim,hard_hs_lolim,hard_ms_hilim,hard_ms_lolim,flux_powlaw_hilim,flux_powlaw_lolim,powlaw_gamma_hilim,powlaw_gamma_lolim,powlaw_nh_hilim,powlaw_nh_lolim,powlaw_ampl_hilim,powlaw_ampl_lolim,bb_ampl_lolim,bb_ampl_hilim,flux_brems_lolim,flux_brems_hilim,brems_kt_hilim,brems_kt_lolim,brems_nh_hilim,brems_nh_lolim,bb_kt_hilim,bb_kt_lolim,bb_nh_hilim,bb_nh_lolim
1,BH,BH0010,XTE J1550-564       ,23680.3,29.24,7025.511,2003-01-28T04:52:56,3.0538660000000003e-05,0.8478,6.4,0.0051094999999999995,0.00496425,0.0049819999999999994,2.5514241499999997e-05,0.28300000000000003,0.1965,0.12874999999999998,0.0,13.386892555583655,13.467390834639687,13.425061715080725,1.1335600000000002e-05,9.18314e-06,1.029056e-05,7.794,2.899e-05,1.111e-05,7.506e-06,9.778e-07,2.869e-06,2.681e-05,9.888e-06,6.681e-06,2.347e-07,2.302e-06,3.105e-05,1.226e-05,8.283e-06,1.682e-06,3.403e-06,9.352e-14,7.079e-14,1.918e-14,0.0,4.402e-15,8.688e-14,6.292e-14,1.707e-14,0.0,3.573e-15,1.002e-13,7.823e-14,2.116e-14,3.318e-16,5.231e-15,0.1961,0.5921,0.4472,13.081235968972,2.307,96.66,5.584e-05,0.743,13.118900781610982,13.075513956266086,13.183626111247637,0.759,31.06,2.79e-05,1.179,13.089428951518741,3.493,77.59,0.731,0.2667,0.1243,0.6615,0.5215,0.5328,0.3604,13.037299268295659,13.125228362815701,2.573,2.063,114.3,81.62,7.581e-05,4.169e-05,1.995e-05,3.971e-05,13.155584959526175,13.048225491918275,4.708,2.7,90.35,66.64,0.8263,0.6953,41.81,21.8
2,BH,BH0010,XTE J1550-564       ,5099.4,29.24,7025.511,2000-08-21T09:06:19,3.0538660000000003e-05,0.8478,6.4,0.008503750000000001,0.005730750000000001,0.006192250000000001,0.0005470625,0.4335,0.44925,0.35825,0.25,13.323948706659102,13.490163306252711,13.39864413623016,1.47644e-05,1.0022000000000002e-05,1.2281799999999998e-05,3.896,3.556e-05,1.187e-05,8.814e-06,0.0,5.165e-06,3.051e-05,9.092e-06,6.831e-06,0.0,3.677e-06,4.061e-05,1.448e-05,1.069e-05,1.389e-06,6.653e-06,9.825e-14,7.085e-14,2.256e-14,0.0,8.016e-15,8.426e-14,5.429e-14,1.748e-14,0.0,5.706e-15,1.122e-13,8.649e-14,2.735e-14,7.79e-16,1.033e-14,0.1537,0.4035,0.2636,,,,,,,,,,,,,,,,,0.2979,-0.0006,0.549,0.2455,0.4254,0.0993,,,,,,,,,,,,,,,,,,,,
3,BH,BH0010,XTE J1550-564       ,4568.6,29.24,7025.511,2000-09-11T05:12:26,3.0538660000000003e-05,0.8478,6.4,0.012600249999999999,0.01131,0.01155375,0.0003159125,0.44599999999999995,0.48025,0.25575,0.25,13.073308611394188,13.201568973899189,13.132426455883055,2.64812e-05,1.9766e-05,2.2977399999999998e-05,5.0,6.685e-05,2.228e-05,1.873e-05,0.0,7.027e-06,5.968e-05,1.827e-05,1.578e-05,0.0,5.1e-06,7.403e-05,2.628e-05,2.167e-05,1.586e-06,8.84e-06,1.825e-13,1.278e-13,4.739e-14,0.0,1.09e-14,1.617e-13,1.048e-13,3.993e-14,0.0,7.911e-15,2.021e-13,1.508e-13,5.484e-14,8.892e-16,1.371e-14,0.0949,0.5284,0.4547,,,,,,,,,,,,,,,,,0.2092,-0.0231,0.6377,0.4104,0.5715,0.3317,,,,,,,,,,,,,,,,,,,,
4,BH,BH0010,XTE J1550-564       ,18023.7,29.24,7025.511,2002-06-19T09:22:19,3.0538660000000003e-05,0.8478,6.4,0.00284695,0.001358825,0.0015337749999999998,0.0002621675,0.17125,0.34299999999999997,0.4345,0.5,13.872850478088452,14.048179876165234,13.952824856519422,3.80958e-06,2.5000599999999997e-06,3.0961e-06,3.55,8.937e-06,3.209e-06,2.846e-06,0.0,4.885e-07,7.589e-06,2.431e-06,2.257e-06,0.0,2.233e-07,1.028e-05,3.938e-06,3.402e-06,6.881e-07,7.398e-07,2.752e-14,2.04e-14,7.074e-15,0.0,7.432e-16,2.335e-14,1.545e-14,5.61e-15,0.0,3.397e-16,3.169e-14,2.535e-14,8.456e-15,3.859e-16,1.125e-15,0.0712,0.7458,0.7096,,,,,,,,,,,,,,,,,0.218,-0.0831,0.8588,0.6065,0.8339,0.5628,,,,,,,,,,,,,,,,,,,,
5,BH,BH0010,XTE J1550-564       ,24438.6,29.24,7025.511,2002-09-24T20:21:26,3.0538660000000003e-05,0.8478,6.4,0.0047975,0.003929675,0.004099175,0.0001869625,0.732,0.7665,0.261,0.25,13.459967248430788,13.550712948521996,13.503344292787974,9.199419999999998e-06,7.431e-06,8.2724e-06,6.7700000000000005,2.384e-05,8.584e-06,7.075e-06,0.0,1.863e-06,2.194e-05,7.502e-06,6.295e-06,0.0,1.418e-06,2.575e-05,9.665e-06,7.855e-06,4.471e-07,2.28e-06,7.761e-14,5.808e-14,1.839e-14,0.0,2.821e-15,7.141e-14,5.076e-14,1.637e-14,0.0,2.148e-15,8.381e-14,6.54e-14,2.042e-14,2.985e-16,3.453e-15,0.0987,0.6471,0.5846,13.16621562534352,2.152,88.48,3.789e-05,1.087,13.217169194797409,13.167491087293763,13.301029995663981,0.8051,20.75,1.707e-05,1.676,13.182897595743077,4.37,69.44,1.104,0.1793,0.0169,0.7202,0.5678,0.6652,0.4978,13.119186407719209,13.224535190654262,2.491,1.857,111.9,69.64,5.676e-05,2.632e-05,1.136e-05,2.651e-05,13.28642546222793,13.130005999878259,6.887,3.062,84.56,56.52,0.8981,0.7183,32.89,10.73
6,BH,BH0010,XTE J1550-564       ,47831.4,29.24,7025.511,2003-10-23T07:34:21,3.0538660000000003e-05,0.8478,6.4,0.002182575,0.00127105,0.00149635,0.0002333475,0.81475,0.7394999999999999,0.59375,0.75,13.81219031567874,13.917340270226378,13.861634136321005,4.33125e-06,3.3912e-06,3.8612500000000005e-06,7.1625000000000005,8.705e-06,3.789e-06,1.888e-06,,1.063e-06,7.881e-06,3.274e-06,1.593e-06,,8.168e-07,9.53e-06,4.304e-06,2.182e-06,,1.309e-06,2.716e-14,2.163e-14,4.602e-15,,1.616e-15,2.458e-14,1.868e-14,3.884e-15,,1.242e-15,2.974e-14,2.459e-14,5.32e-15,,1.991e-15,0.3385,0.5634,0.2761,,,,,,,,,,,,,,,,,0.4254,0.2467,0.649,0.4716,0.3991,0.1505,,,,,,,,,,,,,,,,,,,,
0,BH,BH0011,XTE J1650-500       ,18266.3,86.04,53076.07,2002-03-02T02:30:23,0.000239636,1.0,8.0,0.1760064,0.17468579999999997,0.1753162,0.000647516,0.6854000000000001,0.6936,0.13379999999999997,0.0,11.620488264004816,11.633782564053904,11.626884699110756,0.000542415,0.0005250925,0.0005339775000000001,45.035000000000004,0.001405,0.0005532,,1.811e-05,0.0001596,0.001388,0.0005429,,1.467e-05,0.0001548,0.001421,0.0005629,,2.136e-05,0.0001644,5.097e-12,4.081e-12,,1.752e-14,2.489e-13,5.032e-12,4.008e-12,,1.42e-14,2.414e-13,5.158e-12,4.15e-12,,2.065e-14,2.559e-13,,0.5534,,11.337336590425963,1.718,55.46,0.001316,0.845,11.399027104313252,11.392330563311758,11.406603157699793,0.8337,14.24,0.000885,2.326,11.341416284592936,8.415,47.83,0.92,,,0.564,0.5415,,,11.330869152626667,11.343614280941312,1.755,1.682,57.28,53.71,0.001371,0.001263,0.0008398,0.0009327,11.348625056086957,11.334888262924949,9.234,7.716,49.19,46.51,0.8463,0.8214,15.32,13.21
1,BH,BH0011,XTE J1650-500       ,35654.6,86.04,53076.07,2007-07-01T00:03:03,0.000239636,1.0,8.0,0.0002776,0.0001908,0.0001938,9.944e-06,0.137,0.025,0.473,0.0,14.54535709577907,15.081615763033724,14.738844230722705,4.4138e-07,9.12e-08,2.1073600000000002e-07,1.2719999999999998,5.6e-07,2.277e-07,6.048e-08,0.0,2.055e-07,3.067e-07,7.591e-08,0.0,0.0,7.339e-08,8.001e-07,3.796e-07,1.174e-07,5.722e-07,3.376e-07,3.558e-15,3.429e-15,0.0,,3.112e-16,1.986e-15,1.225e-15,0.0,,1.037e-16,5.047e-15,5.633e-15,1.96e-16,,5.187e-16,0.6608,0.0937,-0.6046,,,,,,,,,,,,,,,,,0.92,0.268,0.4866,-0.3267,-0.1905,-0.8913,,,,,,,,,,,,,,,,,,,,
0,BH,BH0012,XTE J1859+226       ,24792.4,2.11,18.85847,2003-02-05T03:01:04,,,,0.000344,0.0002338,0.0002389,1.38e-05,0.824,0.447,0.477,0.0,14.996098073379002,15.699910183088194,15.305548366666663,5.0226e-07,1.0374800000000001e-07,2.3017999999999996e-07,1.004,7.199e-07,0.0,1.589e-07,0.0,2.721e-07,3.789e-07,0.0,3.784e-08,0.0,1.02e-07,1.061e-06,2.709e-07,2.8e-07,4.573e-07,4.421e-07,1.14e-15,0.0,4.127e-16,,4.266e-16,5.4e-16,0.0,9.827e-17,,1.6e-16,1.74e-15,8.757e-16,7.272e-16,,6.932e-16,0.1262,-0.4597,-0.2948,,,,,,,,,,,,,,,,,0.5078,-0.6177,-0.0406,-1.0,0.1243,-0.659,,,,,,,,,,,,,,,,,,,,
0,BH,BH0014,CXOU J100506.7-07443,40580.4,11.41,1457.845,2010-01-27T01:02:52,1.7710400000000003e-06,0.9936,7.6,,,,,,,,,,,,2.3665000000000002e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.055e-07,8.409e-08,5.335e-08,8.671e-07,7.321e-08,,,,,,,,,,,,,,,,0.9994,0.9994,-0.9994,,,,,,,,,,,,,,,,,1.0,-0.1418,1.0,-1.0,0.208,-1.0,,,,,,,,,,,,,,,,,,,,
1,BH,BH0014,CXOU J100506.7-07443,75682.2,11.41,1457.845,2010-01-29T14:46:35,1.7710400000000003e-06,0.9936,7.6,,,,,,,,,,,,1.2761e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.277e-08,4.869e-08,2.702e-08,4.676e-07,4.197e-08,,,,,,,,,,,,,,,,0.9981,0.9994,-0.9994,,,,,,,,,,,,,,,,,1.0,-0.0806,1.0,-1.0,0.158,-1.0,,,,,,,,,,,,,,,,,,,,
2,BH,BH0014,CXOU J100506.7-07443,171955.9,11.41,1457.845,2012-01-18T14:26:38,1.7710400000000003e-06,0.9936,7.6,,,,,,,,,14.984032824974769,16.22725667481188,15.491874463916801,2.0816e-07,1.3266e-08,1.0466000000000001e-07,0.8620000000000001,9.189e-08,0.0,0.0,3.498e-07,8.161e-08,3.063e-08,0.0,0.0,0.0,3.57e-08,1.504e-07,4.945e-08,1.385e-08,6.996e-07,1.275e-07,5.677e-16,5.743e-16,,0.0,1.468e-16,1.774e-16,0.0,,0.0,5.963e-17,9.579e-16,1.118e-15,,1.84e-15,2.339e-16,0.9994,-0.9994,-0.9994,,,,,,,,,,,,,,,,,1.0,0.2342,-0.2542,-1.0,-0.7014,-1.0,,,,,,,,,,,,,,,,,,,,
3,BH,BH0014,CXOU J100506.7-07443,75554.3,11.41,1457.845,2012-01-26T22:21:59,1.7710400000000003e-06,0.9936,7.6,0.00087085,0.00042745,0.00049815,7.69775e-05,0.41175,0.4595,0.47525,1.5,14.484351306292368,14.683023760678452,14.575575756230489,2.4518e-06,1.3104600000000002e-06,1.89286e-06,4.224,3.278e-06,6.33e-07,7.583e-07,3.576e-06,1.219e-06,2.814e-06,4.331e-07,5.772e-07,1.788e-06,9.4e-07,3.743e-06,8.329e-07,9.281e-07,5.275e-06,1.48e-06,6.498e-15,3.596e-15,1.597e-15,0.0,1.595e-15,5.514e-15,2.419e-15,1.216e-15,0.0,1.225e-15,7.424e-15,4.773e-15,1.978e-15,2.745e-16,1.942e-15,-0.075,-0.3111,-0.2386,,,,,,,,,,,,,,,,,0.1081,-0.2655,-0.1418,-0.4753,-0.0856,-0.3816,,,,,,,,,,,,,,,,,,,,
4,BH,BH0014,CXOU J100506.7-07443,184208.0,11.41,1457.845,2012-01-31T15:24:33,1.7710400000000003e-06,0.9936,7.6,0.0005605,0.000501825,0.00051915,1.618525e-05,0.754,0.7197499999999999,0.1805,0.0,14.447118946597636,14.558540531082206,14.4987010514614,1.6800200000000001e-06,1.1612200000000001e-06,1.42654e-06,6.612,3.373e-06,6.492e-07,7.265e-07,1.075e-06,1.309e-06,3.068e-06,5.208e-07,6.224e-07,4.559e-07,1.139e-06,3.659e-06,7.704e-07,8.307e-07,1.661e-06,1.479e-06,6.305e-15,2.837e-15,1.536e-15,,2.009e-15,5.74e-15,2.25e-15,1.316e-15,,1.748e-15,6.87e-15,3.391e-15,1.756e-15,,2.27e-15,-0.05,-0.3335,-0.2873,14.22900079483606,2.533,19.96,2.775e-06,0.756,14.389765824665611,14.328271911760442,14.518557371497694,0.4378,3.218e-09,1.263e-05,2.407,14.24603413413484,2.392,6.358,0.767,0.0656,-0.1668,-0.2317,-0.4316,-0.198,-0.3729,14.186819467413988,14.27711938931306,2.874,2.24,28.86,11.96,3.634e-06,2.139e-06,8.082e-06,2.004e-05,14.31821623353212,14.200797343699476,3.237,1.806,12.24,1.036,0.4966,0.3847,1.475,
5,BH,BH0014,CXOU J100506.7-07443,158013.8,11.41,1457.845,2012-02-03T10:00:00,1.7710400000000003e-06,0.9936,7.6,0.0006127,0.000518575,0.00052645,1.0710499999999999e-05,0.131,0.151,0.185,0.0,14.031675854803122,14.395514743994136,14.176212878538136,1.78082e-06,1.17936e-06,1.4831999999999998e-06,6.24,3.385e-06,5.435e-07,8.605e-07,1.391e-06,1.236e-06,3.061e-06,4.206e-07,7.328e-07,6.184e-07,1.064e-06,3.69e-06,6.6e-07,9.811e-07,2.164e-06,1.409e-06,6.313e-15,2.37e-15,1.896e-15,2.059e-14,2.155e-15,5.686e-15,1.807e-15,1.614e-15,9.152e-15,1.853e-15,6.902e-15,2.933e-15,2.162e-15,3.203e-14,2.456e-15,-0.2199,-0.386,-0.1811,14.270025714300445,2.961,25.79,3.587e-06,1.362,14.323855319643794,14.282912275072981,14.382894769497621,0.4309,2.088e-06,1.486e-05,1.214,14.281249265260335,1.526,10.5,0.987,-0.0993,-0.3417,-0.2755,-0.4928,-0.0831,-0.2742,14.221559316428767,14.318125877871353,3.325,2.639,36.61,16.44,4.872e-06,2.678e-06,1.118e-05,2.009e-05,14.354381261757306,14.233364113689733,1.926,1.22,18.19,3.924,0.4649,0.3967,2.067,
6,BH,BH0014,CXOU J100506.7-07443,160215.7,11.41,1457.845,2012-01-21T08:54:47,1.7710400000000003e-06,0.9936,7.6,0.0001053,5.728e-05,6.081e-05,4.782e-06,0.544,0.259,0.536,1.0,14.104005402019881,15.220198818159696,14.376052677174041,2.76736e-07,4.81736e-08,1.58748e-07,1.436,2.206e-07,0.0,2.494e-08,3.744e-07,1.738e-07,1.314e-07,0.0,2.268e-09,0.0,1.072e-07,3.098e-07,3.706e-08,4.762e-08,7.488e-07,2.404e-07,0.0,0.0,6.838e-17,2.066e-14,3.054e-16,0.0,0.0,8.919e-18,2.818e-15,1.845e-16,1.668e-16,1.238e-16,1.249e-16,3.851e-14,4.263e-16,-0.1886,-0.9994,-0.7545,,,,,,,,,,,,,,,,,0.2255,-0.8801,-0.6502,-1.0,-0.5278,-0.9213,,,,,,,,,,,,,,,,,,,,
7,BH,BH0014,CXOU J100506.7-07443,119479.4,11.41,1457.845,2012-04-04T03:00:56,1.7710400000000003e-06,0.9936,7.6,,,,,,,,,15.618749505533847,16.69924152324571,16.053547734986928,4.05196e-07,2.9135999999999997e-08,2.1238000000000003e-07,0.9039999999999999,1.397e-07,0.0,0.0,8.054e-07,1.168e-07,5.674e-08,0.0,0.0,3.835e-08,5.059e-08,2.226e-07,6.755e-08,1.893e-08,1.534e-06,1.829e-07,1.501e-16,0.0,,0.0,2.035e-16,0.0,0.0,,0.0,7.995e-17,3.002e-16,2.087e-16,,1.263e-16,3.271e-16,0.9994,-0.9806,-0.9994,,,,,,,,,,,,,,,,,1.0,0.2804,-0.2692,-1.0,-0.7189,-1.0,,,,,,,,,,,,,,,,,,,,
0,BH,BH0015,CXOU J100508.7-07444,36978.6,3.88,68.84056,2001-06-14T10:51:54,7.636749999999999e-07,0.69275,4.5,0.0004549666666666666,0.0002728333333333333,0.0003383,5.741e-05,0.7466666666666667,0.7326666666666667,0.49066666666666664,0.3333333333333333,14.835903036886172,15.21808672878811,14.982390767329662,8.8662e-07,3.8894000000000004e-07,6.430400000000001e-07,2.3880000000000003,1.561e-06,1.444e-07,3.354e-07,5.903e-07,5.841e-07,1.147e-06,2.28e-08,2.013e-07,2.029e-07,3.707e-07,1.952e-06,2.66e-07,4.696e-07,9.592e-07,7.863e-07,2.339e-15,7.215e-16,8.053e-16,4.285e-16,9.126e-16,1.708e-15,1.139e-16,4.602e-16,1.473e-16,5.967e-16,2.933e-15,1.291e-15,1.134e-15,7.097e-16,1.228e-15,-0.3186,-0.5809,-0.2936,,,,,,,,,,,,,,,,,0.0331,-0.6602,-0.2967,-0.8214,-0.0418,-0.5228,,,,,,,,,,,,,,,,,,,,
0,BH,BH0017,CXOU J100510.9-07453,40580.4,4.58,82.89468,2010-01-27T01:02:52,1.426325e-06,0.761,5.5,0.00047516666666666665,0.00030859999999999997,0.0003326,3.1899999999999996e-05,0.5,0.522,0.44,0.0,13.920736245838835,14.557046998125594,14.128967934299498,1.3814399999999999e-06,4.8874e-07,9.2218e-07,2.216,1.528e-06,0.0,3.847e-07,1.949e-06,7.492e-07,1.14e-06,0.0,2.385e-07,5.568e-07,5.084e-07,1.917e-06,1.282e-07,5.309e-07,3.341e-06,9.901e-07,2.07e-15,0.0,9.157e-16,3.285e-14,1.318e-15,1.453e-15,0.0,5.677e-16,1.095e-14,8.944e-16,2.687e-15,6.584e-16,1.264e-15,5.366e-14,1.742e-15,-0.9994,-0.9994,-0.3385,,,,,,,,,,,,,,,,,-0.4953,-1.0,-0.7064,-1.0,-0.1106,-0.5428,,,,,,,,,,,,,,,,,,,,
1,BH,BH0017,CXOU J100510.9-07453,75682.2,4.58,82.89468,2010-01-29T14:46:35,1.426325e-06,0.761,5.5,0.00059775,0.00029995,0.00030659999999999997,2.2535e-05,0.364,0.242,0.5415,1.0,14.855309062250747,15.228486010020333,15.00638744206111,6.150249999999999e-07,3.44165e-07,4.8128e-07,2.92,1.073e-06,8.602e-08,1.485e-07,,6.176e-07,8.254e-07,1.229e-08,7.817e-08,,4.608e-07,1.307e-06,1.597e-07,2.189e-07,,7.745e-07,1.926e-15,5.952e-16,3.464e-16,,1.074e-15,1.38e-15,0.0,1.823e-16,,8.013e-16,2.44e-15,1.284e-15,5.105e-16,,1.347e-15,-0.1649,-0.7458,-0.6196,,,,,,,,,,,,,,,,,0.2117,-0.5665,-0.5453,-0.9051,-0.4428,-0.7664,,,,,,,,,,,,,,,,,,,,
2,BH,BH0017,CXOU J100510.9-07453,171955.9,4.58,82.89468,2012-01-18T14:26:38,1.426325e-06,0.761,5.5,,,,,,,,,15.357337668557964,16.90767711447914,15.881724248549535,5.7426666666666666e-08,3.813333333333333e-10,1.9896666666666667e-08,0.6666666666666666,3.451e-08,0.0,,,2.518e-08,0.0,0.0,,,1.144e-09,7.266e-08,5.041e-08,,,4.921e-08,3.234e-16,0.0,,,7.051e-17,3.404e-17,0.0,,,3.066e-18,6.127e-16,5.7e-16,,,1.349e-16,,0.1537,,,,,,,,,,,,,,,,,,,,0.5628,-0.5965,,,,,,,,,,,,,,,,,,,,,,
3,BH,BH0017,CXOU J100510.9-07453,75554.3,4.58,82.89468,2012-01-26T22:21:59,1.426325e-06,0.761,5.5,,,,,,,,,15.624934142614803,inf,inf,8.886e-08,0.0,1.4333333333333334e-08,0.3233333333333333,0.0,0.0,,,4.3e-08,0.0,0.0,,,0.0,1.011e-07,7.71e-08,,,8.838e-08,0.0,0.0,,,0.0,0.0,0.0,,,0.0,2.67e-16,3.526e-16,,,9.192e-17,,-0.07,,,,,,,,,,,,,,,,,,,,0.3629,-0.8039,,,,,,,,,,,,,,,,,,,,,,
4,BH,BH0017,CXOU J100510.9-07453,184208.0,4.58,82.89468,2012-01-31T15:24:33,1.426325e-06,0.761,5.5,,,,,,,,,16.03194922597255,17.980053318321158,16.724746248015723,3.84975e-08,2.715e-10,5.9725e-09,0.2675,0.0,0.0,0.0,,2.389e-08,0.0,0.0,0.0,,1.086e-09,6.199e-08,2.552e-08,2.088e-08,,4.56e-08,0.0,0.0,0.0,,7.539e-17,0.0,0.0,0.0,,4.188e-18,9.965e-17,8.896e-17,3.642e-17,,1.466e-16,0.6858,-0.9994,-0.9994,,,,,,,,,,,,,,,,,1.0,-0.248,-0.0581,-1.0,-0.1543,-1.0,,,,,,,,,,,,,,,,,,,,
5,BH,BH0017,CXOU J100510.9-07453,158013.8,4.58,82.89468,2012-02-03T10:00:00,1.426325e-06,0.761,5.5,,,,,,,,,15.945961789315131,inf,inf,1.417e-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,3.776e-08,3.091e-08,,4.612e-07,3.693e-08,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,1.682e-16,8.743e-17,,7.497e-17,1.224e-16,,-0.5459,,,,,,,,,,,,,,,,,,,,0.2567,-1.0,,,,,,,,,,,,,,,,,,,,,,
6,BH,BH0017,CXOU J100510.9-07453,160215.7,4.58,82.89468,2012-01-21T08:54:47,1.426325e-06,0.761,5.5,,,,,,,,,14.510413078555558,inf,inf,1.8627749999999998e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,3.575e-08,2.879e-08,2.297e-08,6.576e-07,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,3.184e-16,6.977e-16,5.333e-17,1.128e-14,,0.6084,,,,,,,,,,,,,,,,,,,1.0,-0.2217,,,,,,,,,,,,,,,,,,,,,,,,
7,BH,BH0017,CXOU J100510.9-07453,119470.1,4.58,82.89468,2012-04-04T03:00:56,1.426325e-06,0.761,5.5,,,,,,,,,15.26187772194514,inf,inf,6.692460000000001e-07,0.0,9.066e-09,0.2,0.0,0.0,0.0,0.0,4.533e-08,0.0,0.0,0.0,0.0,0.0,9.144e-08,4.812e-08,2.102e-08,3.095e-06,9.065e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.769e-16,5.222e-16,6.524e-17,1.688e-15,8.351e-17,0.9994,-0.9994,-0.9994,,,,,,,,,,,,,,,,,1.0,0.0568,-0.0568,-1.0,-0.4379,-1.0,,,,,,,,,,,,,,,,,,,,
8,BH,BH0017,CXOU J100510.9-07453,69686.1,4.58,82.89468,2012-04-06T18:15:48,1.426325e-06,0.761,5.5,,,,,,,,,15.126691026037234,17.20648899420714,16.525201181199368,1.0041880000000002e-06,3.5712000000000002e-09,3.0784e-08,0.462,8.726e-08,0.0,6.666e-08,0.0,0.0,3.966e-09,0.0,1.389e-08,0.0,0.0,1.706e-07,4.55e-08,1.194e-07,4.614e-06,7.144e-08,0.0,0.0,1.492e-16,0.0,0.0,0.0,0.0,3.108e-17,0.0,0.0,1.352e-16,3.906e-16,2.673e-16,2.826e-15,1.158e-16,-0.9994,-0.9994,0.9994,,,,,,,,,,,,,,,,,-0.2105,-1.0,0.1855,-1.0,1.0,-0.0006,,,,,,,,,,,,,,,,,,,,
9,BH,BH0017,CXOU J100510.9-07453,46277.9,4.58,82.89468,2012-04-05T19:03:53,1.426325e-06,0.761,5.5,,,,,,,,,14.89592279384489,inf,inf,1.4168259999999998e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.897e-07,1.482e-07,5.403e-08,6.585e-06,1.072e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.864e-16,7.502e-16,1.566e-16,4.487e-15,1.738e-16,0.9994,0.9994,-0.9994,,,,,,,,,,,,,,,,,1.0,0.1355,1.0,-0.213,0.0518,-1.0,,,,,,,,,,,,,,,,,,,,
0,BH,BH0018,CXOU J100514.2-07423,40580.4,16.29,1238.383,2010-01-27T01:02:52,4.1391200000000003e-07,0.8074,4.8,0.0004721666666666667,0.00032342333333333336,0.0003325066666666667,2.068733333333333e-05,0.6543333333333333,0.5103333333333334,0.435,0.0,14.90622821850127,15.239803770544865,15.07852161962431,8.8406e-07,3.8804600000000003e-07,5.58294e-07,2.084,1.533e-06,8.127e-08,1.905e-07,0.0,9.867e-07,1.156e-06,0.0,8.403e-08,0.0,7.002e-07,1.91e-06,1.583e-07,2.969e-07,7.981e-07,1.257e-06,2.057e-15,0.0,4.34e-16,0.0,1.682e-15,1.493e-15,0.0,1.915e-16,0.0,1.194e-15,2.588e-15,2.915e-16,6.766e-16,5.059e-16,2.143e-15,-0.3835,-0.8532,-0.6833,,,,,,,,,,,,,,,,,0.0518,-0.7539,-0.7002,-0.9725,-0.5053,-0.8251,,,,,,,,,,,,,,,,,,,,
1,BH,BH0018,CXOU J100514.2-07423,75682.2,16.29,1238.383,2010-01-29T14:46:35,4.1391200000000003e-07,0.8074,4.8,0.0004736666666666667,0.0002424,0.0002479,1.8271e-05,0.309,0.4056666666666667,0.5453333333333333,1.0,15.015472686656208,15.319555699923848,15.15747812726207,7.868799999999998e-07,3.26726e-07,5.57846e-07,2.8080000000000003,1.151e-06,9.693e-08,2.503e-07,7.311e-07,5.599e-07,9.097e-07,2.513e-08,1.653e-07,1.271e-07,4.064e-07,1.391e-06,1.687e-07,3.353e-07,1.335e-06,7.044e-07,1.702e-15,2.276e-16,5.678e-16,0.0,9.819e-16,1.308e-15,0.0,3.75e-16,0.0,7.126e-16,2.076e-15,4.551e-16,7.606e-16,2.983e-16,1.235e-15,-0.386,-0.6896,-0.391,,,,,,,,,,,,,,,,,-0.0806,-0.6752,-0.4853,-0.8576,-0.2017,-0.5628,,,,,,,,,,,,,,,,,,,,
