index,class,src_id,src_name,livetime,significance,likelihood,gti_obs,var_inter_sigma,var_inter_prob,var_inter_index,var_max,var_min,var_mean,var_sigma,kp_prob,ks_prob,var_prob,var_index,flux_aper_hilim,flux_aper_lolim,flux_aper,photflux_aper_hilim,photflux_aper_lolim,photflux_aper,flux_significance,photflux_aper_b,photflux_aper_h,photflux_aper_m,photflux_aper_u,photflux_aper_s,photflux_aper_lolim_b,photflux_aper_lolim_h,photflux_aper_lolim_m,photflux_aper_lolim_u,photflux_aper_lolim_s,photflux_aper_hilim_b,photflux_aper_hilim_h,photflux_aper_hilim_m,photflux_aper_hilim_u,photflux_aper_hilim_s,flux_aper_b,flux_aper_h,flux_aper_m,flux_aper_u,flux_aper_s,flux_aper_lolim_b,flux_aper_lolim_h,flux_aper_lolim_m,flux_aper_lolim_u,flux_aper_lolim_s,flux_aper_hilim_b,flux_aper_hilim_h,flux_aper_hilim_m,flux_aper_hilim_u,flux_aper_hilim_s,hard_hm,hard_hs,hard_ms,flux_powlaw,powlaw_gamma,powlaw_nh,powlaw_ampl,powlaw_stat,flux_bb,flux_bb_hilim,flux_bb_lolim,bb_kt,bb_nh,bb_ampl,bb_stat,flux_brems,brems_kt,brems_nh,brems_stat,hard_hm_hilim,hard_hm_lolim,hard_hs_hilim,hard_hs_lolim,hard_ms_hilim,hard_ms_lolim,flux_powlaw_hilim,flux_powlaw_lolim,powlaw_gamma_hilim,powlaw_gamma_lolim,powlaw_nh_hilim,powlaw_nh_lolim,powlaw_ampl_hilim,powlaw_ampl_lolim,bb_ampl_lolim,bb_ampl_hilim,flux_brems_lolim,flux_brems_hilim,brems_kt_hilim,brems_kt_lolim,brems_nh_hilim,brems_nh_lolim,bb_kt_hilim,bb_kt_lolim,bb_nh_hilim,bb_nh_lolim
2,BH,BH0018,CXOU J100514.2-07423,171955.9,16.29,1238.383,2012-01-18T14:26:38,4.1391200000000003e-07,0.8074,4.8,0.00039916666666666665,0.00018731333333333333,0.0001970666666666667,2.1621e-05,0.428,0.425,0.6206666666666667,1.0,15.071440293947001,15.348838330463481,15.205484070160063,7.1601e-07,3.53429e-07,5.379800000000001e-07,3.6399999999999997,9.052e-07,3.82e-08,2.278e-07,1.069e-06,4.497e-07,7.614e-07,6.945e-09,1.717e-07,4.715e-07,3.556e-07,1.049e-06,6.945e-08,2.838e-07,1.634e-06,5.438e-07,1.442e-15,0.0,5.569e-16,3.213e-16,7.95e-16,1.193e-15,0.0,4.198e-16,0.0,6.266e-16,1.691e-15,2e-16,6.94e-16,6.933e-16,9.633e-16,-0.6983,-0.842,-0.3335,,,,,,,,,,,,,,,,,-0.4853,-0.8751,-0.7127,-0.9438,-0.188,-0.4678,,,,,,,,,,,,,,,,,,,,
3,BH,BH0018,CXOU J100514.2-07423,75554.3,16.29,1238.383,2012-01-26T22:21:59,4.1391200000000003e-07,0.8074,4.8,0.0003104333333333333,0.00019207,0.00019592666666666666,1.2158333333333335e-05,0.30233333333333334,0.48,0.48466666666666663,0.6666666666666666,13.87993765303951,14.500754032687505,14.081301950719862,9.665e-07,3.41622e-07,6.5526e-07,2.5999999999999996,9.523e-07,1.082e-07,1.57e-07,1.514e-06,5.448e-07,7.297e-07,3.357e-08,8.454e-08,4.698e-07,3.905e-07,1.163e-06,1.828e-07,2.295e-07,2.558e-06,6.992e-07,1.754e-15,3.644e-16,3.863e-16,3.791e-14,1.049e-15,1.322e-15,5.206e-17,2.08e-16,1.345e-14,7.519e-16,2.185e-15,6.767e-16,5.646e-16,6.115e-14,1.346e-15,-0.1287,-0.6633,-0.5646,,,,,,,,,,,,,,,,,0.2217,-0.4866,-0.4528,-0.8389,-0.3704,-0.7289,,,,,,,,,,,,,,,,,,,,
4,BH,BH0018,CXOU J100514.2-07423,184208.0,16.29,1238.383,2012-01-31T15:24:33,4.1391200000000003e-07,0.8074,4.8,0.00018961000000000002,0.000129998,0.000137164,1.0597799999999999e-05,0.5176000000000001,0.6642,0.47840000000000005,0.4,14.871859316870008,15.16076084885962,14.990472620714582,8.863600000000001e-07,4.857e-07,6.87e-07,4.116,9.658e-07,1.143e-07,1.931e-07,1.684e-06,4.778e-07,8.222e-07,6.71e-08,1.41e-07,1.017e-06,3.812e-07,1.109e-06,1.615e-07,2.422e-07,2.35e-06,5.691e-07,1.749e-15,4.611e-16,4.537e-16,1.575e-15,8.721e-16,1.474e-15,2.362e-16,3.313e-16,7.159e-16,6.957e-16,2.024e-15,6.86e-16,5.69e-16,2.398e-15,1.039e-15,-0.2374,-0.6134,-0.4322,,,,,,,,,,,,,,,,,-0.0181,-0.4591,-0.4691,-0.7477,-0.2967,-0.5565,,,,,,,,,,,,,,,,,,,,
5,BH,BH0018,CXOU J100514.2-07423,158013.8,16.29,1238.383,2012-02-03T10:00:00,4.1391200000000003e-07,0.8074,4.8,0.0002577666666666667,0.00011553000000000001,0.00015402666666666667,4.393666666666667e-05,0.647,0.8166666666666668,0.731,1.3333333333333333,15.14807298579214,15.404534642838394,15.260538418721525,4.938999999999999e-07,2.09264e-07,3.53646e-07,3.0839999999999996,7.264e-07,6.283e-08,1.561e-07,4.486e-07,3.743e-07,5.922e-07,2.304e-08,1.068e-07,4.078e-08,2.835e-07,8.606e-07,1.026e-07,2.054e-07,8.359e-07,4.65e-07,1.37e-15,2.219e-16,3.608e-16,0.0,7.916e-16,1.093e-15,3.026e-17,2.469e-16,0.0,5.997e-16,1.632e-15,4.135e-16,4.747e-16,5.167e-17,9.836e-16,-0.391,-0.7083,-0.4222,,,,,,,,,,,,,,,,,-0.1193,-0.6565,-0.5403,-0.8551,-0.258,-0.5753,,,,,,,,,,,,,,,,,,,,
6,BH,BH0018,CXOU J100514.2-07423,160215.7,16.29,1238.383,2012-01-21T08:54:47,4.1391200000000003e-07,0.8074,4.8,0.00056408,0.0002301025,0.00025561999999999997,4.5515e-05,0.32025,0.375,0.618,1.0,14.892857894166928,15.073307788749126,14.981507546598527,9.902999999999999e-07,5.69614e-07,7.8024e-07,4.616,1.546e-06,1.318e-07,3.956e-07,1.142e-06,6.858e-07,1.352e-06,7.737e-08,3.164e-07,5.375e-07,5.648e-07,1.741e-06,1.863e-07,4.703e-07,1.747e-06,8.069e-07,2.585e-15,5.337e-16,9.788e-16,0.0,1.12e-15,2.245e-15,2.734e-16,7.83e-16,0.0,9.22e-16,2.906e-15,7.94e-16,1.164e-15,2.17e-16,1.318e-15,-0.4884,-0.6746,-0.2723,,,,,,,,,,,,,,,,,-0.3204,-0.654,-0.5515,-0.7901,-0.1505,-0.3879,,,,,,,,,,,,,,,,,,,,
7,BH,BH0018,CXOU J100514.2-07423,119479.4,16.29,1238.383,2012-04-04T03:00:56,4.1391200000000003e-07,0.8074,4.8,0.00025936666666666666,6.475333333333333e-05,0.00015735999999999997,9.338e-05,0.9933333333333333,0.993,0.9119999999999999,5.0,15.16037113847384,15.45717457304082,15.299988937677888,7.252839999999999e-07,2.790722e-07,5.023620000000001e-07,2.75,7.815e-07,4.611e-08,1.24e-07,1.067e-06,4.932e-07,6.175e-07,4.191e-09,7.257e-08,3.312e-07,3.699e-07,9.456e-07,8.592e-08,1.754e-07,1.803e-06,6.165e-07,1.227e-15,1.444e-16,2.959e-16,0.0,8.387e-16,9.428e-16,0.0,1.732e-16,0.0,6.29e-16,1.496e-15,2.978e-16,4.185e-16,1.959e-16,1.048e-15,-0.3948,-0.827,-0.6109,,,,,,,,,,,,,,,,,-0.0394,-0.7239,-0.674,-0.9438,-0.4491,-0.7502,,,,,,,,,,,,,,,,,,,,
8,BH,BH0018,CXOU J100514.2-07423,69689.2,16.29,1238.383,2012-04-06T18:15:48,4.1391200000000003e-07,0.8074,4.8,0.00041180000000000003,0.0001425,0.00020459999999999999,6.66e-05,0.96,0.9339999999999999,0.724,1.5,15.172333543735858,15.61672694327277,15.426849795534922,4.8931e-07,1.7630600000000002e-07,2.5972e-07,1.6600000000000001,6.991e-07,0.0,9.14e-08,0.0,5.081e-07,5.01e-07,0.0,3.243e-08,0.0,3.481e-07,8.972e-07,4.625e-08,1.474e-07,6.877e-07,6.68e-07,8.878e-16,0.0,2.051e-16,0.0,7.783e-16,6.024e-16,0.0,7.279e-17,0.0,5.333e-16,1.157e-15,4.093e-16,3.309e-16,4.421e-16,1.023e-15,-0.9994,-0.9994,-0.7083,,,,,,,,,,,,,,,,,-0.3442,-1.0,-0.8339,-1.0,-0.5128,-0.8626,,,,,,,,,,,,,,,,,,,,
9,BH,BH0018,CXOU J100514.2-07423,46281.0,16.29,1238.383,2012-04-05T19:03:53,4.1391200000000003e-07,0.8074,4.8,0.00028295,0.0001088,0.0001631,4.98335e-05,0.8140000000000001,0.7270000000000001,0.6265000000000001,1.0,14.817670959383294,15.758254347429355,15.465136589451586,7.863199999999999e-07,1.35524e-07,4.6905000000000003e-07,1.666,6.415e-07,7.685e-08,1.396e-07,1.157e-06,3.303e-07,4.009e-07,0.0,4.797e-08,6.805e-08,1.607e-07,8.821e-07,1.537e-07,2.268e-07,2.178e-06,4.91e-07,9.235e-16,0.0,3.185e-16,0.0,4.713e-16,5.336e-16,0.0,1.095e-16,0.0,2.293e-16,1.293e-15,4.893e-16,5.176e-16,4.608e-15,7.006e-16,-0.2374,-0.6458,-0.4472,,,,,,,,,,,,,,,,,0.2305,-0.6565,-0.2917,-0.8951,-0.1106,-0.7164,,,,,,,,,,,,,,,,,,,,
0,BH,BH0019,CXOU J100515.4-07425,36978.6,17.39,1313.561,2001-06-14T10:51:54,6.238000000000001e-07,0.9510000000000002,7.0,0.00034,0.0002357,0.0002403,1.312e-05,0.269,0.585,0.461,0.0,15.0527820084026,15.676055231853809,15.257196341530834,5.623199999999999e-07,1.5002e-07,3.5725999999999996e-07,1.6460000000000001,6.696e-07,2.245e-07,9.73e-08,5.989e-07,1.96e-07,3.869e-07,7.482e-08,1.692e-08,1.996e-07,7.186e-08,9.523e-07,3.741e-07,1.735e-07,9.981e-07,3.136e-07,1.242e-15,7.602e-16,2.349e-16,2.18e-16,3.104e-16,6.897e-16,1.9e-16,4.086e-17,1.982e-17,1.138e-16,1.766e-15,1.33e-15,4.29e-16,4.062e-16,4.966e-16,0.4647,0.1174,-0.3635,,,,,,,,,,,,,,,,,0.7876,0.0406,0.4966,-0.3054,0.0581,-0.7189,,,,,,,,,,,,,,,,,,,,
1,BH,BH0019,CXOU J100515.4-07425,40580.4,17.39,1313.561,2010-01-27T01:02:52,6.238000000000001e-07,0.9510000000000002,7.0,0.0005012666666666666,0.0003174333333333333,0.00032439999999999997,2.0690000000000004e-05,0.3586666666666667,0.37833333333333335,0.4526666666666667,0.0,14.745601788800812,15.108752540451304,14.887307880224451,1.38672e-06,4.99478e-07,9.515000000000001e-07,2.522,1.607e-06,2.467e-07,4.51e-07,1.969e-06,4.838e-07,1.217e-06,9.549e-08,2.886e-07,6.06e-07,2.903e-07,1.997e-06,3.979e-07,6.043e-07,3.257e-06,6.774e-07,3.006e-15,1.078e-15,1.092e-15,4.48e-16,8.573e-16,2.195e-15,3.464e-16,6.988e-16,1.378e-16,5.144e-16,3.769e-15,1.809e-15,1.463e-15,7.409e-16,1.2e-15,-0.2523,-0.3123,-0.0562,,,,,,,,,,,,,,,,,0.0493,-0.559,0.0056,-0.6115,0.2067,-0.3067,,,,,,,,,,,,,,,,,,,,
2,BH,BH0019,CXOU J100515.4-07425,75682.2,17.39,1313.561,2010-01-29T14:46:35,6.238000000000001e-07,0.9510000000000002,7.0,0.0006316200000000001,0.00030833,0.00032097800000000003,3.3624399999999996e-05,0.40380000000000005,0.268,0.5744,1.0,14.662221375163817,14.906466253301366,14.766115891234115,1.47996e-06,7.9984e-07,1.14552e-06,3.918,2.26e-06,2.756e-07,6.645e-07,1.796e-06,7.315e-07,1.92e-06,1.566e-07,5.142e-07,8.57e-07,5.514e-07,2.6e-06,3.883e-07,8.069e-07,2.693e-06,9.116e-07,3.899e-15,1.037e-15,1.601e-15,6.825e-16,1.348e-15,3.273e-15,5.185e-16,1.239e-15,1.551e-16,1.016e-15,4.524e-15,1.556e-15,1.944e-15,1.179e-15,1.68e-15,-0.4047,-0.4497,-0.0512,,,,,,,,,,,,,,,,,-0.2117,-0.589,-0.2555,-0.6277,0.1106,-0.208,,,,,,,,,,,,,,,,,,,,
3,BH,BH0019,CXOU J100515.4-07425,171955.9,17.39,1313.561,2012-01-18T14:26:38,6.238000000000001e-07,0.9510000000000002,7.0,0.00012485,8.539499999999999e-05,8.6115e-05,3.126e-06,0.6659999999999999,0.5569999999999999,0.472,0.0,15.417686591843053,15.847412034634644,15.580834295769467,3.1364999999999995e-07,8.254619999999999e-08,1.98468e-07,2.146,3.127e-07,7.24e-08,3.044e-08,4.049e-07,1.719e-07,2.241e-07,3.071e-08,7.611e-09,3.681e-08,1.135e-07,4.013e-07,1.119e-07,5.175e-08,7.731e-07,2.302e-07,5.855e-16,2.275e-16,7.781e-17,1.411e-16,2.807e-16,4.078e-16,6.605e-17,1.945e-17,3.359e-17,1.836e-16,7.633e-16,3.89e-16,1.323e-16,2.486e-16,3.779e-16,0.4622,-0.3948,-0.7108,,,,,,,,,,,,,,,,,0.7626,0.0893,-0.1205,-0.644,-0.4953,-0.8826,,,,,,,,,,,,,,,,,,,,
4,BH,BH0019,CXOU J100515.4-07425,75554.3,17.39,1313.561,2012-01-26T22:21:59,6.238000000000001e-07,0.9510000000000002,7.0,0.0002232,0.0001412,0.0001437,8.248e-06,0.047,0.006,0.506,1.0,15.165668326274217,15.722427455907393,15.357674001225954,4.637799999999999e-07,8.138200000000001e-08,2.7735799999999993e-07,1.7239999999999998,4.226e-07,1.113e-07,6.969e-08,6.04e-07,1.792e-07,2.652e-07,3.709e-08,1.742e-08,0.0,8.72e-08,5.717e-07,1.854e-07,1.185e-07,1.172e-06,2.713e-07,9.475e-16,4.526e-16,1.675e-16,2.797e-16,3.47e-16,5.945e-16,1.267e-16,4.188e-17,1.554e-17,1.688e-16,1.282e-15,7.784e-16,2.848e-16,5.439e-16,5.252e-16,0.2848,-0.2299,-0.4735,,,,,,,,,,,,,,,,,0.6552,-0.1468,0.1405,-0.5778,-0.1205,-0.7639,,,,,,,,,,,,,,,,,,,,
5,BH,BH0019,CXOU J100515.4-07425,184208.0,17.39,1313.561,2012-01-31T15:24:33,6.238000000000001e-07,0.9510000000000002,7.0,0.000341025,0.000236095,0.00023840249999999998,9.2795e-06,0.474,0.704,0.37625,0.0,14.803867495404937,14.969278870639538,14.880697911638789,6.871799999999999e-07,4.2848e-07,5.1148e-07,4.444,1.437e-06,2.05e-07,3.806e-07,0.0,5.348e-07,1.264e-06,1.403e-07,3.079e-07,0.0,4.302e-07,1.61e-06,2.661e-07,4.49e-07,4.772e-07,6.336e-07,3.249e-15,1.437e-15,9.5e-16,0.0,9.447e-16,2.853e-15,9.831e-16,7.705e-16,0.0,7.599e-16,3.646e-15,1.865e-15,1.129e-15,9.521e-17,1.119e-15,-0.2948,-0.4447,-0.1699,,,,,,,,,,,,,,,,,-0.1343,-0.4541,-0.2979,-0.5828,-0.0394,-0.2929,,,,,,,,,,,,,,,,,,,,
6,BH,BH0019,CXOU J100515.4-07425,158013.8,17.39,1313.561,2012-02-03T10:00:00,6.238000000000001e-07,0.9510000000000002,7.0,0.0003585,0.000218755,0.0002342075,2.1460250000000002e-05,0.38425,0.399,0.5089999999999999,0.75,14.776270490635124,14.98354331874654,14.865771876978338,9.5642e-07,5.21e-07,7.4048e-07,4.454,1.399e-06,2.785e-07,2.802e-07,1.151e-06,5.937e-07,1.208e-06,1.983e-07,2.147e-07,5.077e-07,4.763e-07,1.579e-06,3.588e-07,3.456e-07,1.794e-06,7.047e-07,2.956e-15,1.28e-15,6.699e-16,8.069e-16,1.098e-15,2.547e-15,8.983e-16,5.133e-16,3.56e-16,8.785e-16,3.342e-15,1.662e-15,8.265e-16,1.234e-15,1.305e-15,0.0037,-0.3635,-0.3623,,,,,,,,,,,,,,,,,0.1818,-0.1843,-0.2117,-0.5103,-0.228,-0.4878,,,,,,,,,,,,,,,,,,,,
7,BH,BH0019,CXOU J100515.4-07425,160215.7,17.39,1313.561,2012-01-21T08:54:47,6.238000000000001e-07,0.9510000000000002,7.0,0.0001404,6.0375e-05,7.068e-05,1.18335e-05,0.6875,0.7815,0.6655,1.5,15.619354680809074,16.191883596045503,15.89190876441878,2.3637e-07,5.3252e-08,8.805e-08,1.44,2.473e-07,0.0,6.665e-08,0.0,1.263e-07,1.633e-07,0.0,3.247e-08,0.0,7.049e-08,3.313e-07,3.283e-08,9.912e-08,5.365e-07,1.821e-07,2.619e-16,0.0,1.434e-16,0.0,2.36e-16,1.218e-16,0.0,6.793e-17,0.0,1.317e-16,4.019e-16,1.261e-16,2.151e-16,1.234e-16,3.347e-16,-0.9994,-0.9994,-0.341,,,,,,,,,,,,,,,,,-0.3429,-1.0,-0.589,-1.0,-0.0369,-0.604,,,,,,,,,,,,,,,,,,,,
8,BH,BH0019,CXOU J100515.4-07425,119479.4,17.39,1313.561,2012-04-04T03:00:56,6.238000000000001e-07,0.9510000000000002,7.0,0.000461875,0.00025847,0.0002726,2.5827e-05,0.43999999999999995,0.34750000000000003,0.48500000000000004,0.5,14.782416047966478,14.981657400924176,14.877017817745543,9.255999999999999e-07,4.85094e-07,7.073e-07,3.992,1.619e-06,2.207e-07,3.276e-07,5.81e-07,7.882e-07,1.383e-06,1.368e-07,2.457e-07,2.767e-08,6.323e-07,1.854e-06,3.001e-07,4.044e-07,1.134e-06,9.355e-07,3.269e-15,1.068e-15,7.807e-16,0.0,1.519e-15,2.775e-15,6.362e-16,5.855e-16,0.0,1.219e-15,3.762e-15,1.5e-15,9.758e-16,2.111e-16,1.803e-15,-0.1811,-0.5646,-0.4197,,,,,,,,,,,,,,,,,0.0244,-0.3879,-0.4179,-0.6977,-0.2879,-0.5403,,,,,,,,,,,,,,,,,,,,
9,BH,BH0019,CXOU J100515.4-07425,69689.2,17.39,1313.561,2012-04-06T18:15:48,6.238000000000001e-07,0.9510000000000002,7.0,0.0005409,0.00032353333333333336,0.0003729333333333333,5.1710000000000005e-05,0.7086666666666668,0.7333333333333334,0.454,0.0,14.831119657586358,15.071686097829746,14.962469921233392,8.787679999999999e-07,4.7204e-07,6.055e-07,2.604,1.687e-06,0.0,4.116e-07,0.0,9.289e-07,1.362e-06,0.0,2.899e-07,0.0,7.083e-07,1.993e-06,8.504e-08,5.276e-07,6.382e-07,1.15e-06,2.754e-15,0.0,9.843e-16,0.0,1.713e-15,2.245e-15,0.0,6.932e-16,0.0,1.301e-15,3.263e-15,3.198e-16,1.262e-15,4.067e-16,2.125e-15,-0.9994,-0.9994,-0.4047,,,,,,,,,,,,,,,,,-0.6515,-1.0,-0.8326,-1.0,-0.243,-0.5528,,,,,,,,,,,,,,,,,,,,
10,BH,BH0019,CXOU J100515.4-07425,46281.0,17.39,1313.561,2012-04-05T19:03:53,6.238000000000001e-07,0.9510000000000002,7.0,0.0006065,0.00037656666666666664,0.00038396666666666666,2.3562333333333333e-05,0.16466666666666666,0.27899999999999997,0.4283333333333333,0.0,14.699504515340458,15.00638744206111,14.842374019942598,1.0448000000000001e-06,4.7348400000000003e-07,6.5384e-07,2.572,1.87e-06,2.346e-07,6.348e-07,0.0,5.298e-07,1.47e-06,9.952e-08,4.668e-07,0.0,3.311e-07,2.271e-06,3.697e-07,8.028e-07,1.052e-06,7.285e-07,3.565e-15,1.135e-15,1.62e-15,0.0,8.678e-16,2.738e-15,4.816e-16,1.165e-15,0.0,5.424e-16,4.34e-15,1.789e-15,2.076e-15,5.897e-16,1.193e-15,-0.4372,-0.3848,0.07,,,,,,,,,,,,,,,,,-0.193,-0.6652,-0.0981,-0.6427,0.2942,-0.1455,,,,,,,,,,,,,,,,,,,,
0,BH,BH0020,CXOU J100516.2-07423,36978.6,16.78,1251.499,2001-06-14T10:51:54,2.9786e-07,0.465,2.4,0.0003868666666666666,0.00026986666666666665,0.0002759,1.5701e-05,0.553,0.5139999999999999,0.448,0.0,14.809046725078604,15.235838817763096,14.969716096188655,8.598400000000001e-07,3.4777599999999995e-07,6.0732e-07,2.2340000000000004,1.356e-06,2.203e-07,1.875e-07,7.436e-07,5.292e-07,9.778e-07,7.595e-08,7.813e-08,2.789e-07,3.281e-07,1.733e-06,3.646e-07,2.969e-07,1.185e-06,7.197e-07,2.257e-15,9.325e-16,4.758e-16,8.276e-16,8.682e-16,1.607e-15,2.511e-16,1.982e-16,3.103e-16,5.383e-16,2.907e-15,1.614e-15,7.401e-16,1.319e-15,1.181e-15,0.1512,-0.396,-0.4947,,,,,,,,,,,,,,,,,0.5053,-0.2542,-0.0868,-0.6652,-0.2192,-0.7189,,,,,,,,,,,,,,,,,,,,
1,BH,BH0020,CXOU J100516.2-07423,40580.4,16.78,1251.499,2010-01-27T01:02:52,2.9786e-07,0.465,2.4,0.00043210000000000004,0.0002963,0.0003041,1.8707e-05,0.586,0.4505,0.44599999999999995,0.0,14.834886308401739,15.26287099484859,15.033942786843403,9.2758e-07,2.9543e-07,6.153200000000001e-07,2.228,1.246e-06,2.043e-07,2.894e-07,8.377e-07,4.992e-07,8.988e-07,7.248e-08,1.592e-07,4.927e-08,2.974e-07,1.573e-06,3.361e-07,4.124e-07,1.626e-06,6.904e-07,2.289e-15,6.413e-16,6.898e-16,0.0,1.004e-15,1.64e-15,1.115e-16,3.715e-16,0.0,6.066e-16,2.899e-15,1.143e-15,9.905e-16,8.993e-16,1.381e-15,-0.1212,-0.4185,-0.3011,,,,,,,,,,,,,,,,,0.2242,-0.4716,-0.1156,-0.6877,-0.0256,-0.544,,,,,,,,,,,,,,,,,,,,
2,BH,BH0020,CXOU J100516.2-07423,75682.2,16.78,1251.499,2010-01-29T14:46:35,2.9786e-07,0.465,2.4,0.00040559999999999994,0.0002169666666666667,0.00022613333333333335,2.2164666666666668e-05,0.435,0.32599999999999996,0.5396666666666667,0.6666666666666666,14.937455618653535,15.264385133886424,15.09267464664859,7.644399999999999e-07,3.04334e-07,5.3442e-07,2.822,1.102e-06,2.076e-07,2.743e-07,6.943e-07,3.939e-07,8.686e-07,1.066e-07,1.845e-07,9.467e-08,2.673e-07,1.335e-06,3.086e-07,3.64e-07,1.294e-06,5.206e-07,1.957e-15,7.353e-16,6.537e-16,0.0,6.932e-16,1.498e-15,3.119e-16,4.398e-16,0.0,4.704e-16,2.392e-15,1.159e-15,8.677e-16,4.398e-16,9.16e-16,-0.0937,-0.2923,-0.1961,,,,,,,,,,,,,,,,,0.173,-0.3691,-0.0356,-0.534,0.0269,-0.4041,,,,,,,,,,,,,,,,,,,,
3,BH,BH0020,CXOU J100516.2-07423,171955.9,16.78,1251.499,2012-01-18T14:26:38,2.9786e-07,0.465,2.4,0.0004540666666666666,0.00024913333333333334,0.00025446666666666665,1.7856333333333334e-05,0.4106666666666667,0.19733333333333336,0.49166666666666664,0.6666666666666666,14.941323493281757,15.142715761192195,15.03946263257929,7.1756e-07,3.839339999999999e-07,5.515999999999999e-07,4.0920000000000005,1.203e-06,1.044e-07,2.894e-07,6.056e-07,5.556e-07,1.038e-06,5.497e-08,2.24e-07,1.57e-07,4.457e-07,1.369e-06,1.539e-07,3.515e-07,1.054e-06,6.594e-07,2.281e-15,4.398e-16,7.279e-16,0.0,1.117e-15,1.952e-15,1.885e-16,5.632e-16,0.0,8.959e-16,2.611e-15,6.807e-16,8.839e-16,2.227e-16,1.325e-15,-0.461,-0.6858,-0.3198,,,,,,,,,,,,,,,,,-0.263,-0.6477,-0.5465,-0.8076,-0.1893,-0.4416,,,,,,,,,,,,,,,,,,,,
4,BH,BH0020,CXOU J100516.2-07423,75554.3,16.78,1251.499,2012-01-26T22:21:59,2.9786e-07,0.465,2.4,0.00034763333333333334,0.0002487666666666667,0.00025256666666666666,1.2068666666666667e-05,0.5173333333333333,0.4000000000000001,0.41533333333333333,0.0,15.00227295478223,15.282878952393466,15.147898348894033,9.005060000000001e-07,3.4591999999999996e-07,6.208599999999999e-07,2.5740000000000003,1.138e-06,0.0,3.057e-07,1.05e-06,6.106e-07,8.992e-07,0.0,2.074e-07,1.826e-07,4.404e-07,1.377e-06,3.933e-08,3.984e-07,1.917e-06,7.708e-07,1.674e-15,0.0,7.569e-16,0.0,1.126e-15,1.281e-15,0.0,5.136e-16,0.0,8.121e-16,2.046e-15,3.624e-16,9.867e-16,1.578e-16,1.421e-15,-0.9994,-0.9994,-0.3485,,,,,,,,,,,,,,,,,-0.7664,-1.0,-0.8776,-1.0,-0.163,-0.5203,,,,,,,,,,,,,,,,,,,,
5,BH,BH0020,CXOU J100516.2-07423,184208.0,16.78,1251.499,2012-01-31T15:24:33,2.9786e-07,0.465,2.4,0.00030053333333333334,0.0001688666666666667,0.00017146666666666667,9.979333333333333e-06,0.311,0.271,0.48933333333333334,0.6666666666666666,15.071706587767798,15.310478042500218,15.185046916011524,4.0488e-07,2.33862e-07,2.961e-07,3.376,8.251e-07,1.137e-07,2.222e-07,0.0,3.195e-07,6.922e-07,6.671e-08,1.683e-07,0.0,2.421e-07,9.58e-07,1.606e-07,2.76e-07,2.328e-07,3.97e-07,1.591e-15,5.051e-16,5.308e-16,0.0,6.384e-16,1.314e-15,2.464e-16,4.021e-16,0.0,4.837e-16,1.868e-15,7.515e-16,6.595e-16,1.668e-16,7.932e-16,-0.3086,-0.4735,-0.1861,,,,,,,,,,,,,,,,,-0.1018,-0.5166,-0.2879,-0.649,-0.0219,-0.3404,,,,,,,,,,,,,,,,,,,,
6,BH,BH0020,CXOU J100516.2-07423,158013.8,16.78,1251.499,2012-02-03T10:00:00,2.9786e-07,0.465,2.4,0.000341875,0.000187535,0.00019049999999999997,1.1688499999999998e-05,0.3945,0.56125,0.497,0.5,14.198743137901666,14.626712752094145,14.357130063720923,8.4282e-07,4.3188000000000003e-07,6.4144e-07,4.0840000000000005,1.138e-06,2.201e-07,2.687e-07,1.161e-06,4.194e-07,9.702e-07,1.494e-07,2.051e-07,5.121e-07,3.226e-07,1.305e-06,2.909e-07,3.324e-07,1.775e-06,5.108e-07,2.265e-15,9.382e-16,6.5e-16,1.736e-14,7.573e-16,1.915e-15,6.196e-16,4.96e-16,8.197e-15,5.826e-16,2.616e-15,1.257e-15,8.039e-16,2.604e-14,9.224e-16,-0.0949,-0.3173,-0.2261,,,,,,,,,,,,,,,,,0.0906,-0.2879,-0.1443,-0.4866,-0.0718,-0.3704,,,,,,,,,,,,,,,,,,,,
7,BH,BH0020,CXOU J100516.2-07423,160215.7,16.78,1251.499,2012-01-21T08:54:47,2.9786e-07,0.465,2.4,0.0004291649999999999,0.000181085,0.000219515,3.8577999999999996e-05,0.5827500000000001,0.55925,0.619,1.0,14.81650950534771,14.997596329657776,14.896803689995428,7.0822e-07,3.9398400000000004e-07,5.5212e-07,4.18,1.311e-06,1.82e-07,2.879e-07,4.016e-07,5.781e-07,1.132e-06,1.19e-07,2.215e-07,3.492e-08,4.625e-07,1.49e-06,2.45e-07,3.506e-07,7.682e-07,6.873e-07,2.508e-15,8.035e-16,6.594e-16,,1.102e-15,2.148e-15,4.854e-16,5.072e-16,,8.816e-16,2.868e-15,1.122e-15,8.031e-16,,1.31e-15,-0.2199,-0.5259,-0.341,,,,,,,,,,,,,,,,,-0.0294,-0.4129,-0.3804,-0.664,-0.2092,-0.4653,,,,,,,,,,,,,,,,,,,,
